Date,price
2001-07-13,19.885087966918945
2001-07-16,18.73277473449707
2001-07-17,19.501909255981445
2001-07-18,18.6944637298584
2001-07-19,19.488216400146484
2001-07-20,19.392419815063477
2001-07-23,18.803945541381836
2001-07-24,18.297574996948242
2001-07-25,17.96912384033203
2001-07-26,19.638765335083008
2001-07-27,20.093114852905273
2001-07-30,20.22724151611328
2001-07-31,20.22724151611328
2001-08-01,21.281024932861328
2001-08-02,21.691593170166016
2001-08-03,21.417871475219727
2001-08-06,21.034679412841797
2001-08-07,20.708967208862305
2001-08-08,20.473575592041016
2001-08-09,19.9124755859375
2001-08-10,19.953521728515625
2001-08-13,20.43251609802246
2001-08-14,20.51463508605957
2001-08-15,19.71265983581543
2001-08-16,19.460847854614258
2001-08-17,18.776573181152344
2001-08-20,18.981855392456055
2001-08-21,18.50286102294922
2001-08-22,19.07765007019043
2001-08-23,19.173446655273438
2001-08-24,20.000059127807617
2001-08-27,20.446205139160156
2001-08-28,19.967205047607422
2001-08-29,19.269248962402344
2001-08-30,18.749195098876953
2001-08-31,18.842256546020508
2001-09-04,18.338626861572266
2001-09-05,17.709089279174805
2001-09-06,16.887962341308594
2001-09-07,17.011131286621094
2001-09-10,16.994714736938477
2001-09-17,15.437295913696289
2001-09-18,15.524886131286621
2001-09-19,14.219282150268555
2001-09-20,13.302349090576172
2001-09-21,12.659133911132812
2001-09-24,13.91819953918457
2001-09-25,13.54869270324707
2001-09-26,13.165496826171875
2001-09-27,12.76861572265625
2001-09-28,13.124436378479004
2001-10-01,12.68649959564209
2001-10-02,12.453847885131836
2001-10-03,13.644487380981445
2001-10-04,14.438247680664062
2001-10-05,14.525839805603027
2001-10-08,15.108838081359863
2001-10-09,14.42457103729248
2001-10-10,15.245696067810059
2001-10-11,16.597820281982422
2001-10-12,16.313167572021484
2001-10-15,15.971028327941895
2001-10-16,16.463716506958008
2001-10-17,15.79312515258789
2001-10-18,15.218337059020996
2001-10-19,15.338759422302246
2001-10-22,16.094205856323242
2001-10-23,16.02577018737793
2001-10-24,16.52939796447754
2001-10-25,17.243791580200195
2001-10-26,17.309476852416992
2001-10-29,16.354225158691406
2001-10-30,15.368871688842773
2001-10-31,15.935450553894043
2001-11-01,16.915332794189453
2001-11-02,17.079557418823242
2001-11-05,17.761098861694336
2001-11-06,18.256521224975586
2001-11-07,18.387895584106445
2001-11-08,17.889753341674805
2001-11-09,18.034818649291992
2001-11-12,18.38515853881836
2001-11-13,19.20081329345703
2001-11-14,19.296613693237305
2001-11-15,19.10502052307129
2001-11-16,19.036588668823242
2001-11-19,18.957212448120117
2001-11-20,17.88153076171875
2001-11-21,18.105974197387695
2001-11-23,18.407068252563477
2001-11-26,19.148815155029297
2001-11-27,19.1679744720459
2001-11-28,18.313993453979492
2001-11-29,18.814889907836914
2001-11-30,18.568552017211914
2001-12-03,18.3249454498291
2001-12-04,19.22818946838379
2001-12-05,20.760974884033203
2001-12-06,20.62411880493164
2001-12-07,19.885087966918945
2001-12-10,19.460847854614258
2001-12-11,19.668867111206055
2001-12-12,19.611387252807617
2001-12-13,18.683500289916992
2001-12-14,19.066692352294922
2001-12-17,19.488216400146484
2001-12-18,19.638765335083008
2001-12-19,18.626028060913086
2001-12-20,17.684457778930664
2001-12-21,18.130615234375
2001-12-24,17.996488571166992
2001-12-26,18.21546173095703
2001-12-27,18.497385025024414
2001-12-28,18.653396606445312
2001-12-31,18.2017765045166
2002-01-02,18.9407958984375
2002-01-03,20.391462326049805
2002-01-04,20.320289611816406
2002-01-07,19.87415313720703
2002-01-08,19.926158905029297
2002-01-09,19.816667556762695
2002-01-10,19.592227935791016
2002-01-11,19.488216400146484
2002-01-14,19.107759475708008
2002-01-15,19.15976333618164
2002-01-16,18.349578857421875
2002-01-17,18.790250778198242
2002-01-18,18.311262130737305
2002-01-22,17.490121841430664
2002-01-23,18.01017951965332
2002-01-24,18.289358139038086
2002-01-25,18.46727752685547
2002-01-28,18.792987823486328
2002-01-29,18.36052703857422
2002-01-30,18.83131217956543
2002-01-31,18.979114532470703
2002-02-01,18.790250778198242
2002-02-04,18.439899444580078
2002-02-05,18.174409866333008
2002-02-06,18.119667053222656
2002-02-07,17.531177520751953
2002-02-08,17.914382934570312
2002-02-11,18.60686492919922
2002-02-12,18.50286102294922
2002-02-13,18.91341781616211
2002-02-14,18.81215476989746
2002-02-15,18.36052703857422
2002-02-19,17.55581283569336
2002-02-20,17.914382934570312
2002-02-21,16.80585289001465
2002-02-22,16.87701416015625
2002-02-25,17.763830184936523
2002-02-26,17.503812789916992
2002-02-27,17.42443084716797
2002-02-28,16.887962341308594
2002-03-01,18.45359230041504
2002-03-04,19.666128158569336
2002-03-05,20.000059127807617
2002-03-06,19.959003448486328
2002-03-07,20.128694534301758
2002-03-08,20.856773376464844
2002-03-11,20.440731048583984
2002-03-12,19.71539878845215
2002-03-13,19.178924560546875
2002-03-14,19.126920700073242
2002-03-15,19.408838272094727
2002-03-18,19.638765335083008
2002-03-19,19.761940002441406
2002-03-20,19.08038902282715
2002-03-21,19.570331573486328
2002-03-22,19.351362228393555
2002-03-25,18.82309913635254
2002-03-26,19.118711471557617
2002-03-27,19.148815155029297
2002-03-28,19.496431350708008
2002-04-01,19.980899810791016
2002-04-02,19.395156860351562
2002-04-03,18.984596252441406
2002-04-04,19.05027961730957
2002-04-05,18.891529083251953
2002-04-08,18.83131217956543
2002-04-09,18.407068252563477
2002-04-10,18.47548484802246
2002-04-11,18.105974197387695
2002-04-12,18.2017765045166
2002-04-15,18.598651885986328
2002-04-16,19.61412239074707
2002-04-17,20.04111671447754
2002-04-18,19.441686630249023
2002-04-19,19.1871395111084
2002-04-22,18.84500503540039
2002-04-23,18.47548484802246
2002-04-24,17.873334884643555
2002-04-25,18.023866653442383
2002-04-26,17.243791580200195
2002-04-29,17.284847259521484
2002-04-30,17.654354095458984
2002-05-01,17.720043182373047
2002-05-02,16.997453689575195
2002-05-03,16.296751022338867
2002-05-06,15.971028327941895
2002-05-07,15.875228881835938
2002-05-08,17.736467361450195
2002-05-09,17.454545974731445
2002-05-10,16.471923828125
2002-05-13,17.350534439086914
2002-05-14,18.46454429626465
2002-05-15,18.313993453979492
2002-05-16,18.58224105834961
2002-05-17,18.595922470092773
2002-05-20,18.363269805908203
2002-05-21,17.859638214111328
2002-05-22,17.41895294189453
2002-05-23,17.788480758666992
2002-05-24,17.161680221557617
2002-05-28,17.093250274658203
2002-05-29,16.575931549072266
2002-05-30,16.39254379272461
2002-05-31,16.367910385131836
2002-06-03,15.574152946472168
2002-06-04,15.913553237915039
2002-06-05,16.00935935974121
2002-06-06,15.434557914733887
2002-06-07,14.955561637878418
2002-06-10,14.802289009094238
2002-06-11,14.164543151855469
2002-06-12,14.59974193572998
2002-06-13,14.399930953979492
2002-06-14,14.369819641113281
2002-06-17,15.095155715942383
2002-06-18,14.917241096496582
2002-06-19,13.91819953918457
2002-06-20,13.302349090576172
2002-06-21,12.94105052947998
2002-06-24,13.521318435668945
2002-06-25,12.782299995422363
2002-06-26,12.730294227600098
2002-06-27,13.329719543457031
2002-06-28,13.11348819732666
2002-07-01,12.522271156311035
2002-07-02,12.067914962768555
2002-07-03,12.481217384338379
2002-07-05,13.507633209228516
2002-07-08,13.001265525817871
2002-07-09,12.535962104797363
2002-07-10,12.150028228759766
2002-07-11,12.760408401489258
2002-07-12,13.009478569030762
2002-07-15,13.04232406616211
2002-07-16,13.310561180114746
2002-07-17,13.370779037475586
2002-07-18,13.069694519042969
2002-07-19,12.700187683105469
2002-07-22,12.412790298461914
2002-07-23,11.769566535949707
2002-07-24,12.264986991882324
2002-07-25,11.10718822479248
2002-07-26,10.85263729095459
2002-07-29,11.605341911315918
2002-07-30,11.920112609863281
2002-07-31,11.331633567810059
2002-08-01,10.707572937011719
2002-08-02,10.26689338684082
2002-08-05,9.686633110046387
2002-08-06,10.26416015625
2002-08-07,10.480389595031738
2002-08-08,10.869058609008789
2002-08-09,10.811582565307617
2002-08-12,10.551559448242188
2002-08-13,10.171095848083496
2002-08-14,10.792425155639648
2002-08-15,11.016866683959961
2002-08-16,11.701140403747559
2002-08-19,12.251302719116211
2002-08-20,11.728513717651367
2002-08-21,12.22119140625
2002-08-22,12.28962230682373
2002-08-23,11.561548233032227
2002-08-26,11.575238227844238
2002-08-27,11.05792236328125
2002-08-28,10.485864639282227
2002-08-29,10.521449089050293
2002-08-30,10.401012420654297
2002-09-03,9.880969047546387
2002-09-04,9.935705184936523
2002-09-05,9.51419448852539
2002-09-06,10.075303077697754
2002-09-09,10.045191764831543
2002-09-10,10.275111198425293
2002-09-11,10.44206714630127
2002-09-12,9.77695369720459
2002-09-13,9.634623527526855
2002-09-16,9.210371971130371
2002-09-17,9.016036987304688
2002-09-18,8.854543685913086
2002-09-19,8.638318061828613
2002-09-20,8.509673118591309
2002-09-23,8.126474380493164
2002-09-24,8.153847694396973
2002-09-25,8.717696189880371
2002-09-26,8.539778709411621
2002-09-27,8.33723258972168
2002-09-30,8.082683563232422
2002-10-01,8.539778709411621
2002-10-02,8.37829303741455
2002-10-03,8.1292142868042
2002-10-04,7.704959869384766
2002-10-07,7.3600873947143555
2002-10-08,7.280712127685547
2002-10-09,7.102800369262695
2002-10-10,7.672117233276367
2002-10-11,8.361869812011719
2002-10-14,8.389240264892578
2002-10-15,9.221321105957031
2002-10-16,8.211323738098145
2002-10-17,8.83265209197998
2002-10-18,8.985932350158691
2002-10-21,9.538825035095215
2002-10-22,8.89560604095459
2002-10-23,9.579882621765137
2002-10-24,9.306168556213379
2002-10-25,9.755060195922852
2002-10-28,9.823488235473633
2002-10-29,9.495030403137207
2002-10-30,10.02329158782959
2002-10-31,9.990449905395508
2002-11-01,10.47765827178955
2002-11-04,11.044231414794922
2002-11-05,10.838953971862793
2002-11-06,11.142769813537598
2002-11-07,10.359959602355957
2002-11-08,10.182047843933105
2002-11-11,9.634623527526855
2002-11-12,9.990449905395508
2002-11-13,9.941182136535645
2002-11-14,10.75683879852295
2002-11-15,10.75683879852295
2002-11-18,10.797896385192871
2002-11-19,10.52418327331543
2002-11-20,11.202987670898438
2002-11-21,12.180137634277344
2002-11-22,12.067914962768555
2002-11-25,12.4702730178833
2002-11-26,11.95021915435791
2002-11-27,12.683762550354004
2002-11-29,12.371732711791992
2002-12-02,12.535962104797363
2002-12-03,11.868102073669434
2002-12-04,11.172879219055176
2002-12-05,11.112664222717285
2002-12-06,10.99223518371582
2002-12-09,10.332590103149414
2002-12-10,10.797896385192871
2002-12-11,10.715784072875977
2002-12-12,10.606298446655273
2002-12-13,10.26689338684082
2002-12-16,10.74315357208252
2002-12-17,10.51323413848877
2002-12-18,9.845380783081055
2002-12-19,9.768744468688965
2002-12-20,9.79063892364502
2002-12-23,9.976760864257812
2002-12-24,9.839909553527832
2002-12-26,9.798851013183594
2002-12-27,9.730423927307129
2002-12-30,9.525139808654785
2002-12-31,9.492298126220703
2003-01-02,10.121828079223633
2003-01-03,10.275111198425293
2003-01-06,10.797896385192871
2003-01-07,10.74315357208252
2003-01-08,10.340799331665039
2003-01-09,10.65830135345459
2003-01-10,10.89643383026123
2003-01-13,10.726727485656738
2003-01-14,10.75683879852295
2003-01-15,10.537867546081543
2003-01-16,10.16836166381836
2003-01-17,9.579882621765137
2003-01-21,9.51693058013916
2003-01-22,9.45124340057373
2003-01-23,9.793377876281738
2003-01-24,9.388286590576172
2003-01-27,9.210371971130371
2003-01-28,9.308911323547363
2003-01-29,9.552510261535645
2003-01-30,9.09267807006836
2003-01-31,9.03245735168457
2003-02-03,9.03245735168457
2003-02-04,8.890130043029785
2003-02-05,8.950345993041992
2003-02-06,8.791595458984375
2003-02-07,8.704011917114258
2003-02-10,8.84907054901123
2003-02-11,8.851812362670898
2003-02-12,8.84907054901123
2003-02-13,8.750540733337402
2003-02-14,9.292481422424316
2003-02-18,9.642831802368164
2003-02-19,9.505980491638184
2003-02-20,9.716736793518066
2003-02-21,9.648306846618652
2003-02-24,9.538825035095215
2003-02-25,9.459450721740723
2003-02-26,9.21584701538086
2003-02-27,9.51966667175293
2003-02-28,9.812535285949707
2003-03-03,9.448501586914062
