Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2014-07-14,2.3380000591278076,2.3380000591278076,2.3380000591278076,2.3380000591278076,2.3380000591278076,0.0,0.0,0.0,0.0
2014-07-15,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,2.309999942779541,0.0,0.0,0.0,0.0
2014-07-16,2.2950000762939453,2.2950000762939453,2.2950000762939453,2.2950000762939453,2.2950000762939453,0.0,0.0,0.0,0.0
2014-07-17,2.312000036239624,2.312000036239624,2.312000036239624,2.312000036239624,2.312000036239624,0.0,0.0,0.0,0.0
2014-07-18,2.321000099182129,2.321000099182129,2.321000099182129,2.321000099182129,2.321000099182129,0.0,0.0,0.0,0.0
2014-07-21,2.2839999198913574,2.2839999198913574,2.2839999198913574,2.2839999198913574,2.2839999198913574,0.0,0.0,0.0,0.0
2014-07-22,2.3450000286102295,2.3450000286102295,2.3450000286102295,2.3450000286102295,2.3450000286102295,0.0,0.0,0.0,0.0
2014-07-23,2.4170000553131104,2.4170000553131104,2.4170000553131104,2.4170000553131104,2.4170000553131104,0.0,0.0,0.0,0.0
2014-07-24,2.4260001182556152,2.4260001182556152,2.4260001182556152,2.4260001182556152,2.4260001182556152,0.0,0.0,0.0,0.0
2014-07-25,2.437000036239624,2.437000036239624,2.437000036239624,2.437000036239624,2.437000036239624,0.0,0.0,0.0,0.0
2014-07-28,2.500999927520752,2.500999927520752,2.500999927520752,2.500999927520752,2.500999927520752,0.0,0.0,0.0,0.0
2014-07-29,2.5239999294281006,2.6050000190734863,2.5239999294281006,2.6050000190734863,2.6050000190734863,0.0,0.0,0.0,0.0
2014-07-30,2.7219998836517334,2.7219998836517334,2.7219998836517334,2.7219998836517334,2.7219998836517334,0.0,0.0,0.0,0.0
2014-07-31,2.747999906539917,2.747999906539917,2.747999906539917,2.747999906539917,2.747999906539917,0.0,0.0,0.0,0.0
2014-08-01,2.7730000019073486,2.7730000019073486,2.7730000019073486,2.7730000019073486,2.7730000019073486,0.0,0.0,0.0,0.0
2014-08-04,2.8469998836517334,2.8469998836517334,2.8469998836517334,2.8469998836517334,2.8469998836517334,0.0,0.0,0.0,0.0
2014-08-06,2.8239998817443848,2.8239998817443848,2.8239998817443848,2.8239998817443848,2.8239998817443848,0.0,0.0,0.0,0.0
2014-08-07,2.815000057220459,2.815000057220459,2.815000057220459,2.815000057220459,2.815000057220459,0.0,0.0,0.0,0.0
2014-08-08,2.822999954223633,2.822999954223633,2.822999954223633,2.822999954223633,2.822999954223633,0.0,0.0,0.0,0.0
2014-08-11,2.809999942779541,2.809999942779541,2.809999942779541,2.809999942779541,2.809999942779541,0.0,0.0,0.0,0.0
2014-08-12,3.0160000324249268,3.0160000324249268,2.931999921798706,2.931999921798706,2.931999921798706,0.0,0.0,0.0,0.0
2014-08-13,2.878000020980835,2.878000020980835,2.877000093460083,2.877000093460083,2.877000093460083,0.0,0.0,0.0,0.0
2014-08-14,2.878999948501587,2.878999948501587,2.878999948501587,2.878999948501587,2.878999948501587,0.0,0.0,0.0,0.0
2014-08-15,2.878999948501587,2.878999948501587,2.878999948501587,2.878999948501587,2.878999948501587,0.0,0.0,0.0,0.0
