Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2007-02-02,4.485000133514404,4.485000133514404,4.485000133514404,4.485000133514404,4.223226547241211,0.0,0.0,0.0,0.0
2007-02-05,4.485000133514404,4.485000133514404,4.485000133514404,4.485000133514404,4.223226547241211,81600.0,0.0,0.0,0.0
2007-02-06,4.485000133514404,4.485000133514404,4.485000133514404,4.485000133514404,4.223226547241211,0.0,0.0,0.0,0.0
2007-02-07,4.485000133514404,4.485000133514404,4.485000133514404,4.485000133514404,4.223226547241211,0.0,0.0,0.0,0.0
2007-02-08,4.526249885559082,4.526249885559082,4.519374847412109,4.519374847412109,4.2555928230285645,160000.0,0.0,0.0,0.0
2007-02-09,4.431250095367432,4.440625190734863,4.431250095367432,4.440625190734863,4.181440353393555,3200.0,0.0,0.0,0.0
2007-02-12,4.440625190734863,4.440625190734863,4.440625190734863,4.440625190734863,4.181440353393555,0.0,0.0,0.0,0.0
2007-02-13,4.440625190734863,4.440625190734863,4.440625190734863,4.440625190734863,4.181440353393555,0.0,0.0,0.0,0.0
2007-02-14,4.440625190734863,4.440625190734863,4.440625190734863,4.440625190734863,4.181440353393555,0.0,0.0,0.0,0.0
2007-02-15,4.509375095367432,4.509375095367432,4.509375095367432,4.509375095367432,4.246175765991211,1600.0,0.0,0.0,0.0
2007-02-16,4.509375095367432,4.509375095367432,4.509375095367432,4.509375095367432,4.246175765991211,0.0,0.0,0.0,0.0
2007-02-20,4.541250228881836,4.541250228881836,4.541250228881836,4.541250228881836,4.276190757751465,80000.0,0.0,0.0,0.0
2007-02-21,4.541250228881836,4.541250228881836,4.541250228881836,4.541250228881836,4.276190757751465,0.0,0.0,0.0,0.0
2007-02-22,4.541250228881836,4.541250228881836,4.541250228881836,4.541250228881836,4.276190757751465,0.0,0.0,0.0,0.0
2007-02-23,4.567500114440918,4.567500114440918,4.556875228881836,4.556875228881836,4.2909040451049805,64000.0,0.0,0.0,0.0
2007-02-26,4.54812479019165,4.54812479019165,4.529375076293945,4.529375076293945,4.265009880065918,48000.0,0.0,0.0,0.0
2007-02-27,4.372499942779541,4.372499942779541,4.184374809265137,4.210625171661377,3.9648642539978027,606400.0,0.0,0.0,0.0
2007-02-28,4.210625171661377,4.210625171661377,4.210625171661377,4.210625171661377,3.9648642539978027,0.0,0.0,0.0,0.0
2007-03-01,4.227499961853027,4.228125095367432,4.214375019073486,4.228125095367432,3.9813432693481445,113600.0,0.0,0.0,0.0
2007-03-02,4.228125095367432,4.228125095367432,4.228125095367432,4.228125095367432,3.9813432693481445,0.0,0.0,0.0,0.0
2007-03-05,4.073124885559082,4.073124885559082,4.018125057220459,4.018125057220459,3.7835991382598877,36800.0,0.0,0.0,0.0
2007-03-06,4.09375,4.123125076293945,4.09375,4.123125076293945,3.8824715614318848,3200.0,0.0,0.0,0.0
2007-03-07,4.151249885559082,4.151249885559082,4.124374866485596,4.124374866485596,3.883646249771118,4800.0,0.0,0.0,0.0
2007-03-08,4.215624809265137,4.215624809265137,4.182499885559082,4.182499885559082,3.9383792877197266,4800.0,0.0,0.0,0.0
2007-03-09,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-12,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-13,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-14,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-15,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-16,4.182499885559082,4.182499885559082,4.182499885559082,4.182499885559082,3.9383792877197266,0.0,0.0,0.0,0.0
2007-03-19,4.191249847412109,4.191249847412109,4.155624866485596,4.155624866485596,3.913074254989624,20800.0,0.0,0.0,0.0
2007-03-20,4.155624866485596,4.155624866485596,4.155624866485596,4.155624866485596,3.913074254989624,0.0,0.0,0.0,0.0
2007-03-21,4.155624866485596,4.155624866485596,4.155624866485596,4.155624866485596,3.913074254989624,0.0,0.0,0.0,0.0
2007-03-22,4.155624866485596,4.155624866485596,4.155624866485596,4.155624866485596,3.913074254989624,0.0,0.0,0.0,0.0
2007-03-23,4.155624866485596,4.155624866485596,4.155624866485596,4.155624866485596,3.913074254989624,0.0,0.0,0.0,0.0
2007-03-26,4.155624866485596,4.155624866485596,4.155624866485596,4.155624866485596,3.913074254989624,0.0,0.0,0.0,0.0
2007-03-27,4.311874866485596,4.311874866485596,4.297500133514404,4.297500133514404,4.046667575836182,22400.0,0.0,0.0,0.0
2007-03-28,4.23312520980835,4.23312520980835,4.23312520980835,4.23312520980835,3.986050605773926,12800.0,0.0,0.0,0.0
2007-03-29,4.23312520980835,4.23312520980835,4.23312520980835,4.23312520980835,3.986050605773926,0.0,0.0,0.0,0.0
2007-03-30,4.23312520980835,4.23312520980835,4.23312520980835,4.23312520980835,3.986050605773926,0.0,0.0,0.0,0.0
2007-04-02,4.23312520980835,4.23312520980835,4.23312520980835,4.23312520980835,3.986050605773926,0.0,0.0,0.0,0.0
2007-04-03,4.375,4.395625114440918,4.375,4.38937520980835,4.133178234100342,17600.0,0.0,0.0,0.0
2007-04-04,4.38937520980835,4.38937520980835,4.38937520980835,4.38937520980835,4.133178234100342,0.0,0.0,0.0,0.0
2007-04-05,4.37624979019165,4.400000095367432,4.375625133514404,4.400000095367432,4.143184661865234,41600.0,0.0,0.0,0.0
2007-04-09,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.143184661865234,0.0,0.0,0.0,0.0
2007-04-10,4.420000076293945,4.420000076293945,4.420000076293945,4.420000076293945,4.162017345428467,1600.0,0.0,0.0,0.0
2007-04-11,4.375,4.375625133514404,4.356874942779541,4.375625133514404,4.120232582092285,84800.0,0.0,0.0,0.0
2007-04-12,4.408750057220459,4.408750057220459,4.408750057220459,4.408750057220459,4.151425361633301,32000.0,0.0,0.0,0.0
2007-04-13,4.423749923706055,4.423749923706055,4.423749923706055,4.423749923706055,4.165548324584961,32000.0,0.0,0.0,0.0
2007-04-16,4.494375228881836,4.494375228881836,4.494375228881836,4.494375228881836,4.232051372528076,11200.0,0.0,0.0,0.0
2007-04-17,4.494375228881836,4.494375228881836,4.494375228881836,4.494375228881836,4.232051372528076,0.0,0.0,0.0,0.0
2007-04-18,4.49875020980835,4.49875020980835,4.49875020980835,4.49875020980835,4.236171245574951,32000.0,0.0,0.0,0.0
2007-04-19,4.49875020980835,4.49875020980835,4.49875020980835,4.49875020980835,4.236171245574951,0.0,0.0,0.0,0.0
2007-04-20,4.49875020980835,4.49875020980835,4.49875020980835,4.49875020980835,4.236171245574951,0.0,0.0,0.0,0.0
2007-04-23,4.509375095367432,4.509375095367432,4.506875038146973,4.506875038146973,4.243823051452637,43200.0,0.0,0.0,0.0
2007-04-24,4.506875038146973,4.506875038146973,4.506875038146973,4.506875038146973,4.243823051452637,0.0,0.0,0.0,0.0
2007-04-25,4.548749923706055,4.548749923706055,4.548749923706055,4.548749923706055,4.283253192901611,1600.0,0.0,0.0,0.0
