Date,Close
1995-01-03,8.8125
1995-01-04,8.9375
1995-01-05,9.0
1995-01-06,9.0
1995-01-09,8.8125
1995-01-10,8.8125
1995-01-11,9.0
1995-01-12,8.9375
1995-01-13,8.75
1995-01-16,8.6875
1995-01-17,8.6875
1995-01-18,8.6875
1995-01-19,8.625
1995-01-20,8.625
1995-01-23,8.6875
1995-01-24,8.5
1995-01-25,8.5625
1995-01-26,8.5625
1995-01-27,8.4375
1995-01-30,8.4375
1995-01-31,8.5
1995-02-01,8.625
1995-02-02,8.5
1995-02-03,8.625
1995-02-06,9.0
1995-02-07,9.1875
1995-02-08,9.25
1995-02-09,9.3125
1995-02-10,9.3125
1995-02-13,9.3125
1995-02-14,9.75
1995-02-15,9.625
1995-02-16,9.1875
1995-02-17,9.25
1995-02-21,9.1875
1995-02-22,9.0625
1995-02-23,9.125
1995-02-24,9.0
1995-02-27,9.0
1995-02-28,9.0
1995-03-01,9.125
1995-03-02,9.1875
1995-03-03,9.125
1995-03-06,9.25
1995-03-07,9.28125
1995-03-08,9.5625
1995-03-09,9.5625
1995-03-10,9.5
1995-03-13,9.5625
1995-03-14,10.0
1995-03-15,10.0
1995-03-16,10.25
1995-03-17,10.3125
1995-03-20,10.0
1995-03-21,9.8125
1995-03-22,9.75
1995-03-23,9.8125
1995-03-24,9.9375
1995-03-27,10.1875
1995-03-28,10.1875
1995-03-29,10.4375
1995-03-30,10.6875
1995-03-31,10.5
1995-04-03,10.625
1995-04-04,10.6875
1995-04-05,10.8125
1995-04-06,10.8125
1995-04-07,10.875
1995-04-10,10.875
1995-04-11,11.1875
1995-04-12,11.25
1995-04-13,10.75
1995-04-17,10.75
1995-04-18,10.6875
1995-04-19,10.5
1995-04-20,10.5625
1995-04-21,10.5
1995-04-24,10.375
1995-04-25,10.4375
1995-04-26,10.5
1995-04-27,10.5
1995-04-28,10.375
1995-05-01,10.5625
1995-05-02,10.4375
1995-05-03,10.5
1995-05-04,10.375
1995-05-05,10.375
1995-05-08,10.1875
1995-05-09,10.3125
1995-05-10,10.1875
1995-05-11,10.0625
1995-05-12,10.125
1995-05-15,10.375
1995-05-16,10.25
1995-05-17,10.3125
1995-05-18,10.625
1995-05-19,10.4375
1995-05-22,10.5
1995-05-23,10.625
1995-05-24,10.9375
1995-05-25,10.8125
1995-05-26,10.8125
1995-05-30,10.75
1995-05-31,10.75
1995-06-01,10.875
1995-06-02,10.625
1995-06-05,10.875
1995-06-06,11.0
1995-06-07,11.25
1995-06-08,11.25
1995-06-09,11.1875
1995-06-12,11.1875
1995-06-13,11.1875
1995-06-14,11.3125
1995-06-15,11.375
1995-06-16,11.625
1995-06-19,11.5
1995-06-20,11.1875
1995-06-21,10.875
1995-06-22,10.6875
1995-06-23,10.625
1995-06-26,10.5
1995-06-27,10.5
1995-06-28,10.5
1995-06-29,10.5
1995-06-30,10.75
1995-07-03,10.5625
1995-07-05,10.8125
1995-07-06,10.75
1995-07-07,10.6875
1995-07-10,10.8125
1995-07-11,10.9375
1995-07-12,10.75
1995-07-13,10.5
1995-07-14,10.375
1995-07-17,10.25
1995-07-18,10.1875
1995-07-19,10.0
1995-07-20,9.8125
1995-07-21,9.9375
1995-07-24,9.6875
1995-07-25,9.3125
1995-07-26,9.25
1995-07-27,9.5
1995-07-28,9.625
1995-07-31,9.8125
1995-08-01,9.9375
1995-08-02,10.0
1995-08-03,9.875
1995-08-04,9.9375
1995-08-07,10.0
1995-08-08,9.8125
1995-08-09,9.5625
1995-08-10,9.8125
1995-08-11,9.875
1995-08-14,9.8125
1995-08-15,9.8125
1995-08-16,9.8125
1995-08-17,10.125
1995-08-18,10.1875
1995-08-21,10.5625
1995-08-22,10.4375
1995-08-23,10.125
1995-08-24,10.125
1995-08-25,10.25
1995-08-28,10.375
1995-08-29,10.3125
1995-08-30,10.4375
1995-08-31,10.5625
1995-09-01,11.25
1995-09-05,11.3125
1995-09-06,11.375
1995-09-07,11.8125
1995-09-08,11.75
1995-09-11,11.875
1995-09-12,11.75
1995-09-13,11.6875
1995-09-14,11.625
1995-09-15,11.625
1995-09-18,11.6875
1995-09-19,11.25
1995-09-20,11.0
1995-09-21,11.125
1995-09-22,10.9375
1995-09-25,11.4375
1995-09-26,11.4375
1995-09-27,10.9375
1995-09-28,10.9375
1995-09-29,10.9375
1995-10-02,11.0
1995-10-03,11.25
1995-10-04,11.375
1995-10-05,11.375
1995-10-06,11.25
1995-10-09,11.1875
1995-10-10,11.0625
1995-10-11,11.0625
1995-10-12,10.875
1995-10-13,10.875
1995-10-16,10.875
1995-10-17,10.8125
1995-10-18,11.0
1995-10-19,10.875
1995-10-20,11.0
1995-10-23,11.0
1995-10-24,11.1875
1995-10-25,11.3125
1995-10-26,10.9375
1995-10-27,11.125
1995-10-30,11.125
1995-10-31,10.875
1995-11-01,10.8125
1995-11-02,10.75
1995-11-03,11.1875
1995-11-06,11.375
1995-11-07,11.375
1995-11-08,11.5
1995-11-09,11.625
1995-11-10,11.5
1995-11-13,11.625
1995-11-14,11.75
1995-11-15,11.625
1995-11-16,11.625
1995-11-17,11.5
1995-11-20,11.4375
1995-11-21,11.375
1995-11-22,11.3125
1995-11-24,11.375
1995-11-27,11.4375
1995-11-28,11.9375
1995-11-29,12.0
1995-11-30,12.0625
1995-12-01,12.0625
1995-12-04,12.0
1995-12-05,11.875
1995-12-06,12.1875
1995-12-07,12.375
1995-12-08,12.3125
1995-12-11,12.375
1995-12-12,12.375
1995-12-13,12.3125
1995-12-14,12.4375
1995-12-15,11.9375
1995-12-18,11.8125
1995-12-19,11.8125
1995-12-20,12.0
1995-12-21,12.125
1995-12-22,12.3125
1995-12-26,12.625
1995-12-27,12.875
1995-12-28,12.875
1995-12-29,12.75
1996-01-02,12.6875
