Date,Close
1995-01-03,10.125
1995-01-04,10.0625
1995-01-05,10.3125
1995-01-06,10.5
1995-01-09,10.75
1995-01-10,10.375
1995-01-11,10.3125
1995-01-12,10.25
1995-01-13,10.3125
1995-01-16,10.4375
1995-01-17,10.625
1995-01-18,10.5625
1995-01-19,10.5625
1995-01-20,10.625
1995-01-23,10.375
1995-01-24,10.25
1995-01-25,10.125
1995-01-26,10.1875
1995-01-27,10.125
1995-01-30,9.9375
1995-01-31,10.0625
1995-02-01,10.0625
1995-02-02,10.0625
1995-02-03,10.1875
1995-02-06,10.125
1995-02-07,10.5625
1995-02-08,10.6875
1995-02-09,10.4375
1995-02-10,10.3125
1995-02-13,10.5
1995-02-14,10.6875
1995-02-15,10.875
1995-02-16,10.6875
1995-02-17,10.6875
1995-02-21,10.9375
1995-02-22,11.125
1995-02-23,11.125
1995-02-24,11.0
1995-02-27,11.0625
1995-02-28,11.3125
1995-03-01,11.625
1995-03-02,11.1875
1995-03-03,11.0625
1995-03-06,10.75
1995-03-07,10.6875
1995-03-08,10.125
1995-03-09,9.9375
1995-03-10,10.0625
1995-03-13,9.9375
1995-03-14,10.4375
1995-03-15,10.625
1995-03-16,10.5625
1995-03-17,10.75
1995-03-20,10.9375
1995-03-21,11.125
1995-03-22,11.0625
1995-03-23,11.125
1995-03-24,11.0625
1995-03-27,11.3125
1995-03-28,11.25
1995-03-29,11.3125
1995-03-30,11.5
1995-03-31,11.625
1995-04-03,11.25
1995-04-04,11.625
1995-04-05,11.75
1995-04-06,11.625
1995-04-07,11.5625
1995-04-10,11.4375
1995-04-11,11.4375
1995-04-12,11.4375
1995-04-13,11.5
1995-04-17,11.5625
1995-04-18,11.4375
1995-04-19,11.5
1995-04-20,11.9375
1995-04-21,11.6875
1995-04-24,12.0
1995-04-25,12.125
1995-04-26,12.25
1995-04-27,11.875
1995-04-28,11.875
1995-05-01,11.8125
1995-05-02,11.75
1995-05-03,11.6875
1995-05-04,11.9375
1995-05-05,11.6875
1995-05-08,11.625
1995-05-09,11.6875
1995-05-10,11.5625
1995-05-11,12.125
1995-05-12,12.25
1995-05-15,12.1875
1995-05-16,12.5
1995-05-17,12.3125
1995-05-18,12.3125
1995-05-19,12.1875
1995-05-22,12.3125
1995-05-23,12.5
1995-05-24,12.5
1995-05-25,12.25
1995-05-26,12.25
1995-05-30,12.3125
1995-05-31,12.4375
1995-06-01,12.1875
1995-06-02,11.625
1995-06-05,11.9375
1995-06-06,12.0
1995-06-07,12.0
1995-06-08,11.875
1995-06-09,11.6875
1995-06-12,11.6875
1995-06-13,11.4375
1995-06-14,11.125
1995-06-15,11.1875
1995-06-16,11.4375
1995-06-19,11.8125
1995-06-20,12.1875
1995-06-21,12.25
1995-06-22,12.1875
1995-06-23,12.125
1995-06-26,12.125
1995-06-27,12.25
1995-06-28,12.5625
1995-06-29,12.3125
1995-06-30,12.4375
1995-07-03,12.4375
1995-07-05,12.75
1995-07-06,13.0
1995-07-07,13.4375
1995-07-10,13.875
1995-07-11,13.125
1995-07-12,13.570313453674316
1995-07-13,13.75
1995-07-14,13.9375
1995-07-17,13.4375
1995-07-18,13.875
1995-07-19,13.1875
1995-07-20,13.3125
1995-07-21,13.5625
1995-07-24,13.75
1995-07-25,14.1875
1995-07-26,13.8125
1995-07-27,14.0625
1995-07-28,14.375
1995-07-31,14.0
1995-08-01,14.1875
1995-08-02,13.9375
1995-08-03,13.5625
1995-08-04,13.5625
1995-08-07,13.5
1995-08-08,13.3125
1995-08-09,13.0625
1995-08-10,13.125
1995-08-11,13.25
1995-08-14,13.1875
1995-08-15,13.125
1995-08-16,13.25
1995-08-17,13.5625
1995-08-18,13.5625
1995-08-21,13.9375
1995-08-22,13.8125
1995-08-23,13.75
1995-08-24,13.6875
1995-08-25,13.625
1995-08-28,13.5
1995-08-29,13.125
1995-08-30,12.9375
1995-08-31,13.0
1995-09-01,12.875
1995-09-05,13.3125
1995-09-06,13.25
1995-09-07,13.25
1995-09-08,13.1875
1995-09-11,13.25
1995-09-12,13.6875
1995-09-13,13.3125
1995-09-14,13.875
1995-09-15,14.125
1995-09-18,14.1875
1995-09-19,13.875
1995-09-20,14.0625
1995-09-21,13.8125
1995-09-22,13.625
1995-09-25,13.875
1995-09-26,13.625
1995-09-27,13.5
1995-09-28,13.375
1995-09-29,13.375
1995-10-02,13.0625
1995-10-03,12.5625
1995-10-04,12.1875
1995-10-05,12.6875
1995-10-06,13.1875
1995-10-09,13.0
1995-10-10,12.8125
1995-10-11,13.0625
1995-10-12,13.125
1995-10-13,13.125
1995-10-16,13.3125
1995-10-17,13.25
1995-10-18,13.5625
1995-10-19,13.25
1995-10-20,13.4375
1995-10-23,13.4375
1995-10-24,13.25
1995-10-25,13.4375
1995-10-26,13.125
1995-10-27,13.4375
1995-10-30,13.1875
1995-10-31,13.5
1995-11-01,14.0625
1995-11-02,14.5625
1995-11-03,14.4375
1995-11-06,14.375
1995-11-07,14.75
1995-11-08,14.625
1995-11-09,14.5625
1995-11-10,14.8125
1995-11-13,14.9375
1995-11-14,15.0
1995-11-15,15.0
1995-11-16,14.75
1995-11-17,14.5625
1995-11-20,14.3125
1995-11-21,14.4375
1995-11-22,14.8125
1995-11-24,14.5625
1995-11-27,14.625
1995-11-28,14.9375
1995-11-29,14.8125
1995-11-30,14.5625
1995-12-01,14.375
1995-12-04,14.5
1995-12-05,14.5
1995-12-06,14.8125
1995-12-07,14.8125
1995-12-08,14.875
1995-12-11,15.0625
1995-12-12,15.0
1995-12-13,15.3125
1995-12-14,15.8125
1995-12-15,15.8125
1995-12-18,15.4375
1995-12-19,15.625
1995-12-20,15.875
1995-12-21,15.625
1995-12-22,15.9375
1995-12-26,16.375
1995-12-27,16.6875
1995-12-28,16.9375
1995-12-29,16.8125
1996-01-02,16.625
