Date,Close
1995-01-03,12.28125
1995-01-04,12.40625
1995-01-05,12.21875
1995-01-06,12.25
1995-01-09,12.25
1995-01-10,12.1875
1995-01-11,12.28125
1995-01-12,12.25
1995-01-13,12.46875
1995-01-16,12.375
1995-01-17,12.28125
1995-01-18,12.21875
1995-01-19,12.28125
1995-01-20,12.25
1995-01-23,12.28125
1995-01-24,12.1875
1995-01-25,12.3125
1995-01-26,12.25
1995-01-27,12.1875
1995-01-30,12.40625
1995-01-31,12.21875
1995-02-01,12.21875
1995-02-02,12.21875
1995-02-03,12.375
1995-02-06,12.40625
1995-02-07,12.34375
1995-02-08,12.6875
1995-02-09,12.6875
1995-02-10,12.6875
1995-02-13,12.625
1995-02-14,12.71875
1995-02-15,12.84375
1995-02-16,12.4375
1995-02-17,12.40625
1995-02-21,12.40625
1995-02-22,12.34375
1995-02-23,12.34375
1995-02-24,12.3125
1995-02-27,12.21875
1995-02-28,12.25
1995-03-01,12.125
1995-03-02,12.15625
1995-03-03,12.09375
1995-03-06,12.25
1995-03-07,12.125
1995-03-08,12.0
1995-03-09,12.0
1995-03-10,12.125
1995-03-13,12.15625
1995-03-14,12.53125
1995-03-15,12.5
1995-03-16,12.625
1995-03-17,12.8125
1995-03-20,12.75
1995-03-21,12.8125
1995-03-22,13.0
1995-03-23,12.875
1995-03-24,12.9375
1995-03-27,13.0
1995-03-28,12.96875
1995-03-29,13.03125
1995-03-30,12.8125
1995-03-31,12.78125
1995-04-03,12.90625
1995-04-04,13.0625
1995-04-05,13.0625
1995-04-06,13.09375
1995-04-07,13.03125
1995-04-10,13.0625
1995-04-11,13.09375
1995-04-12,13.25
1995-04-13,13.4375
1995-04-17,13.40625
1995-04-18,13.34375
1995-04-19,13.5
1995-04-20,13.25
1995-04-21,13.40625
1995-04-24,13.40625
1995-04-25,13.3125
1995-04-26,13.3125
1995-04-27,13.28125
1995-04-28,13.125
1995-05-01,13.09375
1995-05-02,13.15625
1995-05-03,13.125
1995-05-04,13.09375
1995-05-05,12.8125
1995-05-08,13.125
1995-05-09,13.0625
1995-05-10,12.9375
1995-05-11,12.875
1995-05-12,13.03125
1995-05-15,13.03125
1995-05-16,13.03125
1995-05-17,12.8125
1995-05-18,12.84375
1995-05-19,12.65625
1995-05-22,12.6875
1995-05-23,12.71875
1995-05-24,12.71875
1995-05-25,12.71875
1995-05-26,12.625
1995-05-30,12.65625
1995-05-31,12.90625
1995-06-01,12.84375
1995-06-02,12.9375
1995-06-05,13.03125
1995-06-06,13.0
1995-06-07,13.0
1995-06-08,13.15625
1995-06-09,12.875
1995-06-12,12.78125
1995-06-13,13.09375
1995-06-14,13.0625
1995-06-15,13.25
1995-06-16,13.34375
1995-06-19,13.375
1995-06-20,13.4375
1995-06-21,13.5625
1995-06-22,13.84375
1995-06-23,13.78125
1995-06-26,13.8125
1995-06-27,13.78125
1995-06-28,13.875
1995-06-29,13.84375
1995-06-30,13.8125
1995-07-03,13.8125
1995-07-05,13.6875
1995-07-06,13.875
1995-07-07,13.8125
1995-07-10,13.78125
1995-07-11,13.84375
1995-07-12,13.8125
1995-07-13,13.625
1995-07-14,13.59375
1995-07-17,13.5625
1995-07-18,13.5625
1995-07-19,13.71875
1995-07-20,14.3125
1995-07-21,14.1875
1995-07-24,14.25
1995-07-25,14.40625
1995-07-26,14.375
1995-07-27,14.4375
1995-07-28,14.34375
1995-07-31,14.40625
1995-08-01,14.40625
1995-08-02,14.34375
1995-08-03,14.3125
1995-08-04,14.5625
1995-08-07,14.125
1995-08-08,14.28125
1995-08-09,14.46875
1995-08-10,14.65625
1995-08-11,14.53125
1995-08-14,14.5625
1995-08-15,14.5625
1995-08-16,14.5
1995-08-17,14.625
1995-08-18,14.71875
1995-08-21,14.84375
1995-08-22,14.75
1995-08-23,14.90625
1995-08-24,14.90625
1995-08-25,15.0
1995-08-28,15.09375
1995-08-29,15.125
1995-08-30,15.0
1995-08-31,15.0
1995-09-01,15.0
1995-09-05,15.03125
1995-09-06,15.03125
1995-09-07,15.0625
1995-09-08,15.15625
1995-09-11,15.34375
1995-09-12,15.4375
1995-09-13,15.53125
1995-09-14,15.59375
1995-09-15,15.78125
1995-09-18,15.90625
1995-09-19,16.09375
1995-09-20,16.1875
1995-09-21,15.875
1995-09-22,15.875
1995-09-25,15.75
1995-09-26,15.75
1995-09-27,15.875
1995-09-28,15.90625
1995-09-29,16.09375
1995-10-02,16.25
1995-10-03,16.46875
1995-10-04,16.4375
1995-10-05,16.46875
1995-10-06,16.65625
1995-10-09,16.84375
1995-10-10,16.5
1995-10-11,16.34375
1995-10-12,16.25
1995-10-13,16.34375
1995-10-16,16.375
1995-10-17,16.25
1995-10-18,16.15625
1995-10-19,16.6875
1995-10-20,15.6875
1995-10-23,15.28125
1995-10-24,15.34375
1995-10-25,15.40625
1995-10-26,15.09375
1995-10-27,15.0625
1995-10-30,15.03125
1995-10-31,14.9375
1995-11-01,14.9375
1995-11-02,14.96875
1995-11-03,14.84375
1995-11-06,14.84375
1995-11-07,14.875
1995-11-08,15.09375
1995-11-09,14.9375
1995-11-10,14.9375
1995-11-13,14.84375
1995-11-14,14.96875
1995-11-15,15.125
1995-11-16,15.28125
1995-11-17,15.1875
1995-11-20,15.1875
1995-11-21,15.40625
1995-11-22,15.28125
1995-11-24,15.3125
1995-11-27,15.3125
1995-11-28,15.21875
1995-11-29,15.3125
1995-11-30,15.4375
1995-12-01,15.75
1995-12-04,16.0
1995-12-05,16.28125
1995-12-06,16.25
1995-12-07,16.15625
1995-12-08,16.1875
1995-12-11,16.25
1995-12-12,16.15625
1995-12-13,16.25
1995-12-14,16.375
1995-12-15,16.8125
1995-12-18,16.6875
1995-12-19,16.65625
1995-12-20,16.15625
1995-12-21,16.40625
1995-12-22,16.3125
1995-12-26,16.28125
1995-12-27,16.40625
1995-12-28,16.40625
1995-12-29,16.25
1996-01-02,16.53125
