variant,record_type,component,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,entry_signal_date,signal_date,tqqq_boosted,extension_decision_date,extended_to_80,rotation_signal_date,rotation_date,trajectory_lookback,decision_ndx_above_ma200,decision_breadth,decision_past_breadth,decision_breadth_change,decision_requires_ma200,natural_extension_gate,component_return_pct,allocation_at_entry,portfolio_contribution_pct,cluster,component_events
10_sessions,component_exit,ma200,2006-09-18,2006-09-20,,,,,,,NDX-below-MA200,,2006-09-19,,,,,,,,,,,,,0.12269289182063048,0.23342720934029304,0.028639859343580237,,
10_sessions,component_exit,ma200,2006-09-22,2008-01-07,,,,,,,NDX-below-MA200,,2008-01-04,,,,,,,,,,,,,20.522595103827367,0.2333804584299768,4.789572653504028,,
10_sessions,component_exit,ma200,2008-05-02,2008-05-08,,,,,,,NDX-below-MA200,,2008-05-07,,,,,,,,,,,,,-1.9268577918750807,0.20286476129504624,-0.3908915459982381,,
10_sessions,component_exit,ma200,2008-05-12,2008-05-22,,,,,,,NDX-below-MA200,,2008-05-21,,,,,,,,,,,,,-0.4985975131947873,0.20199879874984414,-0.1007160987250066,,
10_sessions,component_exit,ma200,2008-05-27,2008-06-12,,,,,,,NDX-below-MA200,,2008-06-11,,,,,,,,,,,,,-1.3321961812112315,0.19937347040933903,-0.26560457591415193,,
10_sessions,component_exit,ma200,2008-06-16,2008-06-19,,,,,,,NDX-below-MA200,,2008-06-18,,,,,,,,,,,,,-0.47464744885405974,0.19667311661203865,-0.09335039305808114,,
10_sessions,component_exit,ma200,2008-08-11,2008-08-20,,,,,,,NDX-below-MA200,,2008-08-19,,,,,,,,,,,,,-0.14827273223189108,0.19916280696148722,-0.02953041354715241,,
10_sessions,component_exit,ma200,2008-08-25,2008-08-27,,,,,,,NDX-below-MA200,,2008-08-26,,,,,,,,,,,,,-1.7809726607201148,0.19849369055613408,-0.35351183620591325,,
10_sessions,component_exit,ma200,2008-08-29,2008-09-03,,,,,,,NDX-below-MA200,,2008-09-02,,,,,,,,,,,,,-2.6901279816624935,0.1969915075009418,-0.5299323664781604,,
10_sessions,component_exit,ma200,2009-05-01,2009-05-14,,,,,,,NDX-below-MA200,,2009-05-13,,,,,,,,,,,,,-3.5757279176648726,0.15080237831967236,-0.5392282742079124,,
10_sessions,component_exit,ma200,2009-05-19,2010-05-21,,,,,,,NDX-below-MA200,,2010-05-20,,,,,,,,,,,,,27.57698618261193,0.14668301199862332,4.045075395109936,,
10_sessions,component_exit,ma200,2010-05-25,2010-05-27,,,,,,,NDX-below-MA200,,2010-05-26,,,,,,,,,,,,,3.7166215928623236,0.14109876939154248,0.5244107330469083,,
10_sessions,component_exit,ma200,2010-06-01,2010-06-08,,,,,,,NDX-below-MA200,,2010-06-07,,,,,,,,,,,,,-2.699774217523443,0.14308025564510685,-0.3862843852273225,,
10_sessions,component_exit,ma200,2010-06-11,2010-06-29,,,,,,,NDX-below-MA200,,2010-06-28,,,,,,,,,,,,,-0.6192594100502546,0.14121974875682866,-0.08745165830259889,,
10_sessions,component_exit,ma200,2010-07-14,2010-07-19,,,,,,,NDX-below-MA200,,2010-07-16,,,,,,,,,,,,,-2.298759497778047,0.13948930289494893,-0.3206523598682027,,
10_sessions,component_exit,ma200,2010-07-23,2010-08-12,,,,,,,NDX-below-MA200,,2010-08-11,,,,,,,,,,,,,-2.470462919903038,0.1355749136886275,-0.33493279713680907,,
10_sessions,component_exit,ma200,2010-09-07,2011-06-16,,,,,,,NDX-below-MA200,,2011-06-15,,,,,,,,,,,,,18.454960343353456,0.13222612708933043,2.440227931788807,,
10_sessions,component_exit,ma200,2011-06-22,2011-06-27,,,,,,,NDX-below-MA200,,2011-06-24,,,,,,,,,,,,,-1.274904930191889,0.13037019077432066,-0.16620959896823856,,
10_sessions,component_exit,ma200,2011-06-29,2011-08-05,,,,,,,NDX-below-MA200,,2011-08-04,,,,,,,,,,,,,-2.8840613265408543,0.1272521617852327,-0.3670030385235096,,
10_sessions,component_exit,ma200,2011-09-19,2011-09-22,,,,,,,NDX-below-MA200,,2011-09-21,,,,,,,,,,,,,-3.6899959138990246,0.12307797777603,-0.4541572350845056,,
10_sessions,component_exit,ma200,2011-10-12,2011-11-18,,,,,,,NDX-below-MA200,,2011-11-17,,,,,,,,,,,,,-1.9979007486779832,0.11374296609345472,-0.22724715711496762,,
10_sessions,component_exit,ma200,2011-12-01,2011-12-09,,,,,,,NDX-below-MA200,,2011-12-08,,,,,,,,,,,,,-0.4444398778297609,0.11219655671399785,-0.04986462395888905,,
10_sessions,component_exit,ma200,2011-12-13,2011-12-15,,,,,,,NDX-below-MA200,,2011-12-14,,,,,,,,,,,,,-2.5262247375372637,0.1118860535131869,-0.2826493161704308,,
10_sessions,component_exit,ma200,2011-12-27,2011-12-29,,,,,,,NDX-below-MA200,,2011-12-28,,,,,,,,,,,,,-0.6537987871035433,0.10973228148995964,-0.07174283254424021,,
10_sessions,component_exit,ma200,2012-01-04,2012-11-01,,,,,,,NDX-below-MA200,,2012-10-31,,,,,,,,,,,,,14.713135901635432,0.10726540642266268,1.5782105022407942,,
10_sessions,component_exit,ma200,2012-11-06,2012-11-08,,,,,,,NDX-below-MA200,,2012-11-07,,,,,,,,,,,,,-2.2222498244465094,0.1049097803028546,-0.2331357408607405,,
10_sessions,component_exit,ma200,2012-11-30,2012-12-05,,,,,,,NDX-below-MA200,,2012-12-04,,,,,,,,,,,,,-0.8770967344434388,0.10257299152967661,-0.08996643591277387,,
10_sessions,component_exit,ma200,2012-12-12,2012-12-14,,,,,,,NDX-below-MA200,,2012-12-13,,,,,,,,,,,,,-2.3052599494857606,0.10169534990109351,-0.23443421717593158,,
10_sessions,component_exit,ma200,2012-12-19,2012-12-24,,,,,,,NDX-below-MA200,,2012-12-21,,,,,,,,,,,,,-2.0163852290994932,0.09881088605777039,-0.19924081112112127,,
10_sessions,component_exit,ma200,2013-01-03,2014-10-17,,,,,,,NDX-below-MA200,,2014-10-16,,,,,,,,,,,,,38.96628002422744,0.09569958709970927,3.729056909130215,,
10_sessions,component_exit,ma200,2014-10-21,2015-08-24,,,,,,,NDX-below-MA200,,2015-08-21,,,,,,,,,,,,,-1.9010467977238044,0.09463749347486619,-0.1799103039150018,,
10_sessions,component_exit,ma200,2015-10-16,2016-01-07,,,,,,,NDX-below-MA200,,2016-01-06,,,,,,,,,,,,,-1.7283702790052868,0.08761994332465212,-0.1514397058904564,,
10_sessions,component_exit,ma200,2016-03-22,2016-03-24,,,,,,,NDX-below-MA200,,2016-03-23,,,,,,,,,,,,,-0.6560287172522106,0.08520983054246548,-0.05590009582805186,,
10_sessions,component_exit,ma200,2016-03-30,2016-04-28,,,,,,,NDX-below-MA200,,2016-04-27,,,,,,,,,,,,,-1.8088907984898595,0.08399070433739264,-0.15193001223459188,,
10_sessions,component_exit,ma200,2016-05-25,2016-06-16,,,,,,,NDX-below-MA200,,2016-06-15,,,,,,,,,,,,,-1.7280230445536948,0.08299602743839167,-0.14341904801995156,,
10_sessions,component_exit,ma200,2016-06-22,2016-06-27,,,,,,,NDX-below-MA200,,2016-06-24,,,,,,,,,,,,,-3.8800454278431262,0.08220383806688263,-0.31895462604256464,,
10_sessions,component_exit,ma200,2016-07-01,2016-07-06,,,,,,,NDX-below-MA200,,2016-07-05,,,,,,,,,,,,,-0.6597606234304276,0.07919607311823573,-0.052250450573728936,,
10_sessions,component_exit,ma200,2016-07-08,2018-10-12,,,,,,,NDX-below-MA200,,2018-10-11,,,,,,,,,,,,,59.22749398182094,0.07803316918015674,4.621709058000149,,
10_sessions,component_exit,ma200,2018-10-16,2018-10-25,,,,,,,NDX-below-MA200,,2018-10-24,,,,,,,,,,,,,-3.6221210983720886,0.08323430411994444,-0.30148472906116963,,
10_sessions,component_exit,ma200,2018-11-02,2018-11-06,,,,,,,NDX-below-MA200,,2018-11-05,,,,,,,,,,,,,-1.583925441465539,0.08045680441658697,-0.12743757945444903,,
10_sessions,component_exit,ma200,2018-11-08,2018-11-12,,,,,,,NDX-below-MA200,,2018-11-09,,,,,,,,,,,,,-2.7074049558009405,0.07792389020355707,-0.21097152651239878,,
10_sessions,component_exit,ma200,2019-02-19,2019-02-22,,,,,,,NDX-below-MA200,,2019-02-21,,,,,,,,,,,,,0.18858446401210927,0.07744428936046359,0.014604789799841722,,
10_sessions,component_exit,ma200,2019-02-26,2019-03-08,,,,,,,NDX-below-MA200,,2019-03-07,,,,,,,,,,,,,-2.345605738385359,0.07697266915981378,-0.18054753448009694,,
10_sessions,component_exit,ma200,2019-03-12,2019-06-03,,,,,,,NDX-below-MA200,,2019-05-31,,,,,,,,,,,,,-1.0390760429495938,0.074830627103754,-0.07775471190240534,,
10_sessions,component_exit,ma200,2019-06-05,2020-03-10,,,,,,,NDX-below-MA200,,2020-03-09,,,,,,,,,,,,,13.459562901163746,0.07408456532751706,0.9971458670310906,,
10_sessions,component_exit,ma200,2020-04-09,2022-01-21,,,,,,,NDX-below-MA200,,2022-01-20,,,,,,,,,,,,,77.58494168590973,0.06079956900904978,4.717131016095571,,
10_sessions,component_exit,ma200,2022-02-03,2022-02-07,,,,,,,NDX-below-MA200,,2022-02-04,,,,,,,,,,,,,0.042537013503873844,0.04974659793674458,0.002116071708207087,,
10_sessions,component_exit,ma200,2022-02-10,2022-02-14,,,,,,,NDX-below-MA200,,2022-02-11,,,,,,,,,,,,,-3.74454130275228,0.049766705554650306,-0.1863534844512994,,
10_sessions,component_exit,ma200,2022-03-30,2022-04-01,,,,,,,NDX-below-MA200,,2022-03-31,,,,,,,,,,,,,-2.02172225085796,0.047992606604824406,-0.09702772064964621,,
10_sessions,component_exit,ma200,2022-04-05,2022-04-07,,,,,,,NDX-below-MA200,,2022-04-06,,,,,,,,,,,,,-4.341439283587112,0.04706799840433508,-0.20434285727239582,,
10_sessions,component_exit,ma200,2023-01-27,2023-01-31,,,,,,,NDX-below-MA200,,2023-01-30,,,,,,,,,,,,,-0.813570521727558,0.04324446659197289,-0.035182423247061334,,
10_sessions,component_exit,ma200,2023-02-02,2023-03-13,,,,,,,NDX-below-MA200,,2023-03-10,,,,,,,,,,,,,-7.240739648957062,0.04174089259544723,-0.302234935998713,,
10_sessions,component_exit,ma200,2023-03-15,2025-03-07,,,,,,,NDX-below-MA200,,2025-03-06,,,,,,,,,,,,,65.46459873202184,0.03933533882905487,2.5750721724321948,,
10_sessions,component_exit,ma200,2025-05-13,2026-03-23,,,,,,,NDX-below-MA200,,2026-03-20,,,,,,,,,,,,,15.964951202912637,0.02893886111157558,0.46200750551417025,,
10_sessions,21_session_cluster,,2002-07-24,2002-08-15,,,9.489637584327166,,,breadth,climax-top,,,,,,,,,,,,,,,,,,1.0,1.0
10_sessions,21_session_cluster,,2002-10-10,2002-11-12,,,20.197408828139107,,,breadth,climax-top,,,,,,,,,,,,,,,,,,2.0,1.0
10_sessions,21_session_cluster,,2003-01-10,2003-01-21,,,-0.8309995202286955,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,3.0,1.0
10_sessions,21_session_cluster,,2003-01-10,2003-03-18,,,1.0311191577650383,,,breadth,climax-top,,,,,,,,,,,,,,,,,,4.0,1.0
10_sessions,21_session_cluster,,2003-03-14,2004-03-24,,,7.409117633592355,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,5.0,1.0
10_sessions,21_session_cluster,,2004-03-25,2004-07-09,,,2.6466210514894275,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,,,,,,,,,6.0,5.0
10_sessions,21_session_cluster,,2004-10-04,2004-10-25,,,-1.0169858540664813,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,7.0,2.0
10_sessions,21_session_cluster,,2004-10-27,2005-04-12,,,-0.24726215686945663,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,8.0,3.0
10_sessions,21_session_cluster,,2005-05-18,2005-06-27,,,0.03092862562729783,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,9.0,1.0
10_sessions,21_session_cluster,,2005-07-11,2005-10-13,,,-0.30145406067540553,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,10.0,1.0
10_sessions,21_session_cluster,,2005-10-17,2006-05-15,,,1.2445523712108995,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,11.0,1.0
10_sessions,21_session_cluster,,2006-09-18,2006-09-20,,,0.028639859343580237,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,12.0,1.0
10_sessions,21_session_cluster,,2005-03-31,2007-07-27,,,25.135118584697885,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,13.0,1.0
10_sessions,21_session_cluster,,2006-09-22,2008-01-07,,,4.789572653504028,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,14.0,1.0
10_sessions,21_session_cluster,,2008-05-02,2008-06-19,,,-0.8505626136954778,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,15.0,4.0
10_sessions,21_session_cluster,,2008-01-23,2008-09-30,,,-6.3352990878380275,,,breadth+ma200,NDX-below-MA200+trailing-stop,,,,,,,,,,,,,,,,,,16.0,4.0
10_sessions,21_session_cluster,,2008-10-17,2008-11-05,,,4.539076595325219,,,breadth,climax-top,,,,,,,,,,,,,,,,,,17.0,1.0
10_sessions,21_session_cluster,,2008-11-24,2009-01-14,,,5.888233690232353,,,breadth,climax-top,,,,,,,,,,,,,,,,,,18.0,1.0
10_sessions,21_session_cluster,,2009-02-02,2009-02-18,,,1.9515749826674438,,,breadth,climax-top,,,,,,,,,,,,,,,,,,19.0,1.0
10_sessions,21_session_cluster,,2009-05-01,2009-05-14,,,-0.5392282742079124,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,20.0,1.0
10_sessions,21_session_cluster,,2009-05-19,2010-08-12,,,3.4401649276219106,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,21.0,6.0
10_sessions,21_session_cluster,,2010-09-07,2011-06-27,,,2.2740183328205688,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,22.0,2.0
10_sessions,21_session_cluster,,2011-06-29,2011-08-05,,,-0.3670030385235096,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,23.0,1.0
10_sessions,21_session_cluster,,2009-03-09,2011-09-22,,,110.35696266325094,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,,,,,,,,,24.0,2.0
10_sessions,21_session_cluster,,2011-10-12,2011-12-29,,,-0.6315039297885277,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,25.0,4.0
10_sessions,21_session_cluster,,2012-01-04,2012-12-24,,,0.821433297170227,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,26.0,5.0
10_sessions,21_session_cluster,,2011-10-06,2014-08-08,,,72.97179715221318,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,27.0,1.0
10_sessions,21_session_cluster,,2013-01-03,2014-10-17,,,3.729056909130215,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,28.0,1.0
10_sessions,21_session_cluster,,2014-10-21,2015-08-24,,,-0.1799103039150018,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,29.0,1.0
10_sessions,21_session_cluster,,2015-10-16,2016-01-07,,,-0.1514397058904564,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,30.0,1.0
10_sessions,21_session_cluster,,2016-03-22,2016-03-24,,,-0.05590009582805186,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,31.0,1.0
10_sessions,21_session_cluster,,2016-03-30,2016-04-28,,,-0.15193001223459188,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,32.0,1.0
10_sessions,21_session_cluster,,2016-05-25,2016-07-06,,,-0.5146241246362452,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,33.0,3.0
10_sessions,21_session_cluster,,2015-08-25,2018-03-23,,,57.43021062680453,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,34.0,1.0
10_sessions,21_session_cluster,,2016-07-08,2018-11-12,,,3.9818152229721315,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,35.0,4.0
10_sessions,21_session_cluster,,2019-02-19,2019-03-08,,,-0.16594274468025522,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,36.0,2.0
10_sessions,21_session_cluster,,2019-03-12,2019-06-03,,,-0.07775471190240534,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,37.0,1.0
10_sessions,21_session_cluster,,2018-10-15,2020-03-10,,,23.449921255919598,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,,,,,,,,,38.0,2.0
10_sessions,21_session_cluster,,2020-03-16,2021-12-01,,,138.3223244316947,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,39.0,1.0
10_sessions,21_session_cluster,,2020-04-09,2022-02-14,,,4.532893603352479,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,40.0,3.0
10_sessions,21_session_cluster,,2022-03-30,2022-04-07,,,-0.301370577922042,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,41.0,2.0
10_sessions,21_session_cluster,,2022-06-14,2022-11-14,,,4.329562298321098,,,breadth,climax-top,,,,,,,,,,,,,,,,,,42.0,1.0
10_sessions,21_session_cluster,,2023-01-27,2023-01-31,,,-0.035182423247061334,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,43.0,1.0
10_sessions,21_session_cluster,,2023-02-02,2023-03-13,,,-0.302234935998713,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,44.0,1.0
10_sessions,21_session_cluster,,2023-01-27,2023-05-02,,,9.662914437146814,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,45.0,1.0
10_sessions,21_session_cluster,,2023-10-30,2024-12-19,,,56.12860732893488,,,breadth,bearish-divergence,,,,,,,,,,,,,,,,,,46.0,1.0
10_sessions,21_session_cluster,,2023-03-15,2025-03-07,,,2.5750721724321948,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,47.0,1.0
10_sessions,21_session_cluster,,2025-05-13,2026-03-23,,,0.46200750551417025,,,ma200,NDX-below-MA200,,,,,,,,,,,,,,,,,,48.0,1.0
20_sessions,component_trade,breadth,2002-07-24,2002-08-15,875.48,975.09,13.55662512046738,-3.470650800898223,7948.9637584327165,VIX+MA200,climax-top,2002-07-23,2002-08-14,True,2002-10-17,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2002-10-10,2002-11-12,809.46,982.45,27.820066111000365,6.225458595966815,10160.370731168157,VIX+MA200,climax-top,2002-10-09,2002-11-11,True,2003-01-06,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2003-01-10,2003-03-18,1059.86,1075.3,1.33557236672186,-10.284850657015133,10296.069835010136,MA200-recross,climax-top,2003-01-09,2003-03-17,False,,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2004-03-25,2004-06-14,1394.2,1470.62,5.355904007373269,0.0436719720124934,10847.517451905394,MA200-recross,bearish-divergence,2004-03-24,2004-06-10,False,,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2005-03-31,2007-07-27,1489.44,1988.85,33.375072113785386,-5.648143635674218,14467.884224034275,MA200-recross,bearish-divergence,2005-03-30,2007-07-26,False,,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2008-01-23,2008-09-30,1725.46,1540.51,-7.057821620464355,-9.727440027725065,13446.766763246633,VIX,trailing-stop,2008-01-22,2008-09-29,True,2008-04-17,True,2008-05-15,2008-05-16,20.0,False,38.01,21.18,16.83,False,True,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2008-01-23,2008-05-16,,,,,,,,,2008-05-15,,,True,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2008-10-17,2008-11-05,1291.58,1359.82,5.886225319454774,-12.082243780952428,14238.273753112884,VIX,climax-top,2008-10-16,2008-11-04,True,2009-01-13,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2008-11-24,2009-01-14,1106.02,1183.79,7.538650369122291,-2.3651675510939274,15311.647429958572,VIX,climax-top,2008-11-21,2009-01-13,True,2009-02-20,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2009-02-02,2009-02-18,1168.13,1193.89,2.4602369031587967,1.7165193703786663,15688.350230511978,VIX,climax-top,2009-01-30,2009-02-17,True,2009-04-28,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2009-03-09,2011-09-19,1058.85,2277.64,138.99962031784793,-1.9381645735625286,37495.09748505785,VIX,bearish-divergence,2009-03-06,2011-09-16,True,2009-06-02,True,2009-06-30,2009-07-01,20.0,True,60.28,40.73,19.550000000000004,False,True,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2009-03-09,2009-07-01,,,,,,,,,2009-06-30,,,True,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2011-10-06,2014-08-08,2181.58,3864.09,82.95910812393205,-2.2279254926172,68600.69594886072,VIX,bearish-divergence,2011-10-05,2014-08-07,True,2011-12-30,True,2012-01-31,2012-02-01,20.0,False,46.58,40.68,5.899999999999999,False,True,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2011-10-06,2012-02-01,,,,,,,,,2012-01-31,,,True,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2015-08-25,2018-03-23,4187.28,6683.19,63.31926421423479,-5.120020574997763,112038.15186952372,VIX,bearish-divergence,2015-08-24,2018-03-22,True,2015-11-17,False,2015-11-17,2015-11-18,20.0,True,39.68,40.39,-0.7100000000000009,False,False,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2015-08-25,2015-11-18,,,,,,,,,2015-11-17,,,False,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2018-10-15,2020-02-26,7129.31,8883.01,24.471913692523508,-17.33560476402356,139456.03169773196,MA200-recross,bearish-divergence,2018-10-12,2020-02-25,False,,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2020-03-16,2021-12-01,7502.26,16347.96,148.45338743682746,-7.645106202070362,346483.2347379909,VIX,bearish-divergence,2020-03-13,2021-11-30,True,2020-06-09,True,2020-07-08,2020-07-09,20.0,True,54.25,28.91,25.34,False,True,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2020-03-16,2020-07-09,,,,,,,,,2020-07-08,,,True,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2022-06-14,2022-11-14,11385.18,11728.11,4.534127450624359,-4.713067290196071,362193.22619605734,VIX,climax-top,2022-06-13,2022-11-11,True,2022-09-08,False,2022-09-08,2022-09-09,20.0,False,33.99,39.76,-5.769999999999996,False,False,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2022-06-14,2022-09-09,,,,,,,,,2022-09-08,,,False,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2023-01-27,2023-05-02,12000.21,13225.48,10.09966924646557,-1.5148651404133795,398773.54407496203,MA200-recross,bearish-divergence,2023-01-26,2023-05-01,False,,,,,20.0,,,,,,,,,,,
20_sessions,component_trade,breadth,2023-10-30,2024-12-19,14283.98,21358.79,58.61391357311898,0.36926023693359955,632510.3245515238,MA200,bearish-divergence,2023-10-27,2024-12-18,True,2024-01-25,False,2024-01-25,2024-01-26,20.0,True,70.37,74.75,-4.3799999999999955,False,False,,,,,
20_sessions,tqqq_to_ndx_rotation,breadth,2023-10-30,2024-01-26,,,,,,,,,2024-01-25,,,False,,,20.0,,,,,,,,,,,
20_sessions,component_trade,ma200,2003-01-10,2003-01-21,1059.86,1022.94,-3.6454205878775015,-4.117140544390718,2890.637382363675,NDX-above-MA200,NDX-below-MA200,2003-01-09,2003-01-17,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2003-03-14,2004-03-24,1034.43,1374.74,32.68495532303346,-1.656970359387211,3835.440919340146,NDX-above-MA200,NDX-below-MA200,2003-03-13,2004-03-23,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-03-26,2004-05-03,1420.41,1409.06,-0.9501274726991804,-1.4654688274795435,3798.9993414663495,NDX-above-MA200,NDX-below-MA200,2004-03-25,2004-04-30,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-05-05,2004-05-10,1424.71,1395.21,-2.2205519260654727,-1.424519008447811,3714.640588418204,NDX-above-MA200,NDX-below-MA200,2004-05-04,2004-05-07,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-05-12,2004-05-18,1412.5,1395.23,-1.374868135177576,-1.0212828639759919,3663.5691786316693,NDX-above-MA200,NDX-below-MA200,2004-05-11,2004-05-14,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-05-26,2004-07-09,1443.13,1442.43,-0.20295828509936387,-0.9576865930767897,3656.1336614532897,NDX-above-MA200,NDX-below-MA200,2004-05-25,2004-07-08,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-10-04,2004-10-11,1463.22,1435.54,-2.0439358826211063,-2.329194503614729,3581.404633630257,NDX-above-MA200,NDX-below-MA200,2004-10-01,2004-10-08,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-10-19,2004-10-25,1463.01,1435.68,-2.0214444351468797,-1.8180817691899498,3509.008528963646,NDX-above-MA200,NDX-below-MA200,2004-10-18,2004-10-22,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2004-10-27,2005-03-23,1441.79,1463.43,1.342066897287686,1.4855517791499961,3556.1017708538684,NDX-above-MA200,NDX-below-MA200,2004-10-26,2005-03-22,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2005-03-31,2005-04-04,1489.44,1469.42,-1.4985715574630465,-1.475144612689272,3502.8110411614125,NDX-above-MA200,NDX-below-MA200,2005-03-30,2005-04-01,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2005-04-06,2005-04-12,1487.15,1477.01,-0.8379836344460267,-0.7060143929024876,3473.4580578909113,NDX-above-MA200,NDX-below-MA200,2005-04-05,2005-04-11,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2005-05-18,2005-06-27,1493.03,1497.29,0.1274578123471093,0.3495645284347315,3477.8852515442936,NDX-above-MA200,NDX-below-MA200,2005-05-17,2005-06-24,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2005-07-11,2005-10-13,1536.45,1519.36,-1.2683005834433936,-1.1205950062214698,3433.7752126074656,NDX-above-MA200,NDX-below-MA200,2005-07-08,2005-10-12,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2005-10-17,2006-05-15,1544.58,1629.25,5.316509401473257,-0.5266960668809273,3616.3321946112,NDX-above-MA200,NDX-below-MA200,2005-10-14,2006-05-12,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2006-09-18,2006-09-20,1631.48,1636.02,0.12269289182063048,-0.7648316501629004,3620.7691771586087,NDX-above-MA200,NDX-below-MA200,2006-09-15,2006-09-19,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2006-09-22,2008-01-07,1633.15,1971.28,20.522595103827367,-0.7867730871468859,4363.844975031052,NDX-above-MA200,NDX-below-MA200,2006-09-21,2008-01-04,,,,,,,,,,,,,,,,,
20_sessions,component_trade,ma200,2008-05-02,2008-05-08,1996.31,1960.71,-1.9268577918750807,-2.3687291483050044,4279.759888104317,NDX-above-MA200,NDX-below-MA200,2008-05-01,2008-05-07,,,,,,,,,,,,,,,,,
