time,open,high,low,close,Volume,Volume MA
2005-09-06,3,3,3,3,,
2005-09-07,6,6,6,6,,
2005-09-08,3,3,3,3,,
2005-09-09,3,3,3,3,,
2005-09-12,5,5,5,5,,
2005-09-13,7,7,7,7,,
2005-09-14,11,11,11,11,,
2005-09-15,16,16,16,16,,
2005-09-16,18,18,18,18,,
2005-09-19,23,23,23,23,,
2005-09-20,35,35,35,35,,
2005-09-21,61,61,61,61,,
2005-09-22,64,64,64,64,,
2005-09-23,21,21,21,21,,
2005-09-26,12,12,12,12,,
2005-09-27,21,21,21,21,,
2005-09-28,27,27,27,27,,
2005-09-29,28,28,28,28,,
2005-09-30,11,11,11,11,,
2005-10-03,12,12,12,12,,
2005-10-04,26,26,26,26,,
2005-10-05,53,53,53,53,,
2005-10-06,52,52,52,52,,
2005-10-07,19,19,19,19,,
2005-10-10,48,48,48,48,,
2005-10-11,60,60,60,60,,
2005-10-12,96,96,96,96,,
2005-10-13,77,77,77,77,,
2005-10-14,28,28,28,28,,
2005-10-17,26,26,26,26,,
2005-10-18,35,35,35,35,,
2005-10-19,68,68,68,68,,
2005-10-20,40,40,40,40,,
2005-10-21,40,40,40,40,,
2005-10-24,18,18,18,18,,
2005-10-25,26,26,26,26,,
2005-10-26,40,40,40,40,,
2005-10-27,74,74,74,74,,
2005-10-28,39,39,39,39,,
2005-10-31,9,9,9,9,,
2005-11-01,18,18,18,18,,
2005-11-02,13,13,13,13,,
2005-11-03,17,17,17,17,,
2005-11-04,17,17,17,17,,
2005-11-07,12,12,12,12,,
2005-11-08,15,15,15,15,,
2005-11-09,22,22,22,22,,
2005-11-10,19,19,19,19,,
2005-11-11,7,7,7,7,,
2005-11-14,11,11,11,11,,
2005-11-15,16,16,16,16,,
2005-11-16,33,33,33,33,,
2005-11-17,17,17,17,17,,
2005-11-18,7,7,7,7,,
2005-11-21,7,7,7,7,,
2005-11-22,7,7,7,7,,
2005-11-23,9,9,9,9,,
2005-11-25,4,4,4,4,,
2005-11-28,6,6,6,6,,
2005-11-29,6,6,6,6,,
2005-11-30,12,12,12,12,,
2005-12-01,6,6,6,6,,
2005-12-02,6,6,6,6,,
2005-12-05,12,12,12,12,,
2005-12-06,11,11,11,11,,
2005-12-07,15,15,15,15,,
2005-12-08,13,13,13,13,,
2005-12-09,4,4,4,4,,
2005-12-12,8,8,8,8,,
2005-12-13,8,8,8,8,,
2005-12-14,7,7,7,7,,
2005-12-15,12,12,12,12,,
2005-12-16,14,14,14,14,,
2005-12-19,25,25,25,25,,
2005-12-20,21,21,21,21,,
2005-12-21,15,15,15,15,,
2005-12-22,13,13,13,13,,
2005-12-23,8,8,8,8,,
2005-12-27,9,9,9,9,,
2005-12-28,10,10,10,10,,
2005-12-29,13,13,13,13,,
2005-12-30,15,15,15,15,,
2006-01-03,17,17,17,17,,
2006-01-04,2,2,2,2,,
2006-01-05,6,6,6,6,,
2006-01-06,5,5,5,5,,
2006-01-09,5,5,5,5,,
2006-01-10,1,1,1,1,,
2006-01-11,1,1,1,1,,
2006-01-12,5,5,5,5,,
2006-01-13,5,5,5,5,,
2006-01-17,8,8,8,8,,
2006-01-18,8,8,8,8,,
2006-01-19,6,6,6,6,,
2006-01-20,17,17,17,17,,
2006-01-23,15,15,15,15,,
2006-01-24,13,13,13,13,,
2006-01-25,16,16,16,16,,
2006-01-26,12,12,12,12,,
2006-01-27,10,10,10,10,,
2006-01-30,11,11,11,11,,
2006-01-31,14,14,14,14,,
2006-02-01,11,11,11,11,,
2006-02-02,16,16,16,16,,
2006-02-03,10,10,10,10,,
2006-02-06,13,13,13,13,,
2006-02-07,12,12,12,12,,
2006-02-08,13,13,13,13,,
2006-02-09,3,3,3,3,,
2006-02-10,5,5,5,5,,
2006-02-13,11,11,11,11,,
2006-02-14,11,11,11,11,,
2006-02-15,4,4,4,4,,
2006-02-16,5,5,5,5,,
2006-02-17,7,7,7,7,,
2006-02-21,8,8,8,8,,
2006-02-22,3,3,3,3,,
2006-02-23,5,5,5,5,,
2006-02-24,6,6,6,6,,
2006-02-27,7,7,7,7,,
2006-02-28,10,10,10,10,,
2006-03-01,9,9,9,9,,
2006-03-02,8,8,8,8,,
2006-03-03,9,9,9,9,,
2006-03-06,21,21,21,21,,
2006-03-07,22,22,22,22,,
2006-03-08,19,19,19,19,,
2006-03-09,14,14,14,14,,
2006-03-10,13,13,13,13,,
2006-03-13,8,8,8,8,,
2006-03-14,10,10,10,10,,
2006-03-15,5,5,5,5,,
2006-03-16,5,5,5,5,,
2006-03-17,11,11,11,11,,
2006-03-20,14,14,14,14,,
2006-03-21,13,13,13,13,,
2006-03-22,14,14,14,14,,
2006-03-23,8,8,8,8,,
2006-03-24,5,5,5,5,,
2006-03-27,3,3,3,3,,
2006-03-28,2,2,2,2,,
2006-03-29,2,2,2,2,,
2006-03-30,7,7,7,7,,
2006-03-31,2,2,2,2,,
2006-04-03,6,6,6,6,,
2006-04-04,8,8,8,8,,
2006-04-05,9,9,9,9,,
2006-04-06,5,5,5,5,,
2006-04-07,9,9,9,9,,
2006-04-10,15,15,15,15,,
2006-04-11,18,18,18,18,,
2006-04-12,14,14,14,14,,
2006-04-13,18,18,18,18,,
2006-04-17,22,22,22,22,,
2006-04-18,17,17,17,17,,
2006-04-19,10,10,10,10,,
2006-04-20,10,10,10,10,,
2006-04-21,13,13,13,13,,
2006-04-24,16,16,16,16,,
2006-04-25,16,16,16,16,,
2006-04-26,8,8,8,8,,
2006-04-27,17,17,17,17,,
2006-04-28,10,10,10,10,,
2006-05-01,10,10,10,10,,
2006-05-02,18,18,18,18,,
2006-05-03,19,19,19,19,,
2006-05-04,14,14,14,14,,
2006-05-05,6,6,6,6,,
2006-05-08,4,4,4,4,,
2006-05-09,10,10,10,10,,
2006-05-10,16,16,16,16,,
2006-05-11,17,17,17,17,,
2006-05-12,34,34,34,34,,
2006-05-15,42,42,42,42,,
2006-05-16,27,27,27,27,,
2006-05-17,49,49,49,49,,
2006-05-18,32,32,32,32,,
2006-05-19,39,39,39,39,,
2006-05-22,56,56,56,56,,
2006-05-23,37,37,37,37,,
2006-05-24,62,62,62,62,,
2006-05-25,13,13,13,13,,
2006-05-26,9,9,9,9,,
2006-05-30,20,20,20,20,,
2006-05-31,24,24,24,24,,
2006-06-01,8,8,8,8,,
2006-06-02,14,14,14,14,,
2006-06-05,37,37,37,37,,
2006-06-06,59,59,59,59,,
2006-06-07,28,28,28,28,,
2006-06-08,85,85,85,85,,
2006-06-09,10,10,10,10,,
2006-06-12,59,59,59,59,,
2006-06-13,112,112,112,112,,
2006-06-14,85,85,85,85,,
2006-06-15,12,12,12,12,,
2006-06-16,9,9,9,9,,
2006-06-19,32,32,32,32,,
2006-06-20,47,47,47,47,,
2006-06-21,18,18,18,18,,
2006-06-22,37,37,37,37,,
2006-06-23,40,40,40,40,,
2006-06-26,34,34,34,34,,
2006-06-27,50,50,50,50,,
2006-06-28,58,58,58,58,,
2006-06-29,25,25,25,25,,
2006-06-30,17,17,17,17,,
2006-07-03,10,10,10,10,,
2006-07-05,24,24,24,24,,
2006-07-06,20,20,20,20,,
2006-07-07,29,29,29,29,,
2006-07-10,25,25,25,25,,
2006-07-11,42,42,42,42,,
2006-07-12,49,49,49,49,,
2006-07-13,91,91,91,91,,
2006-07-14,117,117,117,117,,
2006-07-17,65,65,65,65,,
2006-07-18,87,87,87,87,,
2006-07-19,15,15,15,15,,
2006-07-20,30,30,30,30,,
2006-07-21,93,93,93,93,,
2006-07-24,19,19,19,19,,
2006-07-25,18,18,18,18,,
2006-07-26,27,27,27,27,,
2006-07-27,45,45,45,45,,
2006-07-28,25,25,25,25,,
2006-07-31,21,21,21,21,,
2006-08-01,38,38,38,38,,
2006-08-02,13,13,13,13,,
2006-08-03,20,20,20,20,,
2006-08-04,13,13,13,13,,
2006-08-07,24,24,24,24,,
2006-08-08,30,30,30,30,,
2006-08-09,43,43,43,43,,
2006-08-10,50,50,50,50,,
2006-08-11,30,30,30,30,,
2006-08-14,28,28,28,28,,
2006-08-15,8,8,8,8,,
2006-08-16,5,5,5,5,,
2006-08-17,6,6,6,6,,
2006-08-18,2,2,2,2,,
2006-08-21,7,7,7,7,,
2006-08-22,8,8,8,8,,
2006-08-23,11,11,11,11,,
2006-08-24,21,21,21,21,,
2006-08-25,16,16,16,16,,
2006-08-28,7,7,7,7,,
2006-08-29,7,7,7,7,,
2006-08-30,4,4,4,4,,
2006-08-31,4,4,4,4,,
2006-09-01,6,6,6,6,,
2006-09-05,1,1,1,1,,
2006-09-06,6,6,6,6,,
2006-09-07,17,17,17,17,,
2006-09-08,18,18,18,18,,
2006-09-11,26,26,26,26,,
2006-09-12,19,19,19,19,,
2006-09-13,6,6,6,6,,
2006-09-14,12,12,12,12,,
2006-09-15,12,12,12,12,,
2006-09-18,4,4,4,4,,
2006-09-19,16,16,16,16,,
2006-09-20,14,14,14,14,,
2006-09-21,14,14,14,14,,
2006-09-22,27,27,27,27,,
2006-09-25,34,34,34,34,,
2006-09-26,12,12,12,12,,
2006-09-27,4,4,4,4,,
2006-09-28,2,2,2,2,,
2006-09-29,3,3,3,3,,
2006-10-02,7,7,7,7,,
2006-10-03,21,21,21,21,,
2006-10-04,30,30,30,30,,
2006-10-05,6,6,6,6,,
2006-10-06,1,1,1,1,,
2006-10-09,1,1,1,1,,
2006-10-10,5,5,5,5,,
2006-10-11,3,3,3,3,,
2006-10-12,4,4,4,4,,
2006-10-13,1,1,1,1,,
2006-10-17,3,3,3,3,,
2006-10-18,1,1,1,1,,
2006-10-19,3,3,3,3,,
2006-10-20,3,3,3,3,,
2006-10-23,3,3,3,3,,
2006-10-24,4,4,4,4,,
2006-10-25,6,6,6,6,,
2006-10-26,5,5,5,5,,
2006-10-27,5,5,5,5,,
2006-10-30,5,5,5,5,,
2006-10-31,7,7,7,7,,
2006-11-01,3,3,3,3,,
2006-11-02,11,11,11,11,,
2006-11-03,6,6,6,6,,
2006-11-06,5,5,5,5,,
2006-11-07,3,3,3,3,,
2006-11-08,7,7,7,7,,
2006-11-09,9,9,9,9,,
2006-11-10,8,8,8,8,,
2006-11-13,6,6,6,6,,
2006-11-14,5,5,5,5,,
2006-11-16,2,2,2,2,,
2006-11-17,2,2,2,2,,
2006-11-20,6,6,6,6,,
2006-11-21,6,6,6,6,,
2006-11-22,3,3,3,3,,
2006-11-24,5,5,5,5,,
2006-11-27,6,6,6,6,,
2006-11-28,7,7,7,7,,
2006-11-29,4,4,4,4,,
2006-11-30,3,3,3,3,,
2006-12-01,3,3,3,3,,
2006-12-04,1,1,1,1,,
2006-12-05,3,3,3,3,,
2006-12-06,5,5,5,5,,
2006-12-07,3,3,3,3,,
2006-12-08,4,4,4,4,,
2006-12-11,6,6,6,6,,
2006-12-12,4,4,4,4,,
2006-12-13,3,3,3,3,,
2006-12-14,2,2,2,2,,
2006-12-15,4,4,4,4,,
2006-12-18,6,6,6,6,,
2006-12-19,5,5,5,5,,
2006-12-20,3,3,3,3,,
2006-12-21,4,4,4,4,,
2006-12-22,2,2,2,2,,
2006-12-26,3,3,3,3,,
2006-12-27,1,1,1,1,,
2006-12-28,1,1,1,1,,
2006-12-29,2,2,2,2,,
2007-01-03,10,10,10,10,,
2007-01-04,11,11,11,11,,
2007-01-05,10,10,10,10,,
2007-01-08,5,5,5,5,,
2007-01-09,6,6,6,6,,
2007-01-10,7,7,7,7,,
2007-01-11,4,4,4,4,,
2007-01-12,3,3,3,3,,
2007-01-16,2,2,2,2,,
2007-01-17,4,4,4,4,,
2007-01-18,6,6,6,6,,
2007-01-19,4,4,4,4,,
2007-01-22,2,2,2,2,,
2007-01-23,3,3,3,3,,
2007-01-24,3,3,3,3,,
2007-01-25,3,3,3,3,,
2007-01-26,4,4,4,4,,
2007-01-29,3,3,3,3,,
2007-01-30,3,3,3,3,,
2007-01-31,4,4,4,4,,
2007-02-01,3,3,3,3,,
2007-02-02,2,2,2,2,,
2007-02-05,5,5,5,5,,
2007-02-06,9,9,9,9,,
2007-02-07,4,4,4,4,,
2007-02-08,4,4,4,4,,
2007-02-09,1,1,1,1,,
2007-02-12,3,3,3,3,,
2007-02-13,3,3,3,3,,
2007-02-14,3,3,3,3,,
2007-02-15,1,1,1,1,,
2007-02-16,3,3,3,3,,
2007-02-20,2,2,2,2,,
2007-02-21,3,3,3,3,,
2007-02-22,2,2,2,2,,
2007-02-23,3,3,3,3,,
2007-02-26,2,2,2,2,,
2007-02-27,12,12,12,12,,
2007-02-28,6,6,6,6,,
2007-03-01,20,20,20,20,,
2007-03-02,13,13,13,13,,
2007-03-05,32,32,32,32,,
2007-03-06,8,8,8,8,,
2007-03-07,7,7,7,7,,
2007-03-08,10,10,10,10,,
2007-03-09,11,11,11,11,,
2007-03-12,10,10,10,10,,
2007-03-13,26,26,26,26,,
2007-03-14,33,33,33,33,,
2007-03-15,6,6,6,6,,
2007-03-16,8,8,8,8,,
2007-03-19,6,6,6,6,,
2007-03-20,5,5,5,5,,
2007-03-21,4,4,4,4,,
2007-03-22,6,6,6,6,,
2007-03-23,4,4,4,4,,
2007-03-26,5,5,5,5,,
2007-03-27,6,6,6,6,,
2007-03-28,6,6,6,6,,
2007-03-29,8,8,8,8,,
2007-03-30,6,6,6,6,,
2007-04-02,16,16,16,16,,
2007-04-03,6,6,6,6,,
2007-04-04,8,8,8,8,,
2007-04-05,9,9,9,9,,
2007-04-09,7,7,7,7,,
2007-04-10,5,5,5,5,,
2007-04-11,11,11,11,11,,
2007-04-12,15,15,15,15,,
2007-04-13,3,3,3,3,,
2007-04-16,2,2,2,2,,
2007-04-18,2,2,2,2,,
2007-04-19,4,4,4,4,,
2007-04-20,2,2,2,2,,
2007-04-23,3,3,3,3,,
2007-04-24,9,9,9,9,,
2007-04-25,3,3,3,3,,
2007-04-26,5,5,5,5,,
2007-04-27,8,8,8,8,,
2007-04-30,12,12,12,12,,
2007-05-01,13,13,13,13,,
2007-05-02,4,4,4,4,,
2007-05-03,6,6,6,6,,
2007-05-04,9,9,9,9,,
2007-05-07,6,6,6,6,,
2007-05-08,8,8,8,8,,
2007-05-09,5,5,5,5,,
2007-05-10,10,10,10,10,,
2007-05-11,8,8,8,8,,
2007-05-14,13,13,13,13,,
2007-05-15,16,16,16,16,,
2007-05-16,15,15,15,15,,
2007-05-17,12,12,12,12,,
2007-05-18,9,9,9,9,,
2007-05-21,6,6,6,6,,
2007-05-22,3,3,3,3,,
2007-05-23,4,4,4,4,,
2007-05-24,8,8,8,8,,
2007-05-25,6,6,6,6,,
2007-05-29,4,4,4,4,,
2007-05-30,8,8,8,8,,
2007-05-31,5,5,5,5,,
2007-06-01,4,4,4,4,,
2007-06-04,3,3,3,3,,
2007-06-05,5,5,5,5,,
2007-06-06,9,9,9,9,,
2007-06-07,21,21,21,21,,
2007-06-08,20,20,20,20,,
2007-06-11,11,11,11,11,,
2007-06-12,21,21,21,21,,
2007-06-13,19,19,19,19,,
2007-06-14,6,6,6,6,,
2007-06-15,4,4,4,4,,
2007-06-18,7,7,7,7,,
2007-06-19,12,12,12,12,,
2007-06-20,7,7,7,7,,
2007-06-21,16,16,16,16,,
2007-06-22,21,21,21,21,,
2007-06-25,30,30,30,30,,
2007-06-26,30,30,30,30,,
2007-06-27,33,33,33,33,,
2007-06-28,7,7,7,7,,
2007-06-29,16,16,16,16,,
2007-07-02,13,13,13,13,,
2007-07-03,13,13,13,13,,
2007-07-05,14,14,14,14,,
2007-07-06,9,9,9,9,,
2007-07-09,11,11,11,11,,
2007-07-10,29,29,29,29,,
2007-07-11,34,34,34,34,,
2007-07-12,7,7,7,7,,
2007-07-13,3,3,3,3,,
2007-07-16,10,10,10,10,,
2007-07-17,16,16,16,16,,
2007-07-18,32,32,32,32,,
2007-07-19,14,14,14,14,,
2007-07-20,51,51,51,51,,
2007-07-23,45,45,45,45,,
2007-07-24,100,100,100,100,,
2007-07-25,98,98,98,98,,
2007-07-26,166,166,166,166,,
2007-07-27,116,116,116,116,,
2007-07-30,159,159,159,159,,
2007-07-31,85,85,85,85,,
2007-08-01,180,180,180,180,,
2007-08-02,43,43,43,43,,
2007-08-03,158,158,158,158,,
2007-08-06,217,217,217,217,,
2007-08-07,68,68,68,68,,
2007-08-08,46,46,46,46,,
2007-08-09,90,90,90,90,,
2007-08-10,94,94,94,94,,
2007-08-13,11,11,11,11,,
2007-08-14,46,46,46,46,,
2007-08-15,89,89,89,89,,
2007-08-16,184,184,184,184,,
2007-08-17,16,16,16,16,,
2007-08-20,5,5,5,5,,
2007-08-21,8,8,8,8,,
2007-08-22,4,4,4,4,,
2007-08-23,3,3,3,3,,
2007-08-24,8,8,8,8,,
2007-08-27,6,6,6,6,,
2007-08-28,23,23,23,23,,
2007-08-29,16,16,16,16,,
2007-08-30,6,6,6,6,,
2007-08-31,4,4,4,4,,
2007-09-04,4,4,4,4,,
2007-09-05,13,13,13,13,,
2007-09-06,15,15,15,15,,
2007-09-07,37,37,37,37,,
2007-09-10,65,65,65,65,,
2007-09-11,28,28,28,28,,
2007-09-12,40,40,40,40,,
2007-09-13,46,46,46,46,,
2007-09-14,44,44,44,44,,
2007-09-17,41,41,41,41,,
2007-09-18,26,26,26,26,,
2007-09-19,2,2,2,2,,
2007-09-20,8,8,8,8,,
2007-09-21,17,17,17,17,,
2007-09-24,32,32,32,32,,
2007-09-25,61,61,61,61,,
2007-09-26,34,34,34,34,,
2007-09-27,24,24,24,24,,
2007-09-28,19,19,19,19,,
2007-10-01,19,19,19,19,,
2007-10-02,8,8,8,8,,
2007-10-03,5,5,5,5,,
2007-10-04,10,10,10,10,,
2007-10-05,6,6,6,6,,
2007-10-08,7,7,7,7,,
2007-10-09,10,10,10,10,,
2007-10-10,7,7,7,7,,
2007-10-11,16,16,16,16,,
2007-10-12,17,17,17,17,,
2007-10-15,38,38,38,38,,
2007-10-16,50,50,50,50,,
2007-10-17,56,56,56,56,,
2007-10-18,62,62,62,62,,
2007-10-19,93,93,93,93,,
2007-10-22,104,104,104,104,,
2007-10-23,31,31,31,31,,
2007-10-24,73,73,73,73,,
2007-10-25,63,63,63,63,,
2007-10-26,33,33,33,33,,
2007-10-29,20,20,20,20,,
2007-10-30,35,35,35,35,,
2007-10-31,23,23,23,23,,
2007-11-01,85,85,85,85,,
2007-11-02,135,135,135,135,,
2007-11-05,142,142,142,142,,
2007-11-06,114,114,114,114,,
2007-11-07,171,171,171,171,,
2007-11-08,206,206,206,206,,
2007-11-09,123,123,123,123,,
2007-11-12,53,53,53,53,,
2007-11-13,23,23,23,23,,
2007-11-14,29,29,29,29,,
2007-11-15,75,75,75,75,,
2007-11-16,112,112,112,112,,
2007-11-19,190,190,190,190,,
2007-11-20,248,248,248,248,,
2007-11-21,200,200,200,200,,
2007-11-23,27,27,27,27,,
2007-11-26,144,144,144,144,,
2007-11-27,163,163,163,163,,
2007-11-28,23,23,23,23,,
2007-11-29,26,26,26,26,,
2007-11-30,21,21,21,21,,
2007-12-03,40,40,40,40,,
2007-12-04,83,83,83,83,,
2007-12-05,39,39,39,39,,
2007-12-06,17,17,17,17,,
2007-12-07,8,8,8,8,,
2007-12-10,8,8,8,8,,
2007-12-11,28,28,28,28,,
2007-12-12,52,52,52,52,,
2007-12-13,84,84,84,84,,
2007-12-14,103,103,103,103,,
2007-12-17,175,175,175,175,,
2007-12-18,171,171,171,171,,
2007-12-19,75,75,75,75,,
2007-12-20,101,101,101,101,,
2007-12-21,36,36,36,36,,
2007-12-24,13,13,13,13,,
2007-12-26,18,18,18,18,,
2007-12-27,39,39,39,39,,
2007-12-28,66,66,66,66,,
2007-12-31,90,90,90,90,,
2008-01-02,128,128,128,128,,
2008-01-03,184,184,184,184,,
2008-01-04,367,367,367,367,,
2008-01-07,256,256,256,256,,
2008-01-08,328,328,328,328,,
2008-01-09,460,460,460,460,,
2008-01-10,116,116,116,116,,
2008-01-11,126,126,126,126,,
2008-01-14,98,98,98,98,,
2008-01-15,233,233,233,233,,
2008-01-16,205,205,205,205,,
2008-01-17,256,256,256,256,,
2008-01-18,372,372,372,372,,
2008-01-22,611,611,611,611,,
2008-01-23,231,231,231,231,,
2008-01-24,16,16,16,16,,
2008-01-25,18,18,18,18,,
2008-01-28,18,18,18,18,,
2008-01-29,8,8,8,8,,
2008-01-30,13,13,13,13,,
2008-01-31,27,27,27,27,,
2008-02-01,4,4,4,4,,
2008-02-04,5,5,5,5,,
2008-02-05,17,17,17,17,,
2008-02-06,24,24,24,24,,
2008-02-07,28,28,28,28,,
2008-02-08,25,25,25,25,,
2008-02-11,46,46,46,46,,
2008-02-12,19,19,19,19,,
2008-02-13,14,14,14,14,,
2008-02-14,14,14,14,14,,
2008-02-15,33,33,33,33,,
2008-02-19,22,22,22,22,,
2008-02-20,34,34,34,34,,
2008-02-21,32,32,32,32,,
2008-02-22,63,63,63,63,,
2008-02-25,20,20,20,20,,
2008-02-26,19,19,19,19,,
2008-02-27,19,19,19,19,,
2008-02-28,39,39,39,39,,
2008-02-29,81,81,81,81,,
2008-03-03,108,108,108,108,,
2008-03-04,109,109,109,109,,
2008-03-05,63,63,63,63,,
2008-03-06,148,148,148,148,,
2008-03-07,200,200,200,200,,
2008-03-10,185,185,185,185,,
2008-03-11,89,89,89,89,,
2008-03-12,59,59,59,59,,
2008-03-13,140,140,140,140,,
2008-03-14,135,135,135,135,,
2008-03-17,290,290,290,290,,
2008-03-18,49,49,49,49,,
2008-03-19,38,38,38,38,,
2008-03-20,68,68,68,68,,
2008-03-24,15,15,15,15,,
2008-03-25,9,9,9,9,,
2008-03-26,14,14,14,14,,
2008-03-27,11,11,11,11,,
2008-03-28,26,26,26,26,,
2008-03-31,25,25,25,25,,
2008-04-01,5,5,5,5,,
2008-04-02,4,4,4,4,,
2008-04-03,6,6,6,6,,
2008-04-04,7,7,7,7,,
2008-04-07,5,5,5,5,,
2008-04-08,5,5,5,5,,
2008-04-09,16,16,16,16,,
2008-04-10,22,22,22,22,,
2008-04-11,36,36,36,36,,
2008-04-14,58,58,58,58,,
2008-04-15,55,55,55,55,,
