variant,record_type,component,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,entry_signal_date,signal_date,tqqq_boosted,component_return_pct,allocation_at_entry,portfolio_contribution_pct,cluster,component_events
15%,component_trade,ma200,2009-05-19,2010-05-21,1387.2,1772.34,27.57698618261193,-1.8559958774702179,4909.356974742094,NDX-above-MA200,NDX-below-MA200,2009-05-18,2010-05-20,,,,,,
15%,component_trade,ma200,2010-05-25,2010-05-27,1769.32,1837.65,3.7166215928623236,1.412342921074683,5091.819196136052,NDX-above-MA200,NDX-below-MA200,2010-05-24,2010-05-26,,,,,,
15%,component_trade,ma200,2010-06-01,2010-06-08,1846.6,1799.26,-2.699774217523443,-2.73963258240173,4954.351574275861,NDX-above-MA200,NDX-below-MA200,2010-05-28,2010-06-07,,,,,,
15%,component_trade,ma200,2010-06-11,2010-06-29,1814.25,1805.55,-0.6192594100502546,1.0772883908176212,4923.6712859451845,NDX-above-MA200,NDX-below-MA200,2010-06-10,2010-06-28,,,,,,
15%,component_trade,ma200,2010-07-14,2010-07-19,1847.92,1807.99,-2.298759497778047,-2.5222141791392927,4810.487924620149,NDX-above-MA200,NDX-below-MA200,2010-07-13,2010-07-16,,,,,,
15%,component_trade,ma200,2010-07-23,2010-08-12,1851.81,1808.63,-2.470462919903038,-0.46752584329099456,4691.646604175995,NDX-above-MA200,NDX-below-MA200,2010-07-22,2010-08-11,,,,,,
15%,component_trade,ma200,2010-09-07,2011-06-16,1862.88,2209.75,18.454960343353456,-0.463308425611908,5557.488124426964,NDX-above-MA200,NDX-below-MA200,2010-09-03,2011-06-15,,,,,,
15%,component_trade,ma200,2011-06-22,2011-06-27,2243.21,2217.63,-1.274904930191889,-1.28229123969118,5486.635434333815,NDX-above-MA200,NDX-below-MA200,2011-06-21,2011-06-24,,,,,,
15%,component_trade,ma200,2011-06-29,2011-08-05,2290.5,2227.49,-2.8840613265408543,-3.7506213264164145,5328.397503643907,NDX-above-MA200,NDX-below-MA200,2011-06-28,2011-08-04,,,,,,
15%,component_trade,ma200,2011-09-19,2011-09-22,2277.64,2196.63,-3.6899959138990246,-0.9668152687744569,5131.779853483149,NDX-above-MA200,NDX-below-MA200,2011-09-16,2011-09-21,,,,,,
15%,component_trade,ma200,2011-10-12,2011-11-18,2316.76,2273.64,-1.9979007486779832,-2.045238217055534,5029.251985369903,NDX-above-MA200,NDX-below-MA200,2011-10-11,2011-11-17,,,,,,
15%,component_trade,ma200,2011-12-01,2011-12-09,2294.27,2287.27,-0.4444398778297609,-0.6282982544474347,5006.8999839903745,NDX-above-MA200,NDX-below-MA200,2011-11-30,2011-12-08,,,,,,
15%,component_trade,ma200,2011-12-13,2011-12-15,2308.29,2253.14,-2.5262247375372637,-3.3764153901727267,4880.41443801106,NDX-above-MA200,NDX-below-MA200,2011-12-12,2011-12-14,,,,,,
15%,component_trade,ma200,2011-12-27,2011-12-29,2284.29,2272.56,-0.6537987871035433,-0.8729193253053658,4848.5063476097175,NDX-above-MA200,NDX-below-MA200,2011-12-23,2011-12-28,,,,,,
15%,component_trade,ma200,2012-01-04,2012-11-01,2316.53,2661.05,14.713135901635432,0.4477142094608366,5561.873675732956,NDX-above-MA200,NDX-below-MA200,2012-01-03,2012-10-31,,,,,,
15%,component_trade,ma200,2012-11-06,2012-11-08,2676.15,2620.25,-2.2222498244465094,-2.486432552884277,5438.274947738044,NDX-above-MA200,NDX-below-MA200,2012-11-05,2012-11-07,,,,,,
15%,component_trade,ma200,2012-11-30,2012-12-05,2680.55,2660.68,-0.8770967344434388,-0.5900521501382205,5390.576015761378,NDX-above-MA200,NDX-below-MA200,2012-11-29,2012-12-04,,,,,,
15%,component_trade,ma200,2012-12-12,2012-12-14,2694.4,2635.91,-2.3052599494857606,-1.6157413198670478,5266.309225823446,NDX-above-MA200,NDX-below-MA200,2012-12-11,2012-12-13,,,,,,
15%,component_trade,ma200,2012-12-19,2012-12-24,2709.61,2658.65,-2.0163852290994932,-1.7754886105293965,5160.120144475238,NDX-above-MA200,NDX-below-MA200,2012-12-18,2012-12-21,,,,,,
15%,component_trade,ma200,2013-01-03,2014-10-17,2742.13,3815.72,38.96628002422744,-1.6185421052555937,7170.827009558028,NDX-above-MA200,NDX-below-MA200,2013-01-02,2014-10-16,,,,,,
15%,component_trade,ma200,2014-10-21,2015-08-24,3916.65,3847.12,-1.9010467977238044,0.7261856044223913,7034.506232322512,NDX-above-MA200,NDX-below-MA200,2014-10-20,2015-08-21,,,,,,
15%,component_trade,ma200,2015-10-16,2016-01-07,4419.94,4349.14,-1.7283702790052868,-0.2592364898514554,6912.923917328275,NDX-above-MA200,NDX-below-MA200,2015-10-15,2016-01-06,,,,,,
15%,component_trade,ma200,2016-03-22,2016-03-24,4403.47,4380.23,-0.6560287172522106,-0.13504310453796853,6867.573151228805,NDX-above-MA200,NDX-below-MA200,2016-03-21,2016-03-23,,,,,,
15%,component_trade,ma200,2016-03-30,2016-04-28,4494.7,4419.11,-1.8088907984898595,-1.84922030593343,6743.346252416667,NDX-above-MA200,NDX-below-MA200,2016-03-29,2016-04-27,,,,,,
15%,component_trade,ma200,2016-05-25,2016-06-16,4459.26,4387.9,-1.7280230445536948,-1.2291402181060729,6626.819675200859,NDX-above-MA200,NDX-below-MA200,2016-05-24,2016-06-15,,,,,,
15%,component_trade,ma200,2016-06-22,2016-06-27,4413.4,4247.71,-3.8800454278431262,-3.0051577537368868,6369.696061381819,NDX-above-MA200,NDX-below-MA200,2016-06-21,2016-06-24,,,,,,
15%,component_trade,ma200,2016-07-01,2016-07-06,4411.77,4388.43,-0.6597606234304276,-0.1387269074870856,6327.671314936623,NDX-above-MA200,NDX-below-MA200,2016-06-30,2016-07-05,,,,,,
15%,component_trade,ma200,2016-07-08,2018-10-12,4484.92,7150.21,59.22749398182094,0.8517203057466283,10075.392462180122,NDX-above-MA200,NDX-below-MA200,2016-07-07,2018-10-11,,,,,,
15%,component_trade,ma200,2018-10-16,2018-10-25,7141.67,6891.27,-3.6221210983720886,-5.040542596017095,9710.449546063704,NDX-above-MA200,NDX-below-MA200,2018-10-15,2018-10-24,,,,,,
15%,component_trade,ma200,2018-11-02,2018-11-06,7042.3,6939.13,-1.583925441465539,-1.602563132372481,9556.643265222927,NDX-above-MA200,NDX-below-MA200,2018-11-01,2018-11-05,,,,,,
15%,component_trade,ma200,2018-11-08,2018-11-12,7176.19,6990.37,-2.7074049558009405,-2.0179436075298485,9297.906231852065,NDX-above-MA200,NDX-below-MA200,2018-11-07,2018-11-09,,,,,,
15%,component_trade,ma200,2019-02-19,2019-02-22,7033.37,7055.2,0.18858446401210927,-0.08527245233889147,9315.440638483751,NDX-above-MA200,NDX-below-MA200,2019-02-15,2019-02-21,,,,,,
15%,component_trade,ma200,2019-02-26,2019-03-08,7098.97,6940.9,-2.345605738385359,-1.1250496968716162,9096.937128311594,NDX-above-MA200,NDX-below-MA200,2019-02-25,2019-03-07,,,,,,
15%,component_trade,ma200,2019-03-12,2019-06-03,7176.23,7110.34,-1.0390760429495938,-0.7828228843429264,9002.413033969122,NDX-above-MA200,NDX-below-MA200,2019-03-11,2019-05-31,,,,,,
15%,component_trade,ma200,2019-06-05,2020-03-10,7230.81,8213.97,13.459562901163746,-0.24794728133310517,10214.098478898759,NDX-above-MA200,NDX-below-MA200,2019-06-04,2020-03-09,,,,,,
15%,component_trade,ma200,2020-04-09,2022-01-21,8284.31,14728.66,77.58494168590973,-0.6617351447307795,18138.700827493754,NDX-above-MA200,NDX-below-MA200,2020-04-08,2022-01-20,,,,,,
15%,component_trade,ma200,2022-02-03,2022-02-07,14693.85,14716.43,0.042537013503873844,-1.4157795331841472,18146.416489114174,NDX-above-MA200,NDX-below-MA200,2022-02-02,2022-02-04,,,,,,
15%,component_trade,ma200,2022-02-10,2022-02-14,14770.67,14233.4,-3.74454130275228,-3.600794156033371,17466.916428709843,NDX-above-MA200,NDX-below-MA200,2022-02-09,2022-02-11,,,,,,
15%,component_trade,ma200,2022-03-30,2022-04-01,15177.15,14886.91,-2.02172225085796,-2.334692251774806,17113.78389273185,NDX-above-MA200,NDX-below-MA200,2022-03-29,2022-03-31,,,,,,
15%,component_trade,ma200,2022-04-05,2022-04-07,15109.27,14469.5,-4.341439283587112,-4.14128546771888,16370.799355904588,NDX-above-MA200,NDX-below-MA200,2022-04-04,2022-04-06,,,,,,
15%,component_trade,ma200,2023-01-27,2023-01-31,12000.21,11915.95,-0.813570521727558,-0.8370967703745791,16237.611358173783,NDX-above-MA200,NDX-below-MA200,2023-01-26,2023-01-30,,,,,,
15%,component_trade,ma200,2023-02-02,2023-03-13,12655.18,11752.1,-7.240739648957062,-6.61746583048235,15061.888194518939,NDX-above-MA200,NDX-below-MA200,2023-02-01,2023-03-10,,,,,,
15%,component_trade,ma200,2023-03-15,2025-03-07,12083.24,20015.62,65.46459873202184,1.2829523944676735,24922.09286252653,NDX-above-MA200,NDX-below-MA200,2023-03-14,2025-03-06,,,,,,
15%,component_trade,ma200,2025-05-13,2026-03-23,20906.92,24270.77,15.964951202912637,-0.06224541871748812,28900.892826773463,NDX-above-MA200,NDX-below-MA200,2025-05-12,2026-03-20,,,,,,
15%,component_exit,breadth,2002-07-24,2002-08-15,,,,,,,climax-top,,2002-08-14,,14.731900449454226,0.7,10.312330314617958,,
15%,component_exit,breadth,2002-10-10,2002-11-12,,,,,,,climax-top,,2002-11-11,,31.13366534899409,0.7280449074510705,22.666706507621004,,
15%,component_exit,breadth,2003-01-10,2003-03-18,,,,,,,climax-top,,2003-03-17,,1.3362710144739331,0.7782975509071539,1.0400164579132802,,
15%,component_exit,breadth,2004-03-25,2004-06-14,,,,,,,bearish-divergence,,2004-06-10,,5.356607345868514,0.7356294575160639,3.9404781559678175,,
15%,component_exit,breadth,2005-03-31,2007-07-27,,,,,,,bearish-divergence,,2007-07-26,,33.37583091838563,0.7597254668913636,25.35646872735773,,
15%,component_exit,breadth,2008-01-23,2008-09-30,,,,,,,trailing-stop,,2008-09-29,,-17.66972279376683,0.774602961768921,-13.6870196096876,,
15%,component_exit,breadth,2008-10-17,2008-11-05,,,,,,,climax-top,,2008-11-04,,6.252753337109973,0.755728896890409,4.725386381981943,,
15%,component_exit,breadth,2008-11-24,2009-01-14,,,,,,,climax-top,,2009-01-13,,7.857746991037962,0.7667508217934653,6.024933962823487,,
15%,component_exit,breadth,2009-02-02,2009-02-18,,,,,,,climax-top,,2009-02-17,,2.6498410561413666,0.7800053539403091,2.0668902108811094,,
15%,component_exit,breadth,2009-03-09,2011-09-19,,,,,,,bearish-divergence,,2011-09-16,,215.35757566095208,0.784460322436435,168.93947324211942,,
15%,component_exit,breadth,2011-10-06,2014-08-08,,,,,,,bearish-divergence,,2014-08-07,,142.88748405376657,0.8992519853916541,128.4918537229679,,
15%,component_exit,breadth,2015-08-25,2018-03-23,,,,,,,bearish-divergence,,2018-03-22,,98.08301072070694,0.9405312530726251,92.25013697828221,,
15%,component_exit,breadth,2018-10-15,2020-02-26,,,,,,,bearish-divergence,,2020-02-25,,24.47289864865281,0.9562798459067605,23.402939748625474,,
15%,component_exit,breadth,2020-03-16,2021-12-01,,,,,,,bearish-divergence,,2021-11-30,,249.72404567602044,0.9641009897324003,240.75919959623045,,
15%,component_exit,breadth,2022-06-14,2022-11-14,,,,,,,climax-top,,2022-11-11,,0.9327421870980679,0.9832214038126376,0.9170920825938321,,
15%,component_exit,breadth,2023-01-27,2023-05-02,,,,,,,bearish-divergence,,2023-05-01,,10.100032339666454,0.9833738806369586,9.932107996416581,,
15%,component_exit,breadth,2023-10-30,2024-12-19,,,,,,,bearish-divergence,,2024-12-18,,74.68644970963163,0.9837069416984937,73.46957903018009,,
15%,component_exit,ma200,2003-01-10,2003-01-21,,,,,,,NDX-below-MA200,,2003-01-17,,-3.6454205878775015,0.22170244909284612,-0.8081986723059249,,
15%,component_exit,ma200,2003-03-14,2004-03-24,,,,,,,NDX-below-MA200,,2004-03-23,,32.68495532303346,0.2204525423225676,7.205481496662266,,
15%,component_exit,ma200,2004-03-26,2004-05-03,,,,,,,NDX-below-MA200,,2004-04-30,,-0.9501274726991804,0.2602373079884475,-0.24725861574110186,,
15%,component_exit,ma200,2004-05-05,2004-05-10,,,,,,,NDX-below-MA200,,2004-05-07,,-2.2205519260654727,0.2589086204841616,-0.5749200358910594,,
15%,component_exit,ma200,2004-05-12,2004-05-18,,,,,,,NDX-below-MA200,,2004-05-14,,-1.374868135177576,0.25465266438172907,-0.35011383379650896,,
15%,component_exit,ma200,2004-05-26,2004-07-09,,,,,,,NDX-below-MA200,,2004-07-08,,-0.20295828509936387,0.2486553217201548,-0.05046665767715323,,
15%,component_exit,ma200,2004-10-04,2004-10-11,,,,,,,NDX-below-MA200,,2004-10-08,,-2.0439358826211063,0.24537492176929662,-0.5015306072996122,,
15%,component_exit,ma200,2004-10-19,2004-10-25,,,,,,,NDX-below-MA200,,2004-10-22,,-2.0214444351468797,0.24157116904748513,-0.48832269536296496,,
15%,component_exit,ma200,2004-10-27,2005-03-23,,,,,,,NDX-below-MA200,,2005-03-22,,1.342066897287686,0.23784941476695048,0.31920982609797316,,
15%,component_exit,ma200,2005-03-31,2005-04-04,,,,,,,NDX-below-MA200,,2005-04-01,,-1.4985715574630465,0.24027453310863642,-0.3600685812993156,,
15%,component_exit,ma200,2005-04-06,2005-04-12,,,,,,,NDX-below-MA200,,2005-04-11,,-0.8379836344460267,0.23842068327435373,-0.19979263069734796,,
15%,component_exit,ma200,2005-05-18,2005-06-27,,,,,,,NDX-below-MA200,,2005-06-24,,0.1274578123471093,0.23612006676838931,0.03009534716155228,,
15%,component_exit,ma200,2005-07-11,2005-10-13,,,,,,,NDX-below-MA200,,2005-10-12,,-1.2683005834433936,0.23123886920585346,-0.29328039272857453,,
15%,component_exit,ma200,2005-10-17,2006-05-15,,,,,,,NDX-below-MA200,,2006-05-12,,5.316509401473257,0.22771571749259198,1.2106527529125934,,
15%,component_exit,ma200,2006-09-18,2006-09-20,,,,,,,NDX-below-MA200,,2006-09-19,,0.12269289182063048,0.2270636566911789,0.02785909666680759,,
15%,component_exit,ma200,2006-09-22,2008-01-07,,,,,,,NDX-below-MA200,,2008-01-04,,20.522595103827367,0.22701780283891093,4.6589944490234805,,
15%,component_exit,ma200,2008-05-02,2008-05-08,,,,,,,NDX-below-MA200,,2008-05-07,,-1.9268577918750807,0.1945668953127927,-0.37490273827439774,,
15%,component_exit,ma200,2008-05-12,2008-05-22,,,,,,,NDX-below-MA200,,2008-05-21,,-0.4985975131947873,0.19401613349373045,-0.09673596167964188,,
15%,component_exit,ma200,2008-05-27,2008-06-12,,,,,,,NDX-below-MA200,,2008-06-11,,-1.3321961812112315,0.1935892590439073,-0.2578988716218052,,
15%,component_exit,ma200,2008-06-16,2008-06-19,,,,,,,NDX-below-MA200,,2008-06-18,,-0.47464744885405974,0.191116051140805,-0.0907127461090451,,
15%,component_exit,ma200,2008-08-11,2008-08-20,,,,,,,NDX-below-MA200,,2008-08-19,,-0.14827273223189108,0.19653627753090677,-0.02914097085219277,,
15%,component_exit,ma200,2008-08-25,2008-08-27,,,,,,,NDX-below-MA200,,2008-08-26,,-1.7809726607201148,0.1957982949917512,-0.3487114103959211,,
15%,component_exit,ma200,2008-08-29,2008-09-03,,,,,,,NDX-below-MA200,,2008-09-02,,-2.6901279816624935,0.1950091360226851,-0.5245995334944525,,
15%,component_exit,ma200,2009-05-01,2009-05-14,,,,,,,NDX-below-MA200,,2009-05-13,,-3.5757279176648726,0.15560233018554873,-0.5563915960981741,,
15%,component_exit,ma200,2009-05-19,2010-05-21,,,,,,,NDX-below-MA200,,2010-05-20,,27.57698618261193,0.15153019364105713,4.178746056287943,,
15%,component_exit,ma200,2010-05-25,2010-05-27,,,,,,,NDX-below-MA200,,2010-05-26,,3.7166215928623236,0.1317681178826657,0.48973223217354345,,
15%,component_exit,ma200,2010-06-01,2010-06-08,,,,,,,NDX-below-MA200,,2010-06-07,,-2.699774217523443,0.1322582816734665,-0.35706749891597817,,
15%,component_exit,ma200,2010-06-11,2010-06-29,,,,,,,NDX-below-MA200,,2010-06-28,,-0.6192594100502546,0.1320729328910218,-0.08178740650570103,,
15%,component_exit,ma200,2010-07-14,2010-07-19,,,,,,,NDX-below-MA200,,2010-07-16,,-2.298759497778047,0.1305088272801753,-0.30000840625417763,,
15%,component_exit,ma200,2010-07-23,2010-08-12,,,,,,,NDX-below-MA200,,2010-08-11,,-2.470462919903038,0.1264284681765576,-0.3123368426503268,,
15%,component_exit,ma200,2010-09-07,2011-06-16,,,,,,,NDX-below-MA200,,2011-06-15,,18.454960343353456,0.12304136800938514,2.2707235672051613,,
15%,component_exit,ma200,2011-06-22,2011-06-27,,,,,,,NDX-below-MA200,,2011-06-24,,-1.274904930191889,0.10688609725677466,-0.13626961236163176,,
15%,component_exit,ma200,2011-06-29,2011-08-05,,,,,,,NDX-below-MA200,,2011-08-04,,-2.8840613265408543,0.1030636719844358,-0.2972419505416034,,
15%,component_exit,ma200,2011-09-19,2011-09-22,,,,,,,NDX-below-MA200,,2011-09-21,,-3.6899959138990246,0.1020325830733715,-0.37649981462530363,,
15%,component_exit,ma200,2011-10-12,2011-11-18,,,,,,,NDX-below-MA200,,2011-11-17,,-1.9979007486779832,0.09444462672415127,-0.1886909904407945,,
15%,component_exit,ma200,2011-12-01,2011-12-09,,,,,,,NDX-below-MA200,,2011-12-08,,-0.4444398778297609,0.09333518340938621,-0.04148187751168593,,
15%,component_exit,ma200,2011-12-13,2011-12-15,,,,,,,NDX-below-MA200,,2011-12-14,,-2.5262247375372637,0.09307318238245875,-0.23512377573588472,,
15%,component_exit,ma200,2011-12-27,2011-12-29,,,,,,,NDX-below-MA200,,2011-12-28,,-0.6537987871035433,0.0913134228383504,-0.059700605097986484,,
15%,component_exit,ma200,2012-01-04,2012-11-01,,,,,,,NDX-below-MA200,,2012-10-31,,14.713135901635432,0.08905823422748588,1.31032590334868,,
15%,component_exit,ma200,2012-11-06,2012-11-08,,,,,,,NDX-below-MA200,,2012-11-07,,-2.2222498244465094,0.08400705845834147,-0.186684670911317,,
15%,component_exit,ma200,2012-11-30,2012-12-05,,,,,,,NDX-below-MA200,,2012-12-04,,-0.8770967344434388,0.08201516939871382,-0.07193523725443735,,
15%,component_exit,ma200,2012-12-12,2012-12-14,,,,,,,NDX-below-MA200,,2012-12-13,,-2.3052599494857606,0.08128602645223612,-0.18738542123318006,,
15%,component_exit,ma200,2012-12-19,2012-12-24,,,,,,,NDX-below-MA200,,2012-12-21,,-2.0163852290994932,0.078599488198282,-0.15848684701779575,,
15%,component_exit,ma200,2013-01-03,2014-10-17,,,,,,,NDX-below-MA200,,2014-10-16,,38.96628002422744,0.07558819120730437,2.945390625108668,,
15%,component_exit,ma200,2014-10-21,2015-08-24,,,,,,,NDX-below-MA200,,2015-08-21,,-1.9010467977238044,0.06055140232351949,-0.11511104948481246,,
15%,component_exit,ma200,2015-10-16,2016-01-07,,,,,,,NDX-below-MA200,,2016-01-06,,-1.7283702790052868,0.0555681059206842,-0.09604226273392828,,
15%,component_exit,ma200,2016-03-22,2016-03-24,,,,,,,NDX-below-MA200,,2016-03-23,,-0.6560287172522106,0.055080106461635144,-0.036134131588141695,,
15%,component_exit,ma200,2016-03-30,2016-04-28,,,,,,,NDX-below-MA200,,2016-04-27,,-1.8088907984898595,0.054056036531839345,-0.09778146708527588,,
15%,component_exit,ma200,2016-05-25,2016-06-16,,,,,,,NDX-below-MA200,,2016-06-15,,-1.7280230445536948,0.05357559934187823,-0.09257987028854134,,
15%,component_exit,ma200,2016-06-22,2016-06-27,,,,,,,NDX-below-MA200,,2016-06-24,,-3.8800454278431262,0.05321793590588814,-0.20648800889088983,,
15%,component_exit,ma200,2016-07-01,2016-07-06,,,,,,,NDX-below-MA200,,2016-07-05,,-0.6597606234304276,0.05131417102741463,-0.03385506946786267,,
15%,component_exit,ma200,2016-07-08,2018-10-12,,,,,,,NDX-below-MA200,,2018-10-11,,59.22749398182094,0.05033848448343128,2.9814222867964126,,
15%,component_exit,ma200,2018-10-16,2018-10-25,,,,,,,NDX-below-MA200,,2018-10-24,,-3.6221210983720886,0.044121030287078394,-0.1598117146847406,,
15%,component_exit,ma200,2018-11-02,2018-11-06,,,,,,,NDX-below-MA200,,2018-11-05,,-1.583925441465539,0.04258809436212066,-0.067456366163698,,
15%,component_exit,ma200,2018-11-08,2018-11-12,,,,,,,NDX-below-MA200,,2018-11-09,,-2.7074049558009405,0.041193943061385,-0.11152868559337552,,
15%,component_exit,ma200,2019-02-19,2019-02-22,,,,,,,NDX-below-MA200,,2019-02-21,,0.18858446401210927,0.040930370489962946,0.007718831980666716,,
15%,component_exit,ma200,2019-02-26,2019-03-08,,,,,,,NDX-below-MA200,,2019-03-07,,-2.345605738385359,0.040671309782165654,-0.09539885761269634,,
15%,component_exit,ma200,2019-03-12,2019-06-03,,,,,,,NDX-below-MA200,,2019-05-31,,-1.0390760429495938,0.03949625687945228,-0.04103961430962195,,
15%,component_exit,ma200,2019-06-05,2020-03-10,,,,,,,NDX-below-MA200,,2020-03-09,,13.459562901163746,0.03908759528970432,0.526101947457007,,
15%,component_exit,ma200,2020-04-09,2022-01-21,,,,,,,NDX-below-MA200,,2022-01-20,,77.58494168590973,0.03138426327586538,2.434946236113254,,
15%,component_exit,ma200,2022-02-03,2022-02-07,,,,,,,NDX-below-MA200,,2022-02-04,,0.042537013503873844,0.0185569120984724,0.0007893556205229203,,
15%,component_exit,ma200,2022-02-10,2022-02-14,,,,,,,NDX-below-MA200,,2022-02-11,,-3.74454130275228,0.018564659113497486,-0.06951613282200787,,
15%,component_exit,ma200,2022-03-30,2022-04-01,,,,,,,NDX-below-MA200,,2022-03-31,,-2.02172225085796,0.017881928610521434,-0.03615229296014475,,
15%,component_exit,ma200,2022-04-05,2022-04-07,,,,,,,NDX-below-MA200,,2022-04-06,,-4.341439283587112,0.017526742000034207,-0.07609128623224466,,
15%,component_exit,ma200,2023-01-27,2023-01-31,,,,,,,NDX-below-MA200,,2023-01-30,,-0.813570521727558,0.01662611936304139,-0.013526520604494238,,
15%,component_exit,ma200,2023-02-02,2023-03-13,,,,,,,NDX-below-MA200,,2023-03-10,,-7.240739648957062,0.016032507070636096,-0.11608720961853922,,
15%,component_exit,ma200,2023-03-15,2025-03-07,,,,,,,NDX-below-MA200,,2025-03-06,,65.46459873202184,0.01508521998619625,0.9875478731806135,,
15%,component_exit,ma200,2025-05-13,2026-03-23,,,,,,,NDX-below-MA200,,2026-03-20,,15.964951202912637,0.009731951150439136,0.1553701252258903,,
15%,21_session_cluster,,2002-07-24,2002-08-15,,,10.312330314617958,,,breadth,climax-top,,,,,,,1.0,1.0
15%,21_session_cluster,,2002-10-10,2002-11-12,,,22.666706507621004,,,breadth,climax-top,,,,,,,2.0,1.0
15%,21_session_cluster,,2003-01-10,2003-01-21,,,-0.8081986723059249,,,ma200,NDX-below-MA200,,,,,,,3.0,1.0
15%,21_session_cluster,,2003-01-10,2003-03-18,,,1.0400164579132802,,,breadth,climax-top,,,,,,,4.0,1.0
15%,21_session_cluster,,2003-03-14,2004-03-24,,,7.205481496662266,,,ma200,NDX-below-MA200,,,,,,,5.0,1.0
15%,21_session_cluster,,2004-03-25,2004-07-09,,,2.717719012861994,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,6.0,5.0
15%,21_session_cluster,,2004-10-04,2004-10-25,,,-0.9898533026625771,,,ma200,NDX-below-MA200,,,,,,,7.0,2.0
15%,21_session_cluster,,2004-10-27,2005-04-12,,,-0.24065138589869042,,,ma200,NDX-below-MA200,,,,,,,8.0,3.0
15%,21_session_cluster,,2005-05-18,2005-06-27,,,0.03009534716155228,,,ma200,NDX-below-MA200,,,,,,,9.0,1.0
15%,21_session_cluster,,2005-07-11,2005-10-13,,,-0.29328039272857453,,,ma200,NDX-below-MA200,,,,,,,10.0,1.0
15%,21_session_cluster,,2005-10-17,2006-05-15,,,1.2106527529125934,,,ma200,NDX-below-MA200,,,,,,,11.0,1.0
15%,21_session_cluster,,2006-09-18,2006-09-20,,,0.02785909666680759,,,ma200,NDX-below-MA200,,,,,,,12.0,1.0
15%,21_session_cluster,,2005-03-31,2007-07-27,,,25.35646872735773,,,breadth,bearish-divergence,,,,,,,13.0,1.0
15%,21_session_cluster,,2006-09-22,2008-01-07,,,4.6589944490234805,,,ma200,NDX-below-MA200,,,,,,,14.0,1.0
15%,21_session_cluster,,2008-05-02,2008-06-19,,,-0.8202503176848899,,,ma200,NDX-below-MA200,,,,,,,15.0,4.0
15%,21_session_cluster,,2008-01-23,2008-09-30,,,-14.589471524430166,,,breadth+ma200,NDX-below-MA200+trailing-stop,,,,,,,16.0,4.0
15%,21_session_cluster,,2008-10-17,2008-11-05,,,4.725386381981943,,,breadth,climax-top,,,,,,,17.0,1.0
15%,21_session_cluster,,2008-11-24,2009-01-14,,,6.024933962823487,,,breadth,climax-top,,,,,,,18.0,1.0
15%,21_session_cluster,,2009-02-02,2009-02-18,,,2.0668902108811094,,,breadth,climax-top,,,,,,,19.0,1.0
15%,21_session_cluster,,2009-05-01,2009-05-14,,,-0.5563915960981741,,,ma200,NDX-below-MA200,,,,,,,20.0,1.0
15%,21_session_cluster,,2009-05-19,2010-08-12,,,3.6172781341353026,,,ma200,NDX-below-MA200,,,,,,,21.0,6.0
15%,21_session_cluster,,2010-09-07,2011-06-27,,,2.1344539548435297,,,ma200,NDX-below-MA200,,,,,,,22.0,2.0
15%,21_session_cluster,,2011-06-29,2011-08-05,,,-0.2972419505416034,,,ma200,NDX-below-MA200,,,,,,,23.0,1.0
15%,21_session_cluster,,2009-03-09,2011-09-22,,,168.56297342749411,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,24.0,2.0
15%,21_session_cluster,,2011-10-12,2011-12-29,,,-0.5249972487863517,,,ma200,NDX-below-MA200,,,,,,,25.0,4.0
15%,21_session_cluster,,2012-01-04,2012-12-24,,,0.7058337269319499,,,ma200,NDX-below-MA200,,,,,,,26.0,5.0
15%,21_session_cluster,,2011-10-06,2014-08-08,,,128.4918537229679,,,breadth,bearish-divergence,,,,,,,27.0,1.0
15%,21_session_cluster,,2013-01-03,2014-10-17,,,2.945390625108668,,,ma200,NDX-below-MA200,,,,,,,28.0,1.0
15%,21_session_cluster,,2014-10-21,2015-08-24,,,-0.11511104948481246,,,ma200,NDX-below-MA200,,,,,,,29.0,1.0
15%,21_session_cluster,,2015-10-16,2016-01-07,,,-0.09604226273392828,,,ma200,NDX-below-MA200,,,,,,,30.0,1.0
15%,21_session_cluster,,2016-03-22,2016-03-24,,,-0.036134131588141695,,,ma200,NDX-below-MA200,,,,,,,31.0,1.0
15%,21_session_cluster,,2016-03-30,2016-04-28,,,-0.09778146708527588,,,ma200,NDX-below-MA200,,,,,,,32.0,1.0
15%,21_session_cluster,,2016-05-25,2016-07-06,,,-0.3329229486472938,,,ma200,NDX-below-MA200,,,,,,,33.0,3.0
15%,21_session_cluster,,2015-08-25,2018-03-23,,,92.25013697828221,,,breadth,bearish-divergence,,,,,,,34.0,1.0
15%,21_session_cluster,,2016-07-08,2018-11-12,,,2.6426255203545983,,,ma200,NDX-below-MA200,,,,,,,35.0,4.0
15%,21_session_cluster,,2019-02-19,2019-03-08,,,-0.08768002563202963,,,ma200,NDX-below-MA200,,,,,,,36.0,2.0
15%,21_session_cluster,,2019-03-12,2019-06-03,,,-0.04103961430962195,,,ma200,NDX-below-MA200,,,,,,,37.0,1.0
15%,21_session_cluster,,2018-10-15,2020-03-10,,,23.929041696082482,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,38.0,2.0
