variant,record_type,component,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,entry_signal_date,signal_date,tqqq_boosted,rotation_signal_date,rotation_date,max_boost_sessions,component_return_pct,allocation_at_entry,portfolio_contribution_pct,cluster,component_events
60_sessions,component_trade,ma200,2012-12-19,2012-12-24,2709.61,2658.65,-2.0163852290994932,-1.7754886105293965,5160.120144475238,NDX-above-MA200,NDX-below-MA200,2012-12-18,2012-12-21,,,,,,,,,
60_sessions,component_trade,ma200,2013-01-03,2014-10-17,2742.13,3815.72,38.96628002422744,-1.6185421052555937,7170.827009558028,NDX-above-MA200,NDX-below-MA200,2013-01-02,2014-10-16,,,,,,,,,
60_sessions,component_trade,ma200,2014-10-21,2015-08-24,3916.65,3847.12,-1.9010467977238044,0.7261856044223913,7034.506232322512,NDX-above-MA200,NDX-below-MA200,2014-10-20,2015-08-21,,,,,,,,,
60_sessions,component_trade,ma200,2015-10-16,2016-01-07,4419.94,4349.14,-1.7283702790052868,-0.2592364898514554,6912.923917328275,NDX-above-MA200,NDX-below-MA200,2015-10-15,2016-01-06,,,,,,,,,
60_sessions,component_trade,ma200,2016-03-22,2016-03-24,4403.47,4380.23,-0.6560287172522106,-0.13504310453796853,6867.573151228805,NDX-above-MA200,NDX-below-MA200,2016-03-21,2016-03-23,,,,,,,,,
60_sessions,component_trade,ma200,2016-03-30,2016-04-28,4494.7,4419.11,-1.8088907984898595,-1.84922030593343,6743.346252416667,NDX-above-MA200,NDX-below-MA200,2016-03-29,2016-04-27,,,,,,,,,
60_sessions,component_trade,ma200,2016-05-25,2016-06-16,4459.26,4387.9,-1.7280230445536948,-1.2291402181060729,6626.819675200859,NDX-above-MA200,NDX-below-MA200,2016-05-24,2016-06-15,,,,,,,,,
60_sessions,component_trade,ma200,2016-06-22,2016-06-27,4413.4,4247.71,-3.8800454278431262,-3.0051577537368868,6369.696061381819,NDX-above-MA200,NDX-below-MA200,2016-06-21,2016-06-24,,,,,,,,,
60_sessions,component_trade,ma200,2016-07-01,2016-07-06,4411.77,4388.43,-0.6597606234304276,-0.1387269074870856,6327.671314936623,NDX-above-MA200,NDX-below-MA200,2016-06-30,2016-07-05,,,,,,,,,
60_sessions,component_trade,ma200,2016-07-08,2018-10-12,4484.92,7150.21,59.22749398182094,0.8517203057466283,10075.392462180122,NDX-above-MA200,NDX-below-MA200,2016-07-07,2018-10-11,,,,,,,,,
60_sessions,component_trade,ma200,2018-10-16,2018-10-25,7141.67,6891.27,-3.6221210983720886,-5.040542596017095,9710.449546063704,NDX-above-MA200,NDX-below-MA200,2018-10-15,2018-10-24,,,,,,,,,
60_sessions,component_trade,ma200,2018-11-02,2018-11-06,7042.3,6939.13,-1.583925441465539,-1.602563132372481,9556.643265222927,NDX-above-MA200,NDX-below-MA200,2018-11-01,2018-11-05,,,,,,,,,
60_sessions,component_trade,ma200,2018-11-08,2018-11-12,7176.19,6990.37,-2.7074049558009405,-2.0179436075298485,9297.906231852065,NDX-above-MA200,NDX-below-MA200,2018-11-07,2018-11-09,,,,,,,,,
60_sessions,component_trade,ma200,2019-02-19,2019-02-22,7033.37,7055.2,0.18858446401210927,-0.08527245233889147,9315.440638483751,NDX-above-MA200,NDX-below-MA200,2019-02-15,2019-02-21,,,,,,,,,
60_sessions,component_trade,ma200,2019-02-26,2019-03-08,7098.97,6940.9,-2.345605738385359,-1.1250496968716162,9096.937128311594,NDX-above-MA200,NDX-below-MA200,2019-02-25,2019-03-07,,,,,,,,,
60_sessions,component_trade,ma200,2019-03-12,2019-06-03,7176.23,7110.34,-1.0390760429495938,-0.7828228843429264,9002.413033969122,NDX-above-MA200,NDX-below-MA200,2019-03-11,2019-05-31,,,,,,,,,
60_sessions,component_trade,ma200,2019-06-05,2020-03-10,7230.81,8213.97,13.459562901163746,-0.24794728133310517,10214.098478898759,NDX-above-MA200,NDX-below-MA200,2019-06-04,2020-03-09,,,,,,,,,
60_sessions,component_trade,ma200,2020-04-09,2022-01-21,8284.31,14728.66,77.58494168590973,-0.6617351447307795,18138.700827493754,NDX-above-MA200,NDX-below-MA200,2020-04-08,2022-01-20,,,,,,,,,
60_sessions,component_trade,ma200,2022-02-03,2022-02-07,14693.85,14716.43,0.042537013503873844,-1.4157795331841472,18146.416489114174,NDX-above-MA200,NDX-below-MA200,2022-02-02,2022-02-04,,,,,,,,,
60_sessions,component_trade,ma200,2022-02-10,2022-02-14,14770.67,14233.4,-3.74454130275228,-3.600794156033371,17466.916428709843,NDX-above-MA200,NDX-below-MA200,2022-02-09,2022-02-11,,,,,,,,,
60_sessions,component_trade,ma200,2022-03-30,2022-04-01,15177.15,14886.91,-2.02172225085796,-2.334692251774806,17113.78389273185,NDX-above-MA200,NDX-below-MA200,2022-03-29,2022-03-31,,,,,,,,,
60_sessions,component_trade,ma200,2022-04-05,2022-04-07,15109.27,14469.5,-4.341439283587112,-4.14128546771888,16370.799355904588,NDX-above-MA200,NDX-below-MA200,2022-04-04,2022-04-06,,,,,,,,,
60_sessions,component_trade,ma200,2023-01-27,2023-01-31,12000.21,11915.95,-0.813570521727558,-0.8370967703745791,16237.611358173783,NDX-above-MA200,NDX-below-MA200,2023-01-26,2023-01-30,,,,,,,,,
60_sessions,component_trade,ma200,2023-02-02,2023-03-13,12655.18,11752.1,-7.240739648957062,-6.61746583048235,15061.888194518939,NDX-above-MA200,NDX-below-MA200,2023-02-01,2023-03-10,,,,,,,,,
60_sessions,component_trade,ma200,2023-03-15,2025-03-07,12083.24,20015.62,65.46459873202184,1.2829523944676735,24922.09286252653,NDX-above-MA200,NDX-below-MA200,2023-03-14,2025-03-06,,,,,,,,,
60_sessions,component_trade,ma200,2025-05-13,2026-03-23,20906.92,24270.77,15.964951202912637,-0.06224541871748812,28900.892826773463,NDX-above-MA200,NDX-below-MA200,2025-05-12,2026-03-20,,,,,,,,,
60_sessions,component_exit,breadth,2002-07-24,2002-08-15,,,,,,,climax-top,,2002-08-14,,,,,13.556625113922504,0.7,9.489637579745752,,
60_sessions,component_exit,breadth,2002-10-10,2002-11-12,,,,,,,climax-top,,2002-11-11,,,,,27.820066098025144,0.7260014676900379,20.19740881840012,,
60_sessions,component_exit,breadth,2003-01-10,2003-03-18,,,,,,,climax-top,,2003-03-17,,,,,1.3355723667187291,0.7720428959297019,1.0311191577252135,,
60_sessions,component_exit,breadth,2004-03-25,2004-06-14,,,,,,,bearish-divergence,,2004-06-10,,,,,5.355904007370094,0.7285894631892595,3.9022552256229806,,
60_sessions,component_exit,breadth,2005-03-31,2007-07-27,,,,,,,bearish-divergence,,2007-07-26,,,,,33.37507211378197,0.753110540046683,25.135118583707328,,
60_sessions,component_exit,breadth,2008-01-23,2008-09-30,,,,,,,trailing-stop,,2008-09-29,,,,,-9.155034231234005,0.7682716797041934,-7.033553526579538,,
60_sessions,component_exit,breadth,2008-10-17,2008-11-05,,,,,,,climax-top,,2008-11-04,,,,,5.885518271895718,0.7670825125599458,4.514678143723237,,
60_sessions,component_exit,breadth,2008-11-24,2009-01-14,,,,,,,climax-top,,2009-01-13,,,,,7.537977065264756,0.7771437547559034,5.858091799763738,,
60_sessions,component_exit,breadth,2009-02-02,2009-02-18,,,,,,,climax-top,,2009-02-17,,,,,2.459625964072365,0.7894764193693941,1.9418166991038446,,
60_sessions,component_exit,breadth,2009-03-09,2011-09-19,,,,,,,bearish-divergence,,2011-09-16,,,,,138.53461996330387,0.7934865323697368,109.92535520784129,,
60_sessions,component_exit,breadth,2011-10-06,2014-08-08,,,,,,,bearish-divergence,,2014-08-07,,,,,79.02827355301976,0.8769617455222343,69.30477272066483,,
60_sessions,component_exit,breadth,2015-08-25,2018-03-23,,,,,,,bearish-divergence,,2018-03-22,,,,,63.31876474018014,0.9029960658814595,57.17659545685635,,
60_sessions,component_exit,breadth,2018-10-15,2020-02-26,,,,,,,bearish-divergence,,2020-02-25,,,,,24.471818303146577,0.9139015794592584,22.364833399485647,,
60_sessions,component_exit,breadth,2020-03-16,2021-12-01,,,,,,,bearish-divergence,,2021-11-30,,,,,141.65402899838554,0.9287383047815645,131.55952275743917,,
60_sessions,component_exit,breadth,2022-06-14,2022-11-14,,,,,,,climax-top,,2022-11-11,,,,,4.534015006240932,0.9515737277711328,4.3144495612589395,,
60_sessions,component_exit,breadth,2023-01-27,2023-05-02,,,,,,,bearish-divergence,,2023-05-01,,,,,10.099624529118302,0.9535766402137523,9.63076602589703,,
60_sessions,component_exit,breadth,2023-10-30,2024-12-19,,,,,,,bearish-divergence,,2024-12-18,,,,,58.61378931517298,0.9544788191934673,55.94562041400098,,
60_sessions,component_exit,ma200,2003-01-10,2003-01-21,,,,,,,NDX-below-MA200,,2003-01-17,,,,,-3.6454205878775015,0.2279571040702981,-0.8309995203307988,,
60_sessions,component_exit,ma200,2003-03-14,2004-03-24,,,,,,,NDX-below-MA200,,2004-03-23,,,,,32.68495532303346,0.2266828135843588,7.40911763450429,,
60_sessions,component_exit,ma200,2004-03-26,2004-05-03,,,,,,,NDX-below-MA200,,2004-04-30,,,,,-0.9501274726991804,0.2672078875289921,-0.2538815548632081,,
60_sessions,component_exit,ma200,2004-05-05,2004-05-10,,,,,,,NDX-below-MA200,,2004-05-07,,,,,-2.2205519260654727,0.2658564006871106,-0.5903479426025975,,
60_sessions,component_exit,ma200,2004-05-12,2004-05-18,,,,,,,NDX-below-MA200,,2004-05-14,,,,,-1.374868135177576,0.2615265398481972,-0.35956450614053487,,
60_sessions,component_exit,ma200,2004-05-26,2004-07-09,,,,,,,NDX-below-MA200,,2004-07-08,,,,,-0.20295828509936387,0.2554227871001141,-0.05184017084513908,,
60_sessions,component_exit,ma200,2004-10-04,2004-10-11,,,,,,,NDX-below-MA200,,2004-10-08,,,,,-2.0439358826211063,0.2520836741943644,-0.5152428671088296,,
60_sessions,component_exit,ma200,2004-10-19,2004-10-25,,,,,,,NDX-below-MA200,,2004-10-22,,,,,-2.0214444351468797,0.24821013051620236,-0.501742987079058,,
60_sessions,component_exit,ma200,2004-10-27,2005-03-23,,,,,,,NDX-below-MA200,,2005-03-22,,,,,1.342066897287686,0.24441905611857156,0.32802672428303614,,
60_sessions,component_exit,ma200,2005-03-31,2005-04-04,,,,,,,NDX-below-MA200,,2005-04-01,,,,,-1.4985715574630465,0.24688945995331696,-0.3699815225234526,,
60_sessions,component_exit,ma200,2005-04-06,2005-04-12,,,,,,,NDX-below-MA200,,2005-04-11,,,,,-0.8379836344460267,0.2450016327518692,-0.20530735865862207,,
60_sessions,component_exit,ma200,2005-05-18,2005-06-27,,,,,,,NDX-below-MA200,,2005-06-24,,,,,0.1274578123471093,0.24265774738702273,0.03092862563102739,,
60_sessions,component_exit,ma200,2005-07-11,2005-10-13,,,,,,,NDX-below-MA200,,2005-10-12,,,,,-1.2683005834433936,0.2376834518939964,-0.3014540607119954,,
60_sessions,component_exit,ma200,2005-10-17,2006-05-15,,,,,,,NDX-below-MA200,,2006-05-12,,,,,5.316509401473257,0.23409200988486825,1.2445523713626727,,
60_sessions,component_exit,ma200,2006-09-18,2006-09-20,,,,,,,NDX-below-MA200,,2006-09-19,,,,,0.12269289182063048,0.23342720936878414,0.028639859347075892,,
60_sessions,component_exit,ma200,2006-09-22,2008-01-07,,,,,,,NDX-below-MA200,,2008-01-04,,,,,20.522595103827367,0.23338045845846397,4.789572654088659,,
60_sessions,component_exit,ma200,2008-05-02,2008-05-08,,,,,,,NDX-below-MA200,,2008-05-07,,,,,-1.9268577918750807,0.20524270782288548,-0.39547351079406745,,
60_sessions,component_exit,ma200,2008-05-12,2008-05-22,,,,,,,NDX-below-MA200,,2008-05-21,,,,,-0.4985975131947873,0.20374122044108384,-0.10158486584719537,,
60_sessions,component_exit,ma200,2008-05-27,2008-06-12,,,,,,,NDX-below-MA200,,2008-06-11,,,,,-1.3321961812112315,0.20304132178100973,-0.270490873504742,,
60_sessions,component_exit,ma200,2008-06-16,2008-06-19,,,,,,,NDX-below-MA200,,2008-06-18,,,,,-0.47464744885405974,0.20030371853082699,-0.09507364899663868,,
60_sessions,component_exit,ma200,2008-08-11,2008-08-20,,,,,,,NDX-below-MA200,,2008-08-19,,,,,-0.14827273223189108,0.20282776459930554,-0.030073826829625866,,
60_sessions,component_exit,ma200,2008-08-25,2008-08-27,,,,,,,NDX-below-MA200,,2008-08-26,,,,,-1.7809726607201148,0.2021494433053795,-0.3600226319066718,,
60_sessions,component_exit,ma200,2008-08-29,2008-09-03,,,,,,,NDX-below-MA200,,2008-09-02,,,,,-2.6901279816624935,0.2006265190625936,-0.5397110127938267,,
60_sessions,component_exit,ma200,2009-05-01,2009-05-14,,,,,,,NDX-below-MA200,,2009-05-13,,,,,-3.5757279176648726,0.15375133283682213,-0.5497729332028087,,
60_sessions,component_exit,ma200,2009-05-19,2010-05-21,,,,,,,NDX-below-MA200,,2010-05-20,,,,,27.57698618261193,0.14956559967294875,4.124568475574975,,
60_sessions,component_exit,ma200,2010-05-25,2010-05-27,,,,,,,NDX-below-MA200,,2010-05-26,,,,,3.7166215928623236,0.14412974696078498,0.5356757297282363,,
60_sessions,component_exit,ma200,2010-06-01,2010-06-08,,,,,,,NDX-below-MA200,,2010-06-07,,,,,-2.699774217523443,0.14614655538707078,-0.3945627022138755,,
60_sessions,component_exit,ma200,2010-06-11,2010-06-29,,,,,,,NDX-below-MA200,,2010-06-28,,,,,-0.6192594100502546,0.14425288864606237,-0.08932995872100566,,
60_sessions,component_exit,ma200,2010-07-14,2010-07-19,,,,,,,NDX-below-MA200,,2010-07-16,,,,,-2.298759497778047,0.14249144282374357,-0.32755355754317805,,
60_sessions,component_exit,ma200,2010-07-23,2010-08-12,,,,,,,NDX-below-MA200,,2010-08-11,,,,,-2.470462919903038,0.13850636694123958,-0.34217484369881634,,
60_sessions,component_exit,ma200,2010-09-07,2011-06-16,,,,,,,NDX-below-MA200,,2011-06-15,,,,,18.454960343353456,0.1350964879694798,2.4932003280030766,,
60_sessions,component_exit,ma200,2011-06-22,2011-06-27,,,,,,,NDX-below-MA200,,2011-06-24,,,,,-1.274904930191889,0.13320644749190036,-0.16982555664077076,,
60_sessions,component_exit,ma200,2011-06-29,2011-08-05,,,,,,,NDX-below-MA200,,2011-08-04,,,,,-2.8840613265408543,0.13003072733498688,-0.37501659196881443,,
60_sessions,component_exit,ma200,2011-09-19,2011-09-22,,,,,,,NDX-below-MA200,,2011-09-21,,,,,-3.6899959138990246,0.12577853498495864,-0.4641222801507029,,
60_sessions,component_exit,ma200,2011-10-12,2011-11-18,,,,,,,NDX-below-MA200,,2011-11-17,,,,,-1.9979007486779832,0.11626605768628052,-0.23228804369725745,,
60_sessions,component_exit,ma200,2011-12-01,2011-12-09,,,,,,,NDX-below-MA200,,2011-12-08,,,,,-0.4444398778297609,0.11468978573151634,-0.050972714358836574,,
60_sessions,component_exit,ma200,2011-12-13,2011-12-15,,,,,,,NDX-below-MA200,,2011-12-14,,,,,-2.5262247375372637,0.11437327276567406,-0.28893259097374285,,
60_sessions,component_exit,ma200,2011-12-27,2011-12-29,,,,,,,NDX-below-MA200,,2011-12-28,,,,,-0.6537987871035433,0.11217766614985196,-0.07334162206887943,,
60_sessions,component_exit,ma200,2012-01-04,2012-11-01,,,,,,,NDX-below-MA200,,2012-10-31,,,,,14.713135901635432,0.10969852757844578,1.6140093444709753,,
60_sessions,component_exit,ma200,2012-11-06,2012-11-08,,,,,,,NDX-below-MA200,,2012-11-07,,,,,-2.2222498244465094,0.10935797069244454,-0.2430207311731114,,
60_sessions,component_exit,ma200,2012-11-30,2012-12-05,,,,,,,NDX-below-MA200,,2012-12-04,,,,,-0.8770967344434388,0.10693393856060063,-0.09379140831267813,,
60_sessions,component_exit,ma200,2012-12-12,2012-12-14,,,,,,,NDX-below-MA200,,2012-12-13,,,,,-2.3052599494857606,0.10602339178015863,-0.24441147877943747,,
60_sessions,component_exit,ma200,2012-12-19,2012-12-24,,,,,,,NDX-below-MA200,,2012-12-21,,,,,-2.0163852290994932,0.10303024814074642,-0.2077486705014566,,
60_sessions,component_exit,ma200,2013-01-03,2014-10-17,,,,,,,NDX-below-MA200,,2014-10-16,,,,,38.96628002422744,0.09980080541658169,3.8888661305059564,,
60_sessions,component_exit,ma200,2014-10-21,2015-08-24,,,,,,,NDX-below-MA200,,2015-08-21,,,,,-1.9010467977238044,0.09869822513887268,-0.18762994484127699,,
60_sessions,component_exit,ma200,2015-10-16,2016-01-07,,,,,,,NDX-below-MA200,,2016-01-06,,,,,-1.7283702790052868,0.09141007755744962,-0.1579904612518641,,
60_sessions,component_exit,ma200,2016-03-22,2016-03-24,,,,,,,NDX-below-MA200,,2016-03-23,,,,,-0.6560287172522106,0.08890597470752848,-0.058324872543437385,,
60_sessions,component_exit,ma200,2016-03-30,2016-04-28,,,,,,,NDX-below-MA200,,2016-04-27,,,,,-1.8088907984898595,0.08763903272196978,-0.15852943987932283,,
60_sessions,component_exit,ma200,2016-05-25,2016-06-16,,,,,,,NDX-below-MA200,,2016-06-15,,,,,-1.7280230445536948,0.08660523472752561,-0.1496558413881462,,
60_sessions,component_exit,ma200,2016-06-22,2016-06-27,,,,,,,NDX-below-MA200,,2016-06-24,,,,,-3.8800454278431262,0.0857818184163469,-0.33283735233841605,,
60_sessions,component_exit,ma200,2016-07-01,2016-07-06,,,,,,,NDX-below-MA200,,2016-07-05,,,,,-0.6597606234304276,0.08265492832347904,-0.05453246704029584,,
60_sessions,component_exit,ma200,2016-07-08,2018-10-12,,,,,,,NDX-below-MA200,,2018-10-11,,,,,59.22749398182094,0.08144572739608939,4.823826329196914,,
60_sessions,component_exit,ma200,2018-10-16,2018-10-25,,,,,,,NDX-below-MA200,,2018-10-24,,,,,-3.6221210983720886,0.08685295922716049,-0.31459193607274877,,
60_sessions,component_exit,ma200,2018-11-02,2018-11-06,,,,,,,NDX-below-MA200,,2018-11-05,,,,,-1.583925441465539,0.08396576594983571,-0.13299551290008566,,
60_sessions,component_exit,ma200,2018-11-08,2018-11-12,,,,,,,NDX-below-MA200,,2018-11-09,,,,,-2.7074049558009405,0.08133215450053242,-0.22019907816070924,,
60_sessions,component_exit,ma200,2019-02-19,2019-02-22,,,,,,,NDX-below-MA200,,2019-02-21,,,,,0.18858446401210927,0.08083341563264412,0.015243926361350246,,
60_sessions,component_exit,ma200,2019-02-26,2019-03-08,,,,,,,NDX-below-MA200,,2019-03-07,,,,,-2.345605738385359,0.08034295373724057,-0.1884528933249009,,
60_sessions,component_exit,ma200,2019-03-12,2019-06-03,,,,,,,NDX-below-MA200,,2019-05-31,,,,,-1.0390760429495938,0.07811505875993385,-0.08116748615104707,,
60_sessions,component_exit,ma200,2019-06-05,2020-03-10,,,,,,,NDX-below-MA200,,2020-03-09,,,,,13.459562901163746,0.07733898854751477,1.0409489810676575,,
60_sessions,component_exit,ma200,2020-04-09,2022-01-21,,,,,,,NDX-below-MA200,,2022-01-20,,,,,77.58494168590973,0.06351049400093409,4.92745797350579,,
60_sessions,component_exit,ma200,2022-02-03,2022-02-07,,,,,,,NDX-below-MA200,,2022-02-04,,,,,0.042537013503873844,0.05337674164140334,0.002270487179993159,,
60_sessions,component_exit,ma200,2022-02-10,2022-02-14,,,,,,,NDX-below-MA200,,2022-02-11,,,,,-3.74454130275228,0.053398234113143386,-0.19995189313070116,,
60_sessions,component_exit,ma200,2022-03-30,2022-04-01,,,,,,,NDX-below-MA200,,2022-03-31,,,,,-2.02172225085796,0.05150169379357099,-0.10412212029933578,,
60_sessions,component_exit,ma200,2022-04-05,2022-04-07,,,,,,,NDX-below-MA200,,2022-04-06,,,,,-4.341439283587112,0.05051306786786991,-0.21929941717607232,,
60_sessions,component_exit,ma200,2023-01-27,2023-01-31,,,,,,,NDX-below-MA200,,2023-01-30,,,,,-0.813570521727558,0.046423359786247766,-0.03776867704164373,,
60_sessions,component_exit,ma200,2023-02-02,2023-03-13,,,,,,,NDX-below-MA200,,2023-03-10,,,,,-7.240739648957062,0.04481444454541503,-0.3244897254659741,,
60_sessions,component_exit,ma200,2023-03-15,2025-03-07,,,,,,,NDX-below-MA200,,2025-03-06,,,,,65.46459873202184,0.042239567887393935,2.7651963623622393,,
60_sessions,component_exit,ma200,2025-05-13,2026-03-23,,,,,,,NDX-below-MA200,,2026-03-20,,,,,15.964951202912637,0.03110037782358923,0.4965160143457484,,
60_sessions,21_session_cluster,,2002-07-24,2002-08-15,,,9.489637579745752,,,breadth,climax-top,,,,,,,,,,1.0,1.0
60_sessions,21_session_cluster,,2002-10-10,2002-11-12,,,20.19740881840012,,,breadth,climax-top,,,,,,,,,,2.0,1.0
60_sessions,21_session_cluster,,2003-01-10,2003-01-21,,,-0.8309995203307988,,,ma200,NDX-below-MA200,,,,,,,,,,3.0,1.0
60_sessions,21_session_cluster,,2003-01-10,2003-03-18,,,1.0311191577252135,,,breadth,climax-top,,,,,,,,,,4.0,1.0
60_sessions,21_session_cluster,,2003-03-14,2004-03-24,,,7.40911763450429,,,ma200,NDX-below-MA200,,,,,,,,,,5.0,1.0
60_sessions,21_session_cluster,,2004-03-25,2004-07-09,,,2.646621051171501,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,6.0,5.0
60_sessions,21_session_cluster,,2004-10-04,2004-10-25,,,-1.0169858541878876,,,ma200,NDX-below-MA200,,,,,,,,,,7.0,2.0
60_sessions,21_session_cluster,,2004-10-27,2005-04-12,,,-0.24726215689903855,,,ma200,NDX-below-MA200,,,,,,,,,,8.0,3.0
60_sessions,21_session_cluster,,2005-05-18,2005-06-27,,,0.03092862563102739,,,ma200,NDX-below-MA200,,,,,,,,,,9.0,1.0
60_sessions,21_session_cluster,,2005-07-11,2005-10-13,,,-0.3014540607119954,,,ma200,NDX-below-MA200,,,,,,,,,,10.0,1.0
60_sessions,21_session_cluster,,2005-10-17,2006-05-15,,,1.2445523713626727,,,ma200,NDX-below-MA200,,,,,,,,,,11.0,1.0
60_sessions,21_session_cluster,,2006-09-18,2006-09-20,,,0.028639859347075892,,,ma200,NDX-below-MA200,,,,,,,,,,12.0,1.0
60_sessions,21_session_cluster,,2005-03-31,2007-07-27,,,25.135118583707328,,,breadth,bearish-divergence,,,,,,,,,,13.0,1.0
60_sessions,21_session_cluster,,2006-09-22,2008-01-07,,,4.789572654088659,,,ma200,NDX-below-MA200,,,,,,,,,,14.0,1.0
60_sessions,21_session_cluster,,2008-05-02,2008-06-19,,,-0.8626228991426435,,,ma200,NDX-below-MA200,,,,,,,,,,15.0,4.0
60_sessions,21_session_cluster,,2008-01-23,2008-09-30,,,-7.963360998109662,,,breadth+ma200,NDX-below-MA200+trailing-stop,,,,,,,,,,16.0,4.0
60_sessions,21_session_cluster,,2008-10-17,2008-11-05,,,4.514678143723237,,,breadth,climax-top,,,,,,,,,,17.0,1.0
60_sessions,21_session_cluster,,2008-11-24,2009-01-14,,,5.858091799763738,,,breadth,climax-top,,,,,,,,,,18.0,1.0
60_sessions,21_session_cluster,,2009-02-02,2009-02-18,,,1.9418166991038446,,,breadth,climax-top,,,,,,,,,,19.0,1.0
60_sessions,21_session_cluster,,2009-05-01,2009-05-14,,,-0.5497729332028087,,,ma200,NDX-below-MA200,,,,,,,,,,20.0,1.0
60_sessions,21_session_cluster,,2009-05-19,2010-08-12,,,3.5066231431263355,,,ma200,NDX-below-MA200,,,,,,,,,,21.0,6.0
60_sessions,21_session_cluster,,2010-09-07,2011-06-27,,,2.323374771362306,,,ma200,NDX-below-MA200,,,,,,,,,,22.0,2.0
60_sessions,21_session_cluster,,2011-06-29,2011-08-05,,,-0.37501659196881443,,,ma200,NDX-below-MA200,,,,,,,,,,23.0,1.0
60_sessions,21_session_cluster,,2009-03-09,2011-09-22,,,109.46123292769059,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,24.0,2.0
60_sessions,21_session_cluster,,2011-10-12,2011-12-29,,,-0.6455349710987163,,,ma200,NDX-below-MA200,,,,,,,,,,25.0,4.0
60_sessions,21_session_cluster,,2012-01-04,2012-12-24,,,0.8250370557042918,,,ma200,NDX-below-MA200,,,,,,,,,,26.0,5.0
60_sessions,21_session_cluster,,2011-10-06,2014-08-08,,,69.30477272066483,,,breadth,bearish-divergence,,,,,,,,,,27.0,1.0
60_sessions,21_session_cluster,,2013-01-03,2014-10-17,,,3.8888661305059564,,,ma200,NDX-below-MA200,,,,,,,,,,28.0,1.0
60_sessions,21_session_cluster,,2014-10-21,2015-08-24,,,-0.18762994484127699,,,ma200,NDX-below-MA200,,,,,,,,,,29.0,1.0
60_sessions,21_session_cluster,,2015-10-16,2016-01-07,,,-0.1579904612518641,,,ma200,NDX-below-MA200,,,,,,,,,,30.0,1.0
60_sessions,21_session_cluster,,2016-03-22,2016-03-24,,,-0.058324872543437385,,,ma200,NDX-below-MA200,,,,,,,,,,31.0,1.0
60_sessions,21_session_cluster,,2016-03-30,2016-04-28,,,-0.15852943987932283,,,ma200,NDX-below-MA200,,,,,,,,,,32.0,1.0
60_sessions,21_session_cluster,,2016-05-25,2016-07-06,,,-0.5370256607668581,,,ma200,NDX-below-MA200,,,,,,,,,,33.0,3.0
60_sessions,21_session_cluster,,2015-08-25,2018-03-23,,,57.17659545685635,,,breadth,bearish-divergence,,,,,,,,,,34.0,1.0
60_sessions,21_session_cluster,,2016-07-08,2018-11-12,,,4.15603980206337,,,ma200,NDX-below-MA200,,,,,,,,,,35.0,4.0
60_sessions,21_session_cluster,,2019-02-19,2019-03-08,,,-0.17320896696355065,,,ma200,NDX-below-MA200,,,,,,,,,,36.0,2.0
60_sessions,21_session_cluster,,2019-03-12,2019-06-03,,,-0.08116748615104707,,,ma200,NDX-below-MA200,,,,,,,,,,37.0,1.0
60_sessions,21_session_cluster,,2018-10-15,2020-03-10,,,23.405782380553305,,,breadth+ma200,NDX-below-MA200+bearish-divergence,,,,,,,,,,38.0,2.0
60_sessions,21_session_cluster,,2020-03-16,2021-12-01,,,131.55952275743917,,,breadth,bearish-divergence,,,,,,,,,,39.0,1.0
60_sessions,21_session_cluster,,2020-04-09,2022-02-14,,,4.729776567555082,,,ma200,NDX-below-MA200,,,,,,,,,,40.0,3.0
60_sessions,21_session_cluster,,2022-03-30,2022-04-07,,,-0.3234215374754081,,,ma200,NDX-below-MA200,,,,,,,,,,41.0,2.0
60_sessions,21_session_cluster,,2022-06-14,2022-11-14,,,4.3144495612589395,,,breadth,climax-top,,,,,,,,,,42.0,1.0
60_sessions,21_session_cluster,,2023-01-27,2023-01-31,,,-0.03776867704164373,,,ma200,NDX-below-MA200,,,,,,,,,,43.0,1.0
60_sessions,21_session_cluster,,2023-02-02,2023-03-13,,,-0.3244897254659741,,,ma200,NDX-below-MA200,,,,,,,,,,44.0,1.0
60_sessions,21_session_cluster,,2023-01-27,2023-05-02,,,9.63076602589703,,,breadth,bearish-divergence,,,,,,,,,,45.0,1.0
60_sessions,21_session_cluster,,2023-10-30,2024-12-19,,,55.94562041400098,,,breadth,bearish-divergence,,,,,,,,,,46.0,1.0
60_sessions,21_session_cluster,,2023-03-15,2025-03-07,,,2.7651963623622393,,,ma200,NDX-below-MA200,,,,,,,,,,47.0,1.0
60_sessions,21_session_cluster,,2025-05-13,2026-03-23,,,0.4965160143457484,,,ma200,NDX-below-MA200,,,,,,,,,,48.0,1.0
80_sessions,component_trade,breadth,2002-07-24,2002-08-15,875.48,975.09,13.556625113922504,-3.4706508037257056,7948.963757974576,VIX+MA200,climax-top,2002-07-23,2002-08-14,True,,,80.0,,,,,
80_sessions,component_trade,breadth,2002-10-10,2002-11-12,809.46,982.45,27.820066098025144,6.22545859562571,10160.370729551167,VIX+MA200,climax-top,2002-10-09,2002-11-11,True,,,80.0,,,,,
