short_window,long_window,ma_window,full_cagr,full_sharpe,full_max_drawdown,full_calmar,train_cagr,train_sharpe,train_max_drawdown,train_calmar,test_cagr,test_sharpe,test_max_drawdown,test_calmar,real_breadth_cagr,real_breadth_sharpe,real_breadth_max_drawdown,real_breadth_calmar,completed_trades,exposure,expectancy,turnover_position_changes_per_year,raw_signal_days,executed_golden_cross_entries,primary_rank,reverse_rank,full_rank
7,21,100,0.17822626335580982,0.9313018354559506,-0.4692491878692434,0.37981155420874735,0.17274608534646196,0.8985479335359112,-0.4692491878692434,0.36813294473851654,0.18426651353347934,0.9665267544786178,-0.2602928736076413,0.7079199325727138,0.17499612245644092,0.9061821325615623,-0.4692491878692434,0.3729279175762872,24,0.8770148291424887,0.21374466178644266,1.9865967365967365,429,15,31,94,89
7,28,100,0.17868656590099863,0.9333930161416097,-0.4692491878692434,0.38079248834158824,0.17274608534646196,0.8985479335359112,-0.4692491878692434,0.36813294473851654,0.1851677016461808,0.9706633068431375,-0.2531319383973305,0.7315066712582545,0.1755719651682619,0.9087572456075544,-0.4692491878692434,0.3741550751861613,24,0.8765312701482915,0.21374466178644266,1.9865967365967365,417,15,32,86,87
9,14,100,0.1783353268952641,0.9317726351154875,-0.4692491878692434,0.38004397557946834,0.17274608534646196,0.8985479335359112,-0.4692491878692434,0.36813294473851654,0.18448000982739354,0.9674549423054057,-0.26029285797668145,0.7087401908043145,0.1751325567734896,0.9067633955690074,-0.4692491878692434,0.3732186678227995,24,0.8766924564796905,0.21388210711101094,1.9865967365967365,420,15,33,93,88
9,21,100,0.17707314481815706,0.9280255921888734,-0.4692491878692434,0.37735418493147954,0.17274608534646196,0.8985479335359112,-0.4692491878692434,0.36813294473851654,0.18201038282912663,0.9602745780495299,-0.2531321762118668,0.7190329793427266,0.1735538118550306,0.9020237640579921,-0.4692491878692434,0.36985426153447387,24,0.869277885235332,0.21210987183204214,1.9865967365967365,393,15,34,87,90
9,28,100,0.1815432204104961,0.9447800258422497,-0.46924923118281436,0.38688016590435037,0.17270852453552554,0.8965480689304224,-0.46924923118281436,0.36805286627787825,0.19080408462021192,0.9952261818487163,-0.23900476902920098,0.7983275203889341,0.179571675624268,0.9251695087561802,-0.46924923118281436,0.3826786783893714,23,0.8786266924564797,0.22734598254276062,1.9055111555111555,374,14,35,37,76
9,28,150,0.18633410567798525,0.9664663530452323,-0.46924923118281436,0.3970898475599026,0.17270852453552554,0.8965480689304224,-0.46924923118281436,0.36805286627787825,0.2002253839826056,1.0383060609664039,-0.23447148605507973,0.853943425494265,0.1855743582077618,0.9519062700782195,-0.46924923118281436,0.3954707773095191,23,0.8823339780786589,0.2329033470202343,1.9055111555111555,399,13,36,17,15
5,21,200,0.18605573153239519,0.9665112471810362,-0.4692495228223661,0.39649636810142563,0.17245602531774806,0.8973904684253419,-0.4692495228223661,0.36751454595092065,0.1999216483410644,1.0373861634449837,-0.2602918405491558,0.7680672890831914,0.1867078156999078,0.9566538800583418,-0.4692495228223661,0.3978860001325688,24,0.8812056737588653,0.2237091596621731,1.9865967365967365,522,13,37,57,18
5,28,250,0.18579318250972143,0.9616361267041424,-0.46924954072931746,0.39593684464977374,0.17244054459585456,0.890267441400162,-0.46924954072931746,0.36748154154363977,0.19941941646041594,1.035620158652103,-0.25313098473271123,0.7878111668983907,0.1851398320311648,0.9503738093846078,-0.46924954072931746,0.394544514083949,24,0.8905544809800129,0.22342905087721365,1.9865967365967365,508,13,38,47,21
11,28,100,0.18534269750725607,0.9632732404486644,-0.4692510696533595,0.3949755461275146,0.17112846884859967,0.8920455262401654,-0.4692510696533595,0.3646842381734239,0.19980381272856107,1.036079767941703,-0.23447154967903017,0.8521452304216609,0.18478544928523033,0.949022423132502,-0.4692510696533595,0.3937880193256314,23,0.8812056737588653,0.23251971432944954,1.9055111555111555,349,13,39,21,27
11,28,150,0.18619148403058983,0.9669195928142902,-0.4692510696533595,0.39678435718459065,0.17112846884859967,0.8920455262401654,-0.4692510696533595,0.3646842381734239,0.20147753363396892,1.0432787903275982,-0.23447149512402454,0.8592836989732874,0.18584975156172945,0.9535246860954062,-0.4692510696533595,0.39605610638036165,23,0.8815280464216635,0.2335460406050406,1.9055111555111555,373,13,40,1,17
11,14,150,0.18390955076383708,0.9567346720040495,-0.4692511090667545,0.39192139818187316,0.1710948963872876,0.8901012445148152,-0.4692511090667545,0.36461266277571663,0.19701286639802107,1.0254026103023746,-0.2602921064963666,0.756891436509125,0.18360704176687426,0.9439774486214532,-0.4692511090667545,0.39127673482121655,24,0.8800773694390716,0.2214524822774631,1.9865967365967365,438,14,41,73,48
3,10,300,0.18366478963159683,0.9528323986796216,-0.46925117043319386,0.3913997475212366,0.17104264910545663,0.8853877863646896,-0.46925117043319386,0.36450127326812404,0.19658152987316413,1.0227489236754557,-0.22986796654908892,0.8551932347266996,0.18533390300338004,0.9504808823251685,-0.46925117043319386,0.3949567197291958,23,0.8897485493230174,0.22826630111043508,1.9055111555111555,706,12,42,15,57
3,14,300,0.18366478963159683,0.9528323986796216,-0.46925117043319386,0.3913997475212366,0.17104264910545663,0.8853877863646896,-0.46925117043319386,0.36450127326812404,0.19658152987316413,1.0227489236754557,-0.22986796654908892,0.8551932347266996,0.18533390300338004,0.9504808823251685,-0.46925117043319386,0.3949567197291958,23,0.8897485493230174,0.22826630111043508,1.9055111555111555,680,12,43,16,58
5,28,200,0.1848053948455941,0.9614270421424219,-0.4692518887887881,0.3938298369402529,0.1704332823915462,0.8889212079625836,-0.4692518887887881,0.3632021233445878,0.19941917611608262,1.0356191188217547,-0.253131108655388,0.7878098317325799,0.18513875908455413,0.9503693578367334,-0.4692518887887881,0.3945402533433077,24,0.8803997421018698,0.2222549047436874,1.9865967365967365,504,13,44,48,32
11,14,100,0.1741567784480771,0.914693051881659,-0.46925203049407616,0.3711369735890267,0.17031356132494602,0.8879731983197174,-0.46925203049407616,0.3629468819679323,0.17862909362538026,0.9441839097357437,-0.2602934842331238,0.6862603347588856,0.17138926838634116,0.8920426560940219,-0.46925203049407616,0.36523926855656896,24,0.8705673758865248,0.2092696205575254,1.9865967365967365,396,15,45,95,95
7,21,200,0.18423149629081803,0.958899978218655,-0.46925215639631745,0.3926066055948418,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19850712397187875,1.0314440374741425,-0.2602920658094622,0.7626322506395145,0.18455810794581207,0.9477820313974755,-0.46925215639631745,0.39330263149593153,24,0.8805609284332688,0.22214150162403867,1.9865967365967365,461,13,46,70,42
7,21,250,0.18423149629081803,0.958899978218655,-0.46925215639631745,0.3926066055948418,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19850712397187875,1.0314440374741425,-0.2602920658094622,0.7626322506395145,0.18455810794581207,0.9477820313974755,-0.46925215639631745,0.39330263149593153,24,0.8805609284332688,0.22214150162403867,1.9865967365967365,463,13,47,71,43
7,28,200,0.18469414492528546,0.9610005918290967,-0.46925215639631745,0.39359253315673176,0.17020732481559486,0.8880457750508988,-0.46925215639631745,0.3627203892310778,0.19941914872371358,1.0356190003108086,-0.25313112277904226,0.7878096795619487,0.18513863680046305,0.9503688504909825,-0.46925215639631745,0.39453976774930377,24,0.8800773694390716,0.22214150162403867,1.9865967365967365,448,13,48,49,37
