Date,ndx_buy_hold,baseline,rsi_le_45,rsi_le_50,rsi_le_55
2003-04-04,6524.568582765665,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-07,6540.527449872391,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-08,6497.183911971634,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-09,6355.727494582057,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-10,6415.464576903732,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-11,6372.058942243804,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-14,6509.665360564832,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-15,6539.285514688988,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-16,6550.525028098784,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-17,6728.556436639571,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-21,6712.908053328696,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
2003-04-22,6845.795117952794,13667.028705149198,13667.028705149198,13667.028705149198,13667.028705149198
