Date,baseline,0.50,0.60,0.70,baseline_return,challenger_0.60_return,baseline_position,challenger_0.60_position
2008-03-13,19463.489994237178,11203.456428323861,8705.468406843709,10000.0,0.00877142429027522,0.00877142429027522,True,True
2008-03-14,19056.851609245605,11203.456428323861,8523.590561986377,10000.0,-0.020892367458866468,-0.020892367458866468,True,True
2008-03-17,18760.629389497844,11203.456428323861,8391.098743911472,10000.0,-0.015544132148462841,-0.01554413214846262,True,True
2008-03-18,19581.912165420123,11203.456428323861,8758.435293574106,10000.0,0.04377693087322698,0.04377693087322698,True,True
2008-03-19,19076.421845985697,11203.456428323861,8532.343775192527,10000.0,-0.025814144970330077,-0.0258141449703303,True,True
2008-03-20,19481.16992401942,11203.456428323861,8713.37613922881,10000.0,0.021217190587494716,0.021217190587494716,True,True
2008-03-24,20175.134966604168,11203.456428323861,9023.767068885527,10000.0,0.03562234944263376,0.03562234944263376,True,True
2008-03-25,20287.88621691357,11203.456428323861,9074.197513152778,10000.0,0.005588624338624504,0.005588624338624504,True,True
2008-03-26,20207.158990360684,11203.456428323861,9038.09050867741,10000.0,-0.003979085139268146,-0.003979085139268035,True,True
2008-03-27,19769.16374877419,11203.456428323861,8842.187629023858,10000.0,-0.021675250924458433,-0.021675250924458656,True,True
2008-03-28,19654.41099698001,11203.456428323861,8790.861969769614,10000.0,-0.005804633582505381,-0.005804633582505159,True,True
2008-03-31,19814.086337654855,11203.456428323861,8862.28023206525,10000.0,0.00812414784138693,0.008124147841387153,True,True
2008-04-01,20631.922083242232,11203.456428323861,9228.075022583618,10000.0,0.04127547097809692,0.041275470978096473,True,True
2008-04-02,20557.644139251428,11203.456428323861,9194.852599733003,10000.0,-0.0036001465927953946,-0.0036001465927953946,True,True
2008-04-03,20628.697441961198,11267.176162170728,9226.632731771242,10000.0,0.003456295975768242,0.003456295975768242,True,True
2008-04-04,20747.453196724935,11332.039298244114,9279.74882099947,10000.0,0.005756822751308288,0.00575682275130851,True,True
2008-04-07,20691.411155151036,11301.42972841173,9254.682801363677,10000.0,-0.002701152813432861,-0.002701152813432861,True,True
2008-04-08,20528.06639508743,11212.212549674086,9181.623311591891,10000.0,-0.007894326725170764,-0.007894326725170986,True,True
2008-04-09,20306.233313857403,11091.049669087566,9082.403650533543,10000.0,-0.010806331047483075,-0.010806331047482964,True,True
2008-04-10,20604.012256982212,11253.693375458844,9215.591746931666,10000.0,0.01466441060349677,0.014664410603496991,True,True
2008-04-11,20000.781948374257,10924.215366846378,8945.783896685281,10000.0,-0.02927732235276337,-0.02927732235276348,True,True
2008-04-14,19914.161411893965,10876.904146807834,8907.040981414879,10000.0,-0.004330857498665575,-0.004330857498665686,True,True
2008-04-15,19956.415332128254,10899.982790729075,8925.939964473613,10000.0,0.0021218026388523104,0.0021218026388525324,True,True
2008-04-16,20536.40598460735,11216.767545184859,9185.353374037693,10000.0,0.02906286739509567,0.02906286739509545,True,True
2008-04-17,20469.578073921013,11180.26684782521,9155.46314030533,10000.0,-0.003254119086680829,-0.003254119086680718,True,True
2008-04-18,21130.073563899125,11541.022492278307,9450.88408601289,10000.0,0.032267176567728484,0.03226717656772826,True,True
2008-04-21,21272.847336480252,11619.004015422712,9514.74275508503,10000.0,0.00675689898330778,0.00675689898330778,True,True
2008-04-22,20922.91816022417,11427.876403790744,9358.229334859156,10000.0,-0.01644956928995578,-0.016449569289955557,True,True
2008-04-23,21201.01567208196,11579.770320756603,9482.614483885185,10000.0,0.013291526054260983,0.013291526054260983,True,True
2008-04-24,21400.276264344717,11688.604346827302,9571.738109256892,10000.0,0.009398634260958882,0.00939863426095866,True,True
2008-04-25,21333.559548185312,11652.16438274113,9541.897609690473,10000.0,-0.0031175633125148927,-0.0031175633125147817,True,True
2008-04-28,21385.598586789645,11680.587554728345,9565.17319935228,10000.0,0.0024393040686339074,0.0024393040686341294,True,True
2008-04-29,21500.57372763769,11743.385759503512,9616.59832693841,10000.0,0.0053762881773655735,0.0053762881773653515,True,True
2008-04-30,21323.774429815265,11646.819854675157,9537.521003087399,10000.0,-0.00822300372362439,-0.008223003723624056,True,True
2008-05-01,22021.408891788782,12027.860412469556,9849.553160220266,10000.0,0.03271627470407279,0.032716274704072346,True,True
2008-05-02,22037.309709140107,12036.545270576762,9856.665145950265,10000.0,0.0007220617640524285,0.0007220617640526505,True,True
2008-05-05,21970.037020346037,11999.801640123205,9826.575975554124,10000.0,-0.003052672475995055,-0.003052672475994944,True,True
2008-05-06,22134.49372567897,12089.626151595616,9900.132806985348,10000.0,0.007485499691267439,0.007485499691267217,True,True
2008-05-07,21698.722374631125,11851.612452839441,9705.224610650681,10000.0,-0.019687432495566592,-0.01968743249556648,True,True
2008-05-08,21870.40672421466,11945.384627087853,9782.014162868267,10000.0,0.007912187022783401,0.00791218702278318,True,True
2008-05-09,21797.351920020108,11905.482866413497,9749.338815843037,10000.0,-0.003340349592751979,-0.003340349592751868,True,True
2008-05-12,22205.769417442603,12128.556179894344,9932.012407355474,10000.0,0.018737023603650593,0.018737023603650593,True,True
2008-05-13,22245.688252611315,12150.35942507257,9949.866972929383,10000.0,0.001797678541026082,0.001797678541026304,True,True
2008-05-14,22208.882864196705,12130.2567115517,9933.404964001908,10000.0,-0.001654495378909604,-0.001654495378909493,True,True
2008-05-15,22587.389033874402,12336.992774467242,10102.7000648754,10000.0,0.017043008060882325,0.017043008060882325,True,True
2008-05-16,22586.610672185874,12336.567641552905,10102.35192571379,10000.0,-3.4460011617998276e-05,-3.44600116181093e-05,True,True
2008-05-19,22423.488301176127,12247.471929362215,10029.391904273893,10000.0,-0.007222082736416224,-0.007222082736416113,True,True
2008-05-20,22246.35541977291,12150.72382471343,9950.165377925048,10000.0,-0.007899434692055785,-0.007899434692055785,True,True
2008-05-21,21758.54503012072,11884.28695397004,9731.98159192857,10000.0,-0.021927654235831207,-0.021927654235831096,True,True
2008-05-22,21848.834985989783,11933.602372033327,9772.365734675126,10000.0,0.004149632052330432,0.004149632052330432,True,True
2008-05-23,21782.563047938107,11897.405341041062,9742.724171772481,10000.0,-0.0030332023695620602,-0.0030332023695621713,True,True
2008-05-27,22188.200682187296,12118.960322684987,9924.15440913632,10000.0,0.01862212602605484,0.01862212602605484,True,True
2008-05-28,22239.683748156967,12147.079828304815,9947.181327968405,10000.0,0.002320290261796698,0.002320290261796698,True,True
2008-05-29,22450.397376693756,12262.169381543637,10041.42757243235,10000.0,0.009474668386606488,0.00947466838660671,True,True
2008-05-30,22601.065960687076,12344.46296710491,10108.817367286516,10000.0,0.006711176709492506,0.006711176709492728,True,True
2008-06-02,22314.962442890162,12188.19625444871,9980.851358312517,10000.0,-0.012658850617690787,-0.012658850617690898,True,True
2008-06-03,22203.21194332316,12127.159314604374,9930.868521538763,10000.0,-0.005007873074086566,-0.005007873074086566,True,True
2008-06-04,22477.41764673832,12276.92756699854,10053.512974756752,10000.0,0.012349821463448984,0.012349821463448984,True,True
2008-06-05,22851.698424392584,12481.355765521961,10220.918177324369,10000.0,0.01665141358925526,0.016651413589255037,True,True
2008-06-06,22132.04744608646,12088.290019579124,9899.038655334582,10000.0,-0.03149223155938141,-0.03149223155938119,True,True
2008-06-09,22013.29169132272,12023.426883505741,9845.922566106354,10000.0,-0.005365782585322387,-0.005365782585322387,True,True
2008-06-10,21933.565215512226,11979.881126422764,9810.26316912448,10000.0,-0.0036217425784587087,-0.0036217425784585977,True,True
2008-06-11,21397.496401171407,11687.086014990376,9570.494755108291,10000.0,-0.0244405690125421,-0.024440569012542324,True,True
2008-06-12,21396.71803948288,11686.660882076038,9570.146615946684,10000.0,-3.637629720476543e-05,-3.6376297204654406e-05,True,True
2008-06-13,21860.95518942541,11940.222298842315,9777.786758763026,10000.0,0.021696652219554746,0.021696652219554524,True,True
2008-06-16,22069.444927423552,12054.0971866116,9871.03831990809,10000.0,0.00953708272084075,0.00953708272084075,True,True
2008-06-17,21936.678662266335,11981.581658080118,9811.655725770912,10000.0,-0.006015840706181108,-0.006015840706181219,True,True
2008-06-18,21695.164149769287,11849.668988088179,9703.63311734047,10000.0,-0.011009620745937254,-0.011009620745937254,True,True
2008-06-19,22046.42766034856,12041.525399001872,9860.743347557674,10000.0,0.016190866690585004,0.016190866690584782,True,True
2008-06-20,21442.64137910594,11711.743724022022,9590.686826481571,10000.0,-0.027387034786073627,-0.027387034786073294,True,True
2008-06-23,21274.960032491963,11620.157947618774,9515.687704237966,10000.0,-0.00781999491804064,-0.00781999491804064,True,True
2008-06-24,21168.546870217717,11562.036204901333,9468.092107429527,10000.0,-0.005001803157878015,-0.005001803157878015,True,True
2008-06-25,21503.464785337932,11744.964824613913,9617.891415252956,10000.0,0.015821488228434655,0.015821488228434433,True,True
2008-06-26,20630.92133249984,11268.390827640269,9227.627415090123,10000.0,-0.040576877333416084,-0.04057687733341597,True,True
2008-06-27,20634.590751888605,11270.395025665006,9229.268642566274,10000.0,0.0001778601803392732,0.0001778601803392732,True,True
2008-06-30,20427.43534821365,11157.248937177443,9136.613891412539,10000.0,-0.010039230056258508,-0.010039230056258508,True,True
2008-07-01,20712.315726214318,11312.847583825394,9264.032824561154,10000.0,0.013945968896461602,0.01394596889646138,True,True
2008-07-02,20194.594008817334,11030.073462516706,9032.470547925734,10000.0,-0.0249958393952896,-0.024995839395289488,True,True
2008-07-03,20196.817899355978,11031.288127986245,9033.465231244614,10000.0,0.00011012306252222714,0.00011012306252244919,True,True
2008-07-07,20314.461708850395,11095.54393132486,9086.083978813402,10000.0,0.005824868555069251,0.005824868555069251,True,True
2008-07-08,20807.60943579533,11364.895999195143,9306.655004775192,10000.0,0.024275697481567216,0.024275697481567438,True,True
2008-07-09,20228.285950477828,11048.475644380222,9047.540000206774,10000.0,-0.027841905006198875,-0.027841905006198986,True,True
2008-07-10,20455.011590892875,11172.310788999728,9148.94796456666,10059.768952608929,0.011208346617706866,0.011208346617706866,True,True
2008-07-11,20135.994493123984,10998.067027394352,9006.260642473228,9902.876433568963,-0.015596036030159244,-0.015596036030159022,True,True
2008-07-14,19993.109526015924,10920.024770976468,8942.352239235142,9832.605646895434,-0.007095997526064712,-0.007095997526064823,True,True
2008-07-15,19996.667750877757,10921.96823572773,8943.943732545351,9834.355580882633,0.00017797255885598773,0.00017797255885598773,True,True
2008-07-16,20502.825237473782,11198.426096594818,9170.333655922595,10083.283690561939,0.02531209163955861,0.02531209163955861,True,True
2008-07-17,20609.571983328828,11256.73003913269,9218.078455228868,10135.781710177962,0.005206440801140966,0.005206440801140966,True,True
2008-07-18,20273.319733885426,11073.072620138388,9067.682337414108,9970.412948387491,-0.01631534365271614,-0.016315343652716363,True,True
2008-07-21,20234.735233039904,11051.998174241886,9050.424581831528,9951.437101713784,-0.0019032157215490564,-0.0019032157215490564,True,True
2008-07-22,20255.41741504932,11063.294563108599,9059.675136697118,9961.608593014387,0.0010221128060843299,0.0010221128060843299,True,True
2008-07-23,20521.61711252535,11208.690019812422,9178.738729967137,10092.525529431843,0.013142148197758052,0.013142148197758274,True,True
2008-07-24,20203.823154552716,11035.114324215294,9036.598483699088,9936.234550199977,-0.015485814603697468,-0.015485814603697468,True,True
2008-07-25,20532.62537069165,11214.702613886642,9183.662412395595,10097.939387704744,0.01627425728406462,0.01627425728406462,True,True
2008-07-28,20048.26201137437,10950.148474621037,8967.020385543385,9859.729623697045,-0.023589937992472443,-0.023589937992472332,True,True
2008-07-29,20521.505917998416,11208.629286538946,9178.688995801193,10092.470843994743,0.023605233528749325,0.023605233528749325,True,True
2008-07-30,20602.121950024364,11252.660909809736,9214.746266110618,10132.11778589226,0.003928368237110957,0.003928368237110957,True,True
2008-07-31,20561.53594769406,11230.49326499065,9196.593295541044,10112.15760135075,-0.0019699913644213307,-0.0019699913644215528,True,True
2008-08-01,20310.3475113539,11093.296800206212,9084.243814673471,9988.623198941797,-0.012216423762269168,-0.012216423762269168,True,True
2008-08-04,20068.83299885685,10961.384130214272,8976.22120624303,9869.846429560548,-0.011891205325858412,-0.011891205325858412,True,True
2008-08-05,20790.707867701618,11355.664541626647,9299.0954115517,10224.864287213899,0.0359699474745685,0.0359699474745685,True,True
2008-08-06,21073.697938744426,11510.230722625492,9425.668863879266,10364.038724633458,0.013611372582577275,0.013611372582577275,True,True
2008-08-07,20905.571814022725,11418.40201312834,9350.470804971887,10281.354343738221,-0.007978007714184665,-0.007978007714184665,True,True
2008-08-08,21418.62336128855,11698.625336950998,9579.94424663766,10533.67295051773,0.02454137833827108,0.02454137833827108,True,True
2008-08-11,21585.415151687066,11789.725247166427,9654.54549555371,10615.701106167762,0.007787232054323745,0.007787232054323523,True,True
2008-08-12,21583.636039256147,11788.753514790795,9653.749748898605,10614.826139174162,-8.242196957608527e-05,-8.242196957608527e-05,True,True
2008-08-13,21594.19951931472,11794.523175771106,9658.474494663287,10620.021255698663,0.0004894207833823216,0.0004894207833823216,True,True
2008-08-14,21842.83048153544,11930.322775265571,9769.68008971415,10742.297893054316,0.011513784616018485,0.011513784616018485,True,True
2008-08-15,21766.99581416758,11888.90268275429,9735.761388540317,10705.0024249521,-0.0034718333519990763,-0.0034718333519991873,True,True
2008-08-18,21490.56622021378,11737.919764890587,9612.12225200345,10569.054428321444,-0.01269948302989432,-0.01269948302989421,True,True
2008-08-19,21223.476966522292,11592.038441998948,9492.66078540588,10437.700008407188,-0.012428209240958332,-0.012428209240958221,True,True
2008-08-20,21271.73539121093,11618.396682687942,9514.24541342559,10461.433488108598,0.0022738227466101435,0.0022738227466101435,True,True
2008-08-21,21201.90522829742,11580.256186944418,9483.012357212736,10427.091033609784,-0.0032827675612381313,-0.0032827675612382423,True,True
2008-08-22,21476.8892934011,11730.449572252921,9606.004949592332,10562.328119558138,0.012969780882553295,0.012969780882553517,True,True
2008-08-25,21012.65214345857,11476.888155486646,9398.364806775991,10334.016419665544,-0.02161566061083009,-0.02161566061082998,True,True
2008-08-26,20974.846004301577,11456.238842504483,9381.45519035502,10315.423371051536,-0.0017992083483265864,-0.0017992083483266974,True,True
2008-08-27,21130.295952952987,11541.14395882526,9450.983554344779,10391.873612117368,0.0074112557784467015,0.0074112557784469235,True,True
2008-08-28,21295.08624186672,11631.150670118102,9524.689588273837,10472.917429899602,0.007798768615481899,0.007798768615481677,True,True
2008-08-29,20821.619946188806,11372.54839165324,9312.92150968414,10240.066838727704,-0.022233593717364997,-0.022233593717364997,True,True
2008-09-02,20572.544205860362,11236.505859064866,9201.516977969504,10117.571459623654,-0.011962361284672096,-0.011962361284672096,True,True
2008-09-03,20382.957537440718,11132.955627786663,9116.720225034926,10024.332789368114,-0.009215518825602453,-0.009215518825602453,True,True
2008-09-04,19734.58225089823,10778.819910142554,8826.720303415264,9705.46200563788,-0.03180967655707023,-0.03180967655707023,True,True
2008-09-05,19661.74983575755,10739.03961601515,8794.144424721922,9669.643044337365,-0.0036905982713348884,-0.0036905982713349994,True,True
2008-09-08,19603.039125537267,10706.97244761932,8767.884785103472,9640.769133548552,-0.0029860368843422913,-0.0029860368843420693,True,True
2008-09-09,19142.693784037372,10455.536695424737,8561.985338095172,9414.371423954457,-0.02348336594911926,-0.02348336594911926,True,True
2008-09-10,19326.387142529602,10555.868063208662,8644.146180234715,9504.711766043696,0.009596003601405778,0.009596003601405556,True,True
2008-09-11,19722.017269354877,10771.95705023966,8821.100342663589,9699.282551245578,0.0204709821813851,0.020470982181385322,True,True
2008-09-12,19649.51843779499,10732.358955932687,8788.67366646808,9663.627646256362,-0.0036760352944492647,-0.0036760352944492647,True,True
2008-09-15,18963.781790203233,10357.816858400322,8481.96306509122,9326.382555660522,-0.034898394571989844,-0.03489839457198973,True,True
2008-09-16,19170.825999351255,10470.902213614405,8574.568082079011,9428.206839540762,0.010917875529182774,0.010917875529182774,True,True
2008-09-17,18151.950549070203,9914.403228745092,8118.853919533829,8927.124179393253,-0.05314718574544108,-0.05314718574544086,True,True
2008-09-18,18874.381390549628,10308.98730652485,8441.976795672217,9282.415464232103,0.039799075009954166,0.03979907500995439,True,True
2008-09-19,19404.112116855307,10598.320621369052,8678.910362229595,9542.936886576612,0.028066123882127147,0.028066123882126925,True,True
2008-09-22,18524.341019766616,10117.798961619405,8285.413641280398,9110.26570824123,-0.04533941526365859,-0.04533941526365859,True,True
2008-09-23,18329.30581952729,10011.272799940829,8198.179914214563,9014.347451567788,-0.010528590465442855,-0.010528590465442855,True,True
2008-09-24,18473.080342850808,10089.800922546528,8262.486190780199,9085.05572173812,0.007843969910215964,0.007843969910215964,True,True
2008-09-25,18764.63239246741,10249.043565603099,8392.889173885456,9228.440937814381,0.015782535679244925,0.015782535679244925,True,True
2008-09-26,18592.169681195344,10154.846258440344,8315.751482506259,9143.623824872242,-0.009190838789961964,-0.009190838789961853,True,True
2008-09-29,16636.36914698238,9086.60871125423,7440.9772377166455,8181.76167171994,-0.10519485179780386,-0.10519485179780386,True,True
2008-09-30,17128.628068454247,9355.02151239799,7660.59799784438,8720.303856280967,0.029589324276394713,0.029515042596088836,False,False
2008-10-01,17128.628068454247,9355.02151239799,7660.59799784438,8551.708653701595,0.0,0.0,False,False
2008-10-02,17128.628068454247,9355.02151239799,7660.59799784438,8154.200211421527,0.0,0.0,False,False
2008-10-03,17128.628068454247,9355.02151239799,7660.59799784438,8043.35283041978,0.0,0.0,False,False
2008-10-06,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-07,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-08,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-09,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-10,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-13,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-14,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-15,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-16,17128.628068454247,9355.02151239799,7660.59799784438,7824.54073445039,0.0,0.0,False,False
2008-10-17,17377.318373910362,9355.02151239799,7660.59799784438,7824.54073445039,0.014518985669034867,0.0,True,False
2008-10-20,17921.005400154743,9506.872870676863,7784.761271874579,7824.54073445039,0.031287164943737844,0.016208039380886108,True,True
2008-10-21,17002.53996327553,9019.638256906477,7385.786214230159,7824.54073445039,-0.05125077619089846,-0.051250776190898684,True,True
2008-10-22,16388.6399438758,8693.971849837102,7119.112275513263,7824.54073445039,-0.036106371208402654,-0.03610637120840254,True,True
2008-10-23,16416.062754410057,8708.519313424362,7131.0245554688945,7809.292975738981,0.0016732816529112515,0.0016732816529112515,True,True
2008-10-24,15927.353826579765,8449.265240122913,6918.732764375536,7576.809020579833,-0.029770166887246097,-0.029770166887245986,True,True
2008-10-27,15496.934930802963,8220.933311644623,6731.761761593663,7372.054244133078,-0.02702387982732657,-0.02702387982732679,True,True
2008-10-28,17189.862929920157,9119.010785951814,7467.158020303895,8177.397823146026,0.10924276359657381,0.10924276359657381,True,True
2008-10-29,17250.140122157285,9150.987094803037,7493.342017307819,8206.072314769071,0.0035065545596766334,0.0035065545596768555,True,True
2008-10-30,17671.683035780494,9374.61042395598,7676.457354596806,8406.604693548255,0.024437071852057013,0.02443707185205679,True,True
2008-10-31,17682.811132808885,9380.51374251313,7681.291323274453,8411.898445847895,0.000629713480366334,0.000629713480366334,True,True
2008-11-03,17682.413700772155,9380.302909707516,7681.118681535965,8411.709383265765,-2.2475613958961027e-05,-2.2475613958961027e-05,True,True
2008-11-04,18260.677314211902,9687.06464187364,7932.312411035156,8686.795440264867,0.03270275332459249,0.032702753324592715,True,True
2008-11-05,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,-0.01353415888292775,-0.01360546304501764,False,False
2008-11-06,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-07,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-10,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-11,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-12,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-13,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-14,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-17,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-18,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-19,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-20,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-21,18013.534406131483,9555.48885759766,7824.389627665283,8568.702681065708,0.0,0.0,False,False
2008-11-24,18780.679163583274,9555.48885759766,7824.389627665283,8568.702681065708,0.04258713143993931,0.0,True,False
2008-11-25,18589.348371127213,9555.48885759766,7824.389627665283,8568.702681065708,-0.010187639690212191,0.0,True,False
2008-11-26,19411.127140426193,10105.125731251803,8274.26113635204,8568.702681065708,0.044206970190270756,0.057496051461459974,True,True
2008-11-28,19291.708091393244,10042.95806337479,8223.357116755176,8568.702681065708,-0.006152092465781855,-0.006152092465781855,True,True
2008-12-01,17752.764242888174,9241.808239875214,7567.361038598842,8568.702681065708,-0.07977229601518032,-0.07977229601518032,True,True
2008-12-02,18384.676485999888,9570.771757633152,7836.722363005142,8568.702681065708,0.035595146449650006,0.035595146449649784,True,True
2008-12-03,18973.636918560238,9877.375242258217,8087.774884722654,8568.702681065708,0.032035398230088497,0.03203539823008872,True,True
2008-12-04,18348.06982927997,9551.714911213088,7821.1182698044695,8568.702681065708,-0.03297033098953894,-0.03297033098953872,True,True
2008-12-05,19163.503444747505,9976.216752356957,8168.708114790147,9054.338641419236,0.0444424739525604,0.04444247395256018,True,True
2008-12-08,19931.267058353114,10375.90234460714,8495.977962852283,9417.090252792796,0.04006384405749386,0.040063844057493636,True,True
2008-12-09,19726.10708446952,10269.099307559572,8408.525689403172,9320.156626613085,-0.010293373385793503,-0.010293373385793392,True,True
2008-12-10,19887.6644627934,10353.203523093465,8477.391754062148,9396.488974588068,0.008190028454781784,0.008190028454781784,True,True
2008-12-11,19205.641774038428,9998.153300013833,8186.670159852257,9074.248085654403,-0.034293754806197896,-0.034293754806197896,True,True
2008-12-12,19631.743258258197,10219.974992343403,8368.301804708102,9275.571770796882,0.02218626637073684,0.02218626637073684,True,True
2008-12-15,19228.581945582904,10010.095590437073,8196.448724924678,9085.086817844203,-0.02053619525131578,-0.020536195251315892,True,True
2008-12-16,20231.11625095221,10531.999091061281,8623.792824047136,9558.762475670836,0.05213771396177269,0.05213771396177247,True,True
2008-12-17,19944.282758520192,10382.678112223164,8501.526084879188,9423.239888077787,-0.01417783818124807,-0.01417783818124796,True,True
2008-12-18,19599.854792848848,10203.374361684146,8354.708905742182,9260.505164348646,-0.017269508753038787,-0.017269508753038454,True,True
2008-12-19,19803.225107959468,10309.245730684512,8441.398312412592,9356.593215676672,0.010376113356963312,0.01037611335696309,True,True
2008-12-22,19347.02481710333,10071.75507574289,8246.936635369528,9141.04849893765,-0.023036666420197305,-0.023036666420197083,True,True
2008-12-23,19250.05785085859,10021.275607003514,8205.603126269076,9095.233716064446,-0.005011983349451188,-0.005011983349451299,True,True
2008-12-24,19268.11713484041,10030.676984570746,8213.301145581407,9103.766335022372,0.0009381418030915967,0.0009381418030913746,True,True
2008-12-26,19286.664507578498,10040.33245342358,8221.20721946975,9112.529565303488,0.0009625939373469894,0.0009625939373472114,True,True
2008-12-29,19086.710813761736,9936.239723422419,8135.974194831401,9018.055793237774,-0.010367458496423398,-0.010367458496423398,True,True
2008-12-30,19545.3515483992,10175.000834792043,8331.47614475451,9234.753566592735,0.024029322763500005,0.024029322763499783,True,True
2008-12-31,19713.091384302446,10262.323539943549,8402.977567376267,9314.006991328091,0.00858208334027033,0.00858208334027033,True,True
2009-01-02,20559.925376423056,10703.171920461076,8763.952256751858,9714.117637057985,0.042957949903024595,0.04295794990302482,True,True
2009-01-05,20540.727218676617,10693.177663227441,8755.76877676217,9705.04692501262,-0.0009337659254567976,-0.0009337659254571307,True,True
2009-01-06,20735.474632426543,10794.560086182193,8838.782552589757,9797.060842964336,0.00948103792415167,0.009481037924151892,True,True
2009-01-07,20151.557783680935,10490.58221150834,8589.879928157672,9521.172829991312,-0.028160283721331725,-0.028160283721331836,True,True
2009-01-08,20378.03096658812,10608.480568027147,8686.41725142584,9628.1764839502,0.011238495075084787,0.011238495075084565,True,True
2009-01-09,19897.914326674974,10358.53944009108,8481.760900158335,9401.331812375001,-0.02356050202791171,-0.02356050202791171,True,True
2009-01-12,19541.934927105347,10173.222195792841,8330.01976272245,9233.139287330425,-0.017890287078601186,-0.017890287078600964,True,True
2009-01-13,19566.664757422797,10186.096154263287,8340.561194573573,9244.823594371914,0.0012654750110312474,0.0012654750110314694,True,True
2009-01-14,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,-0.01573314283529692,-0.015801931513920953,False,False
2009-01-15,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-16,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-20,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-21,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-22,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-23,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-26,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-27,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-28,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-29,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-01-30,19258.819625983895,10025.357432715531,8208.764217789254,9098.845942528187,0.0,0.0,False,False
2009-02-02,19693.46030661602,10251.123389594452,8393.43611937261,9098.845942528187,0.022568396665687107,0.022496918742428207,True,True
2009-02-03,20021.368978750437,10421.811130917327,8533.192183045378,9098.845942528187,0.016650637675099444,0.016650637675099444,True,True
2009-02-04,20017.580983040196,10419.839348872913,8531.577723244034,9098.845942528187,-0.0001891976374972515,-0.00018919763749736251,True,True
2009-02-05,20506.397125127052,10674.28496225628,8739.913231521665,9098.845942528187,0.02441934130307777,0.02441934130307777,True,True
2009-02-06,21039.68104294284,10951.877582247977,8967.201093988975,9098.845942528187,0.02600573443310239,0.02600573443310239,True,True
2009-02-09,21108.194356658518,10987.541118355617,8996.401758221959,9098.845942528187,0.0032563855685758814,0.0032563855685758814,True,True
2009-02-10,20245.84889844868,10538.660649462316,8628.866474751041,9098.845942528187,-0.04085358717278509,-0.04085358717278509,True,True
2009-02-11,20208.957114140238,10519.457206942816,8613.14304016405,9098.845942528187,-0.0018221900446598882,-0.0018221900446598882,True,True
2009-02-12,20468.517168024635,10654.567141812153,8723.768633508238,9098.845942528187,0.012843812395582965,0.012843812395582965,True,True
2009-02-13,20370.35867048967,10603.472267965626,8681.933066482134,9098.845942528187,-0.004795584200320335,-0.004795584200320557,True,True
