variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until,signal_date,breadth_60_sessions_ago,breadth_on_signal,breadth_fall_60_points,ndx_return_60_pct,original_price_rise_met
fall_25,2011-11-23,2012-05-18,2199.46,2509.9,14.00031618319218,-2.2087239595173327,23824.399384946475,VIX,breadth-only-60d-fall,2012-06-02,2012-05-17,79.8,53.79,26.009999999999998,-2.741706657156817,False
fall_25,2012-11-02,2012-11-15,2701.91,2534.24,-6.2993576215804135,-6.293325832466662,22321.67826007131,MA200-recross,breadth-only-60d-fall,2012-11-30,2012-11-14,71.19,43.2,27.989999999999995,-8.935366687048173,False
fall_25,2012-12-12,2014-10-02,2694.4,3984.8,47.744105975515836,-3.267517814726839,32976.48654301368,MA200-recross,breadth-only-60d-fall,2014-10-17,2014-10-01,85.19,56.4,28.79,3.1228730328384247,True
fall_25,2015-08-25,2015-08-27,4187.28,4281.63,2.151050556569611,0.0,33683.80592982871,VIX,breadth-only-60d-fall,2015-09-11,2015-08-26,60.15,25.89,34.26,-6.4159915189769485,False
fall_25,2015-10-16,2016-01-21,4419.94,4146.44,-6.281632054192865,-6.41773417738702,31565.975995789016,MA200-recross,breadth-only-60d-fall,2016-02-05,2016-01-20,43.76,18.48,25.279999999999998,-8.148391595347338,False
fall_25,2016-03-22,2016-11-07,4403.47,4737.98,7.48896637892609,-4.596602225063412,33927.866435629745,MA200-recross,breadth-only-60d-fall,2016-11-22,2016-11-04,78.17,49.9,28.270000000000003,-2.9739908521415503,False
fall_25,2018-10-15,2018-10-25,7129.31,6891.27,-3.4355053446540516,-4.77128922714822,32760.307125960044,MA200-recross,breadth-only-60d-fall,2018-11-09,2018-10-24,64.55,32.34,32.209999999999994,-6.123219367310195,False
fall_25,2018-12-24,2018-12-27,5994.08,6168.6,2.808679276196219,0.0,33678.41099623236,VIX,breadth-only-60d-fall,2019-01-11,2018-12-26,62.3,15.13,47.169999999999995,-17.893846728677897,False
fall_25,2019-02-19,2020-02-27,7033.37,8632.54,22.614220126524636,-0.7869627219952805,41292.294851834755,MA200-recross,breadth-only-60d-fall,2020-03-13,2020-02-26,75.69,46.73,28.96,5.08069548865504,True
fall_25,2020-03-17,2020-03-19,7198.53,7190.21,-0.2154136565611748,-0.3243717814609296,41201.347763752965,VIX,breadth-only-60d-fall,2020-04-03,2020-03-18,77.82,6.73,71.08999999999999,-16.966332573030186,False
fall_25,2020-04-07,2020-04-09,8287.48,8284.31,-0.13816226301652162,-0.6991268757209513,41142.42443091189,VIX,breadth-only-60d-fall,2020-04-24,2020-04-08,80.39,15.64,64.75,-9.27287460104842,False
fall_25,2020-04-28,2020-04-30,8913.28,9005.24,0.9307377348160787,0.0,41523.34319273123,VIX+MA200,breadth-only-60d-fall,2020-05-15,2020-04-29,68.91,28.31,40.599999999999994,-1.5720620672501018,False
fall_25,2022-02-03,2022-02-07,14693.85,14716.43,0.05356611465159132,0.0,41543.585098691874,MA200-recross,breadth-only-60d-fall,2022-02-22,2022-02-04,74.3,48.31,25.989999999999995,-9.405589296624584,False
fall_25,2022-03-30,2022-06-14,15177.15,11385.18,-25.059708115521495,-25.62292657053531,31131.134529317562,MA200-recross,breadth-only-60d-fall,2022-06-29,2022-06-13,45.54,16.83,28.71,-20.046463530378368,False
fall_25,2022-09-27,2022-11-14,11411.34,11728.11,2.6731983371316503,-6.315997945902933,31961.304767902122,VIX,climax-top,2022-11-29,2022-11-11,,,,,
fall_25,2023-01-27,2023-05-05,12000.21,13070.7,8.81172772879775,-1.4160585523086553,34775.55980534362,MA200-recross,breadth-only-60d-fall,2023-05-20,2023-05-04,71.37,45.32,26.050000000000004,1.9972077902181473,False
fall_25,2023-10-30,2023-11-01,14283.98,14453.68,1.0869067530785335,0.0,35151.52684422123,MA200,breadth-only-60d-fall,2023-11-16,2023-10-31,64.21,30.21,33.99999999999999,-6.4776720957174465,False
fall_25,2025-04-07,2025-04-09,16771.77,17116.53,1.9535923995380633,0.0,35836.22486504753,VIX,breadth-only-60d-fall,2025-04-24,2025-04-08,48.9,17.69,31.209999999999997,-18.02213973996023,False
