trade_num,entry_date,exit_date,entry_value,mid_contribs,exit_value,net_gain,return_pct,price_dd,port_peak,port_trough,port_dd,sell_reason,holdings,status
1,2011-08-04,2011-09-16,7669.1,0.0,8237.974228131554,568.8742281315535,7.417744300264093,-24.517232036274144,8033.176683940045,5785.9559799161425,-24.554954558994638,bearish-div,TQQQ,closed
2,2011-09-21,2014-08-07,8047.730088757357,4032.0,43096.729680430886,31016.999591673528,256.76897880807076,-22.045870316562453,47514.52813066666,11205.922172366703,-31.894961431271597,bearish-div,TQQQ,closed
3,2015-08-24,2018-03-22,21486.06742125368,2688.0,87119.80947169651,62945.74205044283,260.38539958361065,-12.797747464749499,106404.90963319785,18726.971286932352,-43.45389488632678,bearish-div,TQQQ,closed
4,2018-12-17,2020-02-25,43629.07549723303,1344.0,97616.48845192778,52643.41295469475,117.05539897517936,-24.271127474827622,131117.63743960334,52190.510805824044,-30.499710803611556,bearish-div,TQQQ,closed
5,2020-02-28,2020-03-02,64444.40181871239,0.0,73166.46111778256,8722.05929907017,13.534238898835726,0.0,64444.40181871239,64444.40181871239,0.0,bearish-div,TQQQ,closed
6,2020-03-09,2021-11-30,68533.9015103832,2688.0,376331.82770995505,305109.9261995718,428.39340108757256,-42.005556378877415,407957.28958860214,39725.99187685645,-49.81628360857396,bearish-div,TQQQ,closed
7,2022-05-19,2023-05-01,173163.8571060982,1344.0,180020.77585875828,5512.918752660073,3.159123516890302,-41.10270454768267,244052.80475813596,101937.85960660396,-58.23122798870204,bearish-div,TQQQ,closed
8,2023-10-27,2024-12-18,192131.72578618836,1344.0,512863.05709521455,319387.3313090262,165.07876117853866,0.0,583128.6270831771,331407.9223313204,-37.37195176855276,bearish-div,TQQQ,closed
9,2025-04-04,,303744.0665598007,2688.0,1165166.9723029407,858734.90574314,280.23663299465966,-5.329760272083659,1182373.4739328264,566296.1158512977,-36.96696485923883,(open),TQQQ,(open)
