basket_size,horizon_years,qqq_pct,stock_pct,n_windows_rolling,total_return_mean,total_return_median,total_return_std,total_return_p25,total_return_p75,final_value_mean,final_value_median,final_value_std,final_value_p25,final_value_p75,cagr_mean,cagr_median,cagr_std,cagr_p25,cagr_p75,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_p25,max_drawdown_p75,sharpe_ratio_mean,sharpe_ratio_median,sharpe_ratio_std,sharpe_ratio_p25,sharpe_ratio_p75,pct_windows_positive,n_windows_nonoverlap,cagr_nonoverlap_mean,cagr_nonoverlap_std,cagr_nonoverlap_tstat,cagr_nonoverlap_pvalue,sharpe_nonoverlap_mean,sharpe_nonoverlap_std,sharpe_nonoverlap_tstat,sharpe_nonoverlap_pvalue
1,1,0,100,6037,0.286797,0.287268,0.374435,0.007027,0.516301,12867.965848,12872.682589,3744.354958,10070.272208,15163.006389,0.287114,0.287408,0.374885,0.007032,0.516733,-0.241754,-0.203756,0.131686,-0.314273,-0.136343,0.978908,1.033305,0.985169,0.176521,1.697772,0.7552,24,0.294319,0.487799,2.955858,0.007357,0.97954,1.120453,4.28286,0.000341
1,1,1,99,6037,0.285302,0.285949,0.372303,0.007774,0.513362,12853.018724,12859.485304,3723.033134,10077.74038,15133.622783,0.285618,0.286141,0.372749,0.00778,0.513982,-0.24083,-0.20291,0.13139,-0.313845,-0.13566,0.979172,1.034733,0.984815,0.17767,1.697369,0.7558,24,0.292698,0.484866,2.95736,0.007332,0.979812,1.120173,4.285124,0.000339
1,1,2,98,6037,0.283807,0.284993,0.370177,0.008741,0.510544,12838.0716,12849.927085,3701.772312,10087.410353,15105.442551,0.284121,0.284875,0.37062,0.008747,0.51146,-0.239906,-0.202062,0.131097,-0.313418,-0.135095,0.979436,1.034647,0.984452,0.179569,1.695858,0.7565,24,0.291078,0.48194,2.95884,0.007307,0.980086,1.119879,4.287447,0.000338
1,1,3,97,6037,0.282312,0.284142,0.368057,0.009479,0.507378,12823.124476,12841.422237,3680.57355,10094.786391,15073.781859,0.282624,0.284362,0.368497,0.009485,0.50806,-0.238981,-0.201212,0.130809,-0.31299,-0.134529,0.979698,1.03364,0.98408,0.181476,1.69648,0.757,24,0.289457,0.479021,2.960298,0.007283,0.980362,1.119573,4.289828,0.000336
1,1,4,96,6037,0.280818,0.28322,0.365944,0.010215,0.504178,12808.177352,12832.201857,3659.437927,10102.148955,15041.776826,0.281128,0.283339,0.36638,0.010222,0.504961,-0.238056,-0.200361,0.130524,-0.312563,-0.133964,0.979958,1.034096,0.9837,0.183302,1.695873,0.7577,24,0.287836,0.476108,2.961732,0.007259,0.98064,1.119254,4.292265,0.000334
1,1,5,95,6037,0.279323,0.282636,0.363837,0.010614,0.501167,12793.230228,12826.36232,3638.366542,10106.143368,15011.670258,0.279631,0.282911,0.36427,0.010622,0.501299,-0.237147,-0.199455,0.130233,-0.312134,-0.133398,0.980217,1.035987,0.98331,0.184498,1.695192,0.7585,24,0.286216,0.473203,2.96314,0.007236,0.980918,1.118922,4.294757,0.000332
1,1,6,94,6037,0.277828,0.28214,0.361736,0.011103,0.497815,12778.283105,12821.396137,3617.360519,10111.028659,14978.148138,0.278134,0.282358,0.362166,0.011141,0.498128,-0.236248,-0.19851,0.129943,-0.311707,-0.132833,0.980473,1.036274,0.98291,0.185073,1.692692,0.7596,24,0.284595,0.470304,2.964522,0.007213,0.981197,1.118578,4.297302,0.00033
1,1,7,93,6037,0.276334,0.281101,0.359642,0.011336,0.494854,12763.335981,12811.009079,3596.421003,10113.361113,14948.539344,0.276638,0.281293,0.360069,0.011313,0.495227,-0.235352,-0.197632,0.129661,-0.311279,-0.132251,0.980726,1.038389,0.982502,0.189321,1.693537,0.7605,24,0.282975,0.467413,2.965876,0.007191,0.981477,1.11822,4.299899,0.000328
1,1,8,92,6037,0.274839,0.280211,0.357555,0.012152,0.492215,12748.388857,12802.114218,3575.549161,10121.518687,14922.15397,0.275141,0.280572,0.357979,0.01216,0.49209,-0.23446,-0.196752,0.129383,-0.310848,-0.131683,0.980976,1.03918,0.982084,0.191106,1.694077,0.7611,24,0.281354,0.464529,2.9672,0.007169,0.981755,1.11785,4.302545,0.000326
1,1,9,91,6037,0.273344,0.27921,0.355475,0.01262,0.489021,12733.441733,12792.095576,3554.746187,10126.202445,14890.205777,0.273644,0.279876,0.355895,0.012629,0.489333,-0.23357,-0.195883,0.129111,-0.310419,-0.131107,0.981222,1.038645,0.981656,0.191678,1.692935,0.7611,24,0.279734,0.461652,2.968493,0.007148,0.982033,1.117466,4.30524,0.000324
1,1,10,90,6037,0.271849,0.278797,0.353401,0.014217,0.486058,12718.494609,12787.966677,3534.013297,10142.169789,14860.581112,0.272148,0.279336,0.353819,0.014188,0.486607,-0.232686,-0.195013,0.12884,-0.309991,-0.130539,0.981464,1.039814,0.981219,0.19325,1.690293,0.7621,24,0.278114,0.458783,2.969755,0.007128,0.98231,1.11707,4.30798,0.000322
1,1,11,89,6037,0.270355,0.278334,0.351335,0.015124,0.483576,12703.547485,12783.342936,3513.35173,10151.236333,14835.762675,0.270651,0.278362,0.351749,0.015134,0.484084,-0.231812,-0.194132,0.128567,-0.309561,-0.129971,0.981701,1.04165,0.980772,0.1969,1.689641,0.7633,24,0.276493,0.455921,2.970982,0.007108,0.982584,1.11666,4.310764,0.00032
1,1,12,88,6037,0.26886,0.277005,0.349276,0.015529,0.480824,12688.600361,12770.050002,3492.762754,10155.290688,14808.235261,0.269154,0.277839,0.349687,0.01554,0.482161,-0.230942,-0.19325,0.128296,-0.309123,-0.129403,0.981933,1.041896,0.980315,0.200225,1.688747,0.7641,24,0.274873,0.453068,2.972173,0.007088,0.982856,1.116238,4.31359,0.000318
1,1,13,87,6037,0.267365,0.276144,0.347225,0.016367,0.478419,12673.653238,12761.435782,3472.247658,10163.669643,14784.18843,0.267658,0.27644,0.347633,0.016424,0.479129,-0.230074,-0.192352,0.128027,-0.308689,-0.128831,0.982159,1.042423,0.979848,0.199632,1.685378,0.7643,24,0.273252,0.450222,2.973327,0.00707,0.983125,1.115802,4.316456,0.000316
1,1,14,86,6037,0.265871,0.275447,0.345181,0.016539,0.476175,12658.706114,12754.469483,3451.807761,10165.392103,14761.745116,0.266161,0.276035,0.345586,0.016551,0.476315,-0.22921,-0.191212,0.127756,-0.308259,-0.1281,0.982378,1.042584,0.979371,0.202498,1.685767,0.7649,24,0.271632,0.447385,2.974441,0.007052,0.983391,1.115353,4.31936,0.000314
1,1,15,85,6037,0.264376,0.275526,0.343144,0.017085,0.473288,12643.75899,12755.26388,3431.444407,10170.854741,14732.883957,0.264664,0.275607,0.343546,0.017097,0.473679,-0.22835,-0.19116,0.127491,-0.307829,-0.127878,0.98259,1.043608,0.978883,0.203825,1.686044,0.7651,24,0.270012,0.444556,2.975515,0.007035,0.983652,1.114891,4.322299,0.000312
1,1,16,84,6037,0.262881,0.274556,0.341116,0.017377,0.470644,12628.811866,12745.56472,3411.158965,10173.770915,14706.438677,0.263168,0.275259,0.341515,0.017389,0.470642,-0.227493,-0.191118,0.127233,-0.307403,-0.127285,0.982795,1.044757,0.978385,0.206511,1.686449,0.7659,24,0.268392,0.441735,2.976546,0.007018,0.983909,1.114415,4.325272,0.00031
1,1,17,83,6037,0.261386,0.273958,0.339095,0.018003,0.467793,12613.864742,12739.580211,3390.952835,10180.034237,14677.928393,0.261671,0.274591,0.339491,0.018066,0.46789,-0.226636,-0.190167,0.126977,-0.306975,-0.126702,0.982991,1.044798,0.977876,0.20912,1.684189,0.7658,24,0.266771,0.438923,2.977532,0.007002,0.98416,1.113927,4.328274,0.000307
1,1,18,82,6037,0.259892,0.273254,0.337083,0.0183,0.464626,12598.917618,12732.538164,3370.827442,10182.997118,14646.259994,0.260175,0.273706,0.337475,0.018363,0.464893,-0.225779,-0.189045,0.126725,-0.306531,-0.126023,0.983178,1.045411,0.977356,0.214126,1.683203,0.7664,24,0.265151,0.43612,2.97847,0.006987,0.984405,1.113424,4.331305,0.000305
1,1,19,81,6037,0.258397,0.272998,0.335078,0.018575,0.462179,12583.970494,12729.983917,3350.784241,10185.745972,14621.786484,0.258678,0.273381,0.335468,0.018587,0.462559,-0.224924,-0.188594,0.126478,-0.306099,-0.125227,0.983356,1.04412,0.976825,0.219981,1.682508,0.7679,24,0.263531,0.433326,2.97936,0.006973,0.984644,1.112909,4.334361,0.000303
1,1,20,80,6037,0.256902,0.271987,0.333082,0.019073,0.459919,12569.023371,12719.871159,3330.824717,10190.728107,14599.189786,0.257181,0.272131,0.333469,0.019139,0.459884,-0.22407,-0.188165,0.126232,-0.305652,-0.124704,0.983523,1.043109,0.976283,0.219002,1.682619,0.7696,24,0.261911,0.430541,2.980198,0.00696,0.984875,1.11238,4.33744,0.000301
1,1,21,79,6037,0.255408,0.27089,0.331095,0.019316,0.45642,12554.076247,12708.896845,3310.950382,10193.155696,14564.202664,0.255685,0.271105,0.331479,0.019383,0.457296,-0.22322,-0.187317,0.125991,-0.305209,-0.124314,0.98368,1.045222,0.97573,0.222277,1.682194,0.7703,24,0.260291,0.427765,2.980983,0.006947,0.985098,1.111838,4.340538,0.000299
1,1,22,78,6037,0.253913,0.270668,0.329116,0.019905,0.454565,12539.129123,12706.679822,3291.16278,10199.048485,14545.646991,0.254188,0.270782,0.329497,0.019919,0.454347,-0.222377,-0.1866,0.125757,-0.304743,-0.123852,0.983824,1.045252,0.975165,0.22047,1.68247,0.7703,24,0.258671,0.424999,2.981711,0.006936,0.985312,1.111282,4.343653,0.000297
1,1,23,77,6037,0.252418,0.270031,0.327146,0.020293,0.45217,12524.181999,12700.30736,3271.463485,10202.927749,14521.700956,0.252692,0.270309,0.327524,0.020363,0.452529,-0.221552,-0.185974,0.12553,-0.304413,-0.123262,0.983956,1.044584,0.974589,0.223162,1.682627,0.7717,24,0.257051,0.422242,2.982382,0.006925,0.985517,1.110713,4.346782,0.000295
1,1,24,76,6037,0.250923,0.26851,0.325185,0.021333,0.449665,12509.234875,12685.103503,3251.8541,10213.330091,14496.651055,0.251195,0.269152,0.32556,0.021348,0.450497,-0.220729,-0.185299,0.125309,-0.304145,-0.122754,0.984074,1.043432,0.974,0.22445,1.68348,0.7727,24,0.255431,0.419496,2.982991,0.006916,0.985711,1.11013,4.34992,0.000293
1,1,25,75,6037,0.249429,0.267621,0.323234,0.022552,0.447479,12494.287751,12676.214641,3232.336264,10225.515743,14474.786739,0.249698,0.267746,0.323605,0.022567,0.447805,-0.219907,-0.184652,0.125092,-0.303792,-0.122108,0.984178,1.045504,0.973399,0.228537,1.679565,0.7731,24,0.253811,0.416759,2.983536,0.006907,0.985894,1.109534,4.353065,0.000291
1,1,26,74,6037,0.247934,0.267281,0.321291,0.023461,0.445593,12479.340627,12672.807394,3212.911644,10234.612483,14455.929644,0.248202,0.267362,0.32166,0.023478,0.445982,-0.219087,-0.183906,0.124878,-0.303334,-0.121397,0.984267,1.045342,0.972786,0.231064,1.680881,0.7739,24,0.252191,0.414033,2.984015,0.0069,0.986065,1.108924,4.356214,0.000288
1,1,27,73,6037,0.246439,0.265663,0.319358,0.02434,0.442745,12464.393504,12656.626446,3193.581941,10243.398086,14427.452553,0.246705,0.266056,0.319724,0.024357,0.44363,-0.218269,-0.183133,0.124668,-0.302904,-0.120508,0.98434,1.044698,0.97216,0.230951,1.6797,0.7741,24,0.250571,0.411317,2.984425,0.006893,0.986223,1.108301,4.359362,0.000286
1,1,28,72,6037,0.244945,0.265607,0.317435,0.024875,0.440049,12449.44638,12656.072436,3174.348889,10248.749378,14400.490975,0.245209,0.265681,0.317798,0.024892,0.440553,-0.217454,-0.182454,0.124461,-0.302467,-0.119198,0.984395,1.043637,0.971522,0.233107,1.678013,0.7746,24,0.248951,0.408611,2.984762,0.006888,0.986367,1.107665,4.362506,0.000284
1,1,29,71,6037,0.24345,0.26421,0.315521,0.026795,0.437619,12434.499256,12642.098703,3155.214255,10267.95318,14376.18766,0.243712,0.264413,0.315881,0.02674,0.438046,-0.216654,-0.181774,0.12425,-0.302037,-0.11788,0.984433,1.043066,0.97087,0.238496,1.675439,0.7752,24,0.247332,0.405917,2.985025,0.006884,0.986497,1.107015,4.365641,0.000282
1,1,30,70,6037,0.241955,0.263586,0.313618,0.027213,0.434614,12419.552132,12635.86113,3136.179841,10272.129295,14346.140601,0.242216,0.263789,0.313975,0.027232,0.435257,-0.215866,-0.181047,0.124036,-0.30159,-0.116993,0.984452,1.041948,0.970205,0.245428,1.673508,0.7762,24,0.245712,0.403234,2.985209,0.006881,0.986611,1.106351,4.368764,0.00028
1,1,31,69,6037,0.240461,0.262679,0.311725,0.027414,0.432233,12404.605008,12626.785624,3117.247484,10274.14022,14322.330886,0.240719,0.263155,0.312079,0.027509,0.432577,-0.215081,-0.180297,0.123825,-0.301135,-0.116375,0.98445,1.041613,0.969527,0.247635,1.672297,0.7765,24,0.244092,0.400562,2.985312,0.006879,0.986709,1.105675,4.37187,0.000278
1,1,32,68,6037,0.238966,0.261929,0.309842,0.027967,0.429644,12389.657884,12619.292847,3098.419052,10279.674099,14296.442527,0.239223,0.262166,0.310193,0.028065,0.429816,-0.214296,-0.179542,0.123619,-0.300663,-0.116325,0.984428,1.042546,0.968835,0.248171,1.669554,0.7765,24,0.242472,0.397902,2.985329,0.006879,0.986789,1.104985,4.374954,0.000276
1,1,33,67,6037,0.237471,0.261086,0.30797,0.028709,0.427055,12374.71076,12610.856726,3079.696454,10287.09229,14270.554168,0.237726,0.261619,0.308318,0.028774,0.427403,-0.213513,-0.178767,0.123417,-0.300188,-0.116285,0.984383,1.041692,0.968128,0.248202,1.671002,0.777,24,0.240853,0.395253,2.985259,0.00688,0.986851,1.104282,4.378013,0.000274
1,1,34,66,6037,0.235976,0.260391,0.306108,0.028475,0.424467,12359.763637,12603.909674,3061.08163,10284.747958,14244.66581,0.236229,0.260591,0.306453,0.028572,0.424812,-0.212738,-0.178015,0.123214,-0.299704,-0.11625,0.984315,1.039557,0.967408,0.247707,1.672446,0.7772,24,0.239233,0.392617,2.985096,0.006883,0.986893,1.103566,4.38104,0.000273
1,1,35,65,6037,0.234482,0.258658,0.304258,0.028718,0.421878,12344.816513,12586.576499,3042.576559,10287.184827,14218.777451,0.234733,0.258794,0.3046,0.028819,0.422144,-0.211971,-0.177179,0.123014,-0.299253,-0.11621,0.984222,1.039652,0.966672,0.249351,1.671897,0.778,24,0.237614,0.389992,2.984838,0.006887,0.986914,1.102837,4.384031,0.000271
1,1,36,64,6037,0.232987,0.256974,0.302418,0.028962,0.418844,12329.869389,12569.741815,3024.183256,10289.621697,14188.436682,0.233236,0.257055,0.302758,0.029063,0.419189,-0.211214,-0.176395,0.122832,-0.29882,-0.115866,0.984104,1.041108,0.965922,0.251246,1.67159,0.7785,24,0.235994,0.387381,2.98448,0.006892,0.986913,1.102095,4.38698,0.000269
1,1,37,63,6037,0.231492,0.255093,0.30059,0.030341,0.416136,12314.922265,12550.929203,3005.903771,10303.40684,14161.356997,0.23174,0.255289,0.300927,0.030362,0.416509,-0.210475,-0.175656,0.122654,-0.298395,-0.115302,0.983958,1.042226,0.965157,0.252861,1.669282,0.7787,24,0.234374,0.384782,2.984019,0.006899,0.98689,1.10134,4.389882,0.000267
1,1,38,62,6037,0.229998,0.253878,0.298774,0.030624,0.413783,12299.975141,12538.778885,2987.740196,10306.244192,14137.829343,0.230243,0.254237,0.299108,0.030646,0.414118,-0.20975,-0.174687,0.122479,-0.297955,-0.114737,0.983784,1.04028,0.964376,0.25955,1.664873,0.7795,24,0.232755,0.382196,2.98345,0.006908,0.986843,1.100573,4.392732,0.000265
1,1,39,61,6037,0.228503,0.25246,0.296969,0.030998,0.411222,12285.028017,12524.602421,2969.694655,10309.975086,14112.21846,0.228747,0.252653,0.297301,0.031019,0.411422,-0.209039,-0.173525,0.122306,-0.297494,-0.114172,0.98358,1.039876,0.963579,0.260239,1.666222,0.7802,24,0.231135,0.379623,2.982769,0.006919,0.98677,1.099793,4.395522,0.000264
1,1,40,60,6037,0.227008,0.251073,0.295177,0.031223,0.408775,12270.080893,12510.730417,2951.769314,10312.231459,14087.746003,0.22725,0.251265,0.295505,0.031245,0.409105,-0.208338,-0.172746,0.12214,-0.296949,-0.113629,0.983345,1.039036,0.962767,0.261518,1.665003,0.7805,24,0.229516,0.377064,2.981973,0.006932,0.98667,1.099001,4.398247,0.000262
1,1,41,59,6037,0.225513,0.24953,0.293397,0.03147,0.406345,12255.13377,12495.301193,2933.966377,10314.704118,14063.447298,0.225754,0.249825,0.293722,0.031492,0.407072,-0.207639,-0.17196,0.12198,-0.296421,-0.113065,0.983077,1.038453,0.961937,0.263815,1.664227,0.7818,24,0.227897,0.374519,2.981055,0.006946,0.986543,1.098197,4.400901,0.000261
1,1,42,58,6037,0.224019,0.248233,0.291629,0.03191,0.404408,12240.186646,12482.331532,2916.288084,10319.096018,14044.07976,0.224257,0.248052,0.291952,0.031843,0.404643,-0.206944,-0.17117,0.121825,-0.295351,-0.112469,0.982775,1.039033,0.961091,0.265755,1.66525,0.7818,24,0.226277,0.371988,2.980013,0.006963,0.986387,1.09738,4.403475,0.000259
1,1,43,57,6037,0.222524,0.245703,0.289874,0.032584,0.401749,12225.239522,12457.02904,2898.736717,10325.840974,14017.490157,0.222761,0.245752,0.290194,0.032607,0.402168,-0.206255,-0.170334,0.121673,-0.295411,-0.111836,0.982437,1.039485,0.960228,0.268214,1.664952,0.7827,24,0.224658,0.369471,2.97884,0.006981,0.986199,1.096552,4.405965,0.000258
1,1,44,56,6037,0.221029,0.244069,0.288131,0.033671,0.399674,12210.292398,12440.692011,2881.314594,10336.708562,13996.740146,0.221264,0.244194,0.288449,0.033694,0.399829,-0.205571,-0.169591,0.121527,-0.295044,-0.111051,0.982062,1.036493,0.959347,0.272784,1.665293,0.7828,24,0.223039,0.366969,2.977533,0.007002,0.98598,1.095713,4.408361,0.000256
1,1,45,55,6037,0.219535,0.242982,0.286402,0.034857,0.397138,12195.345274,12429.824818,2864.024075,10348.57099,13971.375045,0.219768,0.243285,0.286717,0.034784,0.397368,-0.204892,-0.168797,0.121384,-0.293719,-0.110476,0.981648,1.035929,0.958449,0.273322,1.664468,0.7828,24,0.221419,0.364482,2.976086,0.007025,0.985728,1.094862,4.410657,0.000255
1,1,46,54,6037,0.21804,0.241091,0.284687,0.035743,0.394054,12180.39815,12410.911258,2846.867556,10357.433938,13940.53885,0.218272,0.241204,0.284999,0.035768,0.394616,-0.204225,-0.167976,0.121239,-0.292147,-0.110171,0.981194,1.033846,0.957532,0.277604,1.664055,0.783,24,0.2198,0.36201,2.974493,0.007051,0.985441,1.094,4.412845,0.000254
1,1,47,53,6037,0.216545,0.239381,0.282985,0.036526,0.391876,12165.451026,12393.813643,2829.847477,10365.258393,13918.757862,0.216775,0.239514,0.283294,0.036551,0.392191,-0.203575,-0.167125,0.121093,-0.290405,-0.109811,0.980697,1.033957,0.956597,0.277247,1.664691,0.7833,24,0.218181,0.359554,2.972749,0.007079,0.985117,1.093128,4.414916,0.000252
1,1,48,52,6037,0.21505,0.237854,0.281297,0.036822,0.389055,12150.503903,12378.536557,2812.966312,10368.216166,13890.545341,0.215279,0.237684,0.281604,0.03695,0.389361,-0.202939,-0.166314,0.120951,-0.28866,-0.109439,0.980156,1.0315,0.955642,0.281582,1.665017,0.7833,24,0.216562,0.357114,2.97085,0.00711,0.984755,1.092244,4.416863,0.000251
1,1,49,51,6037,0.213556,0.236661,0.279623,0.037279,0.387162,12135.556779,12366.605512,2796.226579,10372.791687,13871.620364,0.213782,0.236588,0.279927,0.037305,0.387329,-0.202309,-0.165601,0.120812,-0.286936,-0.109126,0.979568,1.032832,0.954668,0.283682,1.665942,0.7832,24,0.214943,0.35469,2.968788,0.007143,0.984353,1.091351,4.418676,0.00025
1,1,50,50,6037,0.212061,0.234639,0.277963,0.037233,0.384984,12120.609655,12346.393084,2779.630832,10372.33322,13849.835119,0.212286,0.234882,0.278265,0.037357,0.385195,-0.201686,-0.164726,0.120685,-0.285249,-0.108833,0.978933,1.031299,0.953675,0.281764,1.666103,0.7837,24,0.213324,0.352283,2.966559,0.00718,0.98391,1.090448,4.420346,0.000249
1,1,51,49,6037,0.210566,0.233928,0.276318,0.037792,0.382446,12105.662531,12339.284001,2763.181665,10377.917466,13824.464646,0.210789,0.234106,0.276617,0.037713,0.382753,-0.201081,-0.16374,0.120568,-0.283643,-0.108541,0.978248,1.029801,0.952661,0.283954,1.665443,0.784,24,0.211705,0.349893,2.964156,0.007219,0.983424,1.089535,4.421864,0.000248
1,1,52,48,6037,0.209072,0.231649,0.274688,0.037614,0.380183,12090.715407,12316.485959,2746.881712,10376.135501,13801.828565,0.209293,0.232152,0.274985,0.03764,0.380355,-0.200491,-0.162848,0.120461,-0.28238,-0.108245,0.977511,1.026989,0.951626,0.282931,1.663377,0.784,24,0.210086,0.34752,2.961573,0.007262,0.982893,1.088613,4.423221,0.000248
1,1,53,47,6037,0.207577,0.231175,0.273073,0.037562,0.377852,12075.768283,12311.74536,2730.733646,10375.617696,13778.522866,0.207796,0.231299,0.273368,0.037508,0.378029,-0.199917,-0.161953,0.120358,-0.281116,-0.107956,0.976721,1.027809,0.950571,0.283911,1.66325,0.7842,24,0.208467,0.345164,2.958804,0.007308,0.982316,1.087682,4.424406,0.000247
1,1,54,46,6037,0.206082,0.229918,0.271474,0.037202,0.375556,12060.821159,12299.175396,2714.740175,10372.015395,13755.562017,0.2063,0.229817,0.271766,0.037227,0.376137,-0.199352,-0.161246,0.120258,-0.27991,-0.107665,0.975874,1.025697,0.949494,0.285671,1.661493,0.7843,24,0.206848,0.342827,2.955842,0.007357,0.981689,1.086742,4.425409,0.000246
1,1,55,45,6037,0.204587,0.227902,0.26989,0.038177,0.373439,12045.874036,12279.017211,2698.904049,10381.770215,13734.391361,0.204804,0.228074,0.27018,0.038097,0.374039,-0.198796,-0.16053,0.120163,-0.278681,-0.107377,0.974969,1.023791,0.948394,0.287439,1.661314,0.7863,24,0.205229,0.340508,2.95268,0.00741,0.981013,1.085794,4.426219,0.000246
1,1,56,44,6037,0.203093,0.226178,0.268323,0.03868,0.37042,12030.926912,12261.783366,2683.228054,10386.79885,13704.201009,0.203307,0.2264,0.26861,0.038745,0.370777,-0.198249,-0.159691,0.120073,-0.277421,-0.107082,0.974004,1.020817,0.947273,0.291415,1.661035,0.7868,24,0.20361,0.338208,2.949311,0.007467,0.980283,1.084838,4.426826,0.000246
1,1,57,43,6037,0.201598,0.22498,0.266772,0.038865,0.368441,12015.979788,12249.802864,2667.715012,10388.649295,13684.405334,0.201811,0.224875,0.267056,0.038892,0.368753,-0.197709,-0.158827,0.119989,-0.276152,-0.106778,0.972975,1.016292,0.946129,0.294637,1.663636,0.7878,24,0.201991,0.335927,2.945729,0.007528,0.979499,1.083874,4.427219,0.000245
1,1,58,42,6037,0.200103,0.223978,0.265237,0.039291,0.366248,12001.032664,12239.782536,2652.367783,10392.9092,13662.48076,0.200314,0.224127,0.265519,0.039283,0.36654,-0.197176,-0.15798,0.119912,-0.274878,-0.106503,0.971882,1.012315,0.944961,0.297982,1.663096,0.7886,24,0.200372,0.333666,2.941927,0.007594,0.978659,1.082903,4.427385,0.000245
1,1,59,41,6037,0.198609,0.22298,0.263719,0.039407,0.364862,11986.08554,12229.79851,2637.189262,10394.067562,13648.619354,0.198818,0.223152,0.263999,0.039545,0.365137,-0.196651,-0.15713,0.119838,-0.273624,-0.106302,0.970722,1.009804,0.94377,0.301951,1.662337,0.7898,24,0.198754,0.331424,2.937896,0.007664,0.977759,1.081925,4.427312,0.000245
1,1,60,40,6037,0.197114,0.220985,0.262218,0.039699,0.362145,11971.138416,12209.847593,2622.182378,10396.990367,13621.451276,0.197322,0.221152,0.262495,0.039838,0.361894,-0.196136,-0.156275,0.119768,-0.272698,-0.10639,0.969492,1.005638,0.942555,0.302904,1.659587,0.7908,24,0.197135,0.329203,2.93363,0.007738,0.976798,1.08094,4.42699,0.000246
1,1,61,39,6037,0.195619,0.219637,0.260735,0.039495,0.359413,11956.191292,12196.374958,2607.350094,10394.945774,13594.126589,0.195825,0.219835,0.26101,0.039522,0.359147,-0.195627,-0.155369,0.119701,-0.271576,-0.106978,0.96819,1.003919,0.941315,0.303541,1.658021,0.7918,24,0.195516,0.327003,2.92912,0.007818,0.975773,1.079949,4.426405,0.000246
1,1,62,38,6037,0.194124,0.218757,0.25927,0.03973,0.356611,11941.244169,12187.569678,2592.695408,10397.298603,13566.106041,0.194329,0.218804,0.259542,0.039706,0.356723,-0.195126,-0.154507,0.11964,-0.270291,-0.107436,0.966813,1.003339,0.94005,0.303326,1.654612,0.7933,24,0.193898,0.324824,2.924359,0.007903,0.974683,1.078952,4.425544,0.000246
1,1,63,37,6037,0.19263,0.217862,0.257822,0.039074,0.354377,11926.297045,12178.621686,2578.221348,10390.744508,13543.771681,0.192832,0.21777,0.258092,0.039211,0.354039,-0.194638,-0.153642,0.11958,-0.269003,-0.107746,0.965358,1.001501,0.938759,0.301585,1.65154,0.7938,24,0.192279,0.322666,2.919339,0.007994,0.973524,1.077949,4.424394,0.000247
1,1,64,36,6037,0.191135,0.216145,0.256393,0.040148,0.352198,11911.349921,12161.447951,2563.930973,10401.478952,13521.981736,0.191336,0.216323,0.256661,0.040176,0.352511,-0.194164,-0.152773,0.119522,-0.26774,-0.108287,0.963824,1.000778,0.937443,0.304859,1.647601,0.7953,24,0.190661,0.32053,2.914052,0.00809,0.972294,1.076941,4.422943,0.000248
1,1,65,35,6037,0.18964,0.214994,0.254983,0.040908,0.350197,11896.402797,12149.944182,2549.827371,10409.084639,13501.968137,0.18984,0.215557,0.255249,0.041047,0.350575,-0.193709,-0.1519,0.119465,-0.266666,-0.108805,0.962208,0.998239,0.936101,0.311313,1.642827,0.7956,24,0.189042,0.318417,2.908489,0.008193,0.97099,1.075927,4.421175,0.000249
1,1,66,34,6037,0.188146,0.214754,0.253591,0.041109,0.348374,11881.455673,12147.541595,2535.913659,10411.089803,13483.744362,0.188343,0.214823,0.253855,0.041205,0.349249,-0.193264,-0.150975,0.11941,-0.265671,-0.108963,0.960507,0.996181,0.934732,0.309404,1.642655,0.7966,24,0.187424,0.316327,2.902642,0.008302,0.969611,1.074908,4.419079,0.00025
1,1,67,33,6037,0.186651,0.212794,0.252219,0.042411,0.346182,11866.508549,12127.941241,2522.192978,10424.114591,13461.815914,0.186847,0.213315,0.252481,0.042441,0.346487,-0.192827,-0.150467,0.119355,-0.264697,-0.109593,0.958718,0.993141,0.933336,0.312207,1.641549,0.7973,24,0.185805,0.31426,2.896502,0.008419,0.968152,1.073884,4.416638,0.000251
1,1,68,32,6037,0.185156,0.211876,0.250867,0.042468,0.343005,11851.561425,12118.764096,2508.668497,10424.678762,13430.048691,0.185351,0.212036,0.251126,0.042498,0.343457,-0.192398,-0.149476,0.1193,-0.263386,-0.110226,0.956838,0.991913,0.931913,0.314383,1.64339,0.7979,24,0.184187,0.312217,2.89006,0.008542,0.966612,1.072855,4.413839,0.000253
1,1,69,31,6037,0.183661,0.210431,0.249534,0.042034,0.340759,11836.614302,12104.314339,2495.343406,10420.339252,13407.58503,0.183854,0.210639,0.249791,0.042063,0.341017,-0.191972,-0.148871,0.11925,-0.26214,-0.110849,0.954865,0.989096,0.930463,0.31689,1.64463,0.7986,24,0.182568,0.310199,2.883309,0.008674,0.964986,1.071822,4.410668,0.000255
