signal_date,future_min_spx_return_126,followed_by_20pct_drop,ndx_return_60_pct,ndx_return_60_slope_20,vix,vix_slope_20,spx_drawdown_252_pct,spx_drawdown_252_slope_20,canonical_sell_vote_fraction,baseline_nearest_peak_zone_date,baseline_nearest_peak_distance,baseline_peak_similarity_percentile,challenger_nearest_peak_zone_date,challenger_nearest_peak_distance,challenger_peak_similarity_percentile,baseline_causal_nearest_peak_zone_date,baseline_causal_nearest_peak_distance,baseline_causal_peak_similarity_percentile,baseline_resolved_peak_episodes_available,challenger_causal_nearest_peak_zone_date,challenger_causal_nearest_peak_distance,challenger_causal_peak_similarity_percentile,challenger_resolved_peak_episodes_available
2006-11-08,-0.008371220321859107,False,14.03257235585853,-0.06122523579942333,10.75,0.002390977443608985,-0.24476279605498696,-0.06031685733239338,0.3333333333333333,2020-01-22,0.5468981043321378,0.8696078431372549,2020-01-22,0.5468981043321378,0.8815359477124183,,,,,,,,
2006-12-04,-0.02483854942871333,False,14.302315981990343,-0.05296926966319473,11.23,0.024864661654135378,0.0,-0.009655316568767053,0.3333333333333333,2020-02-14,0.4552823081353416,0.9254901960784314,2020-02-14,0.4552823081353416,0.9331699346405229,,,,,,,,
2007-10-26,-0.17058555331205616,False,11.593104851011905,0.32037839929348944,19.56,0.20024812030075187,-1.9102990033222689,-0.17888586771050294,0.6666666666666666,2007-10-26,0.0,1.0,2007-10-26,0.0,1.0,,,,,,,,
2010-12-01,0.012768427161927054,False,16.50040398599515,-0.01634776107924118,21.36,0.16878947368421063,-1.6071137216511655,-0.14739733917352724,0.3333333333333333,2007-10-29,0.8204222774074804,0.6429738562091504,2020-02-07,0.9431096165765952,0.6387254901960784,2007-10-26,0.6915555489780503,0.7918735891647856,1.0,2007-10-31,0.874207086111058,0.7381489841986456,1.0
2011-03-03,-0.15890308039068368,False,8.308940045026759,-0.07485944010368734,18.6,0.28169172932330805,-0.8935219657483229,-0.13754619018009445,0.3333333333333333,2020-02-05,0.7020168209793464,0.7397058823529412,2020-02-05,0.7020168209793464,0.7759803921568628,2007-10-26,0.800664224186524,0.7058823529411765,1.0,2007-07-12,0.9878562931595054,0.6839332748024582,1.0
2011-05-18,-0.18012978294920567,False,1.7258896360520914,-0.2713034753466524,16.23,0.13172932330827067,-1.6793781167497746,-0.10750914765341398,0.0,2021-11-24,0.8515924258835262,0.617483660130719,2021-11-24,1.313472367361487,0.48856209150326796,2007-07-12,0.9791414734030266,0.6074646074646075,1.0,2007-07-12,1.3995420768729498,0.51008151008151,1.0
2012-04-05,-0.08590229597310628,False,16.690180706097024,-0.07707231773473931,16.7,0.024563909774436253,-1.4728682170542684,-0.04984530312751207,0.3333333333333333,2020-02-13,0.6238085517906863,0.8093137254901961,2020-02-13,0.6238085517906863,0.8300653594771242,2007-07-13,0.723128639042838,0.7685982772122162,1.0,2007-07-13,0.723128639042838,0.8108848864526234,1.0
2012-04-17,-0.08110440034512512,False,11.758623236575815,-0.5956896556007372,18.46,0.27021052631578957,-1.9873150105708226,-0.17021420526806338,0.3333333333333333,2020-02-05,1.0442718223318792,0.48905228758169933,2020-02-05,1.0442718223318792,0.6016339869281045,2007-07-12,1.5013149475033707,0.41233893010542755,1.0,2007-07-12,1.5013149475033707,0.47637641546270987,1.0
2012-08-03,-0.02710280373831775,False,2.084803631716481,0.23375533045869487,15.64,0.007593984962406161,-1.973220577871737,0.13201078806953973,0.0,2007-07-23,0.6325405428244194,0.8040849673202615,2007-07-23,1.1832613989802132,0.5542483660130719,2007-07-23,0.504043733319216,0.9222601441031475,1.0,2007-07-23,1.1198482419945897,0.6590822904816079,1.0
2012-10-03,-0.06733287388008269,False,9.024103468547917,-0.17297035750729242,15.43,0.021992481203007477,-1.0096875426388263,-0.08960575063595026,0.3333333333333333,2021-12-15,0.7585072938907967,0.6913398692810457,2021-12-15,0.7585072938907967,0.7366013071895425,2007-10-18,0.7147272420339059,0.7745427398282941,1.0,2007-07-12,0.7210078318285719,0.811123553564763,1.0
2013-02-27,-0.0008575197889181263,False,2.2846759178069,-0.029412261368452743,14.73,0.1150150375939849,-0.9732836893330821,-0.07995099015071554,0.0,2021-11-24,0.6341725242621737,0.802124183006536,2021-11-24,1.1841346167260955,0.5534313725490196,2007-07-12,0.7250679678509344,0.7695354699315808,1.0,2007-07-12,1.2352018288536832,0.6085703997119193,1.0
2013-04-01,-0.013186531814108449,False,1.8423649266149145,-0.0034554380343001312,13.58,0.02060902255639104,-0.4460871781799658,-0.018428843681365773,0.0,2021-11-24,0.8217281246931625,0.6416666666666667,2021-11-24,1.2943095112498175,0.4996732026143791,2007-10-18,0.7697567742235726,0.7391925687745623,1.0,2007-07-12,1.2792103538002502,0.5819935691318328,1.0
2013-10-10,0.0032494387333097396,False,4.069646839184782,-0.4294428399723849,16.48,0.30711278195488734,-1.9066937119675553,-0.153940759489052,0.3333333333333333,2021-12-10,0.9137108225969801,0.5709150326797385,2021-12-10,0.9137108225969801,0.6514705882352941,2007-07-12,1.4247572239148025,0.4270620313565099,1.0,2007-07-12,1.4247572239148025,0.5739604635310157,1.0
2013-12-11,-0.02261250140276061,False,8.71748103158112,-0.0061785338512149075,15.42,0.12482706766917297,-1.44879451448795,-0.03068962944786534,0.3333333333333333,2007-07-12,0.35889003565797994,0.9673202614379085,2007-07-12,0.35889003565797994,0.9707516339869281,2007-07-12,0.2842421495393901,0.9858918374202217,1.0,2007-07-12,0.2842421495393901,0.987571380584481,1.0
2014-03-14,-0.013796100157514424,False,4.375408180586282,-0.15045029254403086,17.82,0.07720300751879708,-1.9648562300319528,-0.025194724053254042,0.3333333333333333,2021-11-24,0.5085027772159358,0.8991830065359477,2021-11-24,0.5085027772159358,0.9089869281045752,2007-10-18,0.639095322949338,0.8296052631578947,1.0,2007-07-12,0.7230256381238281,0.8013157894736842,1.0
2014-09-12,-0.06194913120120882,False,6.9552463984482005,-0.11664507624871755,13.31,0.0531278195488722,-1.105742889873984,-0.0031325814457376414,0.3333333333333333,2007-07-12,0.6373629679302354,0.7986928104575164,2007-07-12,0.6373629679302354,0.8215686274509804,2007-07-12,0.5897356481802302,0.8698673404927353,1.0,2007-07-12,0.5897356481802302,0.8821857233101705,1.0
2015-01-22,-0.03305544784800307,False,5.649155620209689,-0.0040341785905141595,16.4,0.27101503759398504,-1.310628527695401,-0.17601808832833296,0.3333333333333333,2020-02-05,0.9189313897996433,0.5668300653594771,2020-02-05,0.9189313897996433,0.6488562091503268,2007-10-26,0.8913568319437344,0.6495700245700246,1.0,2007-07-12,1.097511566823,0.6391277641277642,1.0
2015-03-16,-0.10263309629060158,False,6.867908841940551,-0.010234969013671477,15.61,0.06806015037593996,-1.7096439028997934,-0.17900657470387707,0.3333333333333333,2021-12-15,0.9461477063649835,0.5473856209150327,2021-12-15,0.9461477063649835,0.6372549019607843,2007-07-12,0.9272095068113932,0.6297083839611178,1.0,2007-07-12,0.9272095068113932,0.6959295261239368,1.0
2015-03-18,-0.11045487020719225,False,3.6255468312490935,0.016917868968909653,13.97,0.0941503759398496,-0.8453764050250334,-0.1532592230753766,0.3333333333333333,2021-11-24,0.8997847253802483,0.581045751633987,2021-11-24,0.8997847253802483,0.6586601307189542,2007-07-12,0.9368458426601253,0.6256830601092896,1.0,2007-07-12,0.9368458426601253,0.6918639951426837,1.0
2015-05-07,-0.10555555555555562,False,2.8123284631466072,-0.07600009620420939,15.13,0.06260150375939842,-1.4024649383765353,-0.010013402296804818,0.0,2021-11-24,0.6136978831107736,0.8179738562091503,2021-11-24,1.173296676776443,0.5580065359477124,2007-10-18,0.7422590715220825,0.7608891559026735,1.0,2007-07-12,1.679270709671849,0.49894863322319016,1.0
2015-06-17,-0.11083603123214636,False,0.5272700279381093,-0.022450681937929342,14.5,0.09660150375939845,-1.4266941993617444,-0.09098038845750676,0.3333333333333333,2021-11-24,0.7837919946114833,0.6705882352941176,2021-11-24,0.7837919946114833,0.7214052287581699,2007-07-12,0.9994732954345126,0.5936848376526661,1.0,2007-07-12,0.9994732954345126,0.6717307119451892,1.0
2015-07-13,-0.11049723756906082,False,1.7117653315470438,-0.1311967362205781,13.9,0.22439849624060157,-1.4642387835554826,-0.11299014384092362,0.3333333333333333,2021-11-24,0.9197243193201361,0.5666666666666667,2021-11-24,0.9197243193201361,0.6486928104575164,2007-07-12,1.1129435571831854,0.532009484291642,1.0,2007-07-12,1.1129435571831854,0.6360403082394783,1.0
2015-08-10,-0.11976047904191611,False,1.7368032320068227,-0.044135137387391166,12.23,0.012120300751879639,-1.2483574244415374,-0.0726579448433361,0.3333333333333333,2022-01-12,0.8814560076367918,0.5950980392156863,2022-01-12,0.8814560076367918,0.6681372549019607,2007-07-12,1.0520956028953683,0.5671773718326458,1.0,2007-07-12,1.0520956028953683,0.6555686505598114,1.0
2015-08-14,-0.12546019603155634,False,0.5646682795818148,-0.1222863972529716,12.83,0.02840601503759388,-1.8443776985169968,-0.062386113585070097,0.3333333333333333,2022-01-12,0.9251773162349305,0.5609477124183007,2022-01-12,0.9251773162349305,0.644281045751634,2007-10-18,1.1027107287277582,0.5364920541494997,1.0,2007-07-12,1.1193436881722283,0.6330194231901118,1.0
2016-06-21,-0.0423189238355115,False,0.34856198286976614,-0.3352445035737627,18.48,0.3897819548872181,-1.8512427759244554,-0.03915370345706404,0.0,2021-12-10,0.6588993575544643,0.778921568627451,2021-12-10,1.1975593360605084,0.5472222222222223,2007-07-12,1.659979322222605,0.3502214839424142,1.0,2007-07-12,2.231852954725913,0.2782392026578073,1.0
2016-08-25,-0.040184119677790675,False,5.649470030331405,-0.17179698113235128,13.63,0.019135338345864804,-0.8081453748515988,-0.009366493356288202,0.3333333333333333,2007-10-18,0.8026189701262586,0.6573529411764706,2007-07-12,0.8105906500234408,0.7070261437908497,2007-10-18,0.7609846289128052,0.7556041552761071,1.0,2007-07-12,0.794924034862147,0.7651722252597047,1.0
2017-01-03,0.002613163256266926,False,0.7675546582627479,-0.056756125281463975,12.85,0.03136842105263149,-0.6118765682088134,-0.04368142811645941,0.0,2022-01-12,0.917515080400442,0.5683006535947712,2022-01-12,1.357141821167644,0.46372549019607845,2007-07-12,1.0439860269442087,0.5732586068855084,1.0,2007-07-12,1.8196193678852768,0.4198025086736055,1.0
2017-05-19,0.0051643783851871294,False,5.985893702049938,-0.12780823436131933,12.04,0.11849624060150374,-0.8575115514298903,-0.024386590858356552,0.3333333333333333,2007-07-12,0.7158485327560187,0.7308823529411764,2007-07-12,0.7158485327560187,0.7678104575163399,2007-07-12,0.7027762642374168,0.8099947943779282,1.0,2007-07-12,0.7027762642374168,0.8295158771473191,1.0
2017-06-19,-0.01781128999388626,False,7.788405158408551,-0.054002337815462674,10.37,0.020556390977443655,0.0,-0.005438176424305122,0.3333333333333333,2007-07-13,0.7966056183638781,0.6619281045751634,2007-07-13,0.7966056183638781,0.7145424836601307,2007-07-13,0.7862403244594007,0.7454686690833765,1.0,2007-07-13,0.7862403244594007,0.7788710512687727,1.0
2017-08-09,-0.01956345998383191,False,3.767389840967117,-0.24348165769914906,11.11,0.05782706766917289,-0.2781248740376552,-0.007041823749717706,0.3333333333333333,2007-07-12,1.0333414908591507,0.49411764705882355,2007-07-12,1.0333414908591507,0.6047385620915032,2007-07-12,1.0394001270647866,0.5710620831195485,1.0,2007-07-12,1.0394001270647866,0.6500769625448948,1.0
2017-10-17,-0.0008595764632336467,False,3.0504748904713885,-0.07497348340417272,10.31,0.010842105263157929,0.0,0.010271395939670993,0.3333333333333333,2007-07-12,1.048846667322116,0.48676470588235293,2007-07-12,1.048846667322116,0.5998366013071895,2007-07-12,1.050990997434782,0.5679168778509883,1.0,2007-07-12,1.050990997434782,0.6462240243284338,1.0
2017-10-24,-0.004631972286014641,False,3.399299018932611,-0.19116535939183113,11.16,0.06066165413533846,-0.23687480584031473,-0.007326358865464727,0.3333333333333333,2007-07-12,0.9936258322201987,0.5179738562091504,2007-07-12,0.9936258322201987,0.6181372549019608,2007-07-12,1.0056787772575493,0.5940268286509744,1.0,2007-07-12,1.0056787772575493,0.6631232599341939,1.0
2018-10-09,-0.1837308613686075,False,0.1863303388194959,-0.14886782464956647,15.95,0.1146766917293233,-1.7230790227924064,-0.046267522373736505,0.0,2021-11-24,0.6973419490029882,0.7436274509803922,2021-11-24,1.2191332141481857,0.5348039215686274,2007-07-12,1.1396027574209007,0.5271946564885496,1.0,2007-07-12,1.9132092588071892,0.3955152671755725,1.0
2019-12-03,-0.2766714082503555,True,5.392216944997696,-0.05378469693597957,15.96,0.04954135338345868,-1.9152714358193879,-0.048921501280150916,0.3333333333333333,2021-11-24,0.5926871686519342,0.8338235294117647,2021-11-24,0.5926871686519342,0.8503267973856209,2007-10-18,0.6994679276767162,0.8442311983932158,1.0,2007-07-12,0.7486595856274109,0.827047534032582,1.0
2020-01-28,-0.3170746596666869,True,12.468220771460503,-0.03720525122015362,16.28,0.06881203007518798,-1.6037962518020255,-0.045137382078402004,0.3333333333333333,2007-07-12,0.5323093962917171,0.8820261437908496,2007-07-12,0.5323093962917171,0.892483660130719,2007-07-12,0.5577786665506049,0.9282868525896414,1.0,2007-07-12,0.5577786665506049,0.933377600708278,1.0
2020-02-04,-0.3215065502183405,True,13.885137072460685,-0.1605546763660935,16.05,0.2907669172932331,-0.961076405574246,-0.12126606362576543,0.3333333333333333,2020-02-05,0.18795308302310562,0.9973856209150327,2020-02-05,0.18795308302310562,0.9975490196078431,2007-07-12,1.1705750938097599,0.5124917090426708,1.0,2007-07-12,1.1705750938097599,0.6066769843024541,1.0
2021-03-01,-0.034163719309036944,False,6.644705519645,-0.47203983367155394,23.35,0.03461654135338356,-0.8386703263190021,-0.06358809962173649,0.3333333333333333,2021-12-15,1.0669953422539658,0.4777777777777778,2021-12-15,1.0669953422539658,0.594281045751634,2007-10-16,1.257182545876548,0.4574958123953099,2.0,2007-10-17,1.3136761767740257,0.5571608040201005,2.0
2021-04-29,-0.03526059598717801,False,3.820417772730922,-0.0682382494528386,17.61,0.022308270676691527,0.0,-0.015931446813975805,0.3333333333333333,2021-11-24,0.5428275243327244,0.873202614379085,2021-11-24,0.5428275243327244,0.8844771241830065,2007-10-18,0.6523024964236626,0.8439186384391864,2.0,2007-10-17,0.7413269523384098,0.79244499792445,2.0
2021-07-20,-0.005227730101084904,False,5.6433912135331665,-0.24075184333893357,19.73,0.18966917293233082,-1.4026365004789487,-0.0762289205092164,0.3333333333333333,2021-12-15,0.6484700819602178,0.7893790849673202,2021-12-15,0.6484700819602178,0.8145424836601307,2020-02-07,1.0369296501693106,0.5584735330324169,2.0,2020-02-07,1.0369296501693106,0.6319244973327862,2.0
2021-08-25,-0.060206396512610616,False,12.55497235728058,-0.024277642835692247,16.79,0.016255639097744537,0.0,-0.01574098810489626,0.3333333333333333,2007-07-13,0.552942251320963,0.8660130718954249,2007-07-13,0.552942251320963,0.87859477124183,2007-07-13,0.5662573815164796,0.8948979591836734,2.0,2007-07-13,0.5662573815164796,0.9012244897959184,2.0
2021-09-10,-0.06457183869376049,False,10.425080150840206,-0.004258256385811459,20.95,0.01036090225563912,-1.7258480460225933,-0.0024474254032953147,0.3333333333333333,2007-10-18,0.40971402053123335,0.9467320261437908,2007-10-17,0.5091028519818674,0.9083333333333333,2007-10-18,0.40544335705287965,0.9623294644675219,2.0,2007-10-17,0.5091409556659128,0.931582162492364,2.0
2021-09-15,-0.06918561831856629,False,9.664552391097846,-0.04804413951973976,18.18,-0.012804511278195554,-1.2387312922920946,-0.03227207352626356,0.3333333333333333,2007-10-18,0.4378155510339838,0.934640522875817,2007-10-17,0.5324042341165491,0.8921568627450981,2007-10-18,0.44884842074414916,0.9483109483109483,2.0,2007-10-17,0.5430504045700809,0.9145299145299145,2.0
2023-07-07,-0.06401072983325562,False,15.987846493718072,-0.22483437471499632,14.83,0.010676691729323385,-1.2712121178115598,-0.039092042620020466,0.3333333333333333,2020-02-13,0.6833360730760552,0.7562091503267974,2020-02-13,0.6833360730760552,0.7874183006535947,2020-02-13,0.6709682400331359,0.7559334703793683,3.0,2020-02-13,0.6709682400331359,0.7862081853859092,3.0
2023-08-07,-0.08876293588052508,False,15.433370068393138,-0.1110722045998255,15.77,0.11603007518796991,-1.5367316341829196,-0.08464821541335885,0.3333333333333333,2020-02-11,0.551214670285511,0.8671568627450981,2020-02-11,0.551214670285511,0.8792483660130719,2020-02-11,0.5270885495488697,0.8788160833953834,3.0,2020-02-11,0.5270885495488697,0.887192851824274,3.0
2024-02-09,-0.014610244279942064,False,16.015265982423067,-0.0005632550442082287,12.93,-0.023684210526316002,0.0,0.003695260780629756,0.3333333333333333,2020-01-22,0.21886348962098337,0.9952614379084967,2020-01-22,0.21886348962098337,0.9955882352941177,2020-01-22,0.21828774506213408,0.9952735866206144,3.0,2020-01-22,0.21828774506213408,0.9952735866206144,3.0
2024-03-19,-0.04079938051678966,False,8.92857142857142,-0.255275927509483,13.82,0.010022556390977752,0.0,-0.009590396162987343,0.3333333333333333,2007-07-12,0.824961205562089,0.6390522875816993,2007-07-12,0.824961205562089,0.6973856209150326,2007-10-18,0.8227827326306986,0.6323502804414691,3.0,2007-07-12,0.8251809722779543,0.687714854351366,3.0
2024-10-15,-0.14315610995897,False,1.6998547637148587,0.08035864833431623,20.64,0.31621804511278206,-0.7609409797179167,-0.007230066672808869,0.0,2021-11-24,0.820637899397113,0.6426470588235295,2021-11-24,1.2936176258566154,0.5001633986928105,2021-11-24,0.8139172051303751,0.6424541607898449,3.0,2021-11-24,1.730281466388155,0.4303596614950635,3.0
2024-12-23,-0.16593377714020752,False,7.469530632297472,-0.19456730052867463,16.78,0.37165413533834596,-1.9079613875903845,-0.1421591509721738,1.0,2021-12-10,0.6250620098103016,0.8086601307189543,2007-10-26,1.6442081193523546,0.3547385620915033,2021-12-10,0.6115790321869234,0.8178321678321678,3.0,2007-10-26,2.0080449722234635,0.3057692307692308,3.0
2025-08-04,-0.004857865951336082,False,16.713534397323926,-0.42611204721821155,17.52,0.024067669172932304,-0.9363404316587443,-0.03349309326045129,0.6666666666666666,2020-02-13,1.0188810200444123,0.5034313725490196,2007-10-18,1.2169067900585973,0.5361111111111111,2020-02-13,1.0032048126099853,0.5065576562766139,3.0,2007-10-18,1.2032964043977734,0.5419860330437745,3.0
2026-01-21,-0.0773602962351031,False,0.9131221110066701,-0.08368325755595159,16.9,0.201766917293233,-1.4568735336313532,-0.04968619105235465,0.0,2021-11-24,0.5884032900000873,0.8375816993464053,2021-11-24,1.1602665347595469,0.5627450980392157,2021-11-24,0.587045474059379,0.834502338009352,3.0,2021-11-24,1.159578539217418,0.5584502338009352,3.0
2026-01-28,-0.09090101360985825,False,1.1190290505350475,-0.1733715679868513,16.35,0.12630075187969925,-0.00816782735792998,-0.003999763902448822,0.0,2021-11-24,0.5813374990935567,0.8429738562091503,2021-11-24,1.156699307448721,0.5642156862745098,2021-11-24,0.5829315034206368,0.8383113632571333,3.0,2021-11-24,1.157501247377403,0.559486067078258,3.0
