Date,price,breadth,canonical_divergence,ndx_rsi14,next_session_open,rsi_le_45,rsi_le_50,rsi_le_55
2002-04-01,1478.52,72.95,False,50.99363928429445,1444.95,False,False,False
2002-04-02,1410.41,72.49,False,41.9176473536395,1417.78,False,False,False
2002-04-03,1394.21,71.2,False,40.089957475261635,1385.53,False,False,False
2002-04-04,1396.97,71.38,False,40.565427889372856,1405.92,False,False,False
2002-04-05,1376.72,71.22,False,38.17174552929253,1346.77,False,False,False
2002-04-08,1392.96,71.23,False,41.16991130187593,1397.59,False,False,False
2002-04-09,1345.32,71.16,False,35.70079722885329,1356.47,False,False,False
2002-04-10,1363.29,72.81,False,38.9929363565433,1352.76,False,False,False
2002-04-11,1324.65,71.06,False,34.85987253998502,1340.66,False,False,False
2002-04-12,1351.85,72.61,False,39.70478038930474,1358.76,False,False,False
2002-04-15,1355.09,72.66,False,40.274625190572124,1382.86,False,False,False
2002-04-16,1413.93,75.19,False,49.59185418179923,1422.42,False,False,False
2002-04-17,1403.71,75.32,False,48.18577540642876,1397.75,False,False,False
2002-04-18,1395.9,75.43,False,47.087058792516714,1408.31,False,False,False
2002-04-19,1385.01,75.89,False,45.52819280778702,1365.34,False,False,False
2002-04-22,1349.83,74.16,False,40.82603637123205,1348.93,False,False,False
2002-04-23,1322.81,73.83,False,37.61291011581024,1334.87,False,False,False
2002-04-24,1302.32,72.98,False,35.341395360204444,1295.59,False,False,False
2002-04-25,1302.32,72.63,False,35.341395360204444,1310.8,False,False,False
2002-04-26,1250.89,71.05,False,30.057280563840237,1256.58,False,False,False
2002-04-29,1246.75,70.52,False,29.672676583305446,1245.65,False,False,False
2002-04-30,1277.07,72.3,False,36.11950216815644,1273.63,False,False,False
2002-05-01,1267.43,73.2,False,35.02030825042431,1262.66,False,False,False
2002-05-02,1225.37,73.15,False,30.63917426325098,1223.89,False,False,False
2002-05-03,1190.74,72.95,False,27.579844507547406,1191.53,False,False,False
2002-05-06,1161.16,71.12,False,25.25973548041796,1173.76,False,False,False
2002-05-07,1159.25,70.53,False,25.11283197726145,1212.99,False,False,False
2002-05-08,1282.41,73.48,False,46.656012716746226,1268.91,False,False,False
2002-05-09,1240.41,71.34,False,42.19783960466063,1247.09,False,False,False
2002-05-10,1188.78,69.46,False,37.45928093601618,1200.69,False,False,False
2002-05-13,1241.54,70.71,False,44.337924223848695,1287.73,False,False,False
2002-05-14,1305.55,73.6,False,51.331729763394165,1290.4,False,False,False
2002-05-15,1311.05,73.75,False,51.89107424739315,1309.25,False,False,False
2002-05-16,1315.85,73.59,False,52.40518457355112,1333.23,False,False,False
2002-05-17,1325.8,74.23,False,53.51414991059792,1309.83,False,False,False
2002-05-20,1292.21,72.49,False,49.335025605998126,1300.82,False,False,False
2002-05-21,1255.91,71.03,False,45.224722290097134,1246.08,False,False,False
2002-05-22,1264.51,70.43,False,46.36482692035155,1270.28,False,False,False
2002-05-23,1286.77,71.67,False,49.306047954364935,1269.91,False,False,False
2002-05-24,1253.03,70.56,False,45.25515612975639,1264.13,False,False,False
2002-05-28,1244.82,70.24,False,44.3013713573021,1232.16,False,False,False
2002-05-29,1218.68,69.44,False,41.31568371545854,1207.44,False,False,False
2002-05-30,1227.9,69.49,False,42.780493819557336,1237.56,False,False,False
2002-05-31,1208.34,70.3,False,40.472463393875245,1205.2,False,False,False
2002-06-03,1159.15,66.68,False,35.31280853726301,1182.74,False,False,False
2002-06-05,1195.6,66.83,False,41.47761364068731,1183.91,False,False,False
2002-06-06,1157.62,64.26,False,37.326073523553944,1107.94,False,False,False
2002-06-07,1140.24,64.81,False,35.57147851711822,1142.51,False,False,False
2002-06-10,1135.62,64.95,False,35.099156545295415,1148.72,False,False,False
2002-06-11,1100.97,62.95,False,31.699503204263323,1092.45,False,False,False
2002-06-12,1123.34,61.77,False,36.0087928510955,1117.22,False,False,False
2002-06-13,1106.54,60.37,False,34.260540907607606,1078.69,False,False,False
2002-06-14,1109.6,60.47,False,34.880698434722746,1126.54,False,False,False
2002-06-17,1149.91,63.77,False,42.56693803871959,1139.52,False,False,False
2002-06-18,1138.47,63.91,False,41.084817727372375,1129.32,False,False,False
2002-06-19,1097.54,61.02,False,36.22500133643657,1094.53,False,False,False
2002-06-20,1062.45,60.07,False,32.658361945316116,1051.8,False,False,False
2002-06-21,1035.63,59.37,False,30.21007308686258,1023.06,False,False,False
2002-06-24,1057.68,58.03,False,34.5540315192916,1070.62,False,False,False
2002-06-25,1022.74,57.44,False,31.236229186377983,979.87,False,False,False
2002-06-26,1027.22,55.8,False,32.135998225692205,1048.54,False,False,False
2002-06-27,1050.64,58.24,False,36.792237983235765,1047.56,False,False,False
2002-06-28,1051.41,59.88,False,36.94541762194115,1044.48,False,False,False
2002-07-01,998.17,58.01,False,31.297677073528064,989.25,False,False,False
2002-07-02,963.66,53.9,False,28.2799221772878,957.26,False,False,False
2002-07-03,995.68,52.05,False,34.582614312307484,1018.63,False,False,False
2002-07-05,1060.89,54.2,False,45.153508974688755,1051.27,False,False,False
2002-07-08,1014.33,55.1,False,40.16317048350698,1015.27,False,False,False
2002-07-09,990.23,53.51,False,37.83244228206673,1005.99,False,False,False
2002-07-10,959.05,49.22,False,35.00232588265135,954.01,False,False,False
2002-07-11,998.03,47.19,False,40.94954046612604,1016.0,False,False,False
2002-07-12,1000.82,45.13,False,41.36309603744409,990.98,False,False,False
2002-07-15,1021.02,42.05,False,44.39924537877935,1012.51,False,False,False
2002-07-16,1011.3,39.45,False,43.239058612919074,1047.79,False,False,False
2002-07-17,1028.74,41.27,False,45.96724674377294,1020.82,False,False,False
2002-07-18,994.61,37.57,False,41.73916855318632,975.06,False,False,False
2002-07-19,965.45,33.96,False,38.48236068406886,958.34,False,False,False
2002-07-22,939.1,29.7,False,35.766528573956094,943.29,False,False,False
2002-07-23,896.82,24.6,False,31.87890943583706,875.48,False,False,False
2002-07-24,951.58,28.1,False,40.84694360642613,934.93,False,False,False
2002-07-25,894.45,29.7,False,35.583713061369366,905.88,False,False,False
2002-07-26,910.91,31.54,False,38.060073207342406,935.05,False,False,False
2002-07-29,970.13,38.69,False,46.089985833079524,957.08,False,False,False
2002-07-30,980.36,39.01,False,47.359541388588156,966.05,False,False,False
2002-07-31,962.11,38.78,False,45.30958660164803,954.56,False,False,False
2002-08-01,913.59,36.87,False,40.31350052859557,913.6,False,False,False
2002-08-02,892.51,33.01,False,38.335720704901654,889.49,False,False,False
2002-08-05,857.08,30.91,False,35.20915035109961,875.53,False,False,False
2002-08-06,901.91,33.95,False,41.68943513236291,932.53,False,False,False
2002-08-07,919.08,35.48,False,43.99967566139217,915.89,False,False,False
2002-08-08,947.24,37.5,False,47.66213641488245,932.33,False,False,False
2002-08-09,937.33,37.45,False,46.50935117922507,933.74,False,False,False
2002-08-13,907.62,35.24,False,42.94475442487012,912.35,False,False,False
2002-08-14,968.84,38.58,False,51.264876233016174,975.09,False,False,False
2002-08-15,980.98,40.31,False,52.73674069001882,968.05,False,False,False
2002-08-16,996.06,40.67,False,54.572078247339086,997.39,False,False,False
2002-08-19,1025.95,42.36,False,58.04936185139438,1014.51,False,False,False
2002-08-20,1008.02,40.32,False,55.31414054705628,1020.95,False,False,False
2002-08-21,1035.47,42.53,False,58.535355521396276,1036.16,False,False,False
2002-08-22,1049.03,44.6,False,60.066747277529515,1036.13,False,False,False
2002-08-23,1010.49,42.18,False,53.96622392371076,1017.62,False,False,False
2002-08-26,1016.79,44.71,False,54.774811176628894,1021.5,False,False,False
2002-08-27,974.47,43.07,False,48.5993355207283,965.57,False,False,False
2002-08-28,944.83,40.71,False,44.79049643982708,933.46,False,False,False
2002-08-29,961.75,42.0,False,47.32823571832916,951.56,False,False,False
2002-08-30,942.38,42.53,False,44.790020928361066,928.5,False,False,False
2002-09-03,899.64,38.57,False,39.727272113857246,904.82,False,False,False
2002-09-04,920.98,40.74,False,43.18066389353249,900.9,False,False,False
2002-09-05,882.92,38.7,False,38.89979996554821,911.6,False,False,False
2002-09-06,922.22,41.18,False,44.966816697390115,913.68,False,False,False
2002-09-09,932.23,41.9,False,46.4260097896155,934.43,False,False,False
2002-09-10,947.72,42.19,False,48.693085640109935,958.29,False,False,False
2002-09-11,946.4,41.75,False,48.5047193218049,935.53,False,False,False
2002-09-12,915.01,39.22,False,44.13254935622524,909.63,False,False,False
2002-09-13,923.83,40.03,False,45.61591035662347,919.1,False,False,False
2002-09-16,908.48,39.87,False,43.45350412264314,927.29,False,False,False
2002-09-17,897.53,38.29,False,41.926636506110356,884.03,False,False,False
2002-09-18,895.2,37.66,False,41.59174035320266,875.77,False,False,False
2002-09-19,865.93,34.43,False,37.53558307309282,876.75,False,False,False
2002-09-20,871.6,35.0,False,38.78106796094248,860.99,False,False,False
2002-09-23,843.08,33.12,False,35.000703347054184,830.21,False,False,False
2002-09-24,843.61,32.5,False,35.12726064491717,858.46,False,False,False
2002-09-25,880.44,33.49,False,43.3776916938976,891.02,False,False,False
2002-09-26,873.74,35.86,False,42.32318222563037,866.09,False,False,False
2002-09-27,860.35,33.68,False,40.21889675366416,848.72,False,False,False
2002-09-30,832.52,33.92,False,36.19128450775657,841.29,False,False,False
2002-10-01,870.63,36.42,False,44.40210033241846,865.13,False,False,False
2002-10-02,849.56,34.77,False,41.242301247965756,846.74,False,False,False
2002-10-03,833.21,34.34,False,38.92731553431682,842.95,False,False,False
2002-10-04,815.4,31.41,False,36.5224220705728,813.06,False,False,False
2002-10-07,804.64,29.6,False,35.11112272959605,815.22,False,False,False
2002-10-08,811.47,29.4,False,36.781059009025014,800.92,False,False,False
2002-10-09,807.42,25.56,False,36.1863649475742,809.46,False,False,False
2002-10-10,849.57,25.7,False,45.97632148477165,867.64,False,False,False
2002-10-11,890.61,28.44,False,53.46256839610539,878.75,False,False,False
2002-10-14,900.75,28.4,False,55.11747159437285,941.46,False,False,False
2002-10-15,950.42,31.57,False,62.20707001060996,911.33,False,False,False
2002-10-16,910.13,28.71,False,54.664223117791856,951.14,False,False,False
2002-10-17,945.06,30.51,False,59.27469991546124,936.43,False,False,False
2002-10-18,956.13,30.19,False,60.64080681408008,945.86,False,False,False
2002-10-21,979.35,30.65,False,63.413136345610205,954.28,False,False,False
2002-10-22,963.87,28.97,False,60.360701741537376,960.18,False,False,False
2002-10-23,989.32,30.51,False,63.473669964436034,992.5,False,False,False
2002-10-24,964.91,29.74,False,58.711178563579296,964.01,False,False,False
2002-10-25,995.55,31.67,False,62.51328002505449,1007.72,False,False,False
2002-10-28,979.46,30.59,False,59.4189396798492,975.66,False,False,False
2002-10-29,960.82,30.39,False,55.96296121836752,968.48,False,False,False
2002-10-30,986.09,31.9,False,59.40972953363901,990.39,False,False,False
2002-10-31,989.54,32.81,False,59.871520281585084,981.24,False,False,False
2002-11-01,1019.06,35.06,False,63.679201735952404,1049.49,False,False,False
2002-11-04,1046.99,35.8,False,66.88120449351149,1033.79,False,False,False
2002-11-05,1050.39,36.35,False,67.25959740907606,1057.59,False,False,False
2002-11-06,1065.86,37.31,False,68.9953634517838,1043.73,False,False,False
2002-11-07,1025.79,35.62,False,60.10656972403935,1026.04,False,False,False
2002-11-08,1008.44,35.07,False,56.70034392037756,1004.41,False,False,False
2002-11-11,972.48,32.35,False,50.333639177179535,982.45,False,False,False
2002-11-12,1001.94,33.93,False,54.81041279733313,994.4,False,False,False
2002-11-13,1011.94,33.69,False,56.25191009053146,1029.36,False,False,False
2002-11-14,1057.83,35.87,False,62.209384239382956,1044.3,False,False,False
2002-11-15,1061.28,36.68,False,62.62149196276307,1073.89,False,False,False
2002-11-18,1045.19,35.74,False,59.369767302924956,1037.26,False,False,False
2002-11-19,1025.96,34.92,False,55.65042007737461,1028.57,False,False,False
2002-11-20,1070.53,37.6,False,61.64753884478206,1082.92,False,False,False
2002-11-21,1118.14,40.38,False,66.81045084705104,1102.64,False,False,False
2002-11-22,1116.01,41.07,False,66.37991996005327,1118.01,False,False,False
2002-11-25,1127.06,41.92,False,67.54824960447854,1116.29,False,False,False
2002-11-26,1087.49,39.23,False,59.56554224580058,1107.97,False,False,False
2002-11-27,1125.67,43.57,False,63.987766150377446,1133.13,False,False,False
2002-11-29,1116.1,43.56,False,62.152872053286956,1144.21,False,False,False
2002-12-02,1120.49,44.41,False,62.681530462816035,1109.46,False,False,False
2002-12-03,1088.8,42.74,False,56.54173696091707,1068.94,False,False,False
2002-12-04,1069.49,42.4,False,53.12687493411785,1085.02,False,False,False
2002-12-05,1053.06,41.17,False,50.34097440432701,1038.72,False,False,False
2002-12-06,1065.97,42.7,False,52.45089934099901,1054.87,False,False,False
2002-12-09,1014.84,39.53,False,44.404053796390514,1022.39,False,False,False
2002-12-10,1033.07,41.84,False,47.49686575179653,1023.91,False,False,False
2002-12-11,1036.34,41.47,False,48.05507786498973,1047.47,False,False,False
2002-12-12,1039.95,41.65,False,48.703482397418064,1027.66,False,False,False
2002-12-13,1005.85,39.64,False,43.215930155754435,1011.89,False,False,False
2002-12-16,1042.44,42.94,False,49.75750832753369,1038.96,False,False,False
2002-12-17,1040.02,42.02,False,49.352556545904896,1029.82,False,False,False
2002-12-18,1013.72,40.31,False,45.0604970492286,1012.51,False,False,False
2002-12-19,1006.05,40.56,False,43.86245163820942,1009.67,False,False,False
2002-12-20,1013.51,42.5,False,45.38345329111439,1012.46,False,False,False
2002-12-23,1032.3,43.65,False,49.12261029576455,1026.57,False,False,False
2002-12-24,1023.29,43.35,False,47.4452554500926,1026.44,False,False,False
2002-12-26,1016.46,43.87,False,46.15855828849465,1012.34,False,False,False
2002-12-27,997.85,41.86,False,42.756105944634044,999.39,False,False,False
2002-12-30,989.89,42.14,False,41.35203803994986,987.81,False,False,False
2002-12-31,984.36,43.8,False,40.360424518715554,995.64,False,False,False
2003-01-02,1027.86,48.1,False,50.43004022970939,1024.47,False,False,False
2003-01-03,1031.63,48.49,False,51.19907013263668,1034.02,False,False,False
2003-01-06,1061.48,53.21,False,56.900508983646574,1063.18,False,False,False
2003-01-07,1071.85,51.29,False,58.705470712359734,1063.48,False,False,False
2003-01-08,1042.52,48.71,False,52.06417473918218,1056.61,False,False,False
2003-01-09,1076.05,51.7,False,57.92435785907722,1059.86,False,False,False
2003-01-10,1087.36,52.27,False,59.71341877262682,1101.24,False,False,False
2003-01-13,1083.0,52.4,False,58.67761990439726,1082.37,False,False,False
2003-01-14,1094.87,53.81,False,60.67745430370931,1096.96,False,False,False
2003-01-15,1073.6,52.18,False,55.49468856563362,1076.18,False,False,False
2003-01-16,1061.46,52.55,False,52.726479526037686,1041.43,False,False,False
2003-01-17,1017.58,50.16,False,44.153278021798734,1022.94,False,False,False
2003-01-21,1008.93,47.89,False,42.68003892642675,1005.57,False,False,False
2003-01-22,1006.51,46.69,False,42.25524834036599,1024.47,False,False,False
2003-01-23,1032.67,48.17,False,48.25119126979785,1027.7,False,False,False
2003-01-24,996.18,44.5,False,41.74054766356804,985.08,False,False,False
2003-01-27,986.41,41.58,False,40.17738929710472,996.88,False,False,False
2003-01-28,1001.41,43.48,False,43.66557865549202,994.6,False,False,False
2003-01-29,1016.56,44.57,False,47.0253436149592,1018.48,False,False,False
2003-01-30,985.51,42.95,False,41.55525162289569,971.6,False,False,False
2003-01-31,983.05,44.94,False,41.146877958740035,987.37,False,False,False
2003-02-03,987.07,45.24,False,42.14740829094327,972.93,False,False,False
2003-02-04,971.73,44.79,False,39.395159994653106,980.75,False,False,False
2003-02-05,968.97,44.65,False,38.90293069357392,966.05,False,False,False
2003-02-06,970.55,43.9,False,39.369961070577595,980.5,False,False,False
2003-02-07,957.05,42.76,False,36.782758626433505,961.69,False,False,False
2003-02-10,969.96,43.46,False,40.78993209974077,975.52,False,False,False
2003-02-11,971.61,43.25,False,41.302047622698566,967.89,False,False,False
2003-02-12,956.77,41.02,False,38.1094804133158,959.56,False,False,False
2003-02-13,951.9,40.93,False,37.09609101244948,958.2,False,False,False
2003-02-14,982.09,42.48,False,46.57960446350985,990.21,False,False,False
2003-02-18,1014.91,45.1,False,54.59390980417331,1011.69,False,False,False
2003-02-19,1005.88,44.53,False,52.27037973239613,1010.5,False,False,False
2003-02-20,1001.47,45.14,False,51.12597092640648,1002.14,False,False,False
2003-02-21,1015.92,47.02,False,54.63105288490256,1009.14,False,False,False
2003-02-24,994.69,45.23,False,49.06371828908164,981.52,False,False,False
2003-02-25,999.28,46.01,False,50.244305089912515,992.91,False,False,False
2003-02-26,974.51,44.93,False,44.279800894016276,982.51,False,False,False
2003-02-27,994.8,46.46,False,49.56168422987402,998.26,False,False,False
2003-02-28,1009.74,47.33,False,53.08794055062311,1015.87,False,False,False
2003-03-03,991.07,47.36,False,48.5225751170132,991.6,False,False,False
2003-03-04,982.98,46.57,False,46.65049342155167,981.67,False,False,False
2003-03-05,990.23,46.57,False,48.56566740339966,982.04,False,False,False
2003-03-06,983.96,46.22,False,46.994441829114145,967.93,False,False,False
2003-03-07,986.82,46.48,False,47.823654652658945,977.95,False,False,False
2003-03-10,964.29,44.71,False,42.22032684383379,966.74,False,False,False
2003-03-11,958.82,44.45,False,40.965363895023906,954.66,False,False,False
2003-03-12,970.54,42.95,False,44.754426394115065,990.36,False,False,False
2003-03-13,1029.79,45.7,False,59.06031408198413,1034.43,False,False,False
2003-03-14,1030.45,46.02,False,59.18709535050413,1021.97,False,False,False
2003-03-17,1077.01,50.23,False,66.96030433667372,1075.3,False,False,False
2003-03-18,1082.19,50.72,False,67.69742976046814,1078.19,False,False,False
2003-03-19,1074.97,50.73,False,65.50379687742966,1064.32,False,False,False
2003-03-20,1080.24,52.22,False,66.36063283858243,1096.3,False,False,False
2003-03-21,1093.12,55.79,False,68.42487836654021,1064.65,False,False,False
2003-03-24,1047.1,49.78,False,55.354652352202045,1051.71,False,False,False
2003-03-25,1066.57,52.69,False,58.9290876070418,1065.78,False,False,False
2003-03-26,1066.3,51.6,False,58.8587116241655,1055.7,False,False,False
2003-03-27,1061.93,52.18,False,57.65849289686701,1052.25,False,False,False
2003-03-28,1046.72,52.45,False,53.564394223219885,1028.43,False,False,False
2003-03-31,1018.66,51.42,False,46.94220426911686,1025.02,False,False,False
2003-04-01,1022.63,52.59,False,47.92317812318936,1047.39,False,False,False
2003-04-02,1063.46,56.83,False,56.77473137224661,1070.51,False,False,False
2003-04-03,1064.06,56.47,False,56.89068988605622,1067.51,False,False,False
2003-04-04,1050.71,56.29,False,53.454598467071555,1089.93,False,False,False
2003-04-07,1053.28,58.38,False,54.030214036469985,1051.75,False,False,False
2003-04-08,1046.3,58.2,False,52.14410015631006,1048.92,False,False,False
2003-04-09,1023.52,57.09,False,46.44562084167187,1024.74,False,False,False
2003-04-10,1033.14,57.8,False,48.98127175373127,1046.45,False,False,False
2003-04-11,1026.15,57.02,False,47.2313772352583,1028.0,False,False,False
2003-04-14,1048.31,60.66,False,52.96795564629832,1044.33,False,False,False
2003-04-15,1053.08,62.76,False,54.124055898579485,1070.64,False,False,False
2003-04-16,1054.89,62.15,False,54.580293257194676,1051.36,False,False,False
2003-04-17,1083.56,65.65,False,61.16793686659488,1083.75,False,False,False
2003-04-21,1081.04,66.51,False,60.339527113177425,1073.88,False,False,False
2003-04-22,1102.44,70.86,False,64.71038071226067,1105.45,False,False,False
2003-04-23,1112.93,73.56,False,66.65056612957218,1100.84,False,False,False
2003-04-24,1108.12,71.86,False,64.88891049685951,1100.65,False,False,False
2003-04-25,1083.19,70.03,False,56.54661328071834,1086.58,False,False,False
2003-04-28,1107.13,73.91,False,61.645942404907004,1113.05,False,False,False
2003-04-29,1116.79,75.07,False,63.50690553063036,1111.54,False,False,False
2003-04-30,1106.06,76.24,False,60.02311328327047,1104.38,False,False,False
2003-05-01,1113.21,76.42,False,61.537241752110376,1109.92,False,False,False
2003-05-02,1136.51,79.55,False,66.04987185478302,1139.6,False,False,False
2003-05-05,1136.26,80.46,False,65.96045040753013,1134.56,False,False,False
2003-05-06,1152.78,82.0,False,68.95176035143781,1142.88,False,False,False
2003-05-07,1135.85,81.64,False,62.85564091307235,1120.53,False,False,False
2003-05-08,1118.76,80.83,False,57.34417407039868,1129.29,False,False,False
2003-05-09,1143.55,83.5,False,62.48306539659324,1141.08,False,False,False
2003-05-12,1160.42,85.06,False,65.52673002917052,1152.75,False,False,False
2003-05-13,1155.97,85.05,False,64.05060780592854,1161.47,False,False,False
2003-05-14,1148.14,85.13,False,61.42844427028091,1155.11,False,False,False
2003-05-15,1162.93,85.84,False,64.39365150990287,1158.51,False,False,False
2003-05-16,1154.48,84.86,False,61.48539261660853,1146.74,False,False,False
2003-05-19,1112.49,82.05,False,49.51739153177723,1118.3,False,False,False
2003-05-20,1112.85,82.13,False,49.60795498252514,1110.78,False,False,False
2003-05-21,1113.68,82.4,False,49.83141677936949,1116.21,False,False,False
2003-05-22,1131.45,83.71,False,54.48502317834804,1128.41,False,False,False
2003-05-23,1130.05,84.87,False,54.05956619252748,1123.66,False,False,False
2003-05-27,1172.58,87.45,False,63.4076200542656,1172.99,False,False,False
2003-05-28,1173.31,88.59,False,63.54473932129096,1175.4,False,False,False
2003-05-29,1181.82,89.1,False,65.18266696032566,1188.63,False,False,False
2003-05-30,1197.89,92.0,False,68.09760170112494,1210.77,False,False,False
2003-06-02,1185.13,93.1,False,63.548182564318324,1183.6,False,False,False
2003-06-03,1198.57,93.17,False,66.11593372046374,1199.74,False,False,False
2003-06-04,1224.76,95.23,False,70.47982207215773,1210.64,False,False,False
2003-06-05,1231.72,95.9,False,71.5292099697602,1254.64,False,False,False
2003-06-06,1213.11,95.82,False,64.88722208439532,1206.95,False,False,False
2003-06-09,1195.55,94.44,False,59.29251510457528,1201.26,False,False,False
2003-06-10,1212.99,95.72,False,62.72958993264638,1210.61,False,False,False
2003-06-11,1228.24,96.68,False,65.47470270349376,1233.48,False,False,False
2003-06-12,1229.32,96.75,False,65.66756141731673,1231.75,False,False,False
2003-06-13,1203.91,95.68,False,57.52560740405966,1211.58,False,False,False
2003-06-16,1241.58,97.91,False,64.5440738614853,1247.57,False,False,False
2003-06-17,1239.63,98.06,False,63.95494156351657,1233.83,False,False,False
2003-06-18,1247.9,97.72,False,65.3974556877874,1247.5,False,False,False
2003-06-19,1225.89,96.76,False,58.66807086213661,1235.2,False,False,False
2003-06-20,1223.13,97.09,False,57.86399568544141,1220.19,False,False,False
2003-06-23,1200.17,94.52,False,51.53617045350886,1196.62,False,False,False
2003-06-24,1191.7,94.48,False,49.39039266696152,1193.16,False,False,False
2003-06-25,1188.41,94.38,False,48.544893230574125,1194.87,False,False,False
2003-06-26,1214.68,95.25,False,55.147379720313005,1216.86,False,False,False
2003-06-27,1205.25,94.91,False,52.541137295374,1212.51,False,False,False
2003-06-30,1201.69,94.36,False,51.55065413347125,1195.3,False,False,False
2003-07-01,1217.37,95.38,False,55.52734161383023,1223.19,False,False,False
2003-07-02,1245.75,97.03,False,61.66107009350952,1233.4,False,False,False
2003-07-03,1231.34,96.7,False,57.33690768911517,1250.03,False,False,False
2003-07-07,1281.89,98.05,False,66.27239601227271,1275.79,False,False,False
2003-07-08,1298.37,98.96,False,68.58263272277814,1294.58,False,False,False
2003-07-09,1295.16,99.16,False,67.6111792394314,1280.44,False,False,False
2003-07-10,1268.65,97.81,False,60.04658637220255,1273.94,False,False,False
