variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,signal_date,cooldown_until
rsi_5_14,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,15376.421767300122,VIX,rsi-death-cross,2022-06-30,2022-07-16
rsi_5_14,2022-09-27,2022-09-30,11411.34,11123.11,-2.623246272781172,-2.1606577316949584,14971.086588865035,VIX,rsi-death-cross,2022-09-29,2022-10-15
rsi_5_14,2022-10-18,2022-10-28,11368.76,11176.99,-1.7850795011755924,-2.832762763925011,14701.85864185897,VIX,rsi-death-cross,2022-10-27,2022-11-12
rsi_5_14,2023-01-27,2023-01-31,12000.21,11915.95,-0.801402600475289,-0.7318205264741177,14582.045578410916,MA200-recross,rsi-death-cross,2023-01-30,2023-02-15
rsi_5_14,2023-03-14,2023-03-29,12078.46,12768.14,5.6043422827046,0.0,15397.217281022231,MA200-recross,rsi-death-cross,2023-03-28,2023-04-13
rsi_5_14,2023-10-30,2023-12-01,14283.98,15892.59,11.150431128605884,0.0,17111.961885353132,MA200,rsi-death-cross,2023-11-30,2023-12-16
rsi_5_14,2025-04-07,2025-04-22,16771.77,18033.9,7.417852215024305,0.0,18379.227750577764,VIX,rsi-death-cross,2025-04-21,2025-05-07
rsi_5_14,2025-05-13,2025-05-22,20906.92,21097.46,0.8105119427360535,0.0,18526.185481359425,MA200-recross,rsi-death-cross,2025-05-21,2025-06-06
rsi_5_14,2026-04-09,2026-04-29,24918.28,27069.36,8.52395979143042,0.0,20103.264843078407,MA200-recross,rsi-death-cross,2026-04-28,2026-05-14
rsi_7_14,2002-07-24,2002-07-26,875.48,905.88,3.3689601948237877,0.0,10334.862329880429,VIX,rsi-death-cross,2002-07-25,2002-08-10
rsi_7_14,2002-10-10,2002-10-30,809.46,968.48,19.525610159612704,0.0,12350.612002843953,VIX,rsi-death-cross,2002-10-29,2002-11-14
rsi_7_14,2003-01-10,2003-01-17,1059.86,1041.43,-1.8371208975927982,0.0,12121.734699968078,MA200-recross,rsi-death-cross,2003-01-16,2003-02-01
rsi_7_14,2004-03-25,2004-04-14,1394.2,1464.32,4.924430626459831,0.0,12716.61187168525,MA200-recross,rsi-death-cross,2004-04-13,2004-04-29
rsi_7_14,2005-03-31,2005-04-04,1489.44,1469.42,-1.4427359045796582,-1.348829090127843,12531.159173725453,MA200-recross,rsi-death-cross,2005-04-01,2005-04-19
rsi_7_14,2005-05-18,2005-06-06,1493.03,1544.96,3.374735410135993,0.0,12952.01889230757,MA200-recross,rsi-death-cross,2005-06-03,2005-06-21
rsi_7_14,2006-09-18,2006-09-25,1631.48,1631.34,-0.10852261367784123,-0.6380709539804399,12935.964108107726,MA200-recross,rsi-death-cross,2006-09-22,2006-10-10
rsi_7_14,2008-01-23,2008-01-28,1725.46,1788.14,3.5290736164958223,0.0,13390.44851375016,VIX,rsi-death-cross,2008-01-25,2008-02-12
rsi_7_14,2008-03-17,2008-04-10,1680.54,1827.0,8.606395149385229,0.0,14540.797361166988,VIX,rsi-death-cross,2008-04-09,2008-04-25
rsi_7_14,2008-05-02,2008-05-08,1996.31,1960.71,-1.8814577963809407,-2.2486487569565785,14265.237210137322,MA200-recross,rsi-death-cross,2008-05-07,2008-05-23
rsi_7_14,2008-06-16,2008-06-18,1954.04,1962.78,0.3468813790685198,0.0,14312.71719288545,MA200-recross,rsi-death-cross,2008-06-17,2008-07-03
rsi_7_14,2008-09-18,2008-09-23,1668.33,1678.94,0.5353796341536156,-0.14325702948456676,14387.339212033821,VIX,rsi-death-cross,2008-09-22,2008-10-08
rsi_7_14,2008-10-10,2008-10-16,1234.9,1256.21,1.6239709928823731,0.0,14618.969187774916,VIX,rsi-death-cross,2008-10-15,2008-10-31
rsi_7_14,2008-11-04,2008-11-07,1363.3,1258.43,-7.784625621613005,-8.89972859972126,13479.015013023894,VIX,rsi-death-cross,2008-11-06,2008-11-22
rsi_7_14,2008-11-25,2008-12-02,1164.36,1109.99,-4.764800859043471,-6.286715448830243,12834.814437901323,VIX,rsi-death-cross,2008-12-01,2008-12-17
rsi_7_14,2008-12-19,2008-12-23,1219.65,1194.64,-2.1484887450096823,-2.5007174189316603,12557.081379147585,VIX,rsi-death-cross,2008-12-22,2009-01-07
rsi_7_14,2009-01-09,2009-02-02,1252.6,1168.13,-6.836783189117537,-9.259939326201502,11696.649318206106,VIX,rsi-death-cross,2009-01-30,2009-02-17
rsi_7_14,2009-02-19,2009-03-31,1194.31,1232.59,3.102044359254005,-12.596394570923803,12057.453548159649,VIX,rsi-death-cross,2009-03-30,2009-04-15
rsi_7_14,2009-04-17,2009-04-21,1347.37,1303.87,-3.3252349681827895,-2.820309194950162,11654.54813885353,VIX,rsi-death-cross,2009-04-20,2009-05-06
rsi_7_14,2009-05-19,2009-05-21,1387.2,1378.83,-0.7027206552432966,0.0,11570.656249013085,MA200-recross,rsi-death-cross,2009-05-20,2009-06-05
rsi_7_14,2010-05-24,2010-06-07,1818.46,1839.77,1.0707493937335728,-1.2092649824576844,11692.538273156451,MA200-recross,rsi-death-cross,2010-06-04,2010-06-22
rsi_7_14,2010-07-14,2010-07-19,1847.92,1807.99,-2.258598124202965,-2.404866011515653,11426.47340902847,MA200-recross,rsi-death-cross,2010-07-16,2010-08-03
rsi_7_14,2010-09-07,2010-10-01,1862.88,2014.47,8.029316796123984,0.0,12341.860864496271,MA200-recross,rsi-death-cross,2010-09-30,2010-10-16
rsi_7_14,2011-06-22,2011-07-13,2243.21,2360.43,5.1203743575138985,-1.1657401669928402,12971.759139698406,MA200-recross,rsi-death-cross,2011-07-12,2011-07-28
rsi_7_14,2011-08-05,2011-08-19,2227.49,2053.01,-7.925152705870513,-7.506206537403079,11941.806670766651,VIX,rsi-death-cross,2011-08-18,2011-09-03
rsi_7_14,2011-09-07,2011-09-12,2198.61,2145.78,-2.50043016479396,-1.5896407275506013,11641.235138851072,VIX,rsi-death-cross,2011-09-09,2011-09-27
rsi_7_14,2011-09-29,2011-10-20,2255.55,2317.34,2.6367767547141385,-7.5595752698898355,11946.162153186366,VIX,rsi-death-cross,2011-10-19,2011-11-04
rsi_7_14,2011-11-23,2011-12-09,2199.46,2287.27,3.888403201852655,-2.2087239595173327,12408.638220817356,VIX,rsi-death-cross,2011-12-08,2011-12-24
rsi_7_14,2012-01-04,2012-02-16,2316.53,2555.55,10.207755873501819,0.0,13673.179640065697,MA200-recross,rsi-death-cross,2012-02-15,2012-03-02
rsi_7_14,2012-11-02,2012-11-08,2701.91,2620.25,-3.1192356714226177,-3.302108508425514,13244.712135671787,MA200-recross,rsi-death-cross,2012-11-07,2012-11-23
rsi_7_14,2012-11-30,2012-12-06,2680.55,2631.16,-1.940640729606296,-1.5914644382682772,12985.69926385513,MA200-recross,rsi-death-cross,2012-12-05,2012-12-21
rsi_7_14,2013-01-03,2013-01-16,2742.13,2725.63,-0.7010706226935535,-0.8537159069774339,12892.667351871134,MA200-recross,rsi-death-cross,2013-01-15,2013-01-31
rsi_7_14,2014-10-20,2014-12-02,3813.59,4291.33,12.414832601110858,0.0,14491.146273097995,MA200-recross,rsi-death-cross,2014-12-01,2014-12-17
rsi_7_14,2015-08-25,2015-09-02,4187.28,4207.68,0.3867528034572904,-1.0663246785502674,14545.187320034262,VIX,rsi-death-cross,2015-09-01,2015-09-17
rsi_7_14,2015-10-16,2015-11-10,4419.94,4628.83,4.621408509128437,-0.14525084050912826,15215.333630425905,MA200-recross,rsi-death-cross,2015-11-09,2015-11-25
rsi_7_14,2018-10-15,2018-10-19,7129.31,7169.45,0.4625150671458209,-0.1854316897427697,15283.70221583246,MA200-recross,rsi-death-cross,2018-10-18,2018-11-03
rsi_7_14,2018-11-08,2018-11-13,7176.19,6858.59,-4.52127329988182,-4.83668910661506,14590.72948104758,MA200-recross,rsi-death-cross,2018-11-12,2018-11-28
rsi_7_14,2018-12-24,2019-01-04,5994.08,6250.05,4.166161837400735,0.0,15196.561222866987,VIX,rsi-death-cross,2019-01-03,2019-01-19
rsi_7_14,2019-02-19,2019-03-07,7033.37,7089.63,0.6991515168899062,0.0,15300.801219656596,MA200-recross,rsi-death-cross,2019-03-06,2019-03-22
rsi_7_14,2019-06-05,2019-06-26,7230.81,7642.92,5.593714944110353,0.0,16154.628486899706,MA200-recross,rsi-death-cross,2019-06-25,2019-07-11
rsi_7_14,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,16467.389542286714,VIX+MA200,bearish-divergence,2020-03-03,2020-03-19
rsi_7_14,2020-03-23,2020-04-22,6952.71,8575.57,23.218122367280962,0.0,20288.576015688,VIX,rsi-death-cross,2020-04-21,2020-05-07
rsi_7_14,2020-05-13,2020-06-12,9123.69,9785.58,7.147429497767098,-0.32081317975512574,21736.616208215208,VIX+MA200,rsi-death-cross,2020-06-11,2020-06-27
rsi_7_14,2022-02-03,2022-02-14,14693.85,14233.4,-3.2304418981857776,-2.9945181147214663,21032.459755396165,MA200-recross,rsi-death-cross,2022-02-11,2022-03-01
rsi_7_14,2022-03-30,2022-04-06,15177.15,14600.3,-3.896930606195828,-2.3489917408736174,20210.878363258373,MA200-recross,rsi-death-cross,2022-04-05,2022-04-21
rsi_7_14,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,20343.756272817336,VIX,rsi-death-cross,2022-06-30,2022-07-16
rsi_7_14,2022-09-27,2022-09-30,11411.34,11123.11,-2.623246272781172,-2.1606577316949584,19808.115677109698,VIX,rsi-death-cross,2022-09-29,2022-10-15
rsi_7_14,2022-10-18,2022-11-03,11368.76,10769.43,-5.366408016142578,-4.067462062705168,18743.18503364665,VIX,rsi-death-cross,2022-11-02,2022-11-18
rsi_7_14,2023-01-27,2023-02-09,12000.21,12677.54,5.538726368973569,-0.7318205264741177,19779.263378227053,MA200-recross,rsi-death-cross,2023-02-08,2023-02-24
rsi_7_14,2023-10-30,2023-12-01,14283.98,15892.59,11.150431128605884,0.0,21982.625014650537,MA200,rsi-death-cross,2023-11-30,2023-12-16
rsi_7_14,2025-04-07,2025-04-22,16771.77,18033.9,7.417852215024305,0.0,23611.18947269813,VIX,rsi-death-cross,2025-04-21,2025-05-07
rsi_7_14,2025-05-13,2025-05-22,20906.92,21097.46,0.8105119427360535,0.0,23800.552878076956,MA200-recross,rsi-death-cross,2025-05-21,2025-06-06
rsi_7_14,2026-04-09,2026-05-18,24918.28,29246.2,17.251144203340317,0.0,27904.248064824245,MA200-recross,rsi-death-cross,2026-05-15,2026-06-02
rsi_9_14,2002-07-24,2002-07-26,875.48,905.88,3.3689601948237877,0.0,10334.862329880429,VIX,rsi-death-cross,2002-07-25,2002-08-10
rsi_9_14,2002-10-10,2002-11-08,809.46,1026.04,26.629416248315945,0.0,13084.709544232208,VIX,rsi-death-cross,2002-11-07,2002-11-23
rsi_9_14,2003-01-10,2003-01-17,1059.86,1041.43,-1.8371208975927982,0.0,12842.345982014775,MA200-recross,rsi-death-cross,2003-01-16,2003-02-01
rsi_9_14,2004-03-25,2004-04-16,1394.2,1458.51,4.508120706538147,0.0,13419.249359228186,MA200-recross,rsi-death-cross,2004-04-15,2004-05-01
rsi_9_14,2005-03-31,2005-04-04,1489.44,1469.42,-1.4427359045796582,-1.348829090127843,13223.65945795657,MA200-recross,rsi-death-cross,2005-04-01,2005-04-19
rsi_9_14,2005-05-18,2005-06-06,1493.03,1544.96,3.374735410135993,0.0,13667.889228845926,MA200-recross,rsi-death-cross,2005-06-03,2005-06-21
rsi_9_14,2006-09-18,2006-09-25,1631.48,1631.34,-0.10852261367784123,-0.6380709539804399,13651.057563446328,MA200-recross,rsi-death-cross,2006-09-22,2006-10-10
rsi_9_14,2008-01-23,2008-02-06,1725.46,1786.96,3.460754409460867,0.0,14121.452532467245,VIX,rsi-death-cross,2008-02-05,2008-02-21
rsi_9_14,2008-03-17,2008-04-10,1680.54,1827.0,8.606395149385229,0.0,15334.71447429275,VIX,rsi-death-cross,2008-04-09,2008-04-25
rsi_9_14,2008-05-02,2008-05-08,1996.31,1960.71,-1.8814577963809407,-2.2486487569565785,15044.217107841378,MA200-recross,rsi-death-cross,2008-05-07,2008-05-23
rsi_9_14,2008-06-16,2008-06-23,1954.04,1936.71,-0.9859441019086226,-1.312665042680798,14893.899396029306,MA200-recross,rsi-death-cross,2008-06-20,2008-07-08
rsi_9_14,2008-09-18,2008-09-23,1668.33,1678.94,0.5353796341536156,-0.14325702948456676,14971.632946330636,VIX,rsi-death-cross,2008-09-22,2008-10-08
rsi_9_14,2008-10-10,2008-10-16,1234.9,1256.21,1.6239709928823731,0.0,15212.75168282994,VIX,rsi-death-cross,2008-10-15,2008-10-31
rsi_9_14,2008-11-04,2008-11-07,1363.3,1258.43,-7.784625621613005,-8.89972859972126,14026.573763832212,VIX,rsi-death-cross,2008-11-06,2008-11-22
rsi_9_14,2008-11-25,2008-12-02,1164.36,1109.99,-4.764800859043471,-6.286715448830243,13356.283104647358,VIX,rsi-death-cross,2008-12-01,2008-12-17
rsi_9_14,2008-12-19,2008-12-24,1219.65,1186.62,-2.8053972030096275,-2.9893821998114243,12979.614365975563,VIX,rsi-death-cross,2008-12-23,2009-01-08
rsi_9_14,2009-01-12,2009-02-02,1225.12,1168.13,-4.747089772992554,-7.224598406686692,12361.507890732195,VIX,rsi-death-cross,2009-01-30,2009-02-17
rsi_9_14,2009-02-19,2009-03-31,1194.31,1232.59,3.102044359254005,-12.596394570923803,12742.9363285318,VIX,rsi-death-cross,2009-03-30,2009-04-15
rsi_9_14,2009-04-17,2009-04-21,1347.37,1303.87,-3.3252349681827895,-2.820309194950162,12317.237006111875,VIX,rsi-death-cross,2009-04-20,2009-05-06
rsi_9_14,2009-05-19,2009-05-28,1387.2,1411.42,1.644267975585466,-1.7322664359861573,12517.748947000577,MA200-recross,rsi-death-cross,2009-05-27,2009-06-12
rsi_9_14,2010-05-24,2010-06-07,1818.46,1839.77,1.0707493937335728,-1.2092649824576844,12649.771960465738,MA200-recross,rsi-death-cross,2010-06-04,2010-06-22
rsi_9_14,2010-07-14,2010-07-19,1847.92,1807.99,-2.258598124202965,-2.404866011515653,12362.087034231949,MA200-recross,rsi-death-cross,2010-07-16,2010-08-03
rsi_9_14,2010-09-07,2010-10-05,1862.88,1996.38,7.05921034587063,0.0,13232.682169014523,MA200-recross,rsi-death-cross,2010-10-04,2010-10-20
rsi_9_14,2011-06-22,2011-07-13,2243.21,2360.43,5.1203743575138985,-1.1657401669928402,13908.19382986448,MA200-recross,rsi-death-cross,2011-07-12,2011-07-28
rsi_9_14,2011-08-05,2011-08-19,2227.49,2053.01,-7.925152705870513,-7.506206537403079,12804.02748174632,VIX,rsi-death-cross,2011-08-18,2011-09-03
rsi_9_14,2011-09-07,2011-09-12,2198.61,2145.78,-2.50043016479396,-1.5896407275506013,12481.896720585873,VIX,rsi-death-cross,2011-09-09,2011-09-27
rsi_9_14,2011-09-29,2011-10-21,2255.55,2332.21,3.295380529016826,-7.5595752698898355,12891.189760962761,VIX,rsi-death-cross,2011-10-20,2011-11-05
rsi_9_14,2011-11-23,2011-12-09,2199.46,2287.27,3.888403201852655,-2.2087239595173327,13390.41231235292,VIX,rsi-death-cross,2011-12-08,2011-12-24
rsi_9_14,2012-01-04,2012-02-16,2316.53,2555.55,10.207755873501819,0.0,14755.170834094502,MA200-recross,rsi-death-cross,2012-02-15,2012-03-02
rsi_9_14,2012-11-02,2012-11-08,2701.91,2620.25,-3.1192356714226177,-3.302108508425514,14292.953474414795,MA200-recross,rsi-death-cross,2012-11-07,2012-11-23
rsi_9_14,2012-11-30,2012-12-17,2680.55,2629.76,-1.9928166151391067,-1.9570610509037336,14006.141050948707,MA200-recross,rsi-death-cross,2012-12-14,2013-01-01
rsi_9_14,2013-01-03,2013-01-16,2742.13,2725.63,-0.7010706226935535,-0.8537159069774339,13905.95512137371,MA200-recross,rsi-death-cross,2013-01-15,2013-01-31
rsi_9_14,2014-10-20,2014-12-02,3813.59,4291.33,12.414832601110858,0.0,15630.232022951846,MA200-recross,rsi-death-cross,2014-12-01,2014-12-17
rsi_9_14,2015-08-25,2015-09-02,4187.28,4207.68,0.3867528034572904,-1.0663246785502674,15688.678515959455,VIX,rsi-death-cross,2015-09-01,2015-09-17
rsi_9_14,2015-10-16,2015-11-10,4419.94,4628.83,4.621408509128437,-0.14525084050912826,16411.67022578072,MA200-recross,rsi-death-cross,2015-11-09,2015-11-25
rsi_9_14,2018-10-15,2018-10-19,7129.31,7169.45,0.4625150671458209,-0.1854316897427697,16485.57204819457,MA200-recross,rsi-death-cross,2018-10-18,2018-11-03
rsi_9_14,2018-11-08,2018-11-13,7176.19,6858.59,-4.52127329988182,-4.83668910661506,15738.259493579764,MA200-recross,rsi-death-cross,2018-11-12,2018-11-28
