Date,spx_daily_change_pct,ndx_return_60_pct,breadth,breadth_fall_60_points,spx_drawdown_252_pct,vix,buy_probability,nearest_label,nearest_distance,effective_neighbors,future_ndx_return_126,future_ndx_min_return_126,successful_buy_outcome,buy_signal_0.50,buy_signal_0.60,buy_signal_0.70
2002-05-14,2.1124139214591553,-9.12855850212293,73.6,-11.349999999999994,-6.4136460554371055,19.35,,,,,-0.2248937229520125,-0.38367737735054186,0.0,False,False,False
2002-05-15,-0.5650232388590193,-5.49424409091237,73.75,-15.11,-6.942430703624735,19.19,,,,,-0.19314290072842377,-0.3862629190343617,0.0,False,False,False
2002-05-16,0.6507194574282948,-6.561998494596177,73.59,-13.020000000000003,-6.336886993603407,18.5,,,,,-0.19346430064217046,-0.38850172892046964,0.0,False,False,False
2002-05-17,0.7648879985430623,-1.665121453736329,74.23,-15.680000000000007,-5.620469083155655,17.7,,,,,-0.2116533413787901,-0.3930909639462966,0.0,False,False,False
2002-05-20,-1.328393276703399,-4.715520292590847,72.49,-12.019999999999996,-6.874200426439225,19.24,,,,,-0.2060423615356637,-0.3773148327284265,0.0,False,False,False
2002-05-21,-1.0990017400860919,-10.801213076797412,71.03,-8.93,-7.897654584221736,20.05,,,,,-0.14760611827280623,-0.3593171485217891,0.0,False,False,False
2002-05-22,0.5648671173256625,-9.754565761959476,70.43,-7.790000000000006,-7.377398720682304,19.58,,,,,-0.11575234675882351,-0.36367446678950743,0.0,False,False,False
2002-05-23,1.0220994475138134,-6.652980094016603,71.67,-8.310000000000002,-6.43070362473348,18.23,,,,,-0.1327043683020276,-0.37468234416406976,0.0,False,False,False
2002-05-24,-1.212286938291851,-7.812568973381795,70.56,-7.440000000000005,-7.565031982942438,18.9,,,,,-0.10053230968133242,-0.3578445847266226,0.0,False,False,False
2002-05-28,-0.8580918988743247,-13.277739461199245,70.24,-3.9200000000000017,-8.358208955223878,20.31,,,,,-0.12638775083947873,-0.35360935717613784,0.0,False,False,False
2002-05-29,-0.6328524895300114,-18.466581922793868,69.44,-0.009999999999990905,-8.938166311300632,20.39,,,,,-0.07632028095972687,-0.3397446417435258,0.0,False,False,False
2002-05-30,-0.2809778027535792,-18.082657860502348,69.49,0.030000000000001137,-9.194029850746265,20.61,,,,,-0.09104975975242302,-0.34470233732388633,0.0,False,False,False
2002-05-31,0.22541561003097677,-20.50133228066714,70.3,2.230000000000004,-8.989339019189767,19.98,,,,,-0.07270304715560183,-0.33409470844298783,0.0,False,False,False
2002-06-03,-2.4739949395557903,-23.07258380286831,66.68,5.539999999999992,-11.240938166311299,23.37,,,,,-0.06069102359487566,-0.30583617305784416,0.0,False,False,False
2002-06-05,0.8840203709042038,-23.117978792496995,66.83,6.230000000000004,-10.456289978678035,22.61,,,,,-0.10547842087654724,-0.3269989963198394,0.0,False,False,False
2002-06-06,-1.9716163444137624,-25.497490024456184,64.26,10.009999999999991,-12.221748400852873,24.16,,,,,-0.09032324942554548,-0.3049187125308823,0.0,False,False,False
2002-06-07,-0.16517683637777836,-25.010851408052403,64.81,8.179999999999993,-12.366737739872068,23.51,,,,,-0.06513541008910406,-0.2943240019644987,0.0,False,False,False
2002-06-10,0.3114355231143673,-23.59261776124123,64.95,6.700000000000003,-12.09381663113006,23.72,,,,,-0.10635599936598494,-0.29145312692626046,0.0,False,False,False
2002-06-11,-1.6590666537304788,-25.468626243069615,62.95,9.429999999999993,-13.552238805970152,24.45,,,,,-0.061672888452909747,-0.2691535645839578,0.0,False,False,False
2002-06-12,0.6610102604577728,-24.88080192054354,61.77,11.359999999999992,-12.980810234541584,24.15,,,,,-0.07744761158687485,-0.2837075150889312,0.0,False,False,False
2002-06-13,-1.048711163383309,-26.51920126968106,60.37,13.089999999999996,-13.893390191897648,25.02,,,,,-0.0601785746561353,-0.27283243262783086,0.0,False,False,False
2002-06-14,-0.22781299524564647,-26.256255524467164,60.47,13.299999999999997,-14.089552238805968,25.96,,,,,-0.09350216294160052,-0.2748377793799567,0.0,False,False,False
2002-06-17,2.8690558919884923,-20.751609212829592,63.77,8.46,-11.624733475479744,24.64,,,,,-0.09345948813385396,-0.30025828108286745,0.0,False,False,False
2002-06-18,0.08685581933989273,-23.539762386078966,63.91,8.670000000000002,-11.547974413646067,24.24,,,,,-0.08647570862649001,-0.29322687466512076,0.0,False,False,False
2002-06-19,-1.6488284639861073,-25.34249370791103,61.02,11.149999999999999,-13.006396588486135,26.06,,,,,-0.07637079286404136,-0.26686954461796375,0.0,False,False,False
2002-06-20,-1.3431372549019605,-25.577892967217696,60.07,10.089999999999996,-14.174840085287855,27.48,,,,,-0.053084851051814264,-0.24265612499411737,0.0,False,False,False
2002-06-21,-1.7092318394116957,-28.058768365114084,59.37,11.530000000000008,-15.64179104477612,27.23,,,,,-0.021358979558336544,-0.22304297866998846,0.0,False,False,False
2002-06-24,0.36396724294813776,-26.371553278431747,58.03,14.289999999999992,-15.334754797441363,26.98,,,,,-0.02399591558883607,-0.23924060207246056,0.0,False,False,False
2002-06-25,-1.6722071119170012,-29.602632140472597,57.44,16.150000000000006,-16.750533049040506,27.84,,,,,0.0005377710855152262,-0.21325067954709898,0.0,False,False,False
2002-06-26,-0.2663661510091231,-30.52376701025349,55.8,17.150000000000006,-16.97228144989339,28.42,,,,,-0.010474873931582307,-0.21668191818695126,0.0,False,False,False
2002-06-27,1.7565485362095457,-25.508185563063222,58.24,14.249999999999993,-15.5138592750533,26.29,,,,,-0.05024556460823881,-0.23414299855326282,0.0,False,False,False
2002-06-28,-0.08075913587725081,-24.587400750245656,59.88,11.32,-15.58208955223881,25.4,,,,,-0.05851190306350529,-0.23470387384559788,0.0,False,False,False
2002-07-01,-2.1418468377449873,-28.547499230477392,58.01,13.369999999999997,-17.39019189765458,27.11,,,,,-0.013835318633098503,-0.1938848092008375,0.0,False,False,False
2002-07-02,-2.1164567416890323,-30.003196002091936,53.9,17.32,-19.138592750533046,28.96,,,,,0.06662100740925214,-0.16501670713737204,0.0,False,False,False
2002-07-03,0.6222972260309989,-28.520560532965778,52.05,19.180000000000007,-18.635394456289976,29.42,,,,,0.036105977824200775,-0.19186887353366544,0.0,False,False,False
2002-07-05,3.6687631027253698,-21.14218178574613,54.2,16.959999999999994,-15.650319829424308,27.11,,,,,0.0005561368285118551,-0.24154247848504562,0.0,False,False,False
2002-07-08,-1.213346814964611,-25.596901613009702,55.1,17.71,-16.67377398720682,28.25,,,,,0.056707383198761674,-0.2067275935839421,0.0,False,False,False
2002-07-09,-2.476970317297855,-25.24591401502284,53.51,17.550000000000004,-18.73773987206824,30.22,,,,,0.05280591377760713,-0.18742110418791602,0.0,False,False,False
2002-07-10,-3.3900083963056216,-29.05647815955912,49.22,23.39,-21.492537313432834,34.1,,,,,0.12199572493613475,-0.16100307596058594,0.0,False,False,False
2002-07-11,0.7495926127104813,-26.34954135887653,47.19,25.47,-20.904051172707895,33.85,,,,,0.08950632746510623,-0.1937717303087082,0.0,False,False,False
2002-07-12,-0.6469700237222376,-29.217146534835525,45.13,30.059999999999995,-21.41577825159915,32.94,,,,,0.08211266761255764,-0.19601926420335325,0.0,False,False,False
2002-07-15,-0.3798567397438668,-27.26275370268788,42.05,33.269999999999996,-21.71428571428572,35.03,,,,,0.07232963115316049,-0.2119253295723884,0.0,False,False,False
2002-07-16,-1.8411591676653183,-27.55211691381905,39.45,35.980000000000004,-23.155650319829423,36.65,,,,,0.06160387619895191,-0.20435083555819245,0.0,False,False,False
2002-07-17,0.5549389567147678,-25.72327997631786,41.27,34.62,-22.729211087420044,35.45,,,,,0.03180589847774962,-0.21783929855940276,0.0,False,False,False
2002-07-18,-2.6931567328918327,-26.315906447478564,37.57,36.589999999999996,-24.810234541577824,35.12,,,,,0.02309447924312047,-0.1909994872362032,0.0,False,False,False
2002-07-19,-3.833938294010897,-27.01521760494704,33.96,39.87,-27.692963752665246,38.17,,,,,0.045035993578124156,-0.16656481433528414,0.0,False,False,False
2002-07-22,-3.290870488322717,-27.89022667240002,29.7,43.28,-30.0724946695096,41.87,,,,,0.07178149291875191,-0.14317964008092854,0.0,False,False,False
2002-07-23,-2.7076472740578006,-31.136740586031074,24.6,48.029999999999994,-31.965884861407247,44.92,,,,,0.15147967262103879,-0.10278539729265634,1.0,False,False,False
2002-07-24,5.7289707910241905,-23.927763432436112,28.1,42.949999999999996,-28.068230277185503,39.86,,,,,0.04686941717984805,-0.15441686458311443,0.0,False,False,False
2002-07-25,-0.5572682001422691,-28.257469420493276,29.7,40.81999999999999,-28.46908315565032,39.27,,,,,0.10281178377774047,-0.10040807199955282,1.0,False,False,False
2002-07-26,1.6811732443066552,-28.671881729270908,31.54,40.76,-27.266524520255864,35.51,,,,,0.09935119825229721,-0.11666355622399582,0.0,False,False,False
2002-07-29,5.417448405253289,-23.456916752798975,38.69,34.510000000000005,-23.32622601279317,31.33,,,,,0.04785956521290946,-0.17058538546380386,0.0,False,False,False
2002-07-30,0.42269187986652135,-19.994777087736757,39.01,34.14000000000001,-23.00213219616205,31.92,,,,,0.005253172304051645,-0.17924027908115392,0.0,False,False,False
2002-07-31,0.9747452370403309,-19.20066513260661,38.78,34.17,-22.25159914712154,32.03,,,,,0.021764663084262725,-0.16367151365228516,0.0,False,False,False
2002-08-01,-2.9508556384379103,-21.3209204588515,36.87,34.25000000000001,-24.545842217484005,36.95,,,,,0.08042995216672688,-0.11925480795542864,0.0,False,False,False
2002-08-02,-2.3171696620323257,-23.009704550355835,33.01,37.52,-26.294243070362466,41.29,,,,,0.08876091024190202,-0.0984526784013624,0.0,False,False,False
2002-08-05,-3.4251330710483696,-33.16646002448515,30.91,42.57000000000001,-28.818763326226016,45.08,,,,,0.13054790684650208,-0.06118448686236999,1.0,False,False,False
2002-08-06,2.9954469206805667,-27.289364000612704,33.95,37.39,-26.6865671641791,42.03,,,,,0.07610515461631429,-0.10784889844884737,0.0,False,False,False
2002-08-07,2.000930665425771,-22.687124615151667,35.48,33.98,-25.21961620469083,38.73,,,,,0.04131305218261727,-0.12451582016799412,0.0,False,False,False
2002-08-08,3.273266423357679,-23.704431593021567,37.5,33.209999999999994,-22.77185501066098,36.33,,,,,0.02398547358641956,-0.15054262911194627,0.0,False,False,False
2002-08-09,0.3423522915516397,-28.204205124277117,37.45,36.14999999999999,-22.50746268656716,35.33,,,,,0.036571965049662314,-0.14156166984946605,0.0,False,False,False
2002-08-13,-2.6854501430772615,-30.77151901147934,35.24,38.51,-24.588486140724942,35.82,,,,,0.05415261893744083,-0.11346158083779556,0.0,False,False,False
2002-08-14,4.003619090703459,-26.37154690884218,38.58,35.010000000000005,-21.56929637526652,32.36,,,,,-0.017484827216052268,-0.16948102885925442,0.0,False,False,False
2002-08-15,1.1526750761200466,-26.008447729672646,40.31,33.92,-20.665245202558637,29.43,,,,,0.0011315215396847655,-0.1797590164937104,0.0,False,False,False
2002-08-16,-0.15050526768437544,-22.918101546962188,40.67,31.819999999999993,-20.78464818763327,28.81,,,,,0.01892456277734267,-0.1921771780816416,0.0,False,False,False
2002-08-19,2.3578811369509234,-18.31022923617138,42.36,28.67,-18.91684434968016,28.61,,,,,-0.01956235684000196,-0.2157122666796628,0.0,False,False,False
2002-08-20,-1.3989691806037707,-20.283746273259993,40.32,30.110000000000007,-20.05117270788913,29.59,,,,,-0.006497886946687514,-0.20176186980417055,0.0,False,False,False
2002-08-21,1.2801365478984472,-19.52951964997629,42.53,29.14,-19.02771855010661,28.23,,,,,-0.01888031521917588,-0.22292292388963464,0.0,False,False,False
2002-08-22,1.4008847693280035,-16.280535980782584,44.6,25.96,-17.89339019189765,27.75,,,,,-0.05180023450234972,-0.2329675986387425,0.0,False,False,False
2002-08-23,-2.264464526851573,-18.82440834819491,42.18,28.059999999999995,-19.75266524520256,29.32,,,,,-0.01109362784391732,-0.20371305010440477,0.0,False,False,False
2002-08-26,0.754596662769691,-16.566284832769885,44.71,24.729999999999997,-19.147121535181235,29.89,,,,,-0.0415818408914328,-0.20864681989398004,0.0,False,False,False
2002-08-27,-1.3924050632911467,-20.63930287482695,43.07,26.419999999999995,-20.272921108742004,30.11,,,,,0.020862622759038274,-0.17427935185280208,0.0,False,False,False
2002-08-28,-1.8078733418913084,-21.80760382011685,40.71,29.589999999999996,-21.71428571428572,33.32,,,,,0.06870018945207068,-0.14837589830974884,0.0,False,False,False
2002-08-29,-0.010894432944763555,-17.029720053487473,42.0,24.680000000000007,-21.722814498933907,33.67,,,,,0.030486093059526986,-0.16335846113854957,0.0,False,False,False
2002-08-30,-0.1852255393331781,-21.17932418869186,42.53,24.299999999999997,-21.867803837953094,32.64,,,,,0.04308240837029653,-0.14616184554001577,0.0,False,False,False
2002-09-03,-4.158934614125098,-22.285378621654772,38.57,25.690000000000005,-25.11727078891258,39.97,,,,,0.1006958338891113,-0.1055977946734249,1.0,False,False,False
2002-09-04,1.7539863325740201,-19.2292850627938,40.74,24.07,-23.803837953091687,37.44,,,,,0.06838367825577096,-0.12632196138895524,0.0,False,False,False
2002-09-05,-1.600626818894102,-22.25216181469153,38.7,26.25,-25.02345415778251,38.86,,,,,0.11767770579440961,-0.08866035427898333,1.0,False,False,False
2002-09-06,1.6835399840746224,-16.23568307946629,41.18,21.770000000000003,-23.761194029850753,36.33,,,,,0.04561818221248726,-0.12749669276311515,0.0,False,False,False
2002-09-09,1.0180109631949819,-17.012658678583502,41.9,19.870000000000005,-22.985074626865675,36.45,,,,,0.028523003979704642,-0.1368653658431932,0.0,False,False,False
2002-09-10,0.73089700996678,-14.352847615088471,42.19,18.18,-22.422174840085283,35.08,,,,,0.02407884185202369,-0.15097286118262787,0.0,False,False,False
2002-09-11,-0.010993843447670848,-14.708002883922134,41.75,18.72,-22.43070362473347,34.81,,,,,0.08811284868977176,-0.14978867286559594,0.0,False,False,False
2002-09-12,-2.4848818031885656,-20.42768564496352,39.22,24.550000000000004,-24.35820895522388,37.5,,,,,0.12616255560048528,-0.12062163255046399,1.0,False,False,False
2002-09-13,0.32698162137783093,-18.85337338708969,40.03,23.879999999999995,-24.110874200426448,35.82,,,,,0.16580972689780582,-0.1290172434322333,1.0,False,False,False
2002-09-16,0.14610024724657222,-17.225795870765527,39.87,21.150000000000006,-24.0,36.74,,,,,0.19120949277914767,-0.11430081014441706,1.0,False,False,False
2002-09-17,-1.9750869711592456,-15.52261282883901,38.29,21.78,-25.501066098081026,38.01,,,,,0.19769812708210321,-0.10349514779450264,1.0,False,False,False
2002-09-18,-0.4579278763594763,-13.559862112916775,37.66,21.71,-25.842217484008533,37.52,,,,,0.20670241286863256,-0.1011617515638964,1.0,False,False,False
2002-09-19,-3.0132259919493976,-18.129301868239935,34.43,23.6,-28.07675906183369,40.65,,,,,0.2623653182127885,-0.07077939325349625,1.0,False,False,False
2002-09-20,0.24902170046248173,-14.777949429962645,35.0,22.439999999999998,-27.897654584221755,38.98,,,,,0.20135383203304258,-0.07682423129876093,1.0,False,False,False
