Date,spx_daily_change_pct,ndx_return_60_pct,breadth,breadth_fall_60_points,spx_drawdown_252_pct,vix,buy_probability,nearest_label,nearest_distance,effective_neighbors,future_ndx_return_126,future_ndx_min_return_126,successful_buy_outcome,buy_signal_0.50,buy_signal_0.60,buy_signal_0.70
2002-01-02,,,65.91,,,22.71,,,,,-0.34122169163991334,-0.4015983705810394,0.0,False,False,False
2002-01-03,0.9179873560231977,,69.77,,,21.34,,,,,-0.3913995655982624,-0.4218016872067488,0.0,False,False,False
2002-01-04,0.6178666437827163,,71.78,,,20.45,,,,,-0.408828498594055,-0.4246909010584885,0.0,False,False,False
2002-01-07,-0.6481876332622538,,70.9,,,21.94,,,,,-0.41869768400380647,-0.41869768400380647,0.0,False,False,False
2002-01-08,-0.3605459696111257,,71.55,,,21.83,,,,,-0.4011508598447119,-0.4245400760839564,0.0,False,False,False
2002-01-09,-0.48246747652279653,,70.73,,,22.13,,,,,-0.39482149767801855,-0.42007909249226005,0.0,False,False,False
2002-01-10,0.12120162756472652,,71.0,,,22.36,,,,,-0.38369510104546445,-0.421101238621822,0.0,False,False,False
2002-01-11,-0.9424989191526234,,69.91,,,22.6,,,,,-0.3811537355354706,-0.4131271532337517,0.0,False,False,False
2002-01-14,-0.6284916201117152,,67.93,,,23.58,,,,,-0.35854491943931754,-0.40199905222726595,0.0,False,False,False
2002-01-15,0.6851721714687287,,68.73,,,22.7,,,,,-0.3831722957468713,-0.4052255559827841,0.0,False,False,False
2002-01-16,-1.6227534461699666,,65.56,,,23.45,,,,,-0.3807168789849773,-0.3848221272883553,0.0,False,False,False
2002-01-17,1.002128414331338,,67.26,,,22.25,,,,,-0.4139123271256677,-0.4139123271256677,0.0,False,False,False
2002-01-18,-0.992185442093263,,64.84,,,22.52,,,,,-0.42074123832530264,-0.42074123832530264,0.0,False,False,False
2002-01-22,-0.7360766229159266,,62.99,,,23.61,,,,,-0.36636524657406544,-0.40282864334323265,0.0,False,False,False
2002-01-23,0.7951398195300774,,64.93,,,21.88,,,,,-0.42264121713647596,-0.42264121713647596,0.0,False,False,False
2002-01-24,0.3545470661230343,,65.71,,,21.15,,,,,-0.41799722706740017,-0.42851392536083266,0.0,False,False,False
2002-01-25,0.09715597950892274,,65.51,,,21.01,,,,,-0.3774273869572472,-0.42599437834507714,0.0,False,False,False
2002-01-28,-0.0176475778699392,,65.51,,,21.14,,,,,-0.37351584167273744,-0.4284153214984088,0.0,False,False,False
2002-01-29,-2.8682375783249503,,62.06,,,24.35,,,,,-0.36675376646284874,-0.41128655394154,0.0,False,False,False
2002-01-30,1.1811739051426517,,63.68,,,23.22,,,,,-0.4063511248001871,-0.41878825685211896,0.0,False,False,False
2002-01-31,1.4906609195402432,,65.24,,,21.09,,,,,-0.4242502435216783,-0.4242502435216783,0.0,False,False,False
2002-02-01,-0.7078393204742572,,64.49,,,21.12,,,,,-0.439138827994634,-0.439138827994634,0.0,False,False,False
2002-02-04,-2.477276777757975,,61.0,,,24.87,,,,,-0.390259402232333,-0.42056693956746016,0.0,False,False,False
2002-02-05,-0.4020467836257424,,60.04,,,25.45,,,,,-0.3717238833517903,-0.4141066130730213,0.0,False,False,False
2002-02-06,-0.596330275229362,,58.22,,,26.09,,,,,-0.34490580652300207,-0.40725884533458734,0.0,False,False,False
2002-02-07,-0.3045685279187804,,56.96,,,25.11,,,,,-0.3370418570438374,-0.39380136647192787,0.0,False,False,False
2002-02-08,1.481207183854849,,59.89,,,23.26,,,,,-0.37499053141161165,-0.4097936192043631,0.0,False,False,False
2002-02-11,1.432220397737649,,61.93,,,21.78,,,,,-0.34433285509325684,-0.41996697436452723,0.0,False,False,False
2002-02-12,-0.39571903948197873,,61.91,,,21.62,,,,,-0.3302793631721237,-0.41486659930637093,0.0,False,False,False
2002-02-13,0.9932279909706576,,62.96,,,20.85,,,,,-0.3300420380023542,-0.4235211030771817,0.0,False,False,False
2002-02-14,-0.17881090746535433,,62.19,,,21.77,,,,,-0.3043038970373836,-0.4188145465888209,0.0,False,False,False
2002-02-15,-1.1016569637259277,,62.25,,,22.37,,,,,-0.2983782278833438,-0.4034384353031252,0.0,False,False,False
2002-02-19,-1.8927730483608074,,58.64,,,24.43,,,,,-0.2535915863530531,-0.38218227165584207,0.0,False,False,False
2002-02-20,1.3569648296870795,,60.57,,,22.66,,,,,-0.25508783889338615,-0.39139079431355006,0.0,False,False,False
2002-02-21,-1.5482695810564717,,58.55,,,23.8,,,,,-0.25051733728907843,-0.3643018727980716,0.0,False,False,False
2002-02-22,0.814061054579085,,60.47,,,22.86,,,,,-0.250243334119868,-0.3680096743747051,0.0,False,False,False
2002-02-25,1.7984951367223445,,62.1,,,21.84,,,,,-0.30789991406188966,-0.3912740857534499,0.0,False,False,False
2002-02-26,0.0,,62.64,,,21.68,,,,,-0.3256945881714828,-0.388319928061148,0.0,False,False,False
2002-02-27,0.04506940688659977,,63.36,,,21.49,,,,,-0.30231124136730314,-0.3782427021066682,0.0,False,False,False
2002-02-28,-0.2883142625461743,,63.12,,,21.59,,,,,-0.3066758876414414,-0.36943246862170953,0.0,False,False,False
2002-03-01,2.268003975783861,,66.32,,,19.96,,,,,-0.3732522415198446,-0.40290230665802806,0.0,False,False,False
2002-03-04,1.9438063262060545,,69.43,,,20.5,,,,,-0.38383622131531414,-0.42658727503846927,0.0,False,False,False
2002-03-05,-0.6673600277344427,,69.52,,,20.3,,,,,-0.4109743487107642,-0.42821308249107704,0.0,False,False,False
2002-03-06,1.4571154349533266,,72.53,,,19.94,,,,,-0.39325635711701046,-0.4361130300338827,0.0,False,False,False
2002-03-07,-0.4557963536291676,,72.22,,,20.04,,,,,-0.3813221308592324,-0.43119570483338965,0.0,False,False,False
2002-03-08,0.5874730021598218,,73.06,,,19.27,,,,,-0.39057687237558747,-0.44886213836963296,0.0,False,False,False
2002-03-11,0.3435540668212722,,74.27,,,19.84,,,,,-0.390912601364397,-0.44839747715278666,0.0,False,False,False
2002-03-12,-0.23110502439441793,,72.99,,,19.59,,,,,-0.3982335223012877,-0.4363318294816315,0.0,False,False,False
2002-03-13,-0.9866163349347978,,71.65,,,19.46,,,,,-0.3784238395446319,-0.4233349256864499,0.0,False,False,False
2002-03-14,-0.09531236461310932,,72.38,,,19.2,,,,,-0.3849944827679581,-0.4197902774863085,0.0,False,False,False
2002-03-15,1.1448395490025964,,73.13,,,18.42,,,,,-0.3998100855283836,-0.4268595234751673,0.0,False,False,False
2002-03-18,-0.06002400960384291,,73.46,,,18.93,,,,,-0.4055342687712914,-0.4308482027239705,0.0,False,False,False
2002-03-19,0.411840411840414,,73.77,,,18.16,,,,,-0.42450504097243924,-0.4303867293160627,0.0,False,False,False
2002-03-20,-1.5807912501068055,,72.23,,,18.46,,,,,-0.39931909966781987,-0.4093258535375115,0.0,False,False,False
2002-03-21,0.15627713144643618,,72.58,,,18.15,,,,,-0.4337830849513422,-0.4337830849513422,0.0,False,False,False
2002-03-22,-0.42475728155338954,,72.17,,,17.77,,,,,-0.4261546833548737,-0.42651520304741164,0.0,False,False,False
2002-03-25,-1.4625228519195566,,70.16,,,18.48,,,,,-0.38327262538526186,-0.4094424208461753,0.0,False,False,False
2002-03-26,0.5830903790087438,,70.9,,,18.13,,,,,-0.39304643812302453,-0.4143447605154388,0.0,False,False,False
2002-03-27,0.5357927097057402,,72.32,,,17.7,,,,,-0.4010831807644917,-0.41310537343979503,0.0,False,False,False
2002-03-28,0.24462694391054196,,73.59,,-2.140724946695083,17.4,,,,,-0.42695879020656524,-0.42695879020656524,0.0,False,False,False
2002-04-01,-0.07843820812272195,-8.188699631766227,72.95,-7.040000000000006,-2.2174840085287806,18.73,,,,,-0.41114763412060706,-0.4369234098963829,0.0,False,False,False
2002-04-02,-0.8460532054077707,-15.375061500246002,72.49,-2.719999999999999,-3.044776119402992,19.16,,,,,-0.3976503286278459,-0.40973192192341235,0.0,False,False,False
2002-04-03,-1.00281491907106,-16.765072864366605,71.2,0.5799999999999983,-4.017057569296368,20.2,,,,,-0.4023784078438686,-0.4028733117679546,0.0,False,False,False
2002-04-04,0.07997156566552643,-15.32642757132553,71.38,-0.47999999999998977,-3.9402985074626917,19.78,,,,,-0.4163081526446524,-0.4163081526446524,0.0,False,False,False
2002-04-05,-0.31963064902778004,-17.392504410229325,71.22,0.3299999999999983,-4.247334754797438,19.13,,,,,-0.4155383810796677,-0.4155383810796677,0.0,False,False,False
2002-04-08,0.23158457290459733,-15.770123839009287,71.23,-0.5,-4.025586353944566,19.61,,,,,-0.41744917298414885,-0.42235240064323454,0.0,False,False,False
2002-04-09,-0.6664889362836601,-18.79421493589589,71.16,-0.1599999999999966,-4.665245202558643,19.47,,,,,-0.39983052359289983,-0.40189694645140184,0.0,False,False,False
2002-04-10,1.1361603149042887,-16.57599882509164,72.81,-2.9000000000000057,-3.5820895522388096,18.19,,,,,-0.37682371322315866,-0.40978075097741495,0.0,False,False,False
2002-04-11,-2.3706324635117126,-17.40347682945078,71.06,-3.1299999999999955,-5.8678038379530895,20.3,,,,,-0.32766391122183225,-0.3925640735288567,0.0,False,False,False
2002-04-12,0.6614116154752159,-16.162261389429823,72.61,-3.8799999999999955,-5.245202558635398,19.42,,,,,-0.3336908680696823,-0.4047860339534711,0.0,False,False,False
2002-04-15,-0.7650765076507637,-13.078423071495472,72.66,-7.099999999999994,-5.970149253731338,19.82,,,,,-0.29862961131732946,-0.4062091816779697,0.0,False,False,False
2002-04-16,2.3492063492063675,-11.757326876029751,75.19,-7.929999999999993,-3.761194029850734,18.11,,,,,-0.3563118400486588,-0.4309194938929084,0.0,False,False,False
2002-04-17,-0.20382842963490022,-9.333944788208392,75.32,-10.47999999999999,-3.9573560767590665,18.43,,,,,-0.32674127846919954,-0.4267761859643374,0.0,False,False,False
2002-04-18,-0.14208329633246253,-7.050300310298441,75.43,-12.440000000000005,-4.093816631130065,19.29,,,,,-0.3150440575972492,-0.4235690235690236,0.0,False,False,False
2002-04-19,0.062249888839494005,-10.598950432801235,75.89,-10.959999999999994,-4.0341151385927425,18.3,,,,,-0.2928931921069162,-0.4190366856556993,0.0,False,False,False
2002-04-22,-1.5463917525773252,-13.756045823669606,74.16,-8.450000000000003,-5.518123667377406,19.77,,,,,-0.2859323025862516,-0.4038953053347458,0.0,False,False,False
2002-04-23,-0.6138292110489219,-15.109801958594849,73.83,-8.319999999999993,-6.09808102345416,20.28,,,,,-0.25210725652210064,-0.3917191433388014,0.0,False,False,False
2002-04-24,-0.7175295186194419,-16.77721968738417,72.98,-7.469999999999999,-6.771855010660987,20.77,,,,,-0.259083788930524,-0.38214878063763125,0.0,False,False,False
2002-04-25,-0.14637270149115977,-14.2832695990996,72.63,-10.569999999999993,-6.908315565031986,20.95,,,,,-0.2355565452423367,-0.38214878063763125,0.0,False,False,False
2002-04-26,-1.3925790196976706,-18.717428879618435,71.05,-7.369999999999997,-8.204690831556505,22.14,,,,,-0.21698950347352686,-0.35674599685024266,0.0,False,False,False
2002-04-29,-1.0034377032425823,-19.573337117864497,70.52,-5.280000000000001,-9.125799573560766,24.05,,,,,-0.22934028474032475,-0.3546099859635051,0.0,False,False,False
2002-04-30,1.069920225246368,-16.430324248274065,72.3,-7.810000000000002,-8.15351812366737,21.91,,,,,-0.2278496871745479,-0.36993273665499926,0.0,False,False,False
2002-05-01,0.8914476738787203,-14.314784642738832,73.2,-12.200000000000003,-7.334754797441367,20.06,,,,,-0.21925471229180316,-0.36514048113110786,0.0,False,False,False
2002-05-02,-0.1748734468476898,-16.234636260476055,73.15,-13.110000000000007,-7.496801705756939,20.07,,,,,-0.1683654732856198,-0.3433493557048075,0.0,False,False,False
2002-05-03,-1.0326387608334708,-17.650557415142888,72.95,-14.730000000000004,-8.45202558635394,20.19,,,,,-0.12072324772830345,-0.32425214572450745,0.0,False,False,False
2002-05-06,-1.928451648965912,-17.873056738290906,71.12,-14.160000000000004,-10.217484008528777,22.56,,,,,-0.09539598332701782,-0.3070377897964105,0.0,False,False,False
2002-05-07,-0.30398024128431844,-20.171192078062493,70.53,-10.64,-10.490405117270784,21.94,,,,,-0.08056070735389265,-0.3058960534828553,0.0,False,False,False
2002-05-08,3.7446403049070875,-13.212284453588152,73.48,-11.550000000000004,-7.138592750533057,20.39,,,,,-0.2001076098907526,-0.37255635873082715,0.0,False,False,False
2002-05-09,-1.4511388684790516,-15.31650236216171,71.34,-9.430000000000007,-8.4861407249467,21.56,,,,,-0.18701074644673943,-0.3513112599866174,0.0,False,False,False
2002-05-10,-1.6775396085740968,-20.041701698335302,69.46,-6.499999999999993,-10.021321961620465,22.41,,,,,-0.1819512441326402,-0.3231380070324198,0.0,False,False,False
2002-05-13,1.8578199052132538,-15.811244244631151,70.71,-8.519999999999996,-8.349680170575702,20.72,,,,,-0.19298613012871102,-0.35190167050598453,0.0,False,False,False
