"Date","Price","Open","High","Low","Vol.","Change %"
"05/22/2026","56.37","55.97","56.77","55.57","","+2.18%"
"05/21/2026","55.17","50.29","55.66","50.29","","+2.79%"
"05/20/2026","53.67","51.09","54.47","50.89","","+5.88%"
"05/19/2026","50.69","49.5","52.48","49.5","","-3.41%"
"05/18/2026","52.48","50.49","52.48","50.49","","3.12%"
"05/15/2026","50.89","53.08","53.08","49.5","","-5.53%"
"05/14/2026","53.87","53.08","53.87","52.88","","2.26%"
"05/13/2026","52.68","52.68","53.87","51.68","","-2.21%"
"05/12/2026","53.87","52.58","54.18","51.79","","-0.20%"
"05/11/2026","53.98","53.98","54.58","52.78","","1.89%"
"05/08/2026","52.98","54.47","55.06","52.88","","-4.13%"
"05/07/2026","55.26","56.26","56.85","54.27","","-1.07%"
"05/06/2026","55.86","56.06","56.66","55.46","","2.55%"
"05/05/2026","54.47","53.87","55.46","53.87","","1.87%"
"05/04/2026","53.47","57.25","57.25","52.88","","-5.95%"
"05/01/2026","56.85","57.65","58.05","56.06","","-0.70%"
"04/30/2026","57.25","56.85","57.45","56.46","","6.67%"
"04/29/2026","53.67","55.46","55.46","53.28","","-2.88%"
"04/28/2026","55.26","55.46","55.46","53.87","","0.36%"
"04/27/2026","55.06","55.86","55.86","55.06","","0.71%"
"04/24/2026","54.67","54.47","55.46","54.47","","-1.78%"
"04/23/2026","55.66","56.85","57.05","54.87","","-1.76%"
"04/22/2026","56.66","58.64","58.64","55.66","","0.71%"
"04/21/2026","56.26","58.05","58.44","56.26","","-4.71%"
"04/20/2026","59.04","58.64","59.24","58.25","","-1.65%"
"04/17/2026","60.03","57.25","60.43","57.25","","12.67%"
"04/16/2026","53.28","56.06","56.06","52.88","","-2.90%"
"04/15/2026","54.87","55.66","56.06","54.67","","-3.16%"
"04/14/2026","56.66","56.26","56.66","55.86","","2.33%"
"04/13/2026","55.37","53.38","55.57","51.99","","4.12%"
"04/10/2026","53.18","54.38","54.38","52.39","","-3.96%"
"04/09/2026","55.37","53.98","55.57","53.58","","0.71%"
"04/08/2026","54.98","54.47","55.06","53.67","","14.28%"
"04/07/2026","48.11","47.51","48.31","46.52","","-0.41%"
"04/06/2026","48.31","47.11","48.5","47.11","","0.00%"
"04/02/2026","48.31","45.52","48.31","45.52","","1.26%"
"04/01/2026","47.71","42.54","47.71","42.54","","0.85%"
"03/31/2026","47.31","42.54","47.31","42.54","","11.21%"
"03/30/2026","42.54","43.14","44.73","42.14","","-0.93%"
"03/27/2026","42.94","44.73","44.93","42.34","","-8.07%"
"03/26/2026","46.71","48.7","48.7","46.52","","-2.91%"
"03/25/2026","48.11","49.1","49.1","47.31","","0.84%"
"03/24/2026","47.71","48.7","48.7","47.71","","1.27%"
"03/23/2026","47.11","47.31","48.7","46.91","","7.24%"
"03/20/2026","43.93","46.52","46.52","42.34","","-6.35%"
"03/19/2026","46.91","45.32","47.51","44.53","","-0.42%"
"03/18/2026","47.11","49.7","49.9","47.11","","-5.95%"
"03/17/2026","50.09","51.68","51.68","49.9","","1.60%"
"03/16/2026","49.3","51.29","51.29","48.9","","2.90%"
"03/13/2026","47.91","50.09","50.09","47.51","","-2.02%"
"03/12/2026","48.9","50.29","50.69","48.9","","-5.38%"
"03/11/2026","51.68","52.08","52.48","51.49","","-3.35%"
"03/10/2026","53.47","54.27","55.26","53.47","","-3.24%"
"03/09/2026","55.26","50.49","56.26","50.49","","0.00%"
"03/06/2026","55.26","54.07","55.86","53.28","","-5.13%"
"03/05/2026","58.25","59.44","59.44","55.86","","-4.24%"
"03/04/2026","60.83","60.43","61.23","60.23","","-0.33%"
"03/03/2026","61.03","58.05","62.62","58.05","","-5.54%"
"03/02/2026","64.61","62.62","65.6","62.62","","-1.51%"
"02/27/2026","65.6","63.41","65.6","63.02","","0.31%"
"02/26/2026","65.4","64.01","65.4","62.62","","3.78%"
"02/25/2026","63.02","61.63","63.22","61.43","","-0.93%"
"02/24/2026","63.61","63.22","64.61","62.82","","0.32%"
"02/23/2026","63.41","65.2","65.2","62.82","","-3.34%"
