Date,spx_daily_change_pct,ndx_return_60_pct,breadth,breadth_fall_60_points,spx_drawdown_252_pct,vix,vix_slope_20,breadth_slope_20,spx_drawdown_252_slope_20,trajectory_buy_probability,nearest_label,nearest_distance,effective_neighbors,static_buy_probability,future_ndx_return_126,future_ndx_min_return_126,successful_buy_outcome,raw_ma200_recross,trajectory_filter_pass_0.50,filtered_ma200_recross_0.50,trajectory_filter_pass_0.60,filtered_ma200_recross_0.60,trajectory_filter_pass_0.70,filtered_ma200_recross_0.70
2002-01-02,,,65.91,,,22.71,,,,,,,,,-0.34122169163991334,-0.4015983705810394,0.0,False,False,False,False,False,False,False
2002-01-03,0.9179873560231977,,69.77,,,21.34,,,,,,,,,-0.3913995655982624,-0.4218016872067488,0.0,False,False,False,False,False,False,False
2002-01-04,0.6178666437827163,,71.78,,,20.45,,,,,,,,,-0.408828498594055,-0.4246909010584885,0.0,False,False,False,False,False,False,False
2002-01-07,-0.6481876332622538,,70.9,,,21.94,,,,,,,,,-0.41869768400380647,-0.41869768400380647,0.0,False,False,False,False,False,False,False
2002-01-08,-0.3605459696111257,,71.55,,,21.83,,,,,,,,,-0.4011508598447119,-0.4245400760839564,0.0,False,False,False,False,False,False,False
2002-01-09,-0.48246747652279653,,70.73,,,22.13,,,,,,,,,-0.39482149767801855,-0.42007909249226005,0.0,False,False,False,False,False,False,False
2002-01-10,0.12120162756472652,,71.0,,,22.36,,,,,,,,,-0.38369510104546445,-0.421101238621822,0.0,False,False,False,False,False,False,False
2002-01-11,-0.9424989191526234,,69.91,,,22.6,,,,,,,,,-0.3811537355354706,-0.4131271532337517,0.0,False,False,False,False,False,False,False
2002-01-14,-0.6284916201117152,,67.93,,,23.58,,,,,,,,,-0.35854491943931754,-0.40199905222726595,0.0,False,False,False,False,False,False,False
2002-01-15,0.6851721714687287,,68.73,,,22.7,,,,,,,,,-0.3831722957468713,-0.4052255559827841,0.0,False,False,False,False,False,False,False
2002-01-16,-1.6227534461699666,,65.56,,,23.45,,,,,,,,,-0.3807168789849773,-0.3848221272883553,0.0,False,False,False,False,False,False,False
2002-01-17,1.002128414331338,,67.26,,,22.25,,,,,,,,,-0.4139123271256677,-0.4139123271256677,0.0,False,False,False,False,False,False,False
2002-01-18,-0.992185442093263,,64.84,,,22.52,,,,,,,,,-0.42074123832530264,-0.42074123832530264,0.0,False,False,False,False,False,False,False
2002-01-22,-0.7360766229159266,,62.99,,,23.61,,,,,,,,,-0.36636524657406544,-0.40282864334323265,0.0,False,False,False,False,False,False,False
2002-01-23,0.7951398195300774,,64.93,,,21.88,,,,,,,,,-0.42264121713647596,-0.42264121713647596,0.0,False,False,False,False,False,False,False
2002-01-24,0.3545470661230343,,65.71,,,21.15,,,,,,,,,-0.41799722706740017,-0.42851392536083266,0.0,False,False,False,False,False,False,False
2002-01-25,0.09715597950892274,,65.51,,,21.01,,,,,,,,,-0.3774273869572472,-0.42599437834507714,0.0,False,False,False,False,False,False,False
2002-01-28,-0.0176475778699392,,65.51,,,21.14,,,,,,,,,-0.37351584167273744,-0.4284153214984088,0.0,False,False,False,False,False,False,False
2002-01-29,-2.8682375783249503,,62.06,,,24.35,,,,,,,,,-0.36675376646284874,-0.41128655394154,0.0,False,False,False,False,False,False,False
2002-01-30,1.1811739051426517,,63.68,,,23.22,0.04097744360902256,-0.4064661654135334,,,,,,,-0.4063511248001871,-0.41878825685211896,0.0,False,False,False,False,False,False,False
2002-01-31,1.4906609195402432,,65.24,,,21.09,0.02983458646616559,-0.45823308270676677,,,,,,,-0.4242502435216783,-0.4242502435216783,0.0,False,False,False,False,False,False,False
2002-02-01,-0.7078393204742572,,64.49,,,21.12,-7.518796992470091e-05,-0.45875939849624087,,,,,,,-0.439138827994634,-0.439138827994634,0.0,False,False,False,False,False,False,False
2002-02-04,-2.477276777757975,,61.0,,,24.87,0.009864661654135427,-0.4694661654135346,,,,,,,-0.390259402232333,-0.42056693956746016,0.0,False,False,False,False,False,False,False
2002-02-05,-0.4020467836257424,,60.04,,,25.45,0.04496992481203016,-0.4915714285714284,,,,,,,-0.3717238833517903,-0.4141066130730213,0.0,False,False,False,False,False,False,False
2002-02-06,-0.596330275229362,,58.22,,,26.09,0.08220300751879703,-0.5130827067669171,,,,,,,-0.34490580652300207,-0.40725884533458734,0.0,False,False,False,False,False,False,False
2002-02-07,-0.3045685279187804,,56.96,,,25.11,0.10376691729323287,-0.5454962406015035,,,,,,,-0.3370418570438374,-0.39380136647192787,0.0,False,False,False,False,False,False,False
2002-02-08,1.481207183854849,,59.89,,,23.26,0.09805263157894743,-0.5110827067669176,,,,,,,-0.37499053141161165,-0.4097936192043631,0.0,False,False,False,False,False,False,False
2002-02-11,1.432220397737649,,61.93,,,21.78,0.07363157894736842,-0.4480300751879709,,,,,,,-0.34433285509325684,-0.41996697436452723,0.0,False,False,False,False,False,False,False
2002-02-12,-0.39571903948197873,,61.91,,,21.62,0.0636315789473685,-0.4045263157894746,,,,,,,-0.3302793631721237,-0.41486659930637093,0.0,False,False,False,False,False,False,False
2002-02-13,0.9932279909706576,,62.96,,,20.85,0.03168421052631565,-0.32433834586466176,,,,,,,-0.3300420380023542,-0.4235211030771817,0.0,False,False,False,False,False,False,False
2002-02-14,-0.17881090746535433,,62.19,,,21.77,0.02750375939849614,-0.2965263157894742,,,,,,,-0.3043038970373836,-0.4188145465888209,0.0,False,False,False,False,False,False,False
2002-02-15,-1.1016569637259277,,62.25,,,22.37,0.015473684210526518,-0.23594736842105268,,,,,,,-0.2983782278833438,-0.4034384353031252,0.0,False,False,False,False,False,False,False
2002-02-19,-1.8927730483608074,,58.64,,,24.43,0.03695488721804539,-0.2576165413533835,,,,,,,-0.2535915863530531,-0.38218227165584207,0.0,False,False,False,False,False,False,False
2002-02-20,1.3569648296870795,,60.57,,,22.66,0.04748872180451147,-0.2716015037593991,,,,,,,-0.25508783889338615,-0.39139079431355006,0.0,False,False,False,False,False,False,False
2002-02-21,-1.5482695810564717,,58.55,,,23.8,0.04842105263157902,-0.28017293233082674,,,,,,,-0.25051733728907843,-0.3643018727980716,0.0,False,False,False,False,False,False,False
2002-02-22,0.814061054579085,,60.47,,,22.86,0.02151127819548869,-0.23940601503759354,,,,,,,-0.250243334119868,-0.3680096743747051,0.0,False,False,False,False,False,False,False
2002-02-25,1.7984951367223445,,62.1,,,21.84,-0.024751879699248133,-0.17063157894736863,,,,,,,-0.30789991406188966,-0.3912740857534499,0.0,False,False,False,False,False,False,False
2002-02-26,0.0,,62.64,,,21.68,-0.07249624060150368,-0.0890150375939847,,,,,,,-0.3256945881714828,-0.388319928061148,0.0,False,False,False,False,False,False,False
2002-02-27,0.04506940688659977,,63.36,,,21.49,-0.0730827067669172,-0.0472706766917289,,,,,,,-0.30231124136730314,-0.3782427021066682,0.0,False,False,False,False,False,False,False
2002-02-28,-0.2883142625461743,,63.12,,,21.59,-0.08578195488721768,0.014669172932330906,,,,,,,-0.3066758876414414,-0.36943246862170953,0.0,False,False,False,False,False,False,False
2002-03-01,2.268003975783861,,66.32,,,19.96,-0.1529473684210529,0.14779699248120304,,,,,,,-0.3732522415198446,-0.40290230665802806,0.0,False,False,False,False,False,False,False
2002-03-04,1.9438063262060545,,69.43,,,20.5,-0.21022556390977432,0.3118872180451124,,,,,,,-0.38383622131531414,-0.42658727503846927,0.0,False,False,False,False,False,False,False
2002-03-05,-0.6673600277344427,,69.52,,,20.3,-0.2102180451127819,0.4147293233082713,,,,,,,-0.4109743487107642,-0.42821308249107704,0.0,False,False,False,False,False,False,False
2002-03-06,1.4571154349533266,,72.53,,,19.94,-0.1993233082706768,0.5326015037593979,,,,,,,-0.39325635711701046,-0.4361130300338827,0.0,False,False,False,False,False,False,False
2002-03-07,-0.4557963536291676,,72.22,,,20.04,-0.168609022556391,0.5985263157894735,,,,,,,-0.3813221308592324,-0.43119570483338965,0.0,False,False,False,False,False,False,False
2002-03-08,0.5874730021598218,,73.06,,,19.27,-0.15527067669172945,0.6355037593984968,,,,,,,-0.39057687237558747,-0.44886213836963296,0.0,False,False,False,False,False,False,False
2002-03-11,0.3435540668212722,,74.27,,,19.84,-0.154218045112782,0.7118195488721796,,,,,,,-0.390912601364397,-0.44839747715278666,0.0,False,False,False,False,False,False,False
2002-03-12,-0.23110502439441793,,72.99,,,19.59,-0.17496240601503762,0.7804360902255645,,,,,,,-0.3982335223012877,-0.4363318294816315,0.0,False,False,False,False,False,False,False
2002-03-13,-0.9866163349347978,,71.65,,,19.46,-0.19679699248120294,0.8129624060150376,,,,,,,-0.3784238395446319,-0.4233349256864499,0.0,False,False,False,False,False,False,False
2002-03-14,-0.09531236461310932,,72.38,,,19.2,-0.23125563909774413,0.8578496240601508,,,,,,,-0.3849944827679581,-0.4197902774863085,0.0,False,False,False,False,False,False,False
2002-03-15,1.1448395490025964,,73.13,,,18.42,-0.25984962406015044,0.8871278195488712,,,,,,,-0.3998100855283836,-0.4268595234751673,0.0,False,False,False,False,False,False,False
2002-03-18,-0.06002400960384291,,73.46,,,18.93,-0.26664661654135363,0.9056165413533828,,,,,,,-0.4055342687712914,-0.4308482027239705,0.0,False,False,False,False,False,False,False
2002-03-19,0.411840411840414,,73.77,,,18.16,-0.24674436090225582,0.8546766917293228,,,,,,,-0.42450504097243924,-0.4303867293160627,0.0,False,False,False,False,False,False,False
2002-03-20,-1.5807912501068055,,72.23,,,18.46,-0.24107518796992486,0.7894586466165409,,,,,,,-0.39931909966781987,-0.4093258535375115,0.0,False,False,False,False,False,False,False
2002-03-21,0.15627713144643618,,72.58,,,18.15,-0.2155187969924811,0.6798120300751873,,,,,,,-0.4337830849513422,-0.4337830849513422,0.0,False,False,False,False,False,False,False
2002-03-22,-0.42475728155338954,,72.17,,,17.77,-0.20173684210526308,0.5735263157894731,,,,,,,-0.4261546833548737,-0.42651520304741164,0.0,False,False,False,False,False,False,False
2002-03-25,-1.4625228519195566,,70.16,,,18.48,-0.18626315789473682,0.44666917293233077,,,,,,,-0.38327262538526186,-0.4094424208461753,0.0,False,False,False,False,False,False,False
2002-03-26,0.5830903790087438,,70.9,,,18.13,-0.17326315789473676,0.3267894736842108,,,,,,,-0.39304643812302453,-0.4143447605154388,0.0,False,False,False,False,False,False,False
2002-03-27,0.5357927097057402,,72.32,,,17.7,-0.16406766917293247,0.22614285714285765,,,,,,,-0.4010831807644917,-0.41310537343979503,0.0,False,False,False,False,False,False,False
2002-03-28,0.24462694391054196,,73.59,,-2.140724946695083,17.4,-0.15187969924812048,0.12637593984962417,,,,,,,-0.42695879020656524,-0.42695879020656524,0.0,False,False,False,False,False,False,False
2002-04-01,-0.07843820812272195,-8.188699631766227,72.95,-7.040000000000006,-2.2174840085287806,18.73,-0.1401278195488721,0.05224812030075257,,,,,,,-0.41114763412060706,-0.4369234098963829,0.0,False,False,False,False,False,False,False
2002-04-02,-0.8460532054077707,-15.375061500246002,72.49,-2.719999999999999,-3.044776119402992,19.16,-0.11185714285714275,0.01068421052631633,,,,,,,-0.3976503286278459,-0.40973192192341235,0.0,False,False,False,False,False,False,False
2002-04-03,-1.00281491907106,-16.765072864366605,71.2,0.5799999999999983,-4.017057569296368,20.2,-0.06987218045112782,-0.05248872180451141,,,,,,,-0.4023784078438686,-0.4028733117679546,0.0,False,False,False,False,False,False,False
2002-04-04,0.07997156566552643,-15.32642757132553,71.38,-0.47999999999998977,-3.9402985074626917,19.78,-0.039421052631578996,-0.06809022556390991,,,,,,,-0.4163081526446524,-0.4163081526446524,0.0,False,False,False,False,False,False,False
2002-04-05,-0.31963064902778004,-17.392504410229325,71.22,0.3299999999999983,-4.247334754797438,19.13,-0.016436090225564047,-0.08914285714285676,,,,,,,-0.4155383810796677,-0.4155383810796677,0.0,False,False,False,False,False,False,False
2002-04-08,0.23158457290459733,-15.770123839009287,71.23,-0.5,-4.025586353944566,19.61,0.002616541353383387,-0.09528571428571429,,,,,,,-0.41744917298414885,-0.42235240064323454,0.0,False,False,False,False,False,False,False
2002-04-09,-0.6664889362836601,-18.79421493589589,71.16,-0.1599999999999966,-4.665245202558643,19.47,0.02815789473684214,-0.08057142857142795,,,,,,,-0.39983052359289983,-0.40189694645140184,0.0,False,False,False,False,False,False,False
2002-04-10,1.1361603149042887,-16.57599882509164,72.81,-2.9000000000000057,-3.5820895522388096,18.19,0.03202255639097751,-0.05781954887218035,,,,,,,-0.37682371322315866,-0.40978075097741495,0.0,False,False,False,False,False,False,False
2002-04-11,-2.3706324635117126,-17.40347682945078,71.06,-3.1299999999999955,-5.8678038379530895,20.3,0.0660827067669172,-0.08095488721804568,,,,,,,-0.32766391122183225,-0.3925640735288567,0.0,False,False,False,False,False,False,False
