Date,spx_daily_change_pct,ndx_return_60_pct,breadth,breadth_fall_60_points,spx_drawdown_252_pct,vix,vix_slope_20,breadth_slope_20,spx_drawdown_252_slope_20,trajectory_buy_probability,nearest_label,nearest_distance,effective_neighbors,static_buy_probability,future_ndx_return_126,future_ndx_min_return_126,successful_buy_outcome,raw_ma200_recross,trajectory_filter_pass_0.50,filtered_ma200_recross_0.50,trajectory_filter_pass_0.60,filtered_ma200_recross_0.60,trajectory_filter_pass_0.70,filtered_ma200_recross_0.70
2002-04-12,0.6614116154752159,-16.162261389429823,72.61,-3.8799999999999955,-5.245202558635398,19.42,0.08220300751879707,-0.06953383458646635,,,,,,,-0.3336908680696823,-0.4047860339534711,0.0,False,False,False,False,False,False,False
2002-04-15,-0.7650765076507637,-13.078423071495472,72.66,-7.099999999999994,-5.970149253731338,19.82,0.0913909774436089,-0.04590225563909754,,,,,,,-0.29862961131732946,-0.4062091816779697,0.0,False,False,False,False,False,False,False
2002-04-16,2.3492063492063675,-11.757326876029751,75.19,-7.929999999999993,-3.761194029850734,18.11,0.08209774436090256,0.01978947368421065,,,,,,,-0.3563118400486588,-0.4309194938929084,0.0,False,False,False,False,False,False,False
2002-04-17,-0.20382842963490022,-9.333944788208392,75.32,-10.47999999999999,-3.9573560767590665,18.43,0.066451127819549,0.08963157894736845,,,,,,,-0.32674127846919954,-0.4267761859643374,0.0,False,False,False,False,False,False,False
2002-04-18,-0.14208329633246253,-7.050300310298441,75.43,-12.440000000000005,-4.093816631130065,19.29,0.06742105263157909,0.13439849624060132,,,,,,,-0.3150440575972492,-0.4235690235690236,0.0,False,False,False,False,False,False,False
2002-04-19,0.062249888839494005,-10.598950432801235,75.89,-10.959999999999994,-4.0341151385927425,18.3,0.04810526315789484,0.1864511278195494,,,,,,,-0.2928931921069162,-0.4190366856556993,0.0,False,False,False,False,False,False,False
2002-04-22,-1.5463917525773252,-13.756045823669606,74.16,-8.450000000000003,-5.518123667377406,19.77,0.043563909774436214,0.2023383458646614,,,,,,,-0.2859323025862516,-0.4038953053347458,0.0,False,False,False,False,False,False,False
2002-04-23,-0.6138292110489219,-15.109801958594849,73.83,-8.319999999999993,-6.09808102345416,20.28,0.05451127819548877,0.17878195488721801,,,,,,,-0.25210725652210064,-0.3917191433388014,0.0,False,False,False,False,False,False,False
2002-04-24,-0.7175295186194419,-16.77721968738417,72.98,-7.469999999999999,-6.771855010660987,20.77,0.06422556390977441,0.14924812030075238,,,,,,,-0.259083788930524,-0.38214878063763125,0.0,False,False,False,False,False,False,False
2002-04-25,-0.14637270149115977,-14.2832695990996,72.63,-10.569999999999993,-6.908315565031986,20.95,0.06575187969924812,0.13400751879699282,-0.17632781313625243,,,,,,-0.2355565452423367,-0.38214878063763125,0.0,False,False,False,False,False,False,False
2002-04-26,-1.3925790196976706,-18.717428879618435,71.05,-7.369999999999997,-8.204690831556505,22.14,0.07465413533834583,0.11578195488721806,-0.19183994100389576,,,,,,-0.21698950347352686,-0.35674599685024266,0.0,False,False,False,False,False,False,False
2002-04-29,-1.0034377032425823,-19.573337117864497,70.52,-5.280000000000001,-9.125799573560766,24.05,0.12471428571428558,0.08369924812030054,-0.21260400468121257,,,,,,-0.22934028474032475,-0.3546099859635051,0.0,False,False,False,False,False,False,False
2002-04-30,1.069920225246368,-16.430324248274065,72.3,-7.810000000000002,-8.15351812366737,21.91,0.14299248120300745,0.07343609022556431,-0.22215239591516098,,,,,,-0.2278496871745479,-0.36993273665499926,0.0,False,False,False,False,False,False,False
2002-05-01,0.8914476738787203,-14.314784642738832,73.2,-12.200000000000003,-7.334754797441367,20.06,0.14712781954887222,0.055947368421052183,-0.22767366176635603,,,,,,-0.21925471229180316,-0.36514048113110786,0.0,False,False,False,False,False,False,False
2002-05-02,-0.1748734468476898,-16.234636260476055,73.15,-13.110000000000007,-7.496801705756939,20.07,0.14498496240601494,0.03757894736842158,-0.2293088798755953,,,,,,-0.1683654732856198,-0.3433493557048075,0.0,False,False,False,False,False,False,False
2002-05-03,-1.0326387608334708,-17.650557415142888,72.95,-14.730000000000004,-8.45202558635394,20.19,0.13385714285714279,0.011165413533834347,-0.24408996905910826,,,,,,-0.12072324772830345,-0.32425214572450745,0.0,False,False,False,False,False,False,False
2002-05-06,-1.928451648965912,-17.873056738290906,71.12,-14.160000000000004,-10.217484008528777,22.56,0.16257142857142856,-0.04383458646616504,-0.2742677589496127,,,,,,-0.09539598332701782,-0.3070377897964105,0.0,False,False,False,False,False,False,False
2002-05-07,-0.30398024128431844,-20.171192078062493,70.53,-10.64,-10.490405117270784,21.94,0.17578195488721815,-0.10820300751879705,-0.30913317408660235,,,,,,-0.08056070735389265,-0.3058960534828553,0.0,False,False,False,False,False,False,False
2002-05-08,3.7446403049070875,-13.212284453588152,73.48,-11.550000000000004,-7.138592750533057,20.39,0.1429248120300751,-0.10342857142857105,-0.2702534588069322,,,,,,-0.2001076098907526,-0.37255635873082715,0.0,False,False,False,False,False,False,False
2002-05-09,-1.4511388684790516,-15.31650236216171,71.34,-9.430000000000007,-8.4861407249467,21.56,0.1567894736842105,-0.1578646616541352,-0.281366529329721,,,,,,-0.18701074644673943,-0.3513112599866174,0.0,False,False,False,False,False,False,False
2002-05-10,-1.6775396085740968,-20.041701698335302,69.46,-6.499999999999993,-10.021321961620465,22.41,0.1670075187969926,-0.21510526315789485,-0.30064286515863226,,,,,,-0.1819512441326402,-0.3231380070324198,0.0,False,False,False,False,False,False,False
2002-05-13,1.8578199052132538,-15.811244244631151,70.71,-8.519999999999996,-8.349680170575702,20.72,0.15490225563909776,-0.24896240601503752,-0.30030299629671214,,,,,,-0.19298613012871102,-0.35190167050598453,0.0,False,False,False,False,False,False,False
2002-05-14,2.1124139214591553,-9.12855850212293,73.6,-11.349999999999994,-6.4136460554371055,19.35,0.09487218045112761,-0.19865413533834642,-0.23384901486124696,,,,,,-0.2248937229520125,-0.38367737735054186,0.0,False,False,False,False,False,False,False
2002-05-15,-0.5650232388590193,-5.49424409091237,73.75,-15.11,-6.942430703624735,19.19,0.035744360902255655,-0.14175939849624059,-0.17405774564342644,,,,,,-0.19314290072842377,-0.3862629190343617,0.0,False,False,False,False,False,False,False
2002-05-16,0.6507194574282948,-6.561998494596177,73.59,-13.020000000000003,-6.336886993603407,18.5,-0.020804511278195457,-0.08305263157894706,-0.10328165830354145,,,,,,-0.19346430064217046,-0.38850172892046964,0.0,False,False,False,False,False,False,False
2002-05-17,0.7648879985430623,-1.665121453736329,74.23,-15.680000000000007,-5.620469083155655,17.7,-0.10322556390977454,-0.005172932330826295,-0.01795533610144757,,,,,,-0.2116533413787901,-0.3930909639462966,0.0,False,False,False,False,False,False,False
2002-05-20,-1.328393276703399,-4.715520292590847,72.49,-12.019999999999996,-6.874200426439225,19.24,-0.1395338345864662,0.02303007518797069,0.02841431938054095,,,,,,-0.2060423615356637,-0.3773148327284265,0.0,False,False,False,False,False,False,False
2002-05-21,-1.0990017400860919,-10.801213076797412,71.03,-8.93,-7.897654584221736,20.05,-0.15542105263157907,0.027676691729322585,0.0530451929397056,,,,,,-0.14760611827280623,-0.3593171485217891,0.0,False,False,False,False,False,False,False
2002-05-22,0.5648671173256625,-9.754565761959476,70.43,-7.790000000000006,-7.377398720682304,19.58,-0.16993984962406009,0.014541353383458928,0.07717588213604387,,,,,,-0.11575234675882351,-0.36367446678950743,0.0,False,False,False,False,False,False,False
2002-05-23,1.0220994475138134,-6.652980094016603,71.67,-8.310000000000002,-6.43070362473348,18.23,-0.1991127819548873,0.017428571428571304,0.1135867387017651,,,,,,-0.1327043683020276,-0.37468234416406976,0.0,False,False,False,False,False,False,False
2002-05-24,-1.212286938291851,-7.812568973381795,70.56,-7.440000000000005,-7.565031982942438,18.9,-0.19583458646616547,-0.01904511278195466,0.11260560783622152,,,,,,-0.10053230968133242,-0.3578445847266226,0.0,False,False,False,False,False,False,False
2002-05-28,-0.8580918988743247,-13.277739461199245,70.24,-3.9200000000000017,-8.358208955223878,20.31,-0.13738345864661677,-0.06772180451127849,0.08478766211905023,,,,,,-0.12638775083947873,-0.35360935717613784,0.0,False,False,False,False,False,False,False
2002-05-29,-0.6328524895300114,-18.466581922793868,69.44,-0.009999999999990905,-8.938166311300632,20.39,-0.10595488721804512,-0.09930075187969989,0.06288215207528436,,,,,,-0.07632028095972687,-0.3397446417435258,0.0,False,False,False,False,False,False,False
2002-05-30,-0.2809778027535792,-18.082657860502348,69.49,0.030000000000001137,-9.194029850746265,20.61,-0.0983082706766916,-0.11165413533834638,0.05142921269057527,,,,,,-0.09104975975242302,-0.34470233732388633,0.0,False,False,False,False,False,False,False
2002-05-31,0.22541561003097677,-20.50133228066714,70.3,2.230000000000004,-8.989339019189767,19.98,-0.10033082706766921,-0.10764661654135275,0.043137694983728006,,,,,,-0.07270304715560183,-0.33409470844298783,0.0,False,False,False,False,False,False,False
2002-06-03,-2.4739949395557903,-23.07258380286831,66.68,5.539999999999992,-11.240938166311299,23.37,-0.05189473684210525,-0.15422556390977488,-0.010157590137390336,,,,,,-0.06069102359487566,-0.30583617305784416,0.0,False,False,False,False,False,False,False
2002-06-05,0.8840203709042038,-23.117978792496995,66.83,6.230000000000004,-10.456289978678035,22.61,0.01832330827067678,-0.21812781954887192,-0.07592542122897832,,,,,,-0.10547842087654724,-0.3269989963198394,0.0,False,False,False,False,False,False,False
2002-06-06,-1.9716163444137624,-25.497490024456184,64.26,10.009999999999991,-12.221748400852873,24.16,0.10081954887218043,-0.3216090225563912,-0.17086426086538253,,,,,,-0.09032324942554548,-0.3049187125308823,0.0,False,False,False,False,False,False,False
2002-06-07,-0.16517683637777836,-25.010851408052403,64.81,8.179999999999993,-12.366737739872068,23.51,0.14621804511278186,-0.3612255639097742,-0.21234749987976304,,,,,,-0.06513541008910406,-0.2943240019644987,0.0,False,False,False,False,False,False,False
2002-06-10,0.3114355231143673,-23.59261776124123,64.95,6.700000000000003,-12.09381663113006,23.72,0.20839849624060147,-0.41959398496240613,-0.26334706702791066,,,,,,-0.10635599936598494,-0.29145312692626046,0.0,False,False,False,False,False,False,False
2002-06-11,-1.6590666537304788,-25.468626243069615,62.95,9.429999999999993,-13.552238805970152,24.45,0.29118045112781954,-0.5266090225563907,-0.35399586386007625,,,,,,-0.061672888452909747,-0.2691535645839578,0.0,False,False,False,False,False,False,False
2002-06-12,0.6610102604577728,-24.88080192054354,61.77,11.359999999999992,-12.980810234541584,24.15,0.3399248120300751,-0.6209548872180447,-0.4047774019269924,,,,,,-0.07744761158687485,-0.2837075150889312,0.0,False,False,False,False,False,False,False
2002-06-13,-1.048711163383309,-26.51920126968106,60.37,13.089999999999996,-13.893390191897648,25.02,0.37430827067669176,-0.6762255639097738,-0.43106273145550444,,,,,,-0.0601785746561353,-0.27283243262783086,0.0,False,False,False,False,False,False,False
2002-06-14,-0.22781299524564647,-26.256255524467164,60.47,13.299999999999997,-14.089552238805968,25.96,0.4110676691729325,-0.707804511278195,-0.45725187168347303,,,,,,-0.09350216294160052,-0.2748377793799567,0.0,False,False,False,False,False,False,False
2002-06-17,2.8690558919884923,-20.751609212829592,63.77,8.46,-11.624733475479744,24.64,0.4078947368421054,-0.6747969924812025,-0.4279205476377511,,,,,,-0.09345948813385396,-0.30025828108286745,0.0,False,False,False,False,False,False,False
2002-06-18,0.08685581933989273,-23.539762386078966,63.91,8.670000000000002,-11.547974413646067,24.24,0.37714285714285706,-0.6149172932330821,-0.378229154976995,,,,,,-0.08647570862649001,-0.29322687466512076,0.0,False,False,False,False,False,False,False
2002-06-19,-1.6488284639861073,-25.34249370791103,61.02,11.149999999999999,-13.006396588486135,26.06,0.38687218045112803,-0.608278195488721,-0.3602545810154385,,,,,,-0.07637079286404136,-0.26686954461796375,0.0,False,False,False,False,False,False,False
2002-06-20,-1.3431372549019605,-25.577892967217696,60.07,10.089999999999996,-14.174840085287855,27.48,0.4194210526315789,-0.6210150375939856,-0.36591051188739443,,,,,,-0.053084851051814264,-0.24265612499411737,0.0,False,False,False,False,False,False,False
2002-06-21,-1.7092318394116957,-28.058768365114084,59.37,11.530000000000008,-15.64179104477612,27.23,0.42980451127819574,-0.6367443609022556,-0.3748689420780096,,,,,,-0.021358979558336544,-0.22304297866998846,0.0,False,False,False,False,False,False,False
2002-06-24,0.36396724294813776,-26.371553278431747,58.03,14.289999999999992,-15.334754797441363,26.98,0.403796992481203,-0.635406015037594,-0.3520656652291713,,,,,,-0.02399591558883607,-0.23924060207246056,0.0,False,False,False,False,False,False,False
2002-06-25,-1.6722071119170012,-29.602632140472597,57.44,16.150000000000006,-16.750533049040506,27.84,0.3874962406015035,-0.6395112781954893,-0.3540086891001493,,,,,,0.0005377710855152262,-0.21325067954709898,0.0,False,False,False,False,False,False,False
2002-06-26,-0.2663661510091231,-30.52376701025349,55.8,17.150000000000006,-16.97228144989339,28.42,0.3883007518796993,-0.6523684210526316,-0.35783061064174326,,,,,,-0.010474873931582307,-0.21668191818695126,0.0,False,False,False,False,False,False,False
2002-06-27,1.7565485362095457,-25.508185563063222,58.24,14.249999999999993,-15.5138592750533,26.29,0.3477443609022556,-0.6212857142857148,-0.3370216586241725,,,,,,-0.05024556460823881,-0.23414299855326282,0.0,False,False,False,False,False,False,False
2002-06-28,-0.08075913587725081,-24.587400750245656,59.88,11.32,-15.58208955223881,25.4,0.289075187969925,-0.5491428571428577,-0.311339115379066,,,,,,-0.05851190306350529,-0.23470387384559788,0.0,False,False,False,False,False,False,False
2002-07-01,-2.1418468377449873,-28.547499230477392,58.01,13.369999999999997,-17.39019189765458,27.11,0.237684210526316,-0.47647368421052644,-0.2986485403273643,,,,,,-0.013835318633098503,-0.1938848092008375,0.0,False,False,False,False,False,False,False
2002-07-02,-2.1164567416890323,-30.003196002091936,53.9,17.32,-19.138592750533046,28.96,0.2555263157894737,-0.5011954887218044,-0.3338538243262741,,,,,,0.06662100740925214,-0.16501670713737204,0.0,False,False,False,False,False,False,False
2002-07-03,0.6222972260309989,-28.520560532965778,52.05,19.180000000000007,-18.635394456289976,29.42,0.25953383458646634,-0.5307593984962403,-0.33760520704746927,,,,,,0.036105977824200775,-0.19186887353366544,0.0,False,False,False,False,False,False,False
2002-07-05,3.6687631027253698,-21.14218178574613,54.2,16.959999999999994,-15.650319829424308,27.11,0.24477443609022562,-0.5479624060150382,-0.3142889205957323,,,,,,0.0005561368285118551,-0.24154247848504562,0.0,False,False,False,False,False,False,False
2002-07-08,-1.213346814964611,-25.596901613009702,55.1,17.71,-16.67377398720682,28.25,0.23160150375939834,-0.5284962406015035,-0.3027269666704072,,,,,,0.056707383198761674,-0.2067275935839421,0.0,False,False,False,False,False,False,False
2002-07-09,-2.476970317297855,-25.24591401502284,53.51,17.550000000000004,-18.73773987206824,30.22,0.24275939849624034,-0.5149323308270677,-0.3098642127707327,,,,,,0.05280591377760713,-0.18742110418791602,0.0,False,False,False,False,False,False,False
