variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until
0.60,2008-10-20,2008-11-05,1329.68,1359.82,2.1644951845718534,-12.025449732266416,7824.389627665283,VECTOR,climax-top,2008-11-20
0.60,2008-11-26,2009-01-14,1126.95,1183.79,4.938710821172224,-3.1758285638227037,8208.764217789254,VECTOR,climax-top,2009-01-29
0.60,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,8379.380053153056,VECTOR,climax-top,2009-03-05
0.60,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,18003.30669822703,VECTOR,bearish-divergence,2011-10-04
0.60,2011-11-04,2014-08-08,2353.51,3864.09,64.02003140328533,-8.609693606570614,29526.389099747706,VECTOR,bearish-divergence,2014-08-23
0.60,2015-02-06,2018-03-23,4259.98,6683.19,56.726326178175455,-7.32820341879538,46273.05762584605,VECTOR,bearish-divergence,2018-04-07
0.60,2018-04-12,2020-02-26,6627.32,8883.01,33.90226259310489,-10.984379809636465,61958.332109393195,VECTOR,bearish-divergence,2020-03-12
0.60,2020-03-17,2021-12-01,7198.53,16347.96,126.87437865640699,-2.83724593771228,140564.31225527232,VECTOR,bearish-divergence,2021-12-16
0.60,2022-01-27,2022-03-21,14346.46,14377.15,0.11375652936342787,-9.060214157360072,140722.2122008522,VECTOR,climax-top,2022-04-05
0.60,2022-04-18,2022-06-14,13859.47,11385.18,-17.934809125131554,-18.551575204535236,115482.13139405801,VECTOR,climax-top,2022-06-29
0.60,2022-09-14,2022-11-14,12092.03,11728.11,-3.1065275960741263,-11.589699992474383,111892.67817904298,VECTOR,climax-top,2022-11-29
0.60,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,122884.50106334135,VECTOR,bearish-divergence,2023-05-17
0.60,2023-10-24,2024-12-19,14678.41,21358.79,45.36616625409683,-3.8753516218718524,178630.03445459163,VECTOR,bearish-divergence,2025-01-03
0.70,2008-07-10,2008-10-06,1826.63,1431.01,-21.736766332129314,-19.477945725187922,7824.54073445039,VECTOR,trailing-stop,2008-10-21
0.70,2008-10-23,2008-11-05,1240.18,1359.82,9.537394537100665,-5.676595332935549,8568.702681065708,VECTOR,climax-top,2008-11-20
0.70,2008-12-05,2009-01-14,1113.45,1183.79,6.211037909129318,0.0,9098.845942528187,VECTOR,climax-top,2009-01-29
0.70,2016-03-03,2018-03-23,4330.4,6683.19,54.17767758001659,-2.986791058562702,14025.84758399773,VECTOR,bearish-divergence,2018-04-07
0.70,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,14297.128341368192,VECTOR,bearish-divergence,2020-03-19
0.70,2020-03-23,2021-12-01,6952.71,16347.96,134.8957487065483,0.0,33579.997703505855,VECTOR,bearish-divergence,2021-12-16
0.70,2022-04-18,2022-06-14,13859.47,11385.18,-17.934809125131554,-18.551575204535236,27555.66855924977,VECTOR,climax-top,2022-06-29
0.70,2022-09-14,2022-11-14,12092.03,11728.11,-3.1065275960741263,-11.589699992474383,26697.675176449917,VECTOR,climax-top,2022-11-29
0.70,2023-01-10,2023-05-02,11069.05,13225.48,19.362195756955522,0.0,31864.7376847127,VECTOR,bearish-divergence,2023-05-17
0.70,2024-09-30,2024-12-19,19959.26,21358.79,6.904974854067618,-0.9316978685582489,34062.92075940818,VECTOR,bearish-divergence,2025-01-03
