"Date","Price","Open","High","Low","Vol.","Change %"
"05/19/2026","46.71","46.32","49.50","46.32","","-7.49%"
"05/18/2026","50.49","44.33","51.29","44.33","","14.93%"
"05/15/2026","43.93","46.32","46.32","42.94","","-5.57%"
"05/14/2026","46.52","48.31","49.5","46.12","","2.20%"
"05/13/2026","45.52","46.91","48.9","45.12","","-8.78%"
"05/12/2026","49.9","48.0","50.99","46.61","","1.01%"
"05/11/2026","49.4","50.0","50.39","47.41","","-3.50%"
"05/08/2026","51.19","50.09","52.48","50.09","","-1.71%"
"05/07/2026","52.08","53.87","54.47","51.09","","-5.41%"
"05/06/2026","55.06","56.46","57.25","54.67","","4.52%"
"05/05/2026","52.68","52.88","55.66","52.68","","2.71%"
"05/04/2026","51.29","55.06","55.06","50.69","","-6.85%"
"05/01/2026","55.06","57.65","58.44","54.67","","-1.78%"
"04/30/2026","56.06","54.47","56.46","53.47","","13.25%"
"04/29/2026","49.5","50.29","50.29","47.31","","-4.95%"
"04/28/2026","52.08","54.67","54.67","50.89","","3.56%"
"04/27/2026","50.29","54.67","54.87","50.29","","-4.17%"
"04/24/2026","52.48","51.29","53.08","50.49","","-4.36%"
"04/23/2026","54.87","53.28","54.87","51.49","","0.73%"
"04/22/2026","54.47","59.44","59.44","51.68","","-5.19%"
"04/21/2026","57.45","58.84","59.44","57.25","","-5.24%"
"04/20/2026","60.63","60.03","62.62","59.64","","1.32%"
"04/17/2026","59.84","55.66","62.82","55.66","","14.02%"
"04/16/2026","52.48","52.68","54.07","49.3","","3.12%"
"04/15/2026","50.89","52.08","52.48","48.9","","-2.28%"
"04/14/2026","52.08","51.68","52.88","50.69","","5.00%"
"04/13/2026","49.6","41.23","50.0","41.23","","14.23%"
"04/10/2026","43.42","47.01","47.01","42.43","","-9.92%"
"04/09/2026","48.2","46.41","50.0","44.82","","3.86%"
"04/08/2026","46.41","44.53","46.91","42.74","","55.63%"
"04/07/2026","29.82","29.62","29.82","27.83","","-3.84%"
"04/06/2026","31.01","28.42","31.21","28.42","","8.35%"
"04/02/2026","28.62","24.25","29.62","24.25","","9.07%"
"04/01/2026","26.24","19.88","26.24","19.88","","9.11%"
"03/31/2026","24.05","19.88","24.85","19.88","","23.46%"
"03/30/2026","19.48","20.67","21.86","19.08","","-1.02%"
"03/27/2026","19.68","21.47","22.26","19.68","","-9.97%"
"03/26/2026","21.86","27.43","27.43","21.86","","-19.72%"
"03/25/2026","27.23","28.62","28.62","26.04","","13.22%"
"03/24/2026","24.05","25.24","26.83","24.05","","5.21%"
"03/23/2026","22.86","25.04","28.62","22.86","","19.81%"
"03/20/2026","19.08","25.04","25.04","17.69","","-29.41%"
"03/19/2026","27.03","25.44","28.62","24.45","","-4.25%"
"03/18/2026","28.23","31.01","31.21","28.03","","-15.96%"
"03/17/2026","33.59","36.18","37.37","33.59","","3.04%"
"03/16/2026","32.6","33.99","33.99","32.0","","4.45%"
"03/13/2026","31.21","32.8","32.8","31.01","","-0.64%"
"03/12/2026","31.41","34.99","35.38","31.41","","-17.71%"
"03/11/2026","38.17","38.36","38.76","36.38","","-5.40%"
"03/10/2026","40.35","43.14","45.72","40.35","","-7.73%"
"03/09/2026","43.73","33.79","45.52","33.79","","0.00%"
"03/06/2026","43.73","40.15","44.33","37.97","","-15.71%"
"03/05/2026","51.88","54.27","54.27","49.7","","-9.38%"
"03/04/2026","57.25","55.26","58.44","55.26","","2.12%"
"03/03/2026","56.06","52.48","58.05","52.48","","-7.84%"
"03/02/2026","60.83","57.45","61.63","57.45","","-2.55%"
"02/27/2026","62.42","60.83","62.62","60.03","","-4.26%"
"02/26/2026","65.2","63.81","66.0","63.02","","4.45%"
"02/25/2026","62.42","61.03","62.62","60.23","","1.61%"
"02/24/2026","61.43","61.63","62.42","61.23","","1.65%"
"02/23/2026","60.43","65.6","65.6","59.24","","-7.03%"
"02/20/2026","65.0","64.81","65.2","62.02","","2.19%"
"02/19/2026","63.61","63.61","63.61","61.82","","-3.33%"
"02/18/2026","65.8","66.6","66.79","64.41","","3.44%"
"02/17/2026","63.61","64.01","64.01","61.63","","1.91%"
"02/13/2026","62.42","62.02","63.61","61.63","","1.61%"
"02/12/2026","61.43","67.19","67.19","60.03","","-7.21%"
"02/11/2026","66.2","66.99","67.59","66.2","","-2.63%"
"02/10/2026","67.99","67.92","69.18","67.92","","0.98%"
"02/09/2026","67.33","67.13","68.12","65.93","","-0.58%"
"02/06/2026","67.72","67.79","68.19","66.79","","5.14%"
"02/05/2026","64.41","65.2","65.8","63.22","","-3.29%"
"02/04/2026","66.6","66.2","67.79","64.41","","6.70%"
"02/03/2026","62.42","64.21","64.21","60.43","","-4.56%"
"02/02/2026","65.4","65.4","65.8","64.01","","-0.30%"
"01/30/2026","65.6","61.43","65.6","60.83","","3.45%"
"01/29/2026","63.41","63.02","63.41","61.03","","3.56%"
"01/28/2026","61.23","66.0","66.2","61.03","","-7.79%"
"01/27/2026","66.4","67.99","67.99","65.2","","-5.12%"
"01/26/2026","69.98","71.17","71.17","66.99","","5.71%"
"01/23/2026","66.2","66.79","66.79","64.21","","-2.63%"
"01/22/2026","67.99","69.58","70.77","67.59","","-1.06%"
"01/21/2026","68.72","66.13","69.52","65.33","","11.29%"
"01/20/2026","61.75","66.73","68.32","61.35","","-13.16%"
"01/16/2026","71.11","69.52","72.31","69.32","","-2.19%"
"01/15/2026","72.7","73.1","73.9","72.31","","3.11%"
"01/14/2026","70.51","69.38","70.51","67.79","","6.51%"
"01/13/2026","66.2","67.79","67.79","63.61","","-3.19%"
"01/12/2026","68.38","66.4","68.98","66.4","","-2.29%"
"01/09/2026","69.98","69.78","71.76","68.78","","1.16%"
"01/08/2026","69.18","65.6","69.98","65.6","","13.35%"
"01/07/2026","61.03","62.42","64.21","61.03","","-6.97%"
"01/06/2026","65.6","62.02","66.6","62.02","","6.44%"
"01/05/2026","61.63","58.84","63.22","58.84","","7.28%"
"01/02/2026","57.45","53.47","58.25","53.47","","3.22%"
"12/31/2025","55.66","61.03","61.23","55.66","","-10.54%"
"12/30/2025","62.22","62.82","63.02","62.02","","-2.19%"
"12/29/2025","63.61","63.02","64.61","60.83","","1.91%"
"12/26/2025","62.42","61.82","62.42","59.84","","0.97%"
"12/24/2025","61.82","60.63","62.62","60.63","","1.63%"
"12/23/2025","60.83","61.03","61.03","58.84","","-1.30%"
"12/22/2025","61.63","60.43","61.63","60.03","","7.28%"
"12/19/2025","57.45","56.46","59.24","56.46","","2.12%"
"12/18/2025","56.26","59.44","60.63","56.26","","-3.73%"
"12/17/2025","58.44","57.65","60.43","57.05","","4.25%"
"12/16/2025","56.06","58.64","58.64","54.87","","-8.14%"
"12/15/2025","61.03","60.35","61.03","57.76","","5.66%"
"12/12/2025","57.76","62.42","62.42","56.26","","-3.48%"
"12/11/2025","59.84","57.25","60.23","57.25","","10.67%"
"12/10/2025","54.07","47.91","54.67","47.91","","14.29%"
"12/09/2025","47.31","51.09","51.09","47.31","","-4.42%"
"12/08/2025","49.5","51.68","51.68","48.7","","-8.79%"
"12/05/2025","54.27","54.67","56.26","54.27","","-1.79%"
"12/04/2025","55.26","55.66","56.66","53.08","","3.35%"
"12/03/2025","53.47","54.67","55.06","52.28","","6.32%"
"12/02/2025","50.29","48.7","51.88","48.31","","-2.90%"
"12/01/2025","51.79","54.67","57.65","51.68","","-11.38%"
"11/28/2025","58.44","55.46","60.03","55.46","","5.37%"
"11/26/2025","55.46","53.47","57.45","53.47","","8.98%"
"11/25/2025","50.89","44.93","51.88","44.93","","23.07%"
"11/24/2025","41.35","36.58","43.33","36.58","","5.59%"
"11/21/2025","39.16","36.38","43.14","35.58","","24.67%"
"11/20/2025","31.41","40.95","41.94","31.01","","-8.67%"
"11/19/2025","34.39","36.58","37.37","33.39","","-4.42%"
"11/18/2025","35.98","36.18","39.16","35.98","","-2.15%"
"11/17/2025","36.77","43.14","43.14","36.18","","-15.14%"
"11/14/2025","43.33","41.15","45.32","40.95","","-3.13%"
"11/13/2025","44.73","49.3","50.29","44.73","","-13.45%"
"11/12/2025","51.68","52.88","53.08","51.68","","5.25%"
"11/11/2025","49.1","47.31","50.89","47.11","","7.39%"
