qqq_pct,stock_pct,tqqq_pct,years,n_windows,deployed_usd,avg_final_usd,avg_return_pct,median_final_usd,median_return_pct,worst_final_usd,best_final_usd,pct_losing_windows
20,45,35,5,4902,1800000,7529807,318.3,6720783,273.4,1570779,21470210,0.3
20,50,30,5,4902,1800000,7138993,296.6,6438216,257.7,1576085,19649060,0.3
20,55,25,5,4902,1800000,6748178,274.9,6163380,242.4,1581392,17827910,0.4
20,60,20,5,4902,1800000,6357363,253.2,5888913,227.2,1586699,16006760,0.4
20,65,15,5,4902,1800000,5966549,231.5,5606639,211.5,1592005,14185610,0.4
20,70,10,5,4902,1800000,5575734,209.8,5339409,196.6,1597312,12829158,0.4
20,75,5,5,4902,1800000,5184920,188.1,5067369,181.5,1602618,12508790,0.4
20,80,0,5,4902,1800000,4794105,166.3,4802080,166.8,1588848,12324638,0.4
25,0,75,5,4902,1800000,10588843,488.3,8991622,399.5,1547538,35831030,0.2
25,5,70,5,4902,1800000,10198028,466.6,8683762,382.4,1552845,34009880,0.2
25,10,65,5,4902,1800000,9807214,444.8,8371873,365.1,1558151,32188730,0.2
25,15,60,5,4902,1800000,9416399,423.1,8076049,348.7,1563458,30367580,0.2
25,20,55,5,4902,1800000,9025585,401.4,7793044,332.9,1568764,28546430,0.2
25,25,50,5,4902,1800000,8634770,379.7,7494934,316.4,1574071,26725280,0.2
25,30,45,5,4902,1800000,8243955,358.0,7194301,299.7,1579378,24904130,0.3
25,35,40,5,4902,1800000,7853141,336.3,6922688,284.6,1584684,23082979,0.3
25,40,35,5,4902,1800000,7462326,314.6,6661917,270.1,1589991,21261829,0.3
25,45,30,5,4902,1800000,7071512,292.9,6366096,253.7,1595297,19440679,0.3
25,50,25,5,4902,1800000,6680697,271.1,6089171,238.3,1600604,17619529,0.3
25,55,20,5,4902,1800000,6289883,249.4,5825993,223.7,1605911,15798379,0.4
25,60,15,5,4902,1800000,5899068,227.7,5540415,207.8,1611217,13977229,0.4
25,65,10,5,4902,1800000,5508254,206.0,5279426,193.3,1616524,12369602,0.4
25,70,5,5,4902,1800000,5117439,184.3,5005028,178.1,1621830,12049235,0.4
25,75,0,5,4902,1800000,4726625,162.6,4743640,163.5,1618834,11836716,0.4
30,0,70,5,4902,1800000,10130548,462.8,8636201,379.8,1572057,33801499,0.1
30,5,65,5,4902,1800000,9739733,441.1,8324919,362.5,1577363,31980349,0.2
30,10,60,5,4902,1800000,9348918,419.4,8022067,345.7,1582670,30159199,0.2
30,15,55,5,4902,1800000,8958104,397.7,7718567,328.8,1587977,28338049,0.2
30,20,50,5,4902,1800000,8567289,376.0,7437087,313.2,1593283,26516898,0.2
30,25,45,5,4902,1800000,8176475,354.2,7139652,296.6,1598590,24695748,0.2
30,30,40,5,4902,1800000,7785660,332.5,6842713,280.2,1603896,22874598,0.2
30,35,35,5,4902,1800000,7394846,310.8,6581734,265.7,1609203,21053448,0.3
30,40,30,5,4902,1800000,7004031,289.1,6310004,250.6,1614509,19232298,0.3
30,45,25,5,4902,1800000,6613217,267.4,6022059,234.6,1619816,17411148,0.3
30,50,20,5,4902,1800000,6222402,245.7,5758354,219.9,1625123,15589998,0.3
30,55,15,5,4902,1800000,5831587,224.0,5478084,204.3,1630429,13768847,0.3
30,60,10,5,4902,1800000,5440773,202.3,5209546,189.4,1635736,11947697,0.4
30,65,5,5,4902,1800000,5049958,180.6,4940048,174.4,1641042,11589679,0.4
30,70,0,5,4902,1800000,4659144,158.8,4675898,159.8,1646349,11348794,0.4
35,0,65,5,4902,1800000,9672252,437.3,8279788,360.0,1596575,31771968,0.1
35,5,60,5,4902,1800000,9281438,415.6,7957875,342.1,1601882,29950818,0.1
35,10,55,5,4902,1800000,8890623,393.9,7664348,325.8,1607189,28129667,0.1
35,15,50,5,4902,1800000,8499809,372.2,7360073,308.9,1612495,26308517,0.1
35,20,45,5,4902,1800000,8108994,350.5,7072440,292.9,1617802,24487367,0.2
35,25,40,5,4902,1800000,7718180,328.8,6770900,276.2,1623108,22666217,0.2
35,30,35,5,4902,1800000,7327365,307.1,6497143,261.0,1628415,20845067,0.2
35,35,30,5,4902,1800000,6936550,285.4,6241904,246.8,1633722,19023917,0.2
35,40,25,5,4902,1800000,6545736,263.7,5953603,230.8,1639028,17202767,0.2
35,45,20,5,4902,1800000,6154921,241.9,5681754,215.7,1644335,15381616,0.3
35,50,15,5,4902,1800000,5764107,220.2,5418214,201.0,1649641,13560466,0.3
35,55,10,5,4902,1800000,5373292,198.5,5136251,185.3,1654948,11739316,0.3
35,60,5,5,4902,1800000,4982478,176.8,4880901,171.2,1660254,11130123,0.4
35,65,0,5,4902,1800000,4591663,155.1,4613576,156.3,1665561,10860872,0.4
40,0,60,5,4902,1800000,9213957,411.9,7919774,340.0,1621094,29742436,0.1
40,5,55,5,4902,1800000,8823143,390.2,7602990,322.4,1626401,27921286,0.1
40,10,50,5,4902,1800000,8432328,368.5,7296896,305.4,1631707,26100136,0.1
40,15,45,5,4902,1800000,8041513,346.8,7009454,289.4,1637014,24278986,0.1
40,20,40,5,4902,1800000,7650699,325.0,6718779,273.3,1642320,22457836,0.1
40,25,35,5,4902,1800000,7259884,303.3,6426400,257.0,1647627,20636686,0.1
40,30,30,5,4902,1800000,6869070,281.6,6164227,242.5,1652934,18815535,0.1
40,35,25,5,4902,1800000,6478255,259.9,5887236,227.1,1658240,16994385,0.2
40,40,20,5,4902,1800000,6087441,238.2,5611291,211.7,1663547,15173235,0.2
40,45,15,5,4902,1800000,5696626,216.5,5356769,197.6,1668853,13352085,0.2
40,50,10,5,4902,1800000,5305812,194.8,5077978,182.1,1674160,11530935,0.3
40,55,5,5,4902,1800000,4914997,173.1,4821855,167.9,1679467,10670567,0.3
40,60,0,5,4902,1800000,4524182,151.3,4550653,152.8,1684773,10372950,0.3
45,0,55,5,4902,1800000,8755662,386.4,7552611,319.6,1645613,27712905,0.1
45,5,50,5,4902,1800000,8364847,364.7,7248212,302.7,1650919,25891755,0.1
45,10,45,5,4902,1800000,7974033,343.0,6938317,285.5,1656226,24070605,0.1
45,15,40,5,4902,1800000,7583218,321.3,6658902,269.9,1661532,22249455,0.1
45,20,35,5,4902,1800000,7192404,299.6,6372721,254.0,1666839,20428304,0.1
45,25,30,5,4902,1800000,6801589,277.9,6077854,237.7,1672146,18607154,0.1
45,30,25,5,4902,1800000,6410775,256.2,5827990,223.8,1677452,16786004,0.1
45,35,20,5,4902,1800000,6019960,234.4,5549132,208.3,1682759,14964854,0.1
45,40,15,5,4902,1800000,5629145,212.7,5282700,193.5,1688065,13143704,0.1
45,45,10,5,4902,1800000,5238331,191.0,5016576,178.7,1693372,11322554,0.2
45,50,5,5,4902,1800000,4847516,169.3,4747877,163.8,1698679,10211012,0.2
45,55,0,5,4902,1800000,4456702,147.6,4484243,149.1,1703985,9890644,0.2
50,0,50,5,4902,1800000,8297367,361.0,7182165,299.0,1670131,25683374,0.1
50,5,45,5,4902,1800000,7906552,339.3,6885483,282.5,1675438,23862224,0.1
50,10,40,5,4902,1800000,7515738,317.5,6582873,265.7,1680745,22041073,0.1
50,15,35,5,4902,1800000,7124923,295.8,6300611,250.0,1686051,20219923,0.1
50,20,30,5,4902,1800000,6734108,274.1,6014896,234.2,1691358,18398773,0.1
50,25,25,5,4902,1800000,6343294,252.4,5737768,218.8,1696664,16577623,0.1
50,30,20,5,4902,1800000,5952479,230.7,5479808,204.4,1701971,14756473,0.1
50,35,15,5,4902,1800000,5561665,209.0,5215896,189.8,1707277,12935323,0.1
50,40,10,5,4902,1800000,5170850,187.3,4959217,175.5,1712584,11114172,0.1
50,45,5,5,4902,1800000,4780036,165.6,4676399,159.8,1717891,9751456,0.1
50,50,0,5,4902,1800000,4389221,143.8,4417661,145.4,1723197,9431088,0.1
55,0,45,5,4902,1800000,7839071,335.5,6827587,279.3,1694650,23653842,0.1
55,5,40,5,4902,1800000,7448257,313.8,6521075,262.3,1699957,21832692,0.1
55,10,35,5,4902,1800000,7057442,292.1,6240352,246.7,1705263,20011542,0.1
55,15,30,5,4902,1800000,6666628,270.4,5954288,230.8,1710570,18190392,0.1
55,20,25,5,4902,1800000,6275813,248.7,5656841,214.3,1715876,16369242,0.1
55,25,20,5,4902,1800000,5884999,226.9,5404239,200.2,1721183,14548092,0.1
55,30,15,5,4902,1800000,5494184,205.2,5144167,185.8,1726490,12726941,0.1
55,35,10,5,4902,1800000,5103370,183.5,4891790,171.8,1731796,10905791,0.1
55,40,5,5,4902,1800000,4712555,161.8,4608927,156.1,1737103,9291900,0.1
55,45,0,5,4902,1800000,4321740,140.1,4349933,141.7,1742409,8971532,0.1
60,0,40,5,4902,1800000,7380776,310.0,6474938,259.7,1719169,21624311,0.0
60,5,35,5,4902,1800000,6989962,288.3,6178468,243.2,1724475,19803161,0.0
60,10,30,5,4902,1800000,6599147,266.6,5885845,227.0,1729782,17982011,0.0
60,15,25,5,4902,1800000,6208332,244.9,5595514,210.9,1735088,16160861,0.0
60,20,20,5,4902,1800000,5817518,223.2,5322603,195.7,1740395,14339710,0.0
60,25,15,5,4902,1800000,5426703,201.5,5076404,182.0,1745702,12518560,0.0
60,30,10,5,4902,1800000,5035889,179.8,4817140,167.6,1751008,10697410,0.0
60,35,5,5,4902,1800000,4645074,158.1,4541154,152.3,1756315,8876260,0.0
60,40,0,5,4902,1800000,4254260,136.3,4279418,137.7,1761621,8511976,0.0
65,0,35,5,4902,1800000,6922481,284.6,6117603,239.9,1743687,19594780,0.0
65,5,30,5,4902,1800000,6531666,262.9,5829252,223.8,1748994,17773629,0.0
65,10,25,5,4902,1800000,6140852,241.2,5543831,208.0,1754300,15952479,0.0
65,15,20,5,4902,1800000,5750037,219.4,5236165,190.9,1759607,14131329,0.0
65,20,15,5,4902,1800000,5359223,197.7,5011145,178.4,1764914,12310179,0.0
65,25,10,5,4902,1800000,4968408,176.0,4742916,163.5,1770220,10489029,0.0
65,30,5,5,4902,1800000,4577594,154.3,4482058,149.0,1775527,8667879,0.0
65,35,0,5,4902,1800000,4186779,132.6,4210107,133.9,1780833,8052421,0.0
70,0,30,5,4902,1800000,6464186,259.1,5768731,220.5,1768206,17565248,0.0
70,5,25,5,4902,1800000,6073371,237.4,5476906,204.3,1773513,15744098,0.0
70,10,20,5,4902,1800000,5682557,215.7,5185330,188.1,1778819,13922948,0.0
70,15,15,5,4902,1800000,5291742,194.0,4900645,172.3,1784126,12101798,0.0
70,20,10,5,4902,1800000,4900927,172.3,4681101,160.1,1789432,10280648,0.0
70,25,5,5,4902,1800000,4510113,150.6,4410430,145.0,1794739,8459497,0.0
70,30,0,5,4902,1800000,4119298,128.8,4136304,129.8,1800046,7592865,0.0
75,0,25,5,4902,1800000,6005890,233.7,5407601,200.4,1792725,15535717,0.0
75,5,20,5,4902,1800000,5615076,211.9,5108882,183.8,1798031,13714567,0.0
75,10,15,5,4902,1800000,5224261,190.2,4829041,168.3,1803338,11893417,0.0
75,15,10,5,4902,1800000,4833447,168.5,4593819,155.2,1808644,10072266,0.0
75,20,5,5,4902,1800000,4442632,146.8,4335628,140.9,1813951,8251116,0.0
75,25,0,5,4902,1800000,4051818,125.1,4075718,126.4,1819258,7133309,0.0
80,0,20,5,4902,1800000,5547595,208.2,5055393,180.9,1817243,13506186,0.0
80,5,15,5,4902,1800000,5156781,186.5,4774324,165.2,1822550,11685035,0.0
80,10,10,5,4902,1800000,4765966,164.8,4499019,149.9,1827856,9863885,0.0
80,15,5,5,4902,1800000,4375152,143.1,4271286,137.3,1833163,8042735,0.0
80,20,0,5,4902,1800000,3984337,121.4,4003390,122.4,1838470,6673753,0.0
85,0,15,5,4902,1800000,5089300,182.7,4705692,161.4,1841762,11476654,0.0
85,5,10,5,4902,1800000,4698485,161.0,4429955,146.1,1847069,9655504,0.0
85,10,5,5,4902,1800000,4307671,139.3,4194310,133.0,1852375,7834354,0.0
85,15,0,5,4902,1800000,3916856,117.6,3940677,118.9,1857682,6214198,0.0
90,0,10,5,4902,1800000,4631005,157.3,4360493,142.2,1866281,9447123,0.0
90,5,5,5,4902,1800000,4240190,135.6,4115308,128.6,1871587,7625973,0.0
90,10,0,5,4902,1800000,3849376,113.9,3876002,115.3,1876894,5933541,0.0
95,0,5,5,4902,1800000,4172710,131.8,4042760,124.6,1890799,7417591,0.0
95,5,0,5,4902,1800000,3781895,110.1,3793448,110.7,1896106,5734768,0.0
100,0,0,5,4902,1800000,3714414,106.4,3731133,107.3,1915318,5602470,0.0
0,0,100,6,4650,2000000,21350700,967.5,17056645,752.8,1536845,103151689,0.1
0,5,95,6,4650,2000000,20622993,931.1,16536425,726.8,1550321,98867980,0.1
0,10,90,6,4650,2000000,19895285,894.8,16008006,700.4,1563798,94584272,0.1
0,15,85,6,4650,2000000,19167578,858.4,15533109,676.7,1577274,90300563,0.1
0,20,80,6,4650,2000000,18439871,822.0,15050988,652.5,1590751,86016855,0.1
0,25,75,6,4650,2000000,17712163,785.6,14552517,627.6,1604227,81733146,0.1
0,30,70,6,4650,2000000,16984456,749.2,14053477,602.7,1617704,77449438,0.1
0,35,65,6,4650,2000000,16256748,712.8,13506225,575.3,1631180,73165729,0.1
0,40,60,6,4650,2000000,15529041,676.5,12958850,547.9,1644657,68882021,0.1
0,45,55,6,4650,2000000,14801333,640.1,12442405,522.1,1658134,64598312,0.1
0,50,50,6,4650,2000000,14073626,603.7,11960646,498.0,1671610,60314604,0.1
0,55,45,6,4650,2000000,13345918,567.3,11438114,471.9,1685087,56030895,0.1
0,60,40,6,4650,2000000,12618211,530.9,10926382,446.3,1698563,51779867,0.1
0,65,35,6,4650,2000000,11890503,494.5,10450294,422.5,1712040,47603878,0.1
0,70,30,6,4650,2000000,11162796,458.1,9906507,395.3,1725516,43427890,0.1
0,75,25,6,4650,2000000,10435089,421.8,9376087,368.8,1738993,39251901,0.1
0,80,20,6,4650,2000000,9707381,385.4,8868534,343.4,1752469,35075912,0.1
0,85,15,6,4650,2000000,8979674,349.0,8290010,314.5,1765946,30899924,0.1
0,90,10,6,4650,2000000,8251966,312.6,7679584,284.0,1779422,26797038,0.1
0,95,5,6,4650,2000000,7524259,276.2,7065370,253.3,1792899,22724785,0.1
0,100,0,6,4650,2000000,6796551,239.8,6379469,219.0,1806375,18652531,0.2
5,0,95,6,4650,2000000,20519452,926.0,16444366,722.2,1566128,98423235,0.1
5,5,90,6,4650,2000000,19791744,889.6,15913560,695.7,1579604,94139526,0.1
5,10,85,6,4650,2000000,19064037,853.2,15388732,669.4,1593081,89855818,0.1
5,15,80,6,4650,2000000,18336329,816.8,14933099,646.7,1606557,85572109,0.1
5,20,75,6,4650,2000000,17608622,780.4,14438116,621.9,1620034,81288401,0.1
5,25,70,6,4650,2000000,16880914,744.0,13940598,597.0,1633510,77004692,0.1
5,30,65,6,4650,2000000,16153207,707.7,13424107,571.2,1646987,72720984,0.1
5,35,60,6,4650,2000000,15425499,671.3,12868150,543.4,1660463,68437275,0.1
5,40,55,6,4650,2000000,14697792,634.9,12359370,518.0,1673940,64153567,0.1
5,45,50,6,4650,2000000,13970084,598.5,11849287,492.5,1687416,59869859,0.1
5,50,45,6,4650,2000000,13242377,562.1,11346274,467.3,1700893,55586150,0.1
5,55,40,6,4650,2000000,12514670,525.7,10814995,440.7,1714369,51302442,0.1
5,60,35,6,4650,2000000,11786962,489.3,10317634,415.9,1727846,47116804,0.1
5,65,30,6,4650,2000000,11059255,453.0,9818615,390.9,1741323,42940815,0.1
5,70,25,6,4650,2000000,10331547,416.6,9263986,363.2,1754799,38764827,0.1
5,75,20,6,4650,2000000,9603840,380.2,8773559,338.7,1768276,34588838,0.1
5,80,15,6,4650,2000000,8876132,343.8,8201091,310.1,1781752,30412849,0.1
5,85,10,6,4650,2000000,8148425,307.4,7618073,280.9,1795229,26293837,0.1
5,90,5,6,4650,2000000,7420717,271.0,6978356,248.9,1808705,22221583,0.1
5,95,0,6,4650,2000000,6693010,234.7,6309843,215.5,1822182,18149330,0.2
10,0,90,6,4650,2000000,19688203,884.4,15821518,691.1,1595411,93694781,0.0
10,5,85,6,4650,2000000,18960495,848.0,15300134,665.0,1608887,89411073,0.0
10,10,80,6,4650,2000000,18232788,811.6,14781496,639.1,1622364,85127364,0.0
10,15,75,6,4650,2000000,17505080,775.3,14330805,616.5,1635840,80843656,0.0
10,20,70,6,4650,2000000,16777373,738.9,13830448,591.5,1649317,76559947,0.0
10,25,65,6,4650,2000000,16049665,702.5,13324668,566.2,1662793,72276239,0.0
10,30,60,6,4650,2000000,15321958,666.1,12781189,539.1,1676270,67992530,0.0
10,35,55,6,4650,2000000,14594251,629.7,12240970,512.0,1689746,63708822,0.1
10,40,50,6,4650,2000000,13866543,593.3,11724873,486.2,1703223,59425113,0.1
10,45,45,6,4650,2000000,13138836,556.9,11221925,461.1,1716699,55141405,0.1
10,50,40,6,4650,2000000,12411128,520.6,10717323,435.9,1730176,50857696,0.1
10,55,35,6,4650,2000000,11683421,484.2,10215309,410.8,1743652,46629729,0.1
10,60,30,6,4650,2000000,10955713,447.8,9723050,386.2,1757129,42453741,0.1
10,65,25,6,4650,2000000,10228006,411.4,9172912,358.6,1770605,38277752,0.1
10,70,20,6,4650,2000000,9500298,375.0,8658434,332.9,1784082,34101763,0.1
10,75,15,6,4650,2000000,8772591,338.6,8119823,306.0,1797558,29925775,0.1
10,80,10,6,4650,2000000,8044883,302.2,7531106,276.6,1811035,25790635,0.1
10,85,5,6,4650,2000000,7317176,265.9,6893149,244.7,1824512,21718382,0.1
10,90,0,6,4650,2000000,6589469,229.5,6230238,211.5,1837988,17646128,0.1
15,0,85,6,4650,2000000,18856954,842.8,15177919,658.9,1624694,88966327,0.0
15,5,80,6,4650,2000000,18129246,806.5,14667148,633.4,1638170,84682619,0.0
15,10,75,6,4650,2000000,17401539,770.1,14174888,608.7,1651647,80398910,0.0
15,15,70,6,4650,2000000,16673832,733.7,13704659,585.2,1665123,76115202,0.0
15,20,65,6,4650,2000000,15946124,697.3,13217555,560.9,1678600,71831493,0.0
15,25,60,6,4650,2000000,15218417,660.9,12689748,534.5,1692076,67547785,0.0
15,30,55,6,4650,2000000,14490709,624.5,12154942,507.7,1705553,63264077,0.0
15,35,50,6,4650,2000000,13763002,588.2,11626147,481.3,1719029,58980368,0.0
15,40,45,6,4650,2000000,13035294,551.8,11104589,455.2,1732506,54696660,0.0
15,45,40,6,4650,2000000,12307587,515.4,10612274,430.6,1745982,50412951,0.0
15,50,35,6,4650,2000000,11579879,479.0,10103466,405.2,1759459,46142655,0.0
15,55,30,6,4650,2000000,10852172,442.6,9603016,380.2,1772935,41966666,0.0
15,60,25,6,4650,2000000,10124464,406.2,9084199,354.2,1786412,37790678,0.1
15,65,20,6,4650,2000000,9396757,369.8,8559273,328.0,1799888,33614689,0.1
15,70,15,6,4650,2000000,8669050,333.5,8033130,301.7,1813365,29438700,0.1
15,75,10,6,4650,2000000,7941342,297.1,7443415,272.2,1826841,25287434,0.1
15,80,5,6,4650,2000000,7213635,260.7,6815191,240.8,1840318,21215181,0.1
15,85,0,6,4650,2000000,6485927,224.3,6163272,208.2,1853794,17142927,0.1
20,0,80,6,4650,2000000,18025705,801.3,14573095,628.7,1653977,84237874,0.0
20,5,75,6,4650,2000000,17297998,764.9,14032323,601.6,1667453,79954165,0.0
20,10,70,6,4650,2000000,16570290,728.5,13546714,577.3,1680930,75670457,0.0
20,15,65,6,4650,2000000,15842583,692.1,13085225,554.3,1694406,71386748,0.0
20,20,60,6,4650,2000000,15114875,655.7,12603363,530.2,1707883,67103040,0.0
20,25,55,6,4650,2000000,14387168,619.4,12054988,502.7,1721359,62819331,0.0
20,30,50,6,4650,2000000,13659460,583.0,11524501,476.2,1734836,58535623,0.0
20,35,45,6,4650,2000000,12931753,546.6,10994404,449.7,1748312,54251914,0.0
20,40,40,6,4650,2000000,12204045,510.2,10500498,425.0,1761789,49968206,0.0
20,45,35,6,4650,2000000,11476338,473.8,9996931,399.8,1775265,45684497,0.0
20,50,30,6,4650,2000000,10748631,437.4,9485703,374.3,1788742,41479592,0.0
20,55,25,6,4650,2000000,10020923,401.0,8994012,349.7,1802218,37303603,0.0
20,60,20,6,4650,2000000,9293216,364.7,8446287,322.3,1815695,33127614,0.0
20,65,15,6,4650,2000000,8565508,328.3,7939697,297.0,1829171,28951626,0.1
20,70,10,6,4650,2000000,7837801,291.9,7357030,267.9,1842648,24784233,0.1
20,75,5,6,4650,2000000,7110093,255.5,6732995,236.6,1856124,20711979,0.1
20,80,0,6,4650,2000000,6382386,219.1,6091572,204.6,1869601,16639726,0.1
25,0,75,6,4650,2000000,17194456,759.7,13957192,597.9,1683260,79509420,0.0
25,5,70,6,4650,2000000,16466749,723.3,13422354,571.1,1696736,75225711,0.0
25,10,65,6,4650,2000000,15739041,687.0,12936935,546.8,1710213,70942003,0.0
25,15,60,6,4650,2000000,15011334,650.6,12487017,524.4,1723689,66658295,0.0
25,20,55,6,4650,2000000,14283626,614.2,11968408,498.4,1737166,62374586,0.0
25,25,50,6,4650,2000000,13555919,577.8,11431954,471.6,1750642,58090878,0.0
25,30,45,6,4650,2000000,12828212,541.4,10901983,445.1,1764119,53807169,0.0
25,35,40,6,4650,2000000,12100504,505.0,10386923,419.3,1777595,49523461,0.0
25,40,35,6,4650,2000000,11372797,468.6,9882585,394.1,1791072,45239752,0.0
25,45,30,6,4650,2000000,10645089,432.3,9374071,368.7,1804548,40992517,0.0
25,50,25,6,4650,2000000,9917382,395.9,8888823,344.4,1818025,36816528,0.0
25,55,20,6,4650,2000000,9189674,359.5,8354309,317.7,1831501,32640540,0.0
25,60,15,6,4650,2000000,8461967,323.1,7837835,291.9,1844978,28464551,0.0
25,65,10,6,4650,2000000,7734259,286.7,7277634,263.9,1858454,24288563,0.0
25,70,5,6,4650,2000000,7006552,250.3,6669370,233.5,1871931,20208778,0.1
25,75,0,6,4650,2000000,6278844,213.9,6021181,201.1,1885407,16136524,0.0
30,0,70,6,4650,2000000,16363207,718.2,13322438,566.1,1712542,74780966,0.0
30,5,65,6,4650,2000000,15635500,681.8,12803740,540.2,1726019,70497258,0.0
30,10,60,6,4650,2000000,14907793,645.4,12327976,516.4,1739495,66213549,0.0
30,15,55,6,4650,2000000,14180085,609.0,11877394,493.9,1752972,61929841,0.0
30,20,50,6,4650,2000000,13452378,572.6,11336743,466.8,1766449,57646132,0.0
30,25,45,6,4650,2000000,12724670,536.2,10812694,440.6,1779925,53362424,0.0
30,30,40,6,4650,2000000,11996963,499.8,10280453,414.0,1793402,49078715,0.0
30,35,35,6,4650,2000000,11269255,463.5,9775723,388.8,1806878,44795007,0.0
30,40,30,6,4650,2000000,10541548,427.1,9274490,363.7,1820355,40511298,0.0
30,45,25,6,4650,2000000,9813840,390.7,8783509,339.2,1833831,36329454,0.0
30,50,20,6,4650,2000000,9086133,354.3,8257777,312.9,1847308,32153465,0.0
30,55,15,6,4650,2000000,8358425,317.9,7733367,286.7,1860784,27977477,0.0
30,60,10,6,4650,2000000,7630718,281.5,7202020,260.1,1874261,23801488,0.0
30,65,5,6,4650,2000000,6903011,245.2,6594567,229.7,1887737,19705576,0.0
30,70,0,6,4650,2000000,6175303,208.8,5948960,197.4,1901214,15633323,0.0
35,0,65,6,4650,2000000,15531959,676.6,12681307,534.1,1741825,70052512,0.0
35,5,60,6,4650,2000000,14804251,640.2,12186136,509.3,1755302,65768804,0.0
35,10,55,6,4650,2000000,14076544,603.8,11730583,486.5,1768778,61485096,0.0
35,15,50,6,4650,2000000,13348836,567.4,11243440,462.2,1782255,57201387,0.0
35,20,45,6,4650,2000000,12621129,531.1,10705079,435.3,1795731,52917679,0.0
35,25,40,6,4650,2000000,11893421,494.7,10174508,408.7,1809208,48633970,0.0
35,30,35,6,4650,2000000,11165714,458.3,9665081,383.3,1822685,44350262,0.0
35,35,30,6,4650,2000000,10438006,421.9,9156598,357.8,1836161,40066553,0.0
35,40,25,6,4650,2000000,9710299,385.5,8657821,332.9,1849638,35842379,0.0
35,45,20,6,4650,2000000,8982592,349.1,8162191,308.1,1863114,31666391,0.0
35,50,15,6,4650,2000000,8254884,312.7,7633015,281.7,1876591,27490402,0.0
35,55,10,6,4650,2000000,7527177,276.4,7106289,255.3,1890067,23314414,0.0
35,60,5,6,4650,2000000,6799469,240.0,6519559,226.0,1903544,19202375,0.0
35,65,0,6,4650,2000000,6071762,203.6,5871850,193.6,1917020,15130122,0.0
40,0,60,6,4650,2000000,14700710,635.0,12063293,503.2,1771108,65324059,0.0
40,5,55,6,4650,2000000,13973002,598.7,11578806,478.9,1784585,61040350,0.0
40,10,50,6,4650,2000000,13245295,562.3,11122742,456.1,1798061,56756642,0.0
40,15,45,6,4650,2000000,12517587,525.9,10613780,430.7,1811538,52472933,0.0
40,20,40,6,4650,2000000,11789880,489.5,10075494,403.8,1825014,48189225,0.0
40,25,35,6,4650,2000000,11062173,453.1,9559696,378.0,1838491,43905516,0.0
40,30,30,6,4650,2000000,10334465,416.7,9052848,352.6,1851967,39621808,0.0
40,35,25,6,4650,2000000,9606758,380.3,8551996,327.6,1865444,35355305,0.0
40,40,20,6,4650,2000000,8879050,344.0,8062833,303.1,1878920,31179316,0.0
40,45,15,6,4650,2000000,8151343,307.6,7533263,276.7,1892397,27003328,0.0
40,50,10,6,4650,2000000,7423635,271.2,7013136,250.7,1905874,22827339,0.0
40,55,5,6,4650,2000000,6695928,234.8,6437744,221.9,1919350,18699174,0.0
40,60,0,6,4650,2000000,5968220,198.4,5787972,189.4,1932827,14626920,0.0
45,0,55,6,4650,2000000,13869461,593.5,11460542,473.0,1800391,60595605,0.0
45,5,50,6,4650,2000000,13141754,557.1,10957791,447.9,1813868,56311897,0.0
45,10,45,6,4650,2000000,12414046,520.7,10509424,425.5,1827344,52028188,0.0
45,15,40,6,4650,2000000,11686339,484.3,9996850,399.8,1840821,47744480,0.0
45,20,35,6,4650,2000000,10958631,447.9,9458832,372.9,1854297,43460771,0.0
45,25,30,6,4650,2000000,10230924,411.5,8946293,347.3,1867774,39177063,0.0
45,30,25,6,4650,2000000,9503216,375.2,8430793,321.5,1881250,34893354,0.0
45,35,20,6,4650,2000000,8775509,338.8,7956947,297.8,1894727,30692242,0.0
45,40,15,6,4650,2000000,8047801,302.4,7434593,271.7,1908203,26516253,0.0
45,45,10,6,4650,2000000,7320094,266.0,6913867,245.7,1921680,22340265,0.0
45,50,5,6,4650,2000000,6592386,229.6,6358559,217.9,1935156,18195972,0.0
45,55,0,6,4650,2000000,5864679,193.2,5713547,185.7,1948633,14123719,0.0
50,0,50,6,4650,2000000,13038212,551.9,10826575,441.3,1829674,55867151,0.0
50,5,45,6,4650,2000000,12310505,515.5,10347487,417.4,1843151,51583443,0.0
50,10,40,6,4650,2000000,11582797,479.1,9883647,394.2,1856627,47299734,0.0
50,15,35,6,4650,2000000,10855090,442.8,9370293,368.5,1870104,43016026,0.0
50,20,30,6,4650,2000000,10127382,406.4,8844105,342.2,1883580,38732317,0.0
50,25,25,6,4650,2000000,9399675,370.0,8330414,316.5,1897057,34448609,0.0
50,30,20,6,4650,2000000,8671967,333.6,7839663,292.0,1910533,30205167,0.0
50,35,15,6,4650,2000000,7944260,297.2,7324741,266.2,1924010,26029179,0.0
50,40,10,6,4650,2000000,7216553,260.8,6816148,240.8,1937486,21853190,0.0
50,45,5,6,4650,2000000,6488845,224.4,6280924,214.0,1950963,17692771,0.0
50,50,0,6,4650,2000000,5761138,188.1,5654411,182.7,1964439,13620518,0.0
55,0,45,6,4650,2000000,12206963,510.3,10203494,410.2,1858957,51138698,0.0
55,5,40,6,4650,2000000,11479256,474.0,9755566,387.8,1872434,46854989,0.0
55,10,35,6,4650,2000000,10751548,437.6,9267722,363.4,1885910,42571281,0.0
