Date,rolling_breadth_max_60,breadth,breadth_drawdown_60_points,breadth_below_60,original_price_rise_met,canonical_divergence,drawdown_15,drawdown_20,drawdown_25,price,next_session_open,episode_onset
2002-08-21,70.56,42.53,28.03,True,False,False,True,True,True,1035.47,1036.16,False
2002-08-22,70.3,44.6,25.699999999999996,True,False,False,True,True,True,1049.03,1036.13,False
2002-08-23,70.3,42.18,28.119999999999997,True,False,False,True,True,True,1010.49,1017.62,False
2002-08-26,70.3,44.71,25.589999999999996,True,False,False,True,True,True,1016.79,1021.5,False
2002-08-27,70.3,43.07,27.229999999999997,True,False,False,True,True,True,974.47,965.57,False
2002-08-28,66.83,40.71,26.119999999999997,True,False,False,True,True,True,944.83,933.46,False
2002-08-29,66.83,42.0,24.83,True,False,False,True,True,False,961.75,951.56,False
2002-08-30,64.95,42.53,22.42,True,False,False,True,True,False,942.38,928.5,False
2002-09-03,64.95,38.57,26.380000000000003,True,False,False,True,True,True,899.64,904.82,False
2002-09-04,64.95,40.74,24.21,True,False,False,True,True,False,920.98,900.9,False
2002-09-05,63.91,38.7,25.209999999999994,True,False,False,True,True,True,882.92,911.6,False
2002-09-06,63.91,41.18,22.729999999999997,True,False,False,True,True,False,922.22,913.68,False
2002-09-09,63.91,41.9,22.009999999999998,True,False,False,True,True,False,932.23,934.43,False
2002-09-10,63.91,42.19,21.72,True,False,False,True,True,False,947.72,958.29,False
2002-09-11,63.91,41.75,22.159999999999997,True,False,False,True,True,False,946.4,935.53,False
2002-09-12,63.91,39.22,24.689999999999998,True,False,False,True,True,False,915.01,909.63,False
2002-09-13,61.02,40.03,20.990000000000002,True,False,False,True,True,False,923.83,919.1,False
2002-09-16,60.07,39.87,20.200000000000003,True,False,False,True,True,False,908.48,927.29,False
2002-09-17,59.88,38.29,21.590000000000003,True,False,False,True,True,False,897.53,884.03,False
2002-09-18,59.88,37.66,22.220000000000006,True,False,False,True,True,False,895.2,875.77,False
2002-09-19,59.88,34.43,25.450000000000003,True,False,False,True,True,True,865.93,876.75,False
2002-09-20,59.88,35.0,24.880000000000003,True,False,False,True,True,False,871.6,860.99,False
2002-09-23,59.88,33.12,26.760000000000005,True,False,False,True,True,True,843.08,830.21,False
2002-09-24,59.88,32.5,27.380000000000003,True,False,False,True,True,True,843.61,858.46,False
2002-09-25,58.01,33.49,24.519999999999996,True,False,False,True,True,False,880.44,891.02,False
2002-09-27,55.1,33.68,21.42,True,False,False,True,True,False,860.35,848.72,True
2002-09-30,55.1,33.92,21.18,True,False,False,True,True,False,832.52,841.29,False
2004-05-06,98.21,59.59,38.61999999999999,True,False,False,True,True,True,1415.6,1411.05,True
2004-05-07,98.11,53.74,44.37,True,False,False,True,True,True,1406.19,1395.21,False
2004-05-10,98.0,48.06,49.94,True,False,False,True,True,True,1397.1,1406.36,False
2004-05-11,98.0,51.09,46.91,True,False,False,True,True,True,1421.89,1412.5,False
