trade_num,entry_date,exit_date,held_days,entry_value,mid_contribs,exit_value,net_gain,return_pct,status
1,2011-08-04,2011-09-16,43,153323.33833083458,0.0,160742.36413982173,7419.0258089871495,4.838810509707721,closed
2,2011-09-21,2014-08-07,1051,160660.03412276035,80640.0,383821.1919599627,142521.15783720237,59.063878028585506,closed
3,2015-08-24,2018-03-22,941,410493.944987469,53760.0,766748.8430829642,302494.8980954952,65.15720574084945,closed
4,2018-12-17,2020-02-25,435,793230.2279689797,26880.0,1141664.6226235693,321554.3946545896,39.20867996621939,closed
5,2020-02-28,2020-03-02,3,1141092.0765852765,0.0,1209133.2445517895,68041.16796651296,5.962811359634227,closed
6,2020-03-09,2021-11-30,631,1208526.9810612588,53760.0,2817628.4886046415,1555341.5075433827,123.21615693411813,closed
7,2022-05-19,2023-05-01,347,2843084.946131576,26880.0,3169245.7739899587,299280.82785838284,10.428030776535556,closed
8,2023-10-27,2024-12-18,418,3167659.94401795,26880.0,4864780.224813949,1670240.2807959993,52.28421963931512,closed
9,2025-04-04,,413,4862347.051288305,53760.0,9034192.006775063,4118084.9554867577,83.76719450011937,(open)
