Date,breadth_40,breadth_50,breadth_60,price,ma200,breadth
2002-01-02,False,False,False,1610.39,,65.91
2002-01-03,False,False,False,1666.66,,69.77
2002-01-04,False,False,False,1675.03,,71.78
2002-01-07,False,False,False,1649.83,,70.9
2002-01-08,False,False,False,1666.58,,71.55
2002-01-09,False,False,False,1653.76,,70.73
2002-01-10,False,False,False,1656.68,,71.0
2002-01-11,False,False,False,1634.17,,69.91
2002-01-14,False,False,False,1603.76,,67.93
2002-01-15,False,False,False,1612.46,,68.73
2002-01-16,False,False,False,1558.98,,65.56
2002-01-17,False,False,False,1602.32,,67.26
2002-01-18,False,False,False,1548.22,,64.84
2002-01-22,False,False,False,1501.78,,62.99
2002-01-23,False,False,False,1549.21,,64.93
2002-01-24,False,False,False,1565.13,,65.71
2002-01-25,False,False,False,1558.26,,65.51
2002-01-28,False,False,False,1564.86,,65.51
2002-01-29,False,False,False,1519.33,,62.06
2002-01-30,False,False,False,1538.94,,63.68
2002-01-31,False,False,False,1550.17,,65.24
2002-02-01,False,False,False,1528.15,,64.49
2002-02-04,False,False,False,1479.17,,61.0
2002-02-05,False,False,False,1462.86,,60.04
2002-02-06,False,False,False,1445.96,,58.22
2002-02-07,False,False,False,1413.86,,56.96
2002-02-08,False,False,False,1452.17,,59.89
2002-02-11,False,False,False,1477.64,,61.93
2002-02-12,False,False,False,1464.76,,61.91
2002-02-13,False,False,False,1486.75,,62.96
2002-02-14,False,False,False,1474.71,,62.19
2002-02-15,False,False,False,1436.7,,62.25
2002-02-19,False,False,False,1387.27,,58.64
2002-02-20,False,False,False,1408.26,,60.57
2002-02-21,False,False,False,1348.25,,58.55
2002-02-22,False,False,False,1356.16,,60.47
2002-02-25,False,False,False,1407.99,,62.1
2002-02-26,False,False,False,1401.19,,62.64
2002-02-27,False,False,False,1378.48,,63.36
2002-02-28,False,False,False,1359.22,,63.12
2002-03-01,False,False,False,1435.41,,66.32
2002-03-04,False,False,False,1494.7,,69.43
2002-03-05,False,False,False,1498.95,,69.52
2002-03-06,False,False,False,1519.95,,72.53
2002-03-07,False,False,False,1506.81,,72.22
2002-03-08,False,False,False,1555.11,,73.06
2002-03-11,False,False,False,1553.8,,74.27
2002-03-12,False,False,False,1520.54,,72.99
2002-03-13,False,False,False,1486.27,,71.65
2002-03-14,False,False,False,1477.19,,72.38
2002-03-15,False,False,False,1495.41,,73.13
2002-03-18,False,False,False,1505.89,,73.46
2002-03-19,False,False,False,1504.67,,73.77
2002-03-20,False,False,False,1451.02,,72.23
2002-03-21,False,False,False,1488.97,,72.58
2002-03-22,False,False,False,1470.1,,72.17
2002-03-25,False,False,False,1427.6,,70.16
2002-03-26,False,False,False,1439.55,,70.9
2002-03-27,False,False,False,1436.51,,72.32
2002-03-28,False,False,False,1452.81,,73.59
2002-04-01,False,False,False,1478.52,,72.95
2002-04-02,False,False,False,1410.41,,72.49
2002-04-03,False,False,False,1394.21,,71.2
2002-04-04,False,False,False,1396.97,,71.38
2002-04-05,False,False,False,1376.72,,71.22
2002-04-08,False,False,False,1392.96,,71.23
2002-04-09,False,False,False,1345.32,,71.16
2002-04-10,False,False,False,1363.29,,72.81
2002-04-11,False,False,False,1324.65,,71.06
2002-04-12,False,False,False,1351.85,,72.61
2002-04-15,False,False,False,1355.09,,72.66
2002-04-16,False,False,False,1413.93,,75.19
2002-04-17,False,False,False,1403.71,,75.32
2002-04-18,False,False,False,1395.9,,75.43
2002-04-19,False,False,False,1385.01,,75.89
2002-04-22,False,False,False,1349.83,,74.16
2002-04-23,False,False,False,1322.81,,73.83
2002-04-24,False,False,False,1302.32,,72.98
2002-04-25,False,False,False,1302.32,,72.63
2002-04-26,False,False,False,1250.89,,71.05
2002-04-29,False,False,False,1246.75,,70.52
2002-04-30,False,False,False,1277.07,,72.3
2002-05-01,False,False,False,1267.43,,73.2
2002-05-02,False,False,False,1225.37,,73.15
2002-05-03,False,False,False,1190.74,,72.95
2002-05-06,False,False,False,1161.16,,71.12
2002-05-07,False,False,False,1159.25,,70.53
2002-05-08,False,False,False,1282.41,,73.48
2002-05-09,False,False,False,1240.41,,71.34
2002-05-10,False,False,False,1188.78,,69.46
2002-05-13,False,False,False,1241.54,,70.71
2002-05-14,False,False,False,1305.55,,73.6
2002-05-15,False,False,False,1311.05,,73.75
2002-05-16,False,False,False,1315.85,,73.59
2002-05-17,False,False,False,1325.8,,74.23
2002-05-20,False,False,False,1292.21,,72.49
2002-05-21,False,False,False,1255.91,,71.03
2002-05-22,False,False,False,1264.51,,70.43
2002-05-23,False,False,False,1286.77,,71.67
2002-05-24,False,False,False,1253.03,,70.56
2002-05-28,False,False,False,1244.82,,70.24
2002-05-29,False,False,False,1218.68,,69.44
2002-05-30,False,False,False,1227.9,,69.49
2002-05-31,False,False,False,1208.34,,70.3
2002-06-03,False,False,False,1159.15,,66.68
2002-06-05,False,False,False,1195.6,,66.83
2002-06-06,False,False,False,1157.62,,64.26
2002-06-07,False,False,False,1140.24,,64.81
2002-06-10,False,False,False,1135.62,,64.95
2002-06-11,False,False,False,1100.97,,62.95
2002-06-12,False,False,False,1123.34,,61.77
2002-06-13,False,False,False,1106.54,,60.37
2002-06-14,False,False,False,1109.6,,60.47
2002-06-17,False,False,False,1149.91,,63.77
2002-06-18,False,False,False,1138.47,,63.91
2002-06-19,False,False,False,1097.54,,61.02
2002-06-20,False,False,False,1062.45,,60.07
2002-06-21,False,False,False,1035.63,,59.37
2002-06-24,False,False,False,1057.68,,58.03
2002-06-25,False,False,False,1022.74,,57.44
2002-06-26,False,False,False,1027.22,,55.8
2002-06-27,False,False,False,1050.64,,58.24
2002-06-28,False,False,False,1051.41,,59.88
2002-07-01,False,False,False,998.17,,58.01
2002-07-02,False,False,False,963.66,,53.9
2002-07-03,False,False,False,995.68,,52.05
2002-07-05,False,False,False,1060.89,,54.2
2002-07-08,False,False,False,1014.33,,55.1
2002-07-09,False,False,False,990.23,,53.51
2002-07-10,False,False,False,959.05,,49.22
2002-07-11,False,False,False,998.03,,47.19
2002-07-12,False,False,False,1000.82,,45.13
2002-07-15,False,False,False,1021.02,,42.05
2002-07-16,False,False,False,1011.3,,39.45
2002-07-17,False,False,False,1028.74,,41.27
2002-07-18,False,False,False,994.61,,37.57
2002-07-19,False,False,False,965.45,,33.96
2002-07-22,False,False,False,939.1,,29.7
2002-07-23,False,False,False,896.82,,24.6
2002-07-24,False,False,False,951.58,,28.1
2002-07-25,False,False,False,894.45,,29.7
2002-07-26,False,False,False,910.91,,31.54
2002-07-29,False,False,False,970.13,,38.69
2002-07-30,False,False,False,980.36,,39.01
2002-07-31,False,False,False,962.11,,38.78
2002-08-01,False,False,False,913.59,,36.87
2002-08-02,False,False,False,892.51,,33.01
2002-08-05,False,False,False,857.08,,30.91
2002-08-06,False,False,False,901.91,,33.95
2002-08-07,False,False,False,919.08,,35.48
2002-08-08,False,False,False,947.24,,37.5
2002-08-09,False,False,False,937.33,,37.45
2002-08-13,False,False,False,907.62,,35.24
2002-08-14,False,False,False,968.84,,38.58
2002-08-15,False,False,False,980.98,,40.31
2002-08-16,False,False,False,996.06,,40.67
2002-08-19,False,False,False,1025.95,,42.36
2002-08-20,False,False,False,1008.02,,40.32
2002-08-21,False,False,False,1035.47,,42.53
2002-08-22,False,False,False,1049.03,,44.6
2002-08-23,False,False,False,1010.49,,42.18
2002-08-26,False,False,False,1016.79,,44.71
2002-08-27,False,False,False,974.47,,43.07
2002-08-28,False,False,False,944.83,,40.71
2002-08-29,False,False,False,961.75,,42.0
2002-08-30,False,False,False,942.38,,42.53
2002-09-03,False,False,False,899.64,,38.57
2002-09-04,False,False,False,920.98,,40.74
2002-09-05,False,False,False,882.92,,38.7
2002-09-06,False,False,False,922.22,,41.18
2002-09-09,False,False,False,932.23,,41.9
2002-09-10,False,False,False,947.72,,42.19
2002-09-11,False,False,False,946.4,,41.75
2002-09-12,False,False,False,915.01,,39.22
2002-09-13,False,False,False,923.83,,40.03
2002-09-16,False,False,False,908.48,,39.87
2002-09-17,False,False,False,897.53,,38.29
2002-09-18,False,False,False,895.2,,37.66
2002-09-19,False,False,False,865.93,,34.43
2002-09-20,False,False,False,871.6,,35.0
2002-09-23,False,False,False,843.08,,33.12
2002-09-24,False,False,False,843.61,,32.5
2002-09-25,False,False,False,880.44,,33.49
2002-09-26,False,False,False,873.74,,35.86
2002-09-27,False,False,False,860.35,,33.68
2002-09-30,False,False,False,832.52,,33.92
2002-10-01,False,False,False,870.63,,36.42
2002-10-02,False,False,False,849.56,,34.77
2002-10-03,False,False,False,833.21,,34.34
2002-10-04,False,False,False,815.4,,31.41
2002-10-07,False,False,False,804.64,,29.6
2002-10-08,False,False,False,811.47,,29.4
2002-10-09,False,False,False,807.42,,25.56
2002-10-10,False,False,False,849.57,,25.7
2002-10-11,False,False,False,890.61,,28.44
2002-10-14,False,False,False,900.75,,28.4
2002-10-15,False,False,False,950.42,,31.57
2002-10-16,False,False,False,910.13,,28.71
2002-10-17,False,False,False,945.06,,30.51
2002-10-18,False,False,False,956.13,1201.82515,30.19
2002-10-21,False,False,False,979.35,1198.66995,30.65
2002-10-22,False,False,False,963.87,1195.156,28.97
2002-10-23,False,False,False,989.32,1191.72745,30.51
2002-10-24,False,False,False,964.91,1188.30285,29.74
2002-10-25,False,False,False,995.55,1184.9477,31.67
2002-10-28,False,False,False,979.46,1181.5762,30.59
2002-10-29,False,False,False,960.82,1178.0969,30.39
2002-10-30,False,False,False,986.09,1174.8564999999999,31.9
2002-10-31,True,True,True,989.54,1171.7854,32.81
2002-11-01,False,False,False,1019.06,1168.8183999999999,35.06
2002-11-04,False,False,False,1046.99,1166.25845,35.8
2002-11-05,False,False,False,1050.39,1163.4988,36.35
2002-11-06,False,False,False,1065.86,1161.087,37.31
2002-11-07,False,False,False,1025.79,1158.70705,35.62
2002-11-08,False,False,False,1008.44,1156.0032,35.07
2002-11-11,False,False,False,972.48,1153.03995,32.35
2002-11-12,False,False,False,1001.94,1150.25835,33.93
2002-11-13,False,False,False,1011.94,1147.49375,33.69
2002-11-14,False,False,False,1057.83,1145.18625,35.87
2002-11-15,False,False,False,1061.28,1142.79795,36.68
2002-11-18,False,False,False,1045.19,1140.27305,35.74
2002-11-19,False,False,False,1025.96,1137.7621,34.92
2002-11-20,False,False,False,1070.53,1135.7189,37.6
2002-11-21,False,False,False,1118.14,1133.9953,40.38
2002-11-22,False,False,False,1116.01,1132.34555,41.07
2002-11-25,False,False,False,1127.06,1130.91155,41.92
2002-11-26,False,False,False,1087.49,1129.08815,39.23
2002-11-27,False,False,False,1125.67,1127.3283000000001,43.57
2002-11-29,False,True,True,1116.1,1125.585,43.56
2002-12-02,False,False,False,1120.49,1123.7537,44.41
2002-12-03,False,False,False,1088.8,1121.8241500000001,42.74
2002-12-04,False,False,False,1069.49,1119.9881,42.4
2002-12-05,False,False,False,1053.06,1118.31705,41.17
2002-12-06,False,False,False,1065.97,1116.6055999999999,42.7
2002-12-09,False,False,False,1014.84,1114.9385499999999,39.53
2002-12-10,False,False,False,1033.07,1113.3231,41.84
2002-12-11,False,False,False,1036.34,1111.46485,41.47
2002-12-12,False,False,False,1039.95,1109.65865,41.65
2002-12-13,False,False,False,1005.85,1107.7955,39.64
2002-12-16,False,False,False,1042.44,1106.2116,42.94
2002-12-17,False,False,False,1040.02,1104.2346499999999,42.02
2002-12-18,False,False,False,1013.72,1101.82975,40.31
2002-12-19,False,False,False,1006.05,1099.3652499999998,40.56
2002-12-20,False,False,False,1013.51,1096.8330500000002,42.5
2002-12-23,False,False,False,1032.3,1094.4605,43.65
2002-12-24,False,False,False,1023.29,1091.8014,43.35
2002-12-26,False,False,False,1016.46,1089.1147,43.87
2002-12-27,False,False,False,997.85,1086.50125,41.86
2002-12-30,False,False,False,989.89,1084.01935,42.14
2002-12-31,False,True,True,984.36,1081.5552,43.8
2003-01-02,False,False,False,1027.86,1079.21745,48.1
2003-01-03,False,False,False,1031.63,1076.8461499999999,48.49
2003-01-06,False,False,False,1061.48,1074.6302,53.21
2003-01-07,False,False,False,1071.85,1072.73435,51.29
2003-01-08,False,False,False,1042.52,1070.5021,48.71
2003-01-09,False,False,False,1076.05,1068.53185,51.7
2003-01-10,False,False,False,1087.36,1066.83065,52.27
2003-01-13,False,False,False,1083.0,1065.0479,52.4
2003-01-14,False,False,False,1094.87,1063.3397,53.81
2003-01-15,False,False,False,1073.6,1061.4436500000002,52.18
2003-01-16,False,False,False,1061.46,1059.35835,52.55
2003-01-17,False,False,False,1017.58,1057.3942,50.16
2003-01-21,False,False,False,1008.93,1055.4678,47.89
2003-01-22,False,False,False,1006.51,1053.5155,46.69
2003-01-23,False,False,False,1032.67,1051.79525,48.17
2003-01-24,False,False,False,996.18,1049.8113500000002,44.5
2003-01-27,False,False,False,986.41,1048.0167999999999,41.58
2003-01-28,False,False,False,1001.41,1046.2074,43.48
2003-01-29,False,False,False,1016.56,1044.6669499999998,44.57
2003-01-30,False,False,False,985.51,1042.8352499999999,42.95
2003-01-31,False,True,True,983.05,1040.97505,44.94
2003-02-03,False,False,False,987.07,1038.84075,45.24
2003-02-04,False,False,False,971.73,1036.68085,44.79
2003-02-05,False,False,False,968.97,1034.5462,44.65
2003-02-06,False,False,False,970.55,1032.4739,43.9
2003-02-07,False,False,False,957.05,1030.51,42.76
2003-02-10,False,False,False,969.96,1028.74575,43.46
2003-02-11,False,False,False,971.61,1027.0922,43.25
2003-02-12,False,False,False,956.77,1025.36445,41.02
2003-02-13,False,False,False,951.9,1023.8695,40.93
2003-02-14,False,False,False,982.09,1022.5462,42.48
2003-02-18,False,False,False,1014.91,1021.2353999999999,45.1
2003-02-19,False,False,False,1005.88,1019.92765,44.53
2003-02-20,False,False,False,1001.47,1018.8081500000001,45.14
2003-02-21,False,False,False,1015.92,1017.93405,47.02
2003-02-24,False,False,False,994.69,1017.1016999999999,45.23
2003-02-25,False,False,False,999.28,1016.30185,46.01
2003-02-26,False,False,False,974.51,1014.76235,44.93
2003-02-27,False,False,False,994.8,1013.5342999999999,46.46
2003-02-28,False,True,True,1009.74,1012.6391,47.33
2003-03-03,False,False,False,991.07,1011.3867499999999,47.36
2003-03-04,False,False,False,982.98,1009.7739,46.57
2003-03-05,False,False,False,990.23,1008.1698000000001,46.57
2003-03-06,False,False,False,983.96,1006.51035,46.22
2003-03-07,False,False,False,986.82,1004.8154499999999,46.48
2003-03-10,False,False,False,964.29,1003.17585,44.71
2003-03-11,False,False,False,958.82,1001.6904,44.45
2003-03-12,False,False,False,970.54,1000.2205500000001,42.95
2003-03-13,False,False,False,1029.79,998.93565,45.7
2003-03-14,False,False,False,1030.45,997.8227499999999,46.02
2003-03-17,False,False,False,1077.01,996.9837,50.23
2003-03-18,False,False,False,1082.19,996.30125,50.72
2003-03-19,False,False,False,1074.97,995.5366,50.73
2003-03-20,False,False,False,1080.24,994.8961,52.22
2003-03-21,False,False,False,1093.12,994.56595,55.79
2003-03-24,False,False,False,1047.1,993.82345,49.78
2003-03-25,False,False,False,1066.57,993.3682000000001,52.69
2003-03-26,False,False,False,1066.3,992.9984999999999,51.6
2003-03-27,False,False,False,1061.93,992.6300500000001,52.18
2003-03-28,False,False,False,1046.72,992.3587999999999,52.45
2003-03-31,False,False,False,1018.66,991.8353999999999,51.42
2003-04-01,False,False,False,1022.63,991.4158499999999,52.59
2003-04-02,False,False,False,1063.46,991.18515,56.83
2003-04-03,False,False,False,1064.06,990.7559000000001,56.47
2003-04-04,False,False,False,1050.71,990.3171000000001,56.29
2003-04-07,False,False,False,1053.28,990.0958,58.38
2003-04-08,False,False,False,1046.3,990.0150499999999,58.2
2003-04-09,False,False,False,1023.52,989.9545000000002,57.09
2003-04-10,False,False,False,1033.14,989.8317999999999,57.8
2003-04-11,False,False,False,1026.15,989.84885,57.02
2003-04-14,False,False,False,1048.31,989.9542999999999,60.66
2003-04-15,False,False,False,1053.08,989.9665000000001,62.76
2003-04-16,False,False,False,1054.89,989.9839,62.15
2003-04-17,False,False,False,1083.56,990.4108499999999,65.65
2003-04-21,False,False,False,1081.04,990.99775,66.51
2003-04-22,False,False,False,1102.44,991.53155,70.86
2003-04-23,False,False,False,1112.93,991.7917499999999,73.56
2003-04-24,False,False,False,1108.12,992.2607,71.86
2003-04-25,False,False,False,1083.19,992.7254999999999,70.03
2003-04-28,False,False,False,1107.13,993.4658999999999,73.91
2003-04-29,False,False,False,1116.79,994.0597,75.07
2003-04-30,False,False,False,1106.06,994.5858999999999,76.24
2003-05-01,False,False,False,1113.21,995.04685,76.42
2003-05-02,False,False,False,1136.51,995.6728999999999,79.55
2003-05-05,False,False,False,1136.26,996.2105,80.46
2003-05-06,False,False,False,1152.78,997.0013500000001,82.0
2003-05-07,False,False,False,1135.85,997.8533500000001,81.64
2003-05-08,False,False,False,1118.76,998.7516499999999,80.83
2003-05-09,False,False,False,1143.55,999.9852999999999,83.5
2003-05-12,False,False,False,1160.42,1001.0295,85.06
2003-05-13,False,False,False,1155.97,1002.3371,85.05
2003-05-14,False,False,False,1148.14,1003.5232500000001,85.13
2003-05-15,False,False,False,1162.93,1004.48725,85.84
2003-05-16,False,False,False,1154.48,1005.35785,84.86
2003-05-19,False,False,False,1112.49,1006.1097500000001,82.05
2003-05-20,False,False,False,1112.85,1007.1060500000001,82.13
2003-05-21,False,False,False,1113.68,1008.2119,82.4
2003-05-22,False,False,False,1131.45,1009.58375,83.71
2003-05-23,False,False,False,1130.05,1010.72445,84.87
2003-05-27,False,False,False,1172.58,1011.99195,87.45
2003-05-28,False,False,False,1173.31,1013.1223,88.59
2003-05-29,False,False,False,1181.82,1014.3447499999999,89.1
2003-05-30,False,False,False,1197.89,1015.7961,92.0
2003-06-02,False,False,False,1185.13,1016.87755,93.1
2003-06-03,False,False,False,1198.57,1017.9654999999999,93.17
2003-06-04,False,False,False,1224.76,1019.1089999999999,95.23
2003-06-05,False,False,False,1231.72,1020.1378500000001,95.9
2003-06-06,False,False,False,1213.11,1021.1632999999998,95.82
2003-06-09,False,False,False,1195.55,1021.9636999999999,94.44
2003-06-10,False,False,False,1212.99,1022.7834999999999,95.72
2003-06-11,False,False,False,1228.24,1023.8722499999999,96.68
2003-06-12,False,False,False,1229.32,1024.9349,96.75
2003-06-13,False,False,False,1203.91,1026.0820999999999,95.68
2003-06-16,False,False,False,1241.58,1027.56585,97.91
2003-06-17,False,False,False,1239.63,1028.95525,98.06
2003-06-18,False,False,False,1247.9,1030.48285,97.72
2003-06-19,False,False,False,1225.89,1032.1141,96.76
2003-06-20,False,False,False,1223.13,1033.62485,97.09
2003-06-23,False,False,False,1200.17,1035.2111,94.52
2003-06-24,False,False,False,1191.7,1036.5584999999999,94.48
2003-06-25,False,False,False,1188.41,1037.8394,94.38
2003-06-26,False,False,False,1214.68,1039.1742,95.25
2003-06-27,False,False,False,1205.25,1040.46845,94.91
2003-06-30,False,False,False,1201.69,1041.90185,94.36
2003-07-01,False,False,False,1217.37,1043.3695500000001,95.38
2003-07-02,False,False,False,1245.75,1045.0559,97.03
2003-07-03,False,False,False,1231.34,1046.72495,96.7
2003-07-07,False,False,False,1281.89,1048.6584,98.05
2003-07-08,False,False,False,1298.37,1050.8206,98.96
2003-07-09,False,False,False,1295.16,1052.9384,99.16
2003-07-10,False,False,False,1268.65,1055.06625,97.81
2003-07-11,False,False,False,1280.57,1057.2510499999999,98.51
2003-07-14,False,False,False,1295.74,1059.32755,98.99
2003-07-15,False,False,False,1294.47,1061.4312,97.93
2003-07-16,False,False,False,1291.99,1063.5894,96.81
2003-07-17,False,False,False,1255.94,1065.7065,94.17
2003-07-18,False,False,False,1259.91,1067.6529,95.13
2003-07-21,False,False,False,1240.78,1069.609,92.84
2003-07-22,False,False,False,1257.63,1071.7311,92.92
2003-07-23,False,False,False,1268.52,1073.9967000000001,93.66
2003-07-24,False,False,False,1253.76,1076.2423,92.62
2003-07-25,False,False,False,1278.31,1078.5765,93.06
2003-07-28,False,False,False,1280.53,1080.9420499999999,92.74
2003-07-29,False,False,False,1275.17,1083.07005,91.1
2003-07-30,False,False,False,1263.78,1084.9359,90.57
2003-07-31,False,False,False,1276.94,1086.81685,89.47
2003-08-01,False,False,False,1264.34,1088.38645,87.2
2003-08-04,False,False,False,1267.38,1090.1727,86.17
2003-08-05,False,False,False,1229.72,1091.596,83.74
2003-08-06,False,False,False,1215.13,1092.891,83.58
2003-08-07,False,False,False,1217.17,1094.0801,84.15
2003-08-08,False,False,False,1207.28,1095.2971499999999,84.7
2003-08-11,False,False,False,1223.14,1096.46625,85.55
2003-08-12,False,False,False,1240.7,1097.8452,86.82
2003-08-13,False,False,False,1240.37,1099.0693,86.1
2003-08-14,False,False,False,1251.9,1100.4315000000001,86.61
2003-08-15,False,False,False,1253.63,1101.8955500000002,86.98
2003-08-18,False,False,False,1284.81,1103.38915,87.79
2003-08-19,False,False,False,1299.69,1104.9399,88.93
2003-08-20,False,False,False,1299.73,1106.34325,89.43
2003-08-21,False,False,False,1314.65,1107.68155,89.96
2003-08-22,False,False,False,1304.54,1108.9523,88.69
2003-08-25,False,False,False,1306.64,1110.1562000000001,88.55
2003-08-26,False,False,False,1309.05,1111.5725,89.14
2003-08-27,False,False,False,1318.93,1113.12495,89.45
2003-08-28,False,False,False,1332.33,1114.9242,90.35
2003-08-29,False,False,False,1341.2,1116.6205,91.22
2003-09-02,False,False,False,1361.09,1118.36625,92.45
2003-09-03,False,False,False,1360.19,1119.87805,93.86
2003-09-04,False,False,False,1373.26,1121.43795,93.56
2003-09-05,False,False,False,1361.9,1123.0214999999998,93.73
2003-09-08,False,False,False,1386.73,1124.82535,94.97
2003-09-09,False,False,False,1370.56,1126.3255,94.4
2003-09-10,False,False,False,1332.28,1127.3962,93.65
2003-09-11,False,False,False,1350.8,1128.57015,93.06
2003-09-12,False,False,False,1357.63,1129.723,93.82
2003-09-15,False,False,False,1347.77,1131.0244,93.5
2003-09-16,False,False,False,1382.82,1132.31015,94.53
2003-09-17,False,False,False,1376.8,1133.61365,94.54
2003-09-18,False,False,False,1400.13,1135.01185,95.33
2003-09-19,False,False,False,1392.26,1136.5291499999998,95.67
2003-09-22,False,False,False,1366.32,1138.0133,94.35
2003-09-23,False,False,False,1388.15,1139.68875,94.19
2003-09-24,False,False,False,1339.64,1141.0571,92.96
2003-09-25,False,False,False,1325.75,1142.61165,90.63
2003-09-26,False,False,False,1309.31,1143.99285,89.08
2003-09-29,False,False,False,1335.51,1145.4887,90.15
2003-09-30,False,False,False,1303.7,1146.80745,90.49
2003-10-01,False,False,False,1335.34,1148.4549,93.89
2003-10-02,False,False,False,1337.1,1149.9281999999998,93.7
2003-10-03,False,False,False,1375.32,1151.6047,93.92
2003-10-06,False,False,False,1381.7,1153.4445999999998,94.39
2003-10-07,False,False,False,1392.56,1155.37715,94.75
2003-10-08,False,False,False,1382.4,1157.2216,94.63
2003-10-09,False,False,False,1396.95,1159.04485,94.48
2003-10-10,False,False,False,1404.87,1160.9527500000002,94.22
2003-10-13,False,False,False,1414.72,1162.94405,94.92
2003-10-14,False,False,False,1420.66,1165.0581,95.04
2003-10-15,False,False,False,1417.59,1167.1966,93.95
2003-10-16,False,False,False,1426.71,1169.4083500000002,94.36
2003-10-17,False,False,False,1394.02,1171.2391499999999,93.76
2003-10-20,False,False,False,1409.31,1173.1275500000002,93.36
2003-10-21,False,False,False,1422.13,1174.9308,93.49
2003-10-22,False,False,False,1387.4,1176.50855,91.97
2003-10-23,False,False,False,1378.11,1178.1865,92.12
2003-10-24,False,False,False,1370.61,1179.6593,91.89
2003-10-27,False,False,False,1377.41,1181.1095500000001,92.46
2003-10-28,False,False,False,1420.02,1182.79465,93.66
2003-10-29,False,False,False,1419.92,1184.4199,93.97
2003-10-30,False,False,False,1417.38,1186.1388,93.44
2003-10-31,False,False,False,1416.39,1187.91345,94.0
2003-11-03,False,False,False,1443.13,1190.0412,95.13
2003-11-04,False,False,False,1429.38,1192.14345,95.12
2003-11-05,False,False,False,1429.56,1194.2586999999999,95.2
2003-11-06,False,False,False,1440.08,1196.2957500000002,95.4
2003-11-07,False,False,False,1436.73,1198.4985,95.55
2003-11-10,False,False,False,1414.62,1200.63955,94.42
2003-11-11,False,False,False,1409.64,1202.6807000000001,94.21
2003-11-12,False,False,False,1443.52,1204.8155,95.16
2003-11-13,False,False,False,1439.87,1207.0873,95.45
2003-11-14,False,False,False,1407.51,1209.2096000000001,94.68
2003-11-17,False,False,False,1393.75,1211.243,93.39
2003-11-18,False,False,False,1364.7,1213.20785,92.74
2003-11-19,False,False,False,1378.9,1215.2575,93.1
2003-11-20,False,False,False,1363.49,1217.2222,92.55
2003-11-21,False,False,False,1373.32,1219.3035499999999,92.89
2003-11-24,False,False,False,1419.31,1221.5502999999999,94.29
2003-11-25,False,False,False,1411.36,1223.7490500000001,94.86
2003-11-26,False,False,False,1420.11,1226.06575,95.4
2003-11-28,False,False,False,1424.25,1228.4275,95.91
2003-12-01,False,False,False,1447.08,1230.75245,96.73
2003-12-02,False,False,False,1431.89,1232.83735,96.63
2003-12-03,False,False,False,1419.77,1234.9068,95.45
2003-12-04,False,False,False,1432.38,1237.06135,95.62
2003-12-05,False,False,False,1406.91,1239.0163,95.42
2003-12-08,False,False,False,1418.05,1241.1331,95.72
2003-12-09,False,False,False,1383.66,1243.055,95.13
2003-12-10,False,False,False,1388.96,1245.12725,93.81
2003-12-11,False,False,False,1416.96,1247.2380500000002,95.19
2003-12-12,False,False,False,1417.27,1249.2757,95.92
2003-12-15,False,False,False,1396.82,1251.30445,94.33
2003-12-16,False,False,False,1403.28,1253.40595,94.08
2003-12-17,False,False,False,1400.0,1255.4548,94.45
2003-12-18,False,False,False,1431.31,1257.69155,95.78
2003-12-19,False,False,False,1426.17,1259.8883,95.6
2003-12-22,False,False,False,1431.71,1262.2254,96.09
2003-12-23,False,False,False,1448.17,1264.67215,96.62
2003-12-24,False,False,False,1443.19,1267.0354,96.51
2003-12-26,False,False,False,1443.86,1269.10575,96.5
2003-12-29,False,False,False,1470.37,1271.30535,96.91
2003-12-30,False,False,False,1470.01,1273.27035,97.18
2003-12-31,False,False,False,1467.92,1275.1989999999998,97.25
2004-01-02,False,False,False,1463.57,1277.142,97.39
2004-01-05,False,False,False,1496.58,1279.2237,98.24
2004-01-06,False,False,False,1501.26,1281.2644,98.65
2004-01-07,False,False,False,1514.26,1283.6002,98.88
2004-01-08,False,False,False,1530.65,1285.9206,99.48
2004-01-09,False,False,False,1520.46,1288.1914,99.75
2004-01-12,False,False,False,1539.77,1290.5806,100.0
2004-01-13,False,False,False,1524.78,1292.9709,100.0
2004-01-14,False,False,False,1534.08,1295.548,100.0
2004-01-15,False,False,False,1532.01,1298.0949,100.0
2004-01-16,False,False,False,1553.62,1300.5457000000001,100.0
2004-01-20,False,False,False,1552.87,1302.98975,100.0
2004-01-21,False,False,False,1546.6,1305.4692,100.0
2004-01-22,False,False,False,1530.42,1307.8549,100.0
2004-01-23,False,False,False,1531.21,1310.27945,100.0
2004-01-26,False,False,False,1553.66,1312.93015,100.0
2004-01-27,False,False,False,1519.23,1315.3606,100.0
2004-01-28,False,False,False,1491.57,1317.6877000000002,99.68
2004-01-29,False,False,False,1496.4,1319.92815,98.6
2004-01-30,False,False,False,1493.08,1322.12815,98.59
2004-02-02,False,False,False,1487.84,1324.2928999999997,97.53
2004-02-03,False,False,False,1491.85,1326.33435,98.24
2004-02-04,False,False,False,1462.61,1328.2422,95.69
2004-02-05,False,False,False,1465.03,1330.0551500000001,96.12
2004-02-06,False,False,False,1498.95,1331.98525,97.95
2004-02-09,False,False,False,1490.91,1333.8992,97.86
2004-02-10,False,False,False,1500.29,1335.9847,98.28
2004-02-11,False,False,False,1514.18,1338.0199499999999,98.21
