Date,ndx_return_60_pct,rolling_breadth_max_60,breadth,breadth_drawdown_60_points,robust_signal,next_session_open
2002-05-23,-6.652980094016603,75.89,71.67,4.219999999999999,False,1269.91
2002-05-24,-7.812568973381795,75.89,70.56,5.329999999999998,False,1264.13
2002-05-28,-13.277739461199245,75.89,70.24,5.650000000000006,False,1232.16
2002-05-29,-18.466581922793868,75.89,69.44,6.450000000000003,False,1207.44
2002-05-30,-18.082657860502348,75.89,69.49,6.400000000000006,False,1237.56
2002-05-31,-20.50133228066714,75.89,70.3,5.590000000000003,False,1205.2
2002-06-03,-23.07258380286831,75.89,66.68,9.209999999999994,False,1182.74
2002-06-05,-23.117978792496995,75.89,66.83,9.060000000000002,False,1183.91
2002-06-06,-25.497490024456184,75.89,64.26,11.629999999999995,False,1107.94
2002-06-07,-25.010851408052403,75.89,64.81,11.079999999999998,False,1142.51
2002-06-10,-23.59261776124123,75.89,64.95,10.939999999999998,False,1148.72
2002-06-11,-25.468626243069615,75.89,62.95,12.939999999999998,False,1092.45
2002-06-12,-24.88080192054354,75.89,61.77,14.119999999999997,False,1117.22
2002-06-13,-26.51920126968106,75.89,60.37,15.520000000000003,False,1078.69
2002-06-14,-26.256255524467164,75.89,60.47,15.420000000000002,False,1126.54
2002-06-17,-20.751609212829592,75.89,63.77,12.119999999999997,False,1139.52
2002-06-18,-23.539762386078966,75.89,63.91,11.980000000000004,False,1129.32
2002-06-19,-25.34249370791103,75.89,61.02,14.869999999999997,False,1094.53
2002-06-20,-25.577892967217696,75.89,60.07,15.82,False,1051.8
2002-06-21,-28.058768365114084,75.89,59.37,16.520000000000003,False,1023.06
2002-06-24,-26.371553278431747,75.89,58.03,17.86,False,1070.62
2002-06-25,-29.602632140472597,75.89,57.44,18.450000000000003,False,979.87
2002-06-26,-30.52376701025349,75.89,55.8,20.090000000000003,False,1048.54
2002-06-27,-25.508185563063222,75.89,58.24,17.65,False,1047.56
2002-06-28,-24.587400750245656,75.89,59.88,16.009999999999998,False,1044.48
2002-07-01,-28.547499230477392,75.89,58.01,17.880000000000003,False,989.25
2002-07-02,-30.003196002091936,75.89,53.9,21.990000000000002,False,957.26
2002-07-03,-28.520560532965778,75.89,52.05,23.840000000000003,False,1018.63
2002-07-05,-21.14218178574613,75.89,54.2,21.689999999999998,False,1051.27
2002-07-08,-25.596901613009702,75.89,55.1,20.79,False,1015.27
2002-07-09,-25.24591401502284,75.89,53.51,22.380000000000003,False,1005.99
2002-07-10,-29.05647815955912,75.89,49.22,26.67,False,954.01
2002-07-11,-26.34954135887653,75.89,47.19,28.700000000000003,False,1016.0
2002-07-12,-29.217146534835525,75.89,45.13,30.759999999999998,False,990.98
2002-07-15,-27.26275370268788,75.89,42.05,33.84,False,1012.51
2002-07-16,-27.55211691381905,75.89,39.45,36.44,False,1047.79
2002-07-17,-25.72327997631786,74.23,41.27,32.96,False,1020.82
2002-07-18,-26.315906447478564,74.23,37.57,36.660000000000004,False,975.06
2002-07-19,-27.01521760494704,74.23,33.96,40.27,False,958.34
2002-07-22,-27.89022667240002,74.23,29.7,44.53,False,943.29
2002-07-23,-31.136740586031074,74.23,24.6,49.63,False,875.48
2002-07-24,-23.927763432436112,74.23,28.1,46.13,False,934.93
2002-07-25,-28.257469420493276,74.23,29.7,44.53,False,905.88
2002-07-26,-28.671881729270908,74.23,31.54,42.690000000000005,False,935.05
2002-07-29,-23.456916752798975,74.23,38.69,35.540000000000006,False,957.08
2002-07-30,-19.994777087736757,74.23,39.01,35.220000000000006,False,966.05
2002-07-31,-19.20066513260661,74.23,38.78,35.45,False,954.56
2002-08-01,-21.3209204588515,74.23,36.87,37.36000000000001,False,913.6
2002-08-02,-23.009704550355835,74.23,33.01,41.220000000000006,False,889.49
2002-08-05,-33.16646002448515,74.23,30.91,43.32000000000001,False,875.53
2002-08-06,-27.289364000612704,74.23,33.95,40.28,False,932.53
2002-08-07,-22.687124615151667,74.23,35.48,38.75000000000001,False,915.89
2002-08-08,-23.704431593021567,74.23,37.5,36.730000000000004,False,932.33
2002-08-09,-28.204205124277117,74.23,37.45,36.78,False,933.74
2002-08-13,-30.77151901147934,74.23,35.24,38.99,False,912.35
2002-08-14,-26.37154690884218,74.23,38.58,35.650000000000006,False,975.09
2002-08-15,-26.008447729672646,72.49,40.31,32.17999999999999,False,968.05
2002-08-16,-22.918101546962188,71.67,40.67,31.0,False,997.39
2002-08-19,-18.31022923617138,71.67,42.36,29.310000000000002,False,1014.51
2002-08-20,-20.283746273259993,71.67,40.32,31.35,False,1020.95
2002-08-21,-19.52951964997629,70.56,42.53,28.03,False,1036.16
2002-08-22,-16.280535980782584,70.3,44.6,25.699999999999996,False,1036.13
2002-08-23,-18.82440834819491,70.3,42.18,28.119999999999997,False,1017.62
2002-08-26,-16.566284832769885,70.3,44.71,25.589999999999996,False,1021.5
2002-08-27,-20.63930287482695,70.3,43.07,27.229999999999997,False,965.57
2002-08-28,-21.80760382011685,66.83,40.71,26.119999999999997,False,933.46
2002-08-29,-17.029720053487473,66.83,42.0,24.83,False,951.56
2002-08-30,-21.17932418869186,64.95,42.53,22.42,False,928.5
2002-09-03,-22.285378621654772,64.95,38.57,26.380000000000003,False,904.82
2002-09-04,-19.2292850627938,64.95,40.74,24.21,False,900.9
2002-09-05,-22.25216181469153,63.91,38.7,25.209999999999994,False,911.6
2002-09-06,-16.23568307946629,63.91,41.18,22.729999999999997,False,913.68
2002-09-09,-17.012658678583502,63.91,41.9,22.009999999999998,False,934.43
2002-09-10,-14.352847615088471,63.91,42.19,21.72,False,958.29
2002-09-11,-14.708002883922134,63.91,41.75,22.159999999999997,False,935.53
2002-09-12,-20.42768564496352,63.91,39.22,24.689999999999998,False,909.63
2002-09-13,-18.85337338708969,61.02,40.03,20.990000000000002,False,919.1
2002-09-16,-17.225795870765527,60.07,39.87,20.200000000000003,False,927.29
2002-09-17,-15.52261282883901,59.88,38.29,21.590000000000003,False,884.03
2002-09-18,-13.559862112916775,59.88,37.66,22.220000000000006,False,875.77
2002-09-19,-18.129301868239935,59.88,34.43,25.450000000000003,False,876.75
2002-09-20,-14.777949429962645,59.88,35.0,24.880000000000003,False,860.99
2002-09-23,-17.926052841650275,59.88,33.12,26.760000000000005,False,830.21
2002-09-24,-19.70513210995204,59.88,32.5,27.380000000000003,False,858.46
2002-09-25,-16.261020914771596,58.01,33.49,24.519999999999996,False,891.02
2002-09-26,-12.465812436759261,55.1,35.86,19.240000000000002,False,866.09
2002-09-27,-10.72058609883153,55.1,33.68,21.42,False,848.72
2002-09-30,-16.386790936847174,55.1,33.92,21.18,False,841.29
2002-10-01,-17.933998812317963,55.1,36.42,18.68,False,865.13
2002-10-02,-16.24422032277465,53.51,34.77,18.739999999999995,False,846.74
2002-10-03,-15.8569221292023,49.22,34.34,14.879999999999995,False,842.95
2002-10-04,-14.97836400604765,47.19,31.41,15.779999999999998,False,813.06
2002-10-07,-19.37717303087082,45.13,29.6,15.530000000000001,False,815.22
2002-10-08,-18.919486021462404,44.71,29.4,15.310000000000002,False,800.92
2002-10-09,-20.920256214373868,44.71,25.56,19.150000000000002,False,809.46
2002-10-10,-15.992287155146833,44.71,25.7,19.01,False,867.64
2002-10-11,-13.42710500223574,44.71,28.44,16.27,False,878.75
2002-10-14,-9.436864700736969,44.71,28.4,16.310000000000002,False,941.46
2002-10-15,-1.5567869905225629,44.71,31.57,13.14,False,911.33
2002-10-16,-3.0848684911085056,44.71,28.71,16.0,False,951.14
2002-10-17,5.379005820565985,44.71,30.51,14.2,False,936.43
2002-10-18,0.478152125937914,44.71,30.19,14.52,False,945.86
2002-10-21,9.491866510145908,44.71,30.65,14.060000000000002,False,954.28
2002-10-22,5.813966253526703,44.71,28.97,15.740000000000002,False,960.18
2002-10-23,1.9780854112335433,44.71,30.51,14.2,False,992.5
2002-10-24,-1.5759516912154714,44.71,29.74,14.970000000000002,False,964.01
2002-10-25,3.4756940474581777,44.71,31.67,13.04,False,1007.72
2002-10-28,7.210017622784837,44.71,30.59,14.120000000000001,False,975.66
2002-10-29,7.653695756910284,44.71,30.39,14.32,False,968.48
2002-10-30,15.052270499836663,44.71,31.9,12.810000000000002,False,990.39
2002-10-31,9.716047055692911,44.71,32.81,11.899999999999999,False,981.24
2002-11-01,10.878269573921727,44.71,35.06,9.649999999999999,False,1049.49
2002-11-04,10.530594147206628,44.71,35.8,8.910000000000004,False,1033.79
2002-11-05,12.061920561595185,44.71,36.35,8.36,False,1057.59
2002-11-06,17.434609197681826,44.71,37.31,7.399999999999999,False,1043.73
2002-11-07,5.878163577061213,44.71,35.62,9.090000000000003,False,1026.04
2002-11-08,2.7992415747517763,44.71,35.07,9.64,False,1004.41
2002-11-11,-2.367327269441588,44.71,32.35,12.36,False,982.45
2002-11-12,-2.3402699936644122,44.71,33.93,10.780000000000001,False,994.4
2002-11-13,0.3888811729926056,44.71,33.69,11.020000000000003,False,1029.36
2002-11-14,2.1594058736612354,44.71,35.87,8.840000000000003,False,1044.3
2002-11-15,1.1677454410264687,44.71,36.68,8.030000000000001,False,1073.89
2002-11-18,3.4339775752357804,44.71,35.74,8.969999999999999,False,1037.26
2002-11-19,0.9018578074135419,43.07,34.92,8.149999999999999,False,1028.57
2002-11-20,9.857666218559835,42.53,37.6,4.93,False,1082.92
2002-11-21,18.3429823354466,42.53,40.38,2.1499999999999986,False,1102.64
2002-11-22,16.039511307512356,42.53,41.07,1.4600000000000009,False,1118.01
2002-11-25,19.597190093168358,42.19,41.92,0.269999999999996,False,1116.29
2002-11-26,20.88057445200302,42.19,39.23,2.960000000000001,False,1107.97
2002-11-27,22.22523833307999,43.57,43.57,0.0,False,1133.13
2002-11-29,26.410093779730893,43.57,43.56,0.00999999999999801,False,1144.21
2002-12-02,21.499208431827554,44.41,44.41,0.0,False,1109.46
2002-12-03,16.795211482144957,44.41,42.74,1.6699999999999946,False,1068.94
2002-12-04,12.84873169290508,44.41,42.4,2.009999999999998,False,1085.02
2002-12-05,11.270076077768376,44.41,41.17,3.239999999999995,False,1038.72
2002-12-06,16.498180347755763,44.41,42.7,1.7099999999999937,False,1054.87
2002-12-09,9.851379582823672,44.41,39.53,4.8799999999999955,False,1022.39
2002-12-10,13.7141158858753,44.41,41.84,2.569999999999993,False,1023.91
2002-12-11,15.465778302675105,44.41,41.47,2.9399999999999977,False,1047.47
2002-12-12,16.169571045576415,44.41,41.65,2.759999999999998,False,1027.66
2002-12-13,16.158349982100173,44.41,39.64,4.769999999999996,False,1011.89
2002-12-16,19.60073428178064,44.41,42.94,1.4699999999999989,False,1038.96
2002-12-17,23.359586278882194,44.41,42.02,2.3899999999999935,False,1029.82
2002-12-18,20.164531003662823,44.41,40.31,4.099999999999994,False,1012.51
2002-12-19,14.266730271228,44.41,40.56,3.8499999999999943,False,1009.67
2002-12-20,15.996749605145698,44.41,42.5,1.9099999999999966,False,1012.46
2002-12-23,19.986052188063,44.41,43.65,0.759999999999998,False,1026.57
2002-12-24,22.914764810455,44.41,43.35,1.0599999999999952,False,1026.44
2002-12-26,16.74993969883878,44.41,43.87,0.5399999999999991,False,1012.34
2002-12-27,17.454917839822983,44.41,41.86,2.549999999999997,False,999.39
2002-12-30,18.804383048691207,44.41,42.14,2.269999999999996,False,987.81
2002-12-31,20.72111846946285,44.41,43.8,0.6099999999999994,False,995.64
2003-01-02,27.741598727381177,48.1,48.1,0.0,False,1024.47
2003-01-03,27.131009156222664,48.49,48.49,0.0,False,1034.02
2003-01-06,31.465656040226907,53.21,53.21,0.0,False,1063.18
2003-01-07,26.16382405216755,53.21,51.29,1.9200000000000017,False,1063.48
2003-01-08,17.056848676749638,53.21,48.71,4.5,False,1056.61
2003-01-09,19.46155981126838,53.21,51.7,1.509999999999998,False,1059.86
2003-01-10,14.408366827297403,53.21,52.27,0.9399999999999977,False,1101.24
2003-01-13,18.993989869579075,53.21,52.4,0.8100000000000023,False,1082.37
2003-01-14,15.851903582841299,53.81,53.81,0.0,False,1096.96
2003-01-15,12.2859862152636,53.81,52.18,1.6300000000000026,False,1076.18
2003-01-16,8.384132332669637,53.81,52.55,1.2600000000000051,False,1041.43
2003-01-17,5.572328218535705,53.81,50.16,3.6500000000000057,False,1022.94
2003-01-21,1.9821695710184661,53.81,47.89,5.920000000000002,False,1005.57
2003-01-22,4.311282917577808,53.81,46.69,7.1200000000000045,False,1024.47
2003-01-23,3.7285922354477474,53.81,48.17,5.640000000000001,False,1027.7
2003-01-24,1.707063075572246,53.81,44.5,9.310000000000002,False,985.08
2003-01-27,2.6633500551612066,53.81,41.58,12.230000000000004,False,996.88
2003-01-28,1.5536107251873599,53.81,43.48,10.330000000000005,False,994.6
2003-01-29,2.7305616751217787,53.81,44.57,9.240000000000002,False,1018.48
2003-01-30,-3.292249720330498,53.81,42.95,10.86,False,971.6
2003-01-31,-6.107030630665056,53.81,44.94,8.870000000000005,False,987.37
2003-02-03,-6.028237130970404,53.81,45.24,8.57,False,972.93
2003-02-04,-8.831366220704396,53.81,44.79,9.020000000000003,False,980.75
2003-02-05,-5.53914543912496,53.81,44.65,9.160000000000004,False,966.05
2003-02-06,-3.7572884851850508,53.81,43.9,9.910000000000004,False,980.5
2003-02-07,-1.5866650213886224,53.81,42.76,11.050000000000004,False,961.69
2003-02-10,-3.191807892688192,53.81,43.46,10.350000000000001,False,975.52
2003-02-11,-3.9854141549894306,53.81,43.25,10.560000000000002,False,967.89
2003-02-12,-9.553519941767574,53.81,41.02,12.79,False,959.56
2003-02-13,-10.306422433288109,53.81,40.93,12.880000000000003,False,958.2
2003-02-14,-6.037179842899376,53.81,42.48,11.330000000000005,False,990.21
2003-02-18,-1.0770400405473946,53.81,45.1,8.71,False,1011.69
2003-02-19,-6.039064762313995,53.81,44.53,9.280000000000001,False,1010.5
2003-02-20,-10.434292664603717,53.81,45.14,8.670000000000002,False,1002.14
2003-02-21,-8.968557629411922,53.81,47.02,6.789999999999999,False,1009.14
2003-02-24,-11.7447163416322,53.81,45.23,8.580000000000005,False,981.52
2003-02-25,-8.111338954840964,53.81,46.01,7.800000000000004,False,992.91
2003-02-26,-13.428447058196458,53.81,44.93,8.880000000000003,False,982.51
2003-02-27,-10.868201774034581,53.81,46.46,7.350000000000001,False,998.26
2003-02-28,-9.88406857714036,53.81,47.33,6.480000000000004,False,1015.87
2003-03-03,-8.97593681116825,53.81,47.36,6.450000000000003,False,991.6
2003-03-04,-8.088902187023717,53.81,46.57,7.240000000000002,False,981.67
2003-03-05,-5.9664216663817715,53.81,46.57,7.240000000000002,False,982.04
2003-03-06,-7.693462292559827,53.81,46.22,7.590000000000003,False,967.93
2003-03-07,-2.761026368688657,53.81,46.48,7.330000000000005,False,977.95
2003-03-10,-6.657825703969722,53.81,44.71,9.100000000000001,False,966.74
2003-03-11,-7.480170600382097,53.81,44.45,9.36,False,954.66
2003-03-12,-6.674359344199243,53.81,42.95,10.86,False,990.36
2003-03-13,2.3800765521698075,53.81,45.7,8.11,False,1034.43
2003-03-14,-1.150186101837991,53.81,46.02,7.789999999999999,False,1021.97
2003-03-17,3.5566623718774615,53.81,50.23,3.5800000000000054,False,1075.3
2003-03-18,6.754330584382284,53.81,50.72,3.0900000000000034,False,1078.19
2003-03-19,6.850554147408183,53.81,50.73,3.0800000000000054,False,1064.32
2003-03-20,6.584049491371569,53.81,52.22,1.5900000000000034,False,1096.3
2003-03-21,5.89169814976267,55.79,55.79,0.0,False,1064.65
2003-03-24,2.3268086270754162,55.79,49.78,6.009999999999998,False,1051.71
2003-03-25,4.929854593392746,55.79,52.69,3.1000000000000014,False,1065.78
2003-03-26,6.859748459187243,55.79,51.6,4.189999999999998,False,1055.7
2003-03-27,7.27757629635617,55.79,52.18,3.6099999999999994,False,1052.25
2003-03-28,6.335080661546599,55.79,52.45,3.3399999999999963,False,1028.43
2003-03-31,-0.8950635300527199,55.79,51.42,4.369999999999997,False,1025.02
2003-04-01,-0.8724058044066285,55.79,52.59,3.1999999999999957,False,1047.39
2003-04-02,0.1865320119079028,56.83,56.83,0.0,False,1070.51
2003-04-03,-0.7267807995521736,56.83,56.47,0.35999999999999943,False,1067.51
2003-04-04,0.7855964393968407,56.83,56.29,0.5399999999999991,False,1089.93
2003-04-07,-2.116072673202918,58.38,58.38,0.0,False,1051.75
2003-04-08,-3.776118304885223,58.38,58.2,0.17999999999999972,False,1048.92
2003-04-09,-5.492151431209602,58.38,57.09,1.2899999999999991,False,1024.74
2003-04-10,-5.638112287303498,58.38,57.8,0.5800000000000054,False,1046.45
2003-04-11,-4.419709388971671,58.38,57.02,1.3599999999999994,False,1028.0
2003-04-14,-1.2388596838317167,60.66,60.66,0.0,False,1044.33
2003-04-15,3.48866919554236,62.76,62.76,0.0,False,1070.64
2003-04-16,4.555320983616329,62.76,62.15,0.6099999999999994,False,1051.36
2003-04-17,7.655164876652987,65.65,65.65,0.0,False,1083.75
2003-04-21,4.6839745514055675,66.51,66.51,0.0,False,1073.88
2003-04-22,10.666746973438546,70.86,70.86,0.0,False,1105.45
2003-04-23,12.8263095467402,73.56,73.56,0.0,False,1100.84
2003-04-24,10.655975075144042,73.56,71.86,1.7000000000000028,False,1100.65
2003-04-25,6.55445817266076,73.56,70.03,3.530000000000001,False,1086.58
2003-04-28,12.340818459477854,73.91,73.91,0.0,False,1113.05
2003-04-29,13.60459793499822,75.07,75.07,0.0,False,1111.54
2003-04-30,12.054869462145534,76.24,76.24,0.0,False,1104.38
2003-05-01,14.55959988885802,76.42,76.42,0.0,False,1109.92
2003-05-02,17.290524990453783,79.55,79.55,0.0,False,1139.6
2003-05-05,17.07382412034415,80.46,80.46,0.0,False,1134.56
2003-05-06,20.45138707486547,82.0,82.0,0.0,False,1142.88
2003-05-07,17.102767124417497,82.0,81.64,0.35999999999999943,False,1120.53
2003-05-08,15.144965572606296,82.0,80.83,1.1700000000000017,False,1129.29
2003-05-09,19.52193317098152,83.5,83.5,0.0,False,1141.08
2003-05-12,21.90566235949156,85.06,85.06,0.0,False,1152.75
2003-05-13,17.70509831074545,85.06,85.05,0.010000000000005116,False,1161.47
2003-05-14,13.127272368978549,85.13,85.13,0.0,False,1155.11
2003-05-15,15.613194416829046,85.84,85.84,0.0,False,1158.51
2003-05-16,15.278540545398256,85.84,84.86,0.980000000000004,False,1146.74
2003-05-19,9.505669737774625,85.84,82.05,3.7900000000000063,False,1118.3
2003-05-20,11.879077903668467,85.84,82.13,3.710000000000008,False,1110.78
2003-05-21,11.448242734769053,85.84,82.4,3.4399999999999977,False,1116.21
2003-05-22,16.10450380191071,85.84,83.71,2.1300000000000097,False,1128.41
2003-05-23,13.59569762766386,85.84,84.87,0.9699999999999989,False,1123.66
2003-05-27,16.126923762552735,87.45,87.45,0.0,False,1172.99
2003-05-28,18.388206685703313,88.59,88.59,0.0,False,1175.4
2003-05-29,20.228285417811144,89.1,89.1,0.0,False,1188.63
2003-05-30,20.9708855518415,92.0,92.0,0.0,False,1210.77
2003-06-02,20.444936786048217,93.1,93.1,0.0,False,1183.6
2003-06-03,21.45781398836666,93.17,93.17,0.0,False,1199.74
2003-06-04,27.011583652220807,95.23,95.23,0.0,False,1210.64
2003-06-05,28.462067958532366,95.9,95.9,0.0,False,1254.64
2003-06-06,24.993302697467378,95.9,95.82,0.0800000000000125,False,1206.95
2003-06-09,16.096485691257435,95.9,94.44,1.460000000000008,False,1201.26
2003-06-10,17.714590712795374,95.9,95.72,0.18000000000000682,False,1210.61
2003-06-11,14.041652352345846,96.68,96.68,0.0,False,1233.48
2003-06-12,13.595579334497621,96.75,96.75,0.0,False,1231.75
2003-06-13,11.994753341953723,96.75,95.68,1.0699999999999932,False,1211.58
2003-06-16,14.935569873361466,97.91,97.91,0.0,False,1247.57
2003-06-17,13.40292008196724,98.06,98.06,0.0,False,1233.83
2003-06-18,19.176773947091984,98.06,97.72,0.3400000000000034,False,1247.5
2003-06-19,14.937603720337167,98.06,96.76,1.2999999999999972,False,1235.2
2003-06-20,14.70786832973836,98.06,97.09,0.9699999999999989,False,1220.19
2003-06-23,13.01780720009793,98.06,94.52,3.5400000000000063,False,1196.62
2003-06-24,13.850886579027822,98.06,94.48,3.5799999999999983,False,1193.16
2003-06-25,16.664048848487244,98.06,94.38,3.680000000000007,False,1194.87
2003-06-26,18.78000840968874,98.06,95.25,2.8100000000000023,False,1216.86
2003-06-27,13.332894514133109,98.06,94.91,3.1500000000000057,False,1212.51
2003-06-30,12.93442099129749,98.06,94.36,3.700000000000003,False,1195.3
2003-07-01,15.861655452027668,98.06,95.38,2.680000000000007,False,1223.19
2003-07-02,18.273393589548846,98.06,97.03,1.0300000000000011,False,1233.4
2003-07-03,17.68517633565898,98.06,96.7,1.3599999999999994,False,1250.03
2003-07-07,25.243278099108977,98.06,98.05,0.010000000000005116,False,1275.79
2003-07-08,25.67222254486321,98.96,98.96,0.0,False,1294.58
2003-07-09,26.215465575208306,99.16,99.16,0.0,False,1280.44
2003-07-10,21.018591828752964,99.16,97.81,1.3499999999999943,False,1273.94
2003-07-11,21.602347400007595,99.16,98.51,0.6499999999999915,False,1301.19
2003-07-14,22.83176444937385,99.16,98.99,0.1700000000000017,False,1309.69
2003-07-15,19.464542803351925,99.16,97.93,1.2299999999999898,False,1305.76
2003-07-16,19.513616517427668,99.16,96.81,2.3499999999999943,False,1274.73
2003-07-17,13.923660244548453,99.16,94.17,4.989999999999995,False,1265.0
2003-07-18,13.206580827185888,99.16,95.13,4.030000000000001,False,1256.12
2003-07-21,11.971627621557236,99.16,92.84,6.319999999999993,False,1252.99
2003-07-22,16.104284566881155,99.16,92.92,6.239999999999995,False,1262.59
2003-07-23,14.57733057545183,99.16,93.66,5.5,False,1282.13
2003-07-24,12.26461554992433,99.16,92.62,6.539999999999992,False,1252.62
2003-07-25,15.573296204545862,99.16,93.06,6.099999999999994,False,1281.5
2003-07-28,15.030407560118931,99.16,92.74,6.420000000000002,False,1284.24
2003-07-29,12.200508574495617,99.16,91.1,8.060000000000002,False,1276.58
2003-07-30,11.222783517856838,99.16,90.57,8.590000000000003,False,1278.29
2003-07-31,10.770485261715157,99.16,89.47,9.689999999999998,False,1274.61
