qqq,stock,tqqq,spy,soxx,sharpe,cagr,mdd,calmar,final
0,0,20,10,70,1.107026876591956,0.3807656934872947,-0.5266137272026453,0.72304551480249,27011522.039829966
0,0,20,20,60,1.109602640923017,0.3801307969950132,-0.5287861083370208,0.7188744012025701,26708985.076629918
0,0,20,30,50,1.111370348728389,0.3794889647523738,-0.5310020694706316,0.7146656982536721,26406448.11342987
0,0,20,40,40,1.1123104340391097,0.3788400402137786,-0.5332629352739156,0.7104188481038605,26103911.150229823
0,0,20,50,30,1.1124088669558925,0.37818386143449967,-0.5355700846535996,0.7061332816583744,25801374.187029775
0,0,20,60,20,1.1116573420993305,0.3775202608185997,-0.5379249535571663,0.701808418297293,25498837.223829728
0,0,20,70,10,1.1100533467479432,0.37684906485193426,-0.5403290379531571,0.6974436655847552,25196300.260629676
0,0,20,80,0,1.1076001050308206,0.37617009381916167,-0.5427838970003089,0.693038418969433,24893763.29742963
0,0,30,0,70,1.1145736599718856,0.4020098103718981,-0.5378765195605686,0.7474016726001163,39259460.39900544
0,0,30,10,60,1.1175730974184461,0.401567012818268,-0.5394541311890036,0.7443951016431731,38956923.435805395
0,0,30,20,50,1.1199123175384387,0.4011209045764992,-0.5410535332584887,0.7413700861738267,38654386.47260535
0,0,30,30,40,1.121579311816206,0.4006714346889326,-0.5426751803726633,0.7383264412678419,38351849.5094053
0,0,30,40,30,1.1225661690884605,0.4002185510038494,-0.5443195398692963,0.735263979499893,38049312.54620525
0,0,30,50,20,1.1228691713911736,0.39976220013773456,-0.5459870922693075,0.7321825109018371,37746775.583005205
0,0,30,60,10,1.1224888168565692,0.39930232743603944,-0.5476783317449244,0.7290818429201804,37444238.61980516
0,0,30,70,0,1.1214297692596902,0.39883887693236253,-0.5493937666079313,0.7259617803727093,37141701.6566051
0,0,40,0,60,1.123597718756007,0.41730008367441696,-0.5450812948829126,0.7655740301344519,51204861.794980876
0,0,40,10,50,1.1263176195125393,0.4169571796755378,-0.5463304641169422,0.7631959172357045,50902324.831780836
0,0,40,20,40,1.1284529943847192,0.41661231525290243,-0.5475928590173756,0.7608066986127059,50599787.86858079
0,0,40,30,30,1.1299978582258225,0.41626546737606906,-0.5488686907435435,0.7584062898762927,50297250.90538073
0,0,40,40,20,1.1309495241333807,0.4159166126034777,-0.5501581749739513,0.7559946057752761,49994713.942180686
0,0,40,50,10,1.1313086192091018,0.4155657270725728,-0.5514615320278288,0.7535715601856374,49692176.97898063
0,0,40,60,0,1.1310790494586065,0.4152127864896249,-0.5527789869906207,0.7511370660995659,49389640.01578059
0,0,50,0,50,1.131183589232027,0.4294870180557733,-0.5495818763221,0.7814795875911649,63150263.19095631
0,0,50,10,40,1.1336500358383372,0.4292067373682542,-0.5506148491873315,0.7795044721400683,62847726.22775627
0,0,50,20,30,1.135584313468482,0.4289251595557293,-0.5516566886574609,0.7775219051536978,62545189.264556214
0,0,50,30,20,1.1369839251099256,0.4286422722971093,-0.5527075093853686,0.7755318410161922,62242652.30135617
0,0,50,40,10,1.1378491086721712,0.42835806309367097,-0.5537674280092404,0.7735342337370612,61940115.33815611
0,0,50,50,0,1.1381828151235693,0.42807251926561407,-0.5548365631957259,0.7715290369474187,61637578.374956064
0,0,60,0,40,1.1376563529499029,0.439635238026465,-0.5526601571328424,0.7954892936506552,75095664.58693175
0,0,60,10,30,1.1398814533848032,0.43939795513625546,-0.5535403887201246,0.7937956544638324,74793127.62373169
0,0,60,20,20,1.14161355226654,0.43915974984034145,-0.5544269733555082,0.7920966528422213,74490590.66053164
0,0,60,30,10,1.142852448812657,0.43892061478480016,-0.5553199800675327,0.7903922612894693,74188053.69733159
0,0,60,40,0,1.1436002615166259,0.4386805425267917,-0.5562194788884053,0.7886824521203157,73885516.73413154
0,0,70,0,30,1.1432392963626454,0.448339037110822,-0.5548983638686321,0.8079660462234897,87041065.98290716
0,0,70,10,20,1.145230878709237,0.4481331356913292,-0.5556650599542272,0.806480680516864,86738529.01970711
0,0,70,20,10,1.1467604703595535,0.4479265442735809,-0.556436529876001,0.8049912617588192,86435992.05650708
0,0,70,30,0,1.1478295164550654,0.4477192581180578,-0.5572128183596604,0.8034977720650199,86133455.09330702
0,0,80,0,20,1.1480893533573058,0.45596460870451705,-0.5565990952992321,0.8191975383276303,98986467.3788826
0,0,80,10,10,1.149853911375867,0.45578263832587496,-0.5572781270690096,0.81787282900022,98683930.41568257
0,0,80,20,0,1.1511821127371182,0.4556001320682981,-0.5579608764054851,0.8165449430852232,98381393.45248252
0,0,90,0,10,1.1523207248957625,0.4627538478484732,-0.5579351991182493,0.829404290282816,110931868.77485804
0,0,90,10,0,1.1538644185246008,0.4625907411062824,-0.5585445186790404,0.8282074671510715,110629331.811658
0,0,100,0,0,1.1560193547833768,0.46887503704736155,-0.5590125835316252,0.8387557827145687,122877270.17083347
0,10,0,0,90,1.1307271025476984,0.26994688323486504,-0.3815202644775956,0.7075558190978277,3481096.751124086
0,10,0,10,80,1.1456174378072672,0.26524095652993185,-0.37158101046729886,0.7138173078230393,3178559.7879240373
0,10,0,20,70,1.1602727749483324,0.26008412852001195,-0.36156294169124703,0.7193329252811206,2876022.824723989
0,10,0,30,60,1.174524788471408,0.25437825496443645,-0.35146511695799576,0.7237652975809763,2573485.86152394
0,10,0,40,50,1.1880882619480466,0.24798884380476638,-0.34128658003016066,0.7266293441214441,2270948.898323892
0,10,0,50,40,1.2004338169055633,0.24072443191705273,-0.3310263593225564,0.7272062333939023,1968411.9351238436
0,10,0,60,30,1.2104895036063048,0.23229881241046613,-0.3206834675930356,0.7243866176015836,1665874.971923795
0,10,0,70,20,1.2158799606264672,0.22225545345183262,-0.310256901625827,0.716359417911918,1363338.0087237468
0,10,0,80,10,1.210752976055068,0.20979683023661155,-0.29977697386937185,0.6998430450766734,1060801.0455236982
0,10,0,90,0,1.178503128484293,0.19332423527515052,-0.2895123130775234,0.6677582491055696,758264.0823236497
0,10,10,0,80,1.1101118645346422,0.34954104699772803,-0.4835828017773873,0.7228152980482458,15426498.14709952
0,10,10,10,70,1.1137820228925281,0.3484500457087565,-0.486570086739842,0.7161353630336607,15123961.183899472
0,10,10,20,60,1.116399883742796,0.3473379071552709,-0.4896606976658059,0.709344059694841,14821424.220699424
0,10,10,30,50,1.117907632131791,0.34620377759336907,-0.492860089747469,0.702438247273697,14518887.257499374
0,10,10,40,40,1.1182536930762978,0.3450467500967156,-0.496174109072308,0.6954146614821282,14216350.294299325
0,10,10,50,30,1.1173935764339846,0.3438658600286042,-0.49960902827404846,0.6882699082050713,13913813.331099277
0,10,10,60,20,1.1152905460131088,0.3426600800205102,-0.5031715861579064,0.6810004567964135,13611276.36789923
0,10,10,70,10,1.111916073000401,0.34142831439103816,-0.5068690318267769,0.6736026329336327,13308739.404699182
0,10,10,80,0,1.107250040603805,0.34016939292860604,-0.5107091739163399,0.6660726109931399,13006202.44149913
0,10,20,0,70,1.1181046837601354,0.38151313098899253,-0.519857806846288,0.7338797762862079,27371899.54307495
0,10,20,10,60,1.1209749668945803,0.38088629910789384,-0.5219175115915243,0.7297825626628759,27069362.579874907
0,10,20,20,50,1.1230522897271136,0.3802527112347929,-0.5240176325007488,0.7256486951023532,26766825.616674855
0,10,20,30,40,1.1243176173950615,0.37961221694575054,-0.5261593709485514,0.7214776318844078,26464288.653474804
0,10,20,40,30,1.1247571564793577,0.3789646606998722,-0.5283439764006692,0.7172688203650205,26161751.69027476
0,10,20,50,20,1.1243625439117224,0.3783098816037116,-0.5305727488446794,0.7130216966994257,25859214.727074713
0,10,20,60,10,1.1231309263650566,0.37764771316192935,-0.5328470413696225,0.708735685556645,25556677.763874665
0,10,20,70,0,1.121064926621817,0.3769779830132267,-0.5351682629053154,0.7044101998251782,25254140.800674614
0,10,30,0,60,1.1267722628352346,0.40209409381611083,-0.5345177145032858,0.7522558802186136,39317300.939050384
0,10,30,10,50,1.129298957555494,0.4016519235109295,-0.5360592988150565,0.7492677104916738,39014763.975850336
0,10,30,20,40,1.1311613689971547,0.40120645212702777,-0.5376219968068275,0.7462612290977091,38712227.01265028
0,10,30,30,30,1.1323519790977135,0.4007576289308572,-0.5392062452318492,0.7432362523148048,38409690.04945023
0,10,30,40,20,1.132867260724549,0.40030540200185727,-0.5408124929731271,0.7401925939269092,38107153.08625019
0,10,30,50,10,1.1327077005383288,0.39984971819500115,-0.5424412014674594,0.7371300651817979,37804616.12305014
0,10,30,60,0,1.1318777539598948,0.3993905231018491,-0.5440928451473874,0.7340484747482015,37502079.15985009
0,10,40,0,50,1.13444052915609,0.41736542044601355,-0.5424474151802037,0.7694117600456493,51262702.33502582
0,10,40,10,40,1.1367099856976295,0.4170228886619334,-0.5436747742858592,0.7670447634980146,50960165.37182577
0,10,40,20,30,1.1383936945297684,0.41667840081116236,-0.5449150441736145,0.7646667223935281,50657628.408625714
0,10,40,30,20,1.1394893537944457,0.41633193394075674,-0.5461684296363932,0.7622775527650436,50355091.44542567
0,10,40,40,10,1.139997825670722,0.4159834646885112,-0.5474351398214207,0.7598771697852819,50052554.48222561
0,10,40,50,0,1.1399231010503028,0.4156329692731362,-0.5487153883465676,0.7574654877559642,49750017.51902557
0,10,50,0,40,1.1410790033049014,0.42954045684057607,-0.5474163117605032,0.7846687203367475,63208103.73100125
0,10,50,10,30,1.1431169371256678,0.4292604227555148,-0.5484346835659273,0.7827010865987899,62905566.767801195
0,10,50,20,20,1.1446232775326761,0.42897909388110933,-0.5494617507984466,0.7807260346288732,62603029.80460115
0,10,50,30,10,1.1455986512621854,0.42869645792984645,-0.5504976253051853,0.7787435189973533,62300492.84140109
0,10,50,40,0,1.146046280378056,0.4284125024372274,-0.5515424208597431,0.7767534939006485,61997955.878201045
0,10,60,0,30,1.1468283160049335,0.43968049853720625,-0.5508217897703356,0.798226407710796,75153505.12697667
0,10,60,10,20,1.1486454086724551,0.43944339116708564,-0.5516915686969377,0.7965381675217994,74850968.16377662
0,10,60,20,10,1.1499713751122596,0.4392053627872141,-0.552567597520685,0.7948445850930895,74548431.20057657
0,10,60,30,0,1.1508087205272992,0.4389664060605061,-0.5534499438485149,0.7931456330234191,74245894.23737653
0,10,70,0,20,1.1518246998906596,0.4483783242029773,-0.553301419671919,0.810369010925083,87098906.5229521
0,10,70,10,10,1.1534273328273064,0.44817255416520285,-0.5540602660651794,0.8088877358920374,86796369.55975206
0,10,70,20,0,1.154570869147531,0.4479660950297357,-0.5548238194152785,0.8074024210096843,86493832.596552
0,10,80,0,10,1.156178615598815,0.45599933796511904,-0.5551875847227495,0.8213428227016941,99044307.91892755
0,10,80,10,0,1.1575720128458575,0.45581746967277437,-0.5558605062740779,0.8200213264441288,98741770.9557275
0,10,90,0,0,1.1599772298061526,0.4627849828265027,-0.5566705701707173,0.8313444389283555,110989709.31490298
0,20,0,0,80,1.1635916711316368,0.270801702900644,-0.39284297776353166,0.6893382807612528,3538937.2911690227
0,20,0,10,70,1.1781660737653743,0.2661729721126893,-0.3830889712759988,0.6948071912018667,3236400.3279689737
0,20,0,20,60,1.1919542418822198,0.2611090604990798,-0.37325872180703745,0.6995390736885838,2933863.364768925
0,20,0,30,50,1.2045095390499632,0.2555172206357219,-0.36335133191000973,0.7032235695753695,2631326.4015688766
0,20,0,40,40,1.215108122231166,0.24927116171499897,-0.35339717785686714,0.7053569675532574,2328789.438368828
0,20,0,50,30,1.2225163540601347,0.2421925277849566,-0.34363055755672217,0.7048049786578673,2026252.4751687797
0,20,0,60,20,1.2245157347838507,0.23401745608245395,-0.3337953286773514,0.7010806802172377,1723715.5119687316
0,20,0,70,10,1.2168719982409764,0.22433091808751793,-0.3238907657279558,0.6926128862714761,1421178.5487686829
0,20,0,80,0,1.1909265625031258,0.2124223303124091,-0.3139161329527685,0.6766849741499904,1118641.5855686343
0,20,10,0,70,1.125232763483451,0.34974729095861723,-0.476531477058059,0.7339437325690139,15484338.687144456
0,20,10,10,60,1.1284090322184277,0.3486602377312211,-0.4793402245095633,0.7273752960915238,15181801.723944407
0,20,10,20,50,1.1305175344361629,0.34755220475364834,-0.48224410134844803,0.720697679415518,14879264.760744361
0,20,10,30,40,1.1315084037745626,0.34642234797126004,-0.48524802372902304,0.7139077977259576,14576727.79754431
0,20,10,40,30,1.1313384011630867,0.34526977096135125,-0.48835725248988066,0.7070024438072734,14274190.834344262
0,20,10,50,20,1.129971590432161,0.34409352049280795,-0.4915774239012216,0.6999782816754226,13971653.871144213
0,20,10,60,10,1.1273798299457072,0.3428925816038235,-0.49491458376332115,0.6928318397822808,13669116.907944167
0,20,10,70,0,1.1235430505698543,0.3416658721334147,-0.4983752252901314,0.68555950375445,13366579.944744118
0,20,20,0,60,1.129458097020694,0.3816322147541358,-0.5153400526252407,0.7405444479039196,27429740.08311989
0,20,20,10,50,1.131850306662163,0.38100665779973797,-0.5173320858282834,0.7364837175906473,27127203.11991984
0,20,20,20,40,1.1334475871055691,0.38037437304821764,-0.5193627417817174,0.7323867163503325,26824666.15671979
0,20,20,30,30,1.1342362952854212,0.37973521102817664,-0.5214331547434191,0.728252907537175,26522129.19351974
0,20,20,40,20,1.1342079343134752,0.37908901719481425,-0.5235445038242649,0.7240817436258692,26219592.2303197
0,20,20,50,10,1.1333592420477097,0.378435631696856,-0.5256980152273456,0.7198726659319726,25917055.26711965
0,20,20,60,0,1.1316921764038248,0.37777488912991064,-0.5278949646226843,0.7156251043234089,25614518.3039196
0,20,30,0,50,1.1363589453357197,0.4021782584158291,-0.5312142036142534,0.7570924415791317,39375141.47909532
0,20,30,10,40,1.1384355052461255,0.40173671354687057,-0.5327207306729345,0.754122545671154,39072604.51589527
0,20,30,20,30,1.1398495450496229,0.40129187716654324,-0.5342477191182635,0.751134469659217,38770067.552695215
0,20,30,30,20,1.1405975957227983,0.40084369876409265,-0.5357955886548724,0.7481280310097742,38467530.589495175
0,20,30,40,10,1.1406800150582275,0.4003921266487487,-0.5373647705450773,0.7451030447020373,38164993.62629513
0,20,30,50,0,1.1401009486923575,0.3999371079125482,-0.5389557080094755,0.7420593231856389,37862456.66309508
0,20,40,0,40,1.1429467337693546,0.41743068654551685,-0.5398470057527858,0.7732388660069229,51320542.87507076
0,20,40,10,30,1.1447917199264837,0.4170885261519044,-0.5410530073251868,0.7708829273750316,51018005.9118707
0,20,40,20,20,1.1460544496155372,0.41674441403405593,-0.5422716135689792,0.7685160049061729,50715468.94867066
0,20,40,30,10,1.1467358783049064,0.4163983273161782,-0.5435030231311275,0.7661380150515122,50412931.98547061
0,20,40,40,0,1.1468399545960155,0.4160502427150614,-0.5447474388548185,0.7637488734039622,50110395.02227056
0,20,50,0,30,1.148824014959726,0.42959384874188733,-0.5452731553302449,0.7878507213172885,63265944.271046184
0,20,50,10,20,1.150460241285936,0.42931406081651,-0.5462771725638894,0.7858905375847458,62963407.30784614
0,20,50,20,10,1.1515694231403686,0.42903298043110416,-0.5472897179268011,0.7839229687272993,62660870.34464608
0,20,50,30,0,1.1521549145775072,0.42875059533160975,-0.5483109005393975,0.7819479695002033,62358333.38144603
0,20,60,0,20,1.1539877026378078,0.4397257256487055,-0.5489994653075179,0.8009583860020637,75211345.66702162
0,20,60,10,10,1.1554235086391191,0.43948879353368353,-0.5498589402971255,0.7992755256397185,74908808.70382155
0,20,60,20,0,1.156373497160847,0.43925094180167523,-0.5507245640035052,0.7975873431330721,74606271.7406215
0,20,70,0,10,1.1585061294883545,0.4484175862786899,-0.5517165242901169,0.8127680911055913,87156747.06299704
0,20,70,10,0,1.1597460920388603,0.4482119474515145,-0.5524676175103265,0.8112908942452843,86854210.09979698
0,20,80,0,0,1.162453513787702,0.45603404777789525,-0.5537854536812267,0.8234850604082503,99102148.45897248
0,30,0,0,70,1.1834032080456554,0.27164322546580566,-0.4038806639730231,0.6725828931586333,3596777.831213958
0,30,0,10,60,1.1958273922289702,0.26708914589865573,-0.3945721937748896,0.6769081808411335,3294240.8680139096
0,30,0,20,50,1.2066168741849208,0.26211479150287387,-0.38520025907493993,0.6804636947346392,2991703.904813861
0,30,0,30,40,1.21503159626984,0.25663242099743844,-0.37576420860820126,0.6829613228678248,2689166.941613813
0,30,0,40,30,1.2199468175009485,0.2505232874375307,-0.36626338216817955,0.6839976356754558,2386629.978413764
0,30,0,50,20,1.219595545734908,0.24362096466095862,-0.35669711045287866,0.6829911359574696,2084093.0152137156
0,30,0,60,10,1.2111022250352397,0.23568165007428887,-0.34706471490762475,0.6790711932125346,1781556.0520136673
0,30,0,70,0,1.1896052460150073,0.2263268916867709,-0.3373655075646224,0.6708655348929468,1479019.088813619
0,30,10,0,60,1.1368031976289519,0.34995279728892337,-0.46975834759793494,0.7449634457341184,15542179.22718939
0,30,10,10,50,1.1394472616927878,0.3488696630495336,-0.4724002560732251,0.7385043902166228,15239642.263989342
0,30,10,20,40,1.1410181359289802,0.34776570480798763,-0.4751298196098602,0.731938283927424,14937105.300789295
0,30,10,30,30,1.1414739854465819,0.3466400880523324,-0.4779514742184631,0.7252620961555803,14634568.337589247
0,30,10,40,20,1.140779810018745,0.3454919267013541,-0.4808699603734043,0.7184726748850632,14332031.374389196
0,30,10,50,10,1.138907949185755,0.3443202787498003,-0.48389034958975435,0.7115667403611531,14029494.411189148
0,30,10,60,0,1.135838402579006,0.3431241414429189,-0.4870180738336197,0.7045408782100777,13726957.4479891
0,30,20,0,50,1.1382370671717326,0.38175105790641295,-0.5109266454149503,0.7471739071200191,27487580.623164825
0,30,20,10,40,1.1401622569690755,0.3811267705932777,-0.5128535751034333,0.7431492907432912,27185043.659964778
0,30,20,20,30,1.141297103141779,0.3804957835005478,-0.5148174255494898,0.7390887810264504,26882506.696764726
0,30,20,30,20,1.14163293594643,0.3798579481013138,-0.5168192681423738,0.7349918463114851,26579969.733564682
0,30,20,40,10,1.1411660535139887,0.3792131108383525,-0.5188602161298743,0.730857944104608,26277432.770364635
0,30,20,50,0,1.1398977232890337,0.37856111289354777,-0.5209414266827147,0.7266865207940445,25974895.807164583
0,30,30,0,40,1.1437667334075745,0.40226230451283973,-0.5279646326243507,0.7619114608365277,39432982.01914025
0,30,30,10,30,1.1454144236217971,0.4018213832757742,-0.529437039516089,0.7589597124580538,39130445.0559402
0,30,30,20,20,1.1464061785494013,0.4013771800528716,-0.5309292789172958,0.7559899142714168,38827908.092740156
0,30,30,30,10,1.1467421453735238,0.4009296445548636,-0.5324417542443303,0.7530018849176926,38525371.12954011
0,30,30,40,0,1.146426090326106,0.40047872531941175,-0.5339748799295221,0.7499954405575593,38222834.16634006
0,30,40,0,30,1.1494978806020495,0.4174958821288919,-0.5372794326386942,0.7770553956969474,51378383.415115684
0,30,40,10,20,1.1509426930639866,0.41715409230416967,-0.5384645173812261,0.7747104569358835,51075846.451915644
0,30,40,20,10,1.1518125784244309,0.4168103550831219,-0.5396619091666359,0.7723545946141993,50773309.48871559
0,30,40,30,0,1.1521113491450077,0.4164646476667595,-0.5408718007075705,0.769987725597709,50470772.52551554
0,30,50,0,20,1.1547627557188693,0.42964719384364547,-0.5431520610200331,0.7910256163564456,63323784.81109112
0,30,50,10,10,1.1560224547029534,0.4293676516363789,-0.5441419648920776,0.7890728510923387,63021247.84789106
0,30,50,20,0,1.156762852406026,0.4290868192920756,-0.54514023337052,0.7871127336155257,62718710.884691015
0,30,60,0,10,1.1594498843626457,0.439770919411266,-0.5471929746541137,0.8036852441120059,75269186.20706654
0,30,60,10,0,1.160529660941156,0.43953416228695597,-0.5480422917431835,0.8020077444915962,74966649.24386649
0,30,70,0,0,1.163575846932307,0.44845682337047554,-0.5501435418747063,0.8151632969138995,87214587.60304198
0,40,0,0,60,1.192039567956011,0.27247186668724344,-0.4155957315032654,0.6556175774512318,3654618.371258895
0,40,0,10,50,1.2011733440407473,0.2679900183254931,-0.40647086287438905,0.6593092957029728,3352081.408058846
0,40,0,20,40,1.207811224763866,0.26310204221051015,-0.39728474997967794,0.6622505450409774,3049544.444858798
0,40,0,30,30,1.2110213271044041,0.2577248473932934,-0.38803677415433724,0.6641763476025245,2747007.4816587493
0,40,0,40,20,1.209470414838133,0.2517466382673208,-0.3787263083727503,0.6647191723991526,2444470.5184587007
0,40,0,50,10,1.2012083184658284,0.24501187103708233,-0.3693527171067624,0.66335472757944,2141933.555258652
0,40,0,60,0,1.1833150862176611,0.23729480558749638,-0.35991535618107134,0.6593072551983993,1839396.592058604
0,40,10,0,50,1.1452717052931203,0.35015757135720826,-0.4632472684617481,0.7558761706678514,15600019.767234327
0,40,10,10,40,1.1473593431873341,0.3490783273544331,-0.46573308843011724,0.7495244293917329,15297482.804034278
0,40,10,20,30,1.1483775686989453,0.3479784133576076,-0.4682997372782318,0.7430677099672651,14994945.840834232
0,40,10,30,20,1.1482924461934645,0.3468570042536536,-0.4709512225057017,0.7365030340258949,14692408.877634183
0,40,10,40,10,1.147076912352037,0.34571322414383276,-0.4736918209866933,0.7298273029576847,14389871.914434133
0,40,10,50,0,1.1447111177070752,0.3445461420725575,-0.47652610199016426,0.7230372914171848,14087334.951234084
0,40,20,0,40,1.144793130348609,0.38186966143676737,-0.5066140113190757,0.7537684566648477,27545421.163209762
0,40,20,10,30,1.1462655800246042,0.381246638512482,-0.5084782832174564,0.7497795896023304,27242884.20000971
0,40,20,20,20,1.1469577814581409,0.38061694365026866,-0.5103778597947857,0.745755201456639,26940347.236809667
0,40,20,30,10,1.1468655876514404,0.3799804292597375,-0.5123137535121979,0.7416947654728352,26637810.273609616
0,40,20,40,0,1.1459895760554886,0.37933694276281815,-0.5142870159180403,0.7375977441034044,26335273.310409572
0,40,30,0,30,1.1492974832454776,0.40234623244744694,-0.5247676911314798,0.7667130413077197,39490822.55918519
0,40,30,10,20,1.1505383553145128,0.4019059330457957,-0.5262068833313392,0.7637793152787886,39188285.595985144
0,40,30,20,10,1.1511338279100505,0.4014623611422625,-0.5276653015809053,0.760827668485053,38885748.6327851
0,40,30,30,0,1.1510872420305571,0.40101546666776877,-0.5291433337296164,0.7578579207286794,38583211.66958504
0,40,40,0,20,1.1543639393543572,0.41756100735158386,-0.5347440777860483,0.7808613965027407,51436223.95516063
0,40,40,10,10,1.1554328225950352,0.4172195872769162,-0.5359086748920011,0.7785273999548455,51133686.99196058
0,40,40,20,0,1.155937203581236,0.4168762241193549,-0.5370852896144367,0.7761825396830778,50831150.02876053
0,40,50,0,10,1.1591424748768533,0.4297004922295631,-0.541052689905928,0.7941934311504383,63381625.35113605
0,40,50,10,0,1.1600504394188194,0.42942119530002865,-0.5420287164869265,0.7922480529874031,63079088.38793601
0,40,60,0,0,1.1634447541496777,0.439816079875077,-0.5454021123376167,0.8064069975636994,75327026.74711148
0,50,0,0,50,1.1916968732022466,0.27328802299536004,-0.42695401533307964,0.6400877218174418,3712458.9113038303
0,50,0,10,40,1.1970561885089224,0.2688761024593629,-0.4180059631566937,0.6432350879132602,3409921.9481037823
0,50,0,20,30,1.199227154129049,0.2640714932116228,-0.40899877404376417,0.6456535079573767,3107384.9849037337
0,50,0,30,20,1.1972146852476302,0.25879543000669103,-0.3999318598039589,0.6470988086159202,2804848.021703685
0,50,0,40,10,1.1896694614879622,0.25294253335586836,-0.39080462442061936,0.6472352616882769,2502311.0585036366
0,50,0,50,0,1.174733266995372,0.24636720745146912,-0.3816164639201578,0.6455885181699454,2199774.0953035885
0,50,10,0,40,1.15099331601108,0.35036161847323477,-0.45698332029093075,0.7666836029161479,15657860.307279263
0,50,10,10,30,1.1525152500779727,0.3492862362731015,-0.45932294648261335,0.7604371585348675,15355323.344079215
0,50,10,20,20,1.152979855831537,0.3481903363730179,-0.46173715815927646,0.7540877536499011,15052786.380879167
0,50,10,30,10,1.1523607743689621,0.3470731029176761,-0.46422957968378414,0.7476324605469763,14750249.41767912
0,50,10,40,0,1.1506384044871139,0.34593367003484654,-0.4668040741121611,0.7410682323045181,14447712.45447907
0,50,20,0,30,1.1493901476139576,0.3819880263299902,-0.5023987378074515,0.7603283957221849,27603261.703254692
0,50,20,10,20,1.1504281136153414,0.3813662625748935,-0.504202682406731,0.756374918028009,27300724.74005465
0,50,20,20,10,1.1507005054807469,0.3807378545491473,-0.5060403963995677,0.7523862862689683,26998187.776854597
0,50,20,30,0,1.1502072288674225,0.38010265559099765,-0.5079128369771051,0.7483619785103627,26695650.813654546
0,50,30,0,20,1.153176906040884,0.402430042558481,-0.5216221108386765,0.771497285480181,39548663.099230126
0,50,30,10,10,1.1540344834170044,0.4019903632035702,-0.5230289635101484,0.7685814577183933,39246126.13603008
0,50,30,20,0,1.15426039276606,0.4015474207893992,-0.524454457239961,0.7656478369973574,38943589.17283002
0,50,40,0,10,1.1577479396900345,0.4176260623685206,-0.532240338557059,0.7846569155219131,51494064.49520556
0,50,40,10,0,1.1584656649227565,0.4172850112278028,-0.5333848660767759,0.7823338039136236,51191527.53200551
0,50,50,0,0,1.1621506194719262,0.42975374398312605,-0.5389747099708033,0.7973541912688373,63439465.89118099
0,60,0,0,40,1.1845398996782561,0.2740920726774929,-0.43797156982539126,0.6258216093495905,3770299.451348767
0,60,0,10,30,1.186135967231815,0.2697478858185143,-0.4291939073688188,0.6284988700613405,3467762.488148718
0,60,0,20,20,1.184088371256632,0.26502378793508474,-0.4203591098446614,0.6304699523058298,3165225.52494867
