variant,record_type,component,entry_date,exit_date,signal_date,component_return_pct,allocation_at_entry,portfolio_contribution_pct,sell_reason,cluster,return_pct,max_drawdown_pct,accumulated,buy_trigger,component_events
10%,component_exit,tqqq_ma200,2005-10-17,2006-05-15,2006-05-12,11.090955288343874,0.07801114911003308,0.8652181667717039,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2006-09-18,2006-09-20,2006-09-19,0.5127302027722713,0.08165921676739335,0.04186914677137045,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2006-09-22,2008-01-07,2008-01-04,48.56583259415781,0.0819316025360689,3.9790764929377977,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-05-02,2008-05-08,2008-05-07,-5.623583840574242,0.08680921373456203,-0.4881788915706386,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-05-12,2008-05-22,2008-05-21,-1.7269123390743935,0.08310528050248153,-0.14351553434197398,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-05-27,2008-06-12,2008-06-11,-4.70643157887446,0.08183848671967318,-0.38516723826476795,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-06-16,2008-06-19,2008-06-18,-1.2990179204709018,0.07802952366560026,-0.10136174956742307,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-08-11,2008-08-20,2008-08-19,-0.4803029214881738,0.07856109709590603,-0.03773312445047975,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-08-25,2008-08-27,2008-08-26,-5.193667119263335,0.07801764322596441,-0.40519766834510923,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2008-08-29,2008-09-03,2008-09-02,-7.840031224980171,0.07485317126274975,-0.5868511999887465,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2009-05-01,2009-05-14,2009-05-13,-10.837244731712726,0.05784501419565589,-0.6268805753477196,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2009-05-19,2010-05-21,2010-05-20,82.37059883685092,0.05195809696712281,4.279819561605073,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-05-25,2010-05-27,2010-05-26,10.664129052513172,0.07122224207897158,0.759523180939487,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-06-01,2010-06-08,2010-06-07,-7.892580717268172,0.07677657189949265,-0.605965290911889,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-06-11,2010-06-29,2010-06-28,-1.2277640195285322,0.07195262470658016,-0.08834084372537883,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-07-14,2010-07-19,2010-07-16,-6.691706150104315,0.07059673092453568,-0.47241257850497487,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-07-23,2010-08-12,2010-08-11,-6.804437608113323,0.06558544993170456,-0.4462721020603239,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2010-09-07,2011-06-16,2011-06-15,59.667424628476454,0.06117452143354358,3.650126146819079,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-06-22,2011-06-27,2011-06-24,-3.250356751907535,0.07954021765443141,-0.25853408350127605,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-06-29,2011-08-05,2011-08-04,-9.336956226005832,0.07609620917750792,-0.7105069740553747,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-09-19,2011-09-22,2011-09-21,-10.299557348162846,0.06891420426313134,-0.7097857989111298,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-10-12,2011-11-18,2011-11-17,-7.684290906105518,0.060122468509589945,-0.4619985380208574,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-12-01,2011-12-09,2011-12-08,-0.8689453420919313,0.05575367082434223,-0.04844689256733899,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-12-13,2011-12-15,2011-12-14,-7.212688715194993,0.055363442340741496,-0.3993192758054149,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2011-12-27,2011-12-29,2011-12-28,-2.009339825639178,0.051676053420391894,-0.10383475216945111,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2012-01-04,2012-11-01,2012-10-31,45.404449419921946,0.04997709839583499,2.2691826362681518,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2012-11-06,2012-11-08,2012-11-07,-6.530258173883585,0.062308196047455064,-0.4068886065388343,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2012-11-30,2012-12-05,2012-12-04,-1.827137147445479,0.05833095356224964,-0.10657865209950351,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2012-12-12,2012-12-14,2012-12-13,-6.39804536651043,0.05728515965869932,-0.3665130503241514,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2012-12-19,2012-12-24,2012-12-21,-5.856666256067955,0.05337814265297772,-0.3126179668872762,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2013-01-03,2014-10-17,2014-10-16,152.661069855101,0.049693025677253574,7.586190464226536,NDX-below-MA200/TQQQ,,,,,,
10%,component_exit,tqqq_ma200,2014-10-21,2015-08-24,2015-08-21,-3.25072145483577,0.08584658494857202,-0.27906333551670454,NDX-below-MA200/TQQQ,,,,,,
