time,open,high,low,close,Volume,Volume MA
2006-02-07,57,57,57,57,,
2006-02-08,45,45,45,45,,
2006-02-09,77,77,77,77,,
2006-02-10,52,52,52,52,,
2006-02-13,43,43,43,43,,
2006-02-14,90,90,90,90,,
2006-02-15,116,116,116,116,,
2006-02-16,159,159,159,159,,
2006-02-17,150,150,150,150,,
2006-02-21,133,133,133,133,,
2006-02-22,194,194,194,194,,
2006-02-23,164,164,164,164,,
2006-02-24,114,114,114,114,,
2006-02-27,187,187,187,187,,
2006-02-28,57,57,57,57,,
2006-03-01,115,115,115,115,,
2006-03-02,100,100,100,100,,
2006-03-03,110,110,110,110,,
2006-03-06,79,79,79,79,,
2006-03-07,24,24,24,24,,
2006-03-08,36,36,36,36,,
2006-03-09,62,62,62,62,,
2006-03-10,84,84,84,84,,
2006-03-13,115,115,115,115,,
2006-03-14,121,121,121,121,,
2006-03-15,192,192,192,192,,
2006-03-16,250,250,250,250,,
2006-03-17,202,202,202,202,,
2006-03-20,149,149,149,149,,
2006-03-21,80,80,80,80,,
2006-03-22,72,72,72,72,,
2006-03-23,86,86,86,86,,
2006-03-24,116,116,116,116,,
2006-03-27,99,99,99,99,,
2006-03-28,101,101,101,101,,
2006-03-29,188,188,188,188,,
2006-03-30,182,182,182,182,,
2006-03-31,124,124,124,124,,
2006-04-03,188,188,188,188,,
2006-04-04,126,126,126,126,,
2006-04-05,160,160,160,160,,
2006-04-06,149,149,149,149,,
2006-04-07,112,112,112,112,,
2006-04-10,62,62,62,62,,
2006-04-11,51,51,51,51,,
2006-04-12,28,28,28,28,,
2006-04-13,44,44,44,44,,
2006-04-17,80,80,80,80,,
2006-04-18,195,195,195,195,,
2006-04-19,246,246,246,246,,
2006-04-20,176,176,176,176,,
2006-04-21,204,204,204,204,,
2006-04-24,97,97,97,97,,
2006-04-25,107,107,107,107,,
2006-04-26,135,135,135,135,,
2006-04-27,109,109,109,109,,
2006-04-28,111,111,111,111,,
2006-05-01,129,129,129,129,,
2006-05-02,128,128,128,128,,
2006-05-03,120,120,120,120,,
2006-05-04,153,153,153,153,,
2006-05-05,242,242,242,242,,
2006-05-08,181,181,181,181,,
2006-05-09,169,169,169,169,,
2006-05-10,138,138,138,138,,
2006-05-11,128,128,128,128,,
2006-05-12,18,18,18,18,,
2006-05-15,13,13,13,13,,
2006-05-16,27,27,27,27,,
2006-05-17,11,11,11,11,,
2006-05-18,7,7,7,7,,
2006-05-19,8,8,8,8,,
2006-05-22,16,16,16,16,,
2006-05-23,17,17,17,17,,
2006-05-24,10,10,10,10,,
2006-05-25,22,22,22,22,,
2006-05-26,24,24,24,24,,
2006-05-30,18,18,18,18,,
2006-05-31,26,26,26,26,,
2006-06-01,39,39,39,39,,
2006-06-02,58,58,58,58,,
2006-06-05,31,31,31,31,,
2006-06-06,10,10,10,10,,
2006-06-07,17,17,17,17,,
2006-06-08,12,12,12,12,,
2006-06-09,20,20,20,20,,
2006-06-12,14,14,14,14,,
2006-06-13,6,6,6,6,,
2006-06-14,6,6,6,6,,
2006-06-15,11,11,11,11,,
2006-06-16,17,17,17,17,,
2006-06-19,11,11,11,11,,
2006-06-20,7,7,7,7,,
2006-06-21,13,13,13,13,,
2006-06-22,11,11,11,11,,
2006-06-23,13,13,13,13,,
2006-06-26,20,20,20,20,,
2006-06-27,19,19,19,19,,
2006-06-28,15,15,15,15,,
2006-06-29,54,54,54,54,,
2006-06-30,75,75,75,75,,
2006-07-03,62,62,62,62,,
2006-07-05,40,40,40,40,,
2006-07-06,53,53,53,53,,
2006-07-07,43,43,43,43,,
2006-07-10,38,38,38,38,,
2006-07-11,50,50,50,50,,
2006-07-12,50,50,50,50,,
2006-07-13,13,13,13,13,,
2006-07-14,10,10,10,10,,
2006-07-17,9,9,9,9,,
2006-07-18,17,17,17,17,,
2006-07-19,66,66,66,66,,
2006-07-20,56,56,56,56,,
2006-07-21,27,27,27,27,,
2006-07-24,65,65,65,65,,
2006-07-25,75,75,75,75,,
2006-07-26,68,68,68,68,,
2006-07-27,78,78,78,78,,
2006-07-28,69,69,69,69,,
2006-07-31,49,49,49,49,,
2006-08-01,56,56,56,56,,
2006-08-02,96,96,96,96,,
2006-08-03,76,76,76,76,,
2006-08-04,125,125,125,125,,
2006-08-07,43,43,43,43,,
2006-08-08,64,64,64,64,,
2006-08-09,68,68,68,68,,
2006-08-10,35,35,35,35,,
2006-08-11,26,26,26,26,,
2006-08-14,55,55,55,55,,
2006-08-15,69,69,69,69,,
2006-08-16,101,101,101,101,,
2006-08-17,85,85,85,85,,
2006-08-18,48,48,48,48,,
2006-08-21,56,56,56,56,,
2006-08-22,73,73,73,73,,
2006-08-23,59,59,59,59,,
2006-08-24,39,39,39,39,,
2006-08-25,37,37,37,37,,
2006-08-28,85,85,85,85,,
2006-08-29,106,106,106,106,,
2006-08-30,138,138,138,138,,
2006-08-31,128,128,128,128,,
2006-09-01,105,105,105,105,,
2006-09-05,113,113,113,113,,
2006-09-06,40,40,40,40,,
2006-09-07,19,19,19,19,,
2006-09-08,42,42,42,42,,
2006-09-11,48,48,48,48,,
2006-09-12,111,111,111,111,,
2006-09-13,132,132,132,132,,
2006-09-14,61,61,61,61,,
2006-09-15,120,120,120,120,,
2006-09-18,54,54,54,54,,
2006-09-19,43,43,43,43,,
2006-09-20,134,134,134,134,,
2006-09-21,93,93,93,93,,
2006-09-22,27,27,27,27,,
2006-09-25,67,67,67,67,,
2006-09-26,93,93,93,93,,
2006-09-27,121,121,121,121,,
2006-09-28,107,107,107,107,,
2006-09-29,66,66,66,66,,
2006-10-02,56,56,56,56,,
2006-10-03,84,84,84,84,,
2006-10-04,151,151,151,151,,
2006-10-05,186,186,186,186,,
2006-10-06,81,81,81,81,,
2006-10-09,99,99,99,99,,
2006-10-10,137,137,137,137,,
2006-10-11,103,103,103,103,,
2006-10-12,189,189,189,189,,
2006-10-13,211,211,211,211,,
2006-10-16,222,222,222,222,,
2006-10-17,120,120,120,120,,
2006-10-18,207,207,207,207,,
2006-10-19,160,160,160,160,,
2006-10-20,111,111,111,111,,
2006-10-23,153,153,153,153,,
2006-10-24,132,132,132,132,,
2006-10-25,207,207,207,207,,
2006-10-26,237,237,237,237,,
2006-10-27,140,140,140,140,,
2006-10-30,90,90,90,90,,
2006-10-31,125,125,125,125,,
2006-11-01,121,121,121,121,,
2006-11-02,53,53,53,53,,
2006-11-03,76,76,76,76,,
2006-11-06,113,113,113,113,,
2006-11-07,154,154,154,154,,
2006-11-08,153,153,153,153,,
2006-11-09,125,125,125,125,,
2006-11-10,105,105,105,105,,
2006-11-13,170,170,170,170,,
2006-11-14,194,194,194,194,,
2006-11-15,228,228,228,228,,
2006-11-16,215,215,215,215,,
2006-11-17,96,96,96,96,,
2006-11-20,170,170,170,170,,
2006-11-21,167,167,167,167,,
2006-11-22,199,199,199,199,,
2006-11-24,119,119,119,119,,
2006-11-27,64,64,64,64,,
2006-11-28,43,43,43,43,,
2006-11-29,126,126,126,126,,
2006-11-30,162,162,162,162,,
2006-12-01,133,133,133,133,,
2006-12-04,246,246,246,246,,
2006-12-05,273,273,273,273,,
2006-12-06,164,164,164,164,,
2006-12-07,152,152,152,152,,
2006-12-08,92,92,92,92,,
2006-12-11,115,115,115,115,,
2006-12-12,120,120,120,120,,
2006-12-13,144,144,144,144,,
2006-12-14,207,207,207,207,,
2006-12-15,185,185,185,185,,
2006-12-18,123,123,123,123,,
2006-12-19,69,69,69,69,,
2006-12-20,139,139,139,139,,
2006-12-21,96,96,96,96,,
2006-12-22,42,42,42,42,,
2006-12-26,81,81,81,81,,
2006-12-27,181,181,181,181,,
2006-12-28,151,151,151,151,,
2006-12-29,73,73,73,73,,
2007-01-03,173,173,173,173,,
2007-01-04,80,80,80,80,,
2007-01-05,40,40,40,40,,
2007-01-08,54,54,54,54,,
2007-01-09,71,71,71,71,,
2007-01-10,75,75,75,75,,
2007-01-11,159,159,159,159,,
2007-01-12,149,149,149,149,,
2007-01-16,177,177,177,177,,
2007-01-17,128,128,128,128,,
2007-01-18,111,111,111,111,,
2007-01-19,93,93,93,93,,
2007-01-22,91,91,91,91,,
2007-01-23,120,120,120,120,,
2007-01-24,155,155,155,155,,
2007-01-25,157,157,157,157,,
2007-01-26,69,69,69,69,,
2007-01-29,116,116,116,116,,
2007-01-30,134,134,134,134,,
2007-01-31,178,178,178,178,,
2007-02-01,242,242,242,242,,
2007-02-02,230,230,230,230,,
2007-02-05,190,190,190,190,,
2007-02-06,229,229,229,229,,
2007-02-07,257,257,257,257,,
2007-02-08,197,197,197,197,,
2007-02-09,145,145,145,145,,
2007-02-12,63,63,63,63,,
2007-02-13,124,124,124,124,,
2007-02-14,252,252,252,252,,
2007-02-15,214,214,214,214,,
2007-02-16,146,146,146,146,,
2007-02-20,248,248,248,248,,
2007-02-21,204,204,204,204,,
2007-02-22,192,192,192,192,,
2007-02-23,123,123,123,123,,
2007-02-26,150,150,150,150,,
2007-02-27,34,34,34,34,,
2007-02-28,21,21,21,21,,
2007-03-01,28,28,28,28,,
2007-03-02,20,20,20,20,,
2007-03-05,9,9,9,9,,
2007-03-06,21,21,21,21,,
2007-03-07,23,23,23,23,,
2007-03-08,42,42,42,42,,
2007-03-09,40,40,40,40,,
2007-03-12,64,64,64,64,,
2007-03-13,46,46,46,46,,
2007-03-14,20,20,20,20,,
2007-03-15,42,42,42,42,,
2007-03-16,51,51,51,51,,
2007-03-19,68,68,68,68,,
2007-03-20,95,95,95,95,,
2007-03-21,154,154,154,154,,
2007-03-22,165,165,165,165,,
2007-03-23,122,122,122,122,,
2007-03-26,130,130,130,130,,
2007-03-27,64,64,64,64,,
2007-03-28,64,64,64,64,,
2007-03-29,85,85,85,85,,
2007-03-30,102,102,102,102,,
2007-04-02,130,130,130,130,,
2007-04-03,190,190,190,190,,
2007-04-04,141,141,141,141,,
2007-04-05,125,125,125,125,,
2007-04-09,182,182,182,182,,
2007-04-10,150,150,150,150,,
2007-04-11,107,107,107,107,,
2007-04-12,111,111,111,111,,
2007-04-13,145,145,145,145,,
2007-04-16,256,256,256,256,,
2007-04-17,230,230,230,230,,
2007-04-18,149,149,149,149,,
2007-04-19,127,127,127,127,,
2007-04-20,232,232,232,232,,
2007-04-23,213,213,213,213,,
2007-04-24,157,157,157,157,,
2007-04-25,261,261,261,261,,
2007-04-26,221,221,221,221,,
2007-04-27,135,135,135,135,,
2007-04-30,131,131,131,131,,
2007-05-01,56,56,56,56,,
2007-05-02,150,150,150,150,,
2007-05-03,163,163,163,163,,
2007-05-04,179,179,179,179,,
2007-05-07,185,185,185,185,,
2007-05-08,119,119,119,119,,
2007-05-09,187,187,187,187,,
2007-05-10,101,101,101,101,,
2007-05-11,95,95,95,95,,
2007-05-14,154,154,154,154,,
2007-05-15,143,143,143,143,,
2007-05-16,127,127,127,127,,
2007-05-17,122,122,122,122,,
2007-05-18,187,187,187,187,,
2007-05-21,229,229,229,229,,
2007-05-22,178,178,178,178,,
2007-05-23,187,187,187,187,,
2007-05-24,89,89,89,89,,
2007-05-25,49,49,49,49,,
2007-05-29,116,116,116,116,,
2007-05-30,154,154,154,154,,
2007-05-31,275,275,275,275,,
2007-06-01,281,281,281,281,,
2007-06-04,243,243,243,243,,
2007-06-05,139,139,139,139,,
2007-06-06,35,35,35,35,,
2007-06-07,21,21,21,21,,
2007-06-08,21,21,21,21,,
2007-06-11,50,50,50,50,,
2007-06-12,27,27,27,27,,
2007-06-13,77,77,77,77,,
2007-06-14,165,165,165,165,,
2007-06-15,261,261,261,261,,
2007-06-18,188,188,188,188,,
2007-06-19,137,137,137,137,,
2007-06-20,162,162,162,162,,
2007-06-21,75,75,75,75,,
2007-06-22,68,68,68,68,,
2007-06-25,54,54,54,54,,
2007-06-26,32,32,32,32,,
2007-06-27,37,37,37,37,,
2007-06-28,74,74,74,74,,
2007-06-29,90,90,90,90,,
2007-07-02,141,141,141,141,,
2007-07-03,153,153,153,153,,
2007-07-05,155,155,155,155,,
2007-07-06,180,180,180,180,,
2007-07-09,207,207,207,207,,
2007-07-10,70,70,70,70,,
2007-07-11,71,71,71,71,,
2007-07-12,220,220,220,220,,
2007-07-13,246,246,246,246,,
2007-07-16,182,182,182,182,,
2007-07-17,174,174,174,174,,
2007-07-18,96,96,96,96,,
2007-07-19,198,198,198,198,,
2007-07-20,74,74,74,74,,
2007-07-23,117,117,117,117,,
2007-07-24,49,49,49,49,,
2007-07-25,35,35,35,35,,
2007-07-26,23,23,23,23,,
2007-07-27,6,6,6,6,,
2007-07-30,8,8,8,8,,
2007-07-31,15,15,15,15,,
2007-08-01,16,16,16,16,,
2007-08-02,27,27,27,27,,
2007-08-03,30,30,30,30,,
2007-08-06,19,19,19,19,,
2007-08-07,44,44,44,44,,
2007-08-08,101,101,101,101,,
2007-08-09,67,67,67,67,,
2007-08-10,19,19,19,19,,
2007-08-13,12,12,12,12,,
2007-08-14,2,2,2,2,,
2007-08-15,3,3,3,3,,
2007-08-17,20,20,20,20,,
2007-08-20,3,3,3,3,,
2007-08-21,5,5,5,5,,
2007-08-22,10,10,10,10,,
2007-08-23,5,5,5,5,,
2007-08-24,14,14,14,14,,
2007-08-27,23,23,23,23,,
2007-08-28,5,5,5,5,,
2007-08-29,8,8,8,8,,
2007-08-30,11,11,11,11,,
2007-08-31,22,22,22,22,,
2007-09-04,33,33,33,33,,
2007-09-05,13,13,13,13,,
2007-09-06,24,24,24,24,,
2007-09-07,9,9,9,9,,
2007-09-10,12,12,12,12,,
2007-09-11,24,24,24,24,,
2007-09-12,39,39,39,39,,
2007-09-13,40,40,40,40,,
2007-09-14,33,33,33,33,,
2007-09-17,28,28,28,28,,
2007-09-18,97,97,97,97,,
2007-09-19,152,152,152,152,,
2007-09-20,66,66,66,66,,
2007-09-21,98,98,98,98,,
2007-09-24,78,78,78,78,,
2007-09-25,47,47,47,47,,
2007-09-26,107,107,107,107,,
2007-09-27,126,126,126,126,,
2007-09-28,118,118,118,118,,
2007-10-01,176,176,176,176,,
2007-10-02,121,121,121,121,,
2007-10-03,58,58,58,58,,
2007-10-04,59,59,59,59,,
2007-10-05,154,154,154,154,,
2007-10-08,99,99,99,99,,
2007-10-09,134,134,134,134,,
2007-10-10,135,135,135,135,,
2007-10-11,203,203,203,203,,
2007-10-12,59,59,59,59,,
2007-10-15,94,94,94,94,,
2007-10-16,51,51,51,51,,
2007-10-17,78,78,78,78,,
2007-10-18,75,75,75,75,,
2007-10-19,43,43,43,43,,
2007-10-22,18,18,18,18,,
2007-10-23,55,55,55,55,,
2007-10-24,46,46,46,46,,
2007-10-25,87,87,87,87,,
2007-10-26,156,156,156,156,,
2007-10-29,157,157,157,157,,
2007-10-30,80,80,80,80,,
2007-10-31,158,158,158,158,,
2007-11-01,55,55,55,55,,
2007-11-02,70,70,70,70,,
2007-11-05,52,52,52,52,,
2007-11-06,114,114,114,114,,
2007-11-07,76,76,76,76,,
2007-11-08,45,45,45,45,,
2007-11-09,17,17,17,17,,
2007-11-12,7,7,7,7,,
2007-11-13,20,20,20,20,,
2007-11-14,31,31,31,31,,
2007-11-15,12,12,12,12,,
2007-11-16,23,23,23,23,,
2007-11-19,22,22,22,22,,
2007-11-20,27,27,27,27,,
2007-11-21,11,11,11,11,,
2007-11-23,8,8,8,8,,
2007-11-26,15,15,15,15,,
2007-11-27,11,11,11,11,,
2007-11-28,42,42,42,42,,
2007-11-29,40,40,40,40,,
2007-11-30,56,56,56,56,,
2007-12-03,42,42,42,42,,
2007-12-04,27,27,27,27,,
2007-12-05,60,60,60,60,,
2007-12-06,81,81,81,81,,
2007-12-07,96,96,96,96,,
2007-12-10,93,93,93,93,,
2007-12-11,94,94,94,94,,
2007-12-12,46,46,46,46,,
2007-12-13,18,18,18,18,,
2007-12-14,28,28,28,28,,
2007-12-17,11,11,11,11,,
2007-12-18,12,12,12,12,,
2007-12-19,15,15,15,15,,
2007-12-20,34,34,34,34,,
2007-12-21,84,84,84,84,,
2007-12-24,83,83,83,83,,
2007-12-26,77,77,77,77,,
2007-12-27,46,46,46,46,,
2007-12-28,30,30,30,30,,
2007-12-31,22,22,22,22,,
2008-01-02,36,36,36,36,,
2008-01-03,42,42,42,42,,
2008-01-04,16,16,16,16,,
2008-01-07,29,29,29,29,,
2008-01-08,43,43,43,43,,
2008-01-09,25,25,25,25,,
2008-01-10,32,32,32,32,,
2008-01-11,20,20,20,20,,
2008-01-14,40,40,40,40,,
2008-01-15,11,11,11,11,,
2008-01-16,15,15,15,15,,
2008-01-17,8,8,8,8,,
2008-01-18,2,2,2,2,,
2008-01-22,4,4,4,4,,
2008-01-23,7,7,7,7,,
2008-01-24,4,4,4,4,,
2008-01-25,5,5,5,5,,
2008-01-28,4,4,4,4,,
2008-01-29,8,8,8,8,,
2008-01-30,11,11,11,11,,
2008-01-31,14,14,14,14,,
2008-02-01,28,28,28,28,,
2008-02-04,25,25,25,25,,
2008-02-05,7,7,7,7,,
2008-02-06,7,7,7,7,,
2008-02-07,6,6,6,6,,
2008-02-08,17,17,17,17,,
2008-02-11,32,32,32,32,,
2008-02-12,41,41,41,41,,
2008-02-13,26,26,26,26,,
2008-02-14,29,29,29,29,,
2008-02-15,8,8,8,8,,
2008-02-19,37,37,37,37,,
2008-02-20,33,33,33,33,,
2008-02-21,33,33,33,33,,
2008-02-22,15,15,15,15,,
2008-02-25,52,52,52,52,,
2008-02-26,65,65,65,65,,
2008-02-27,48,48,48,48,,
2008-02-28,45,45,45,45,,
2008-02-29,15,15,15,15,,
2008-03-03,22,22,22,22,,
2008-03-04,16,16,16,16,,
2008-03-05,25,25,25,25,,
2008-03-06,20,20,20,20,,
2008-03-07,10,10,10,10,,
2008-03-10,7,7,7,7,,
2008-03-11,15,15,15,15,,
2008-03-12,22,22,22,22,,
2008-03-13,23,23,23,23,,
2008-03-14,37,37,37,37,,
2008-03-17,14,14,14,14,,
2008-03-18,21,21,21,21,,
2008-03-19,24,24,24,24,,
2008-03-20,20,20,20,20,,
2008-03-24,33,33,33,33,,
2008-03-25,23,23,23,23,,
2008-03-26,14,14,14,14,,
2008-03-27,17,17,17,17,,
2008-03-28,8,8,8,8,,
2008-03-31,5,5,5,5,,
2008-04-01,25,25,25,25,,
2008-04-02,42,42,42,42,,
2008-04-03,39,39,39,39,,
2008-04-04,53,53,53,53,,
2008-04-07,64,64,64,64,,
2008-04-08,30,30,30,30,,
2008-04-09,42,42,42,42,,
