variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until,signal_date
breadth_40,2011-09-22,2011-10-03,2196.63,2128.02,-3.2202490415654457,-2.615369907540199,19743.11507940156,VIX,monthly-breadth-regime,2011-10-18,2011-09-30
breadth_40,2011-11-23,2014-08-08,2199.46,3864.09,75.50798109897252,-2.2087239595173327,34647.98760209349,VIX,bearish-divergence,2014-08-23,2014-08-07
breadth_40,2015-08-25,2015-09-01,4187.28,4177.94,-0.32278357487349796,0.0,34534.152816925474,VIX,monthly-breadth-regime,2015-09-16,2015-08-31
breadth_40,2015-10-16,2016-02-01,4419.94,4254.41,-3.8412802856615786,-6.585609759408498,33205.63762575153,MA200-recross,monthly-breadth-regime,2016-02-16,2016-01-29
breadth_40,2016-03-22,2018-03-23,4403.47,6683.19,51.61929455463618,-4.596602225063412,50343.63732758776,MA200-recross,bearish-divergence,2018-04-07,2018-03-22
breadth_40,2018-10-15,2018-11-01,7129.31,6980.79,-2.1810988910473075,-5.826791091985069,49243.61462311178,MA200-recross,monthly-breadth-regime,2018-11-16,2018-10-31
breadth_40,2018-12-24,2019-01-02,5994.08,6198.68,3.3100061692721114,0.0,50871.54820504767,VIX,monthly-breadth-regime,2019-01-17,2018-12-31
breadth_40,2019-02-19,2020-02-26,7033.37,8883.01,26.171827008750558,-0.7869627219952805,64183.30007967581,MA200-recross,bearish-divergence,2020-03-12,2020-02-25
breadth_40,2020-03-16,2020-04-01,7502.26,7582.78,0.9722538207853746,-6.770893037564683,64805.3149444684,VIX,monthly-breadth-regime,2020-04-16,2020-03-31
breadth_40,2020-04-20,2021-12-01,8742.54,16347.96,86.80635387307409,-3.8837683327728647,121057.57790018508,VIX+MA200,bearish-divergence,2021-12-16,2021-11-30
breadth_40,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,121863.49261753552,VIX,monthly-breadth-regime,2022-07-16,2022-06-30
breadth_40,2022-09-27,2022-10-03,11411.34,11059.17,-3.1830060551908055,-3.8568651884879497,117982.60209851291,VIX,monthly-breadth-regime,2022-10-18,2022-09-30
breadth_40,2022-10-20,2022-11-01,11081.23,11571.52,4.320136508930577,0.0,123077.56836459196,VIX,monthly-breadth-regime,2022-11-16,2022-10-31
breadth_40,2023-01-27,2023-05-02,12000.21,13225.48,10.100249324264201,-1.4160585523086553,135506.60862916423,MA200-recross,bearish-divergence,2023-05-17,2023-05-01
breadth_40,2023-10-30,2024-12-19,14283.98,21358.79,49.38022794807871,0.0,202417.58705267694,MA200,bearish-divergence,2025-01-03,2024-12-18
breadth_40,2025-04-07,2025-05-01,16771.77,19866.83,18.335590688703558,0.0,239529.8639406991,VIX,monthly-breadth-regime,2025-05-16,2025-04-30
breadth_50,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX+MA200,climax-top,2002-08-30,2002-08-14
breadth_50,2002-10-10,2002-11-01,809.46,981.24,21.100394136191124,0.0,13469.639852065087,VIX+MA200,monthly-breadth-regime,2002-11-16,2002-10-31
breadth_50,2003-01-10,2003-02-03,1059.86,987.37,-6.932696446862688,-7.2471835902855055,12533.899935600239,MA200-recross,monthly-breadth-regime,2003-02-18,2003-01-31
breadth_50,2003-03-14,2003-04-01,1034.43,1025.02,-1.00872052687247,-1.5245110833985958,12405.478001337451,MA200-recross,climax-top,2003-04-16,2003-03-31
breadth_50,2004-03-25,2004-06-14,1394.2,1470.62,5.375851021555637,0.0,13070.324258690996,MA200-recross,bearish-divergence,2004-06-29,2004-06-10
breadth_50,2005-03-31,2007-07-27,1489.44,1988.85,33.3965882431005,-5.5450370609088075,17433.032667521675,MA200-recross,bearish-divergence,2007-08-11,2007-07-26
breadth_50,2008-01-23,2008-02-01,1725.46,1846.07,6.883083500846928,0.0,18630.894031922104,VIX,monthly-breadth-regime,2008-02-16,2008-01-31
breadth_50,2008-03-17,2008-04-01,1680.54,1806.15,7.366962561063017,0.0,20001.351350419518,VIX,monthly-breadth-regime,2008-04-16,2008-03-31
breadth_50,2008-05-02,2008-07-01,1996.31,1821.93,-8.826335563627621,-7.975715194533917,18234.053226326963,MA200-recross,monthly-breadth-regime,2008-07-16,2008-06-30
breadth_50,2008-08-11,2008-09-02,1921.76,1904.21,-1.0122626327332371,-2.5611939055865474,18047.48684171049,MA200-recross,monthly-breadth-regime,2008-09-17,2008-08-29
breadth_50,2008-09-24,2008-10-01,1657.6,1581.06,-4.712854118307639,-9.73998552123551,17194.98224338109,VIX,monthly-breadth-regime,2008-10-16,2008-09-30
breadth_50,2008-10-20,2008-11-03,1329.68,1333.19,0.1637594204522312,-12.025449732266416,17221.139009055514,VIX,monthly-breadth-regime,2008-11-18,2008-10-31
breadth_50,2008-11-20,2008-12-01,1076.5,1156.53,7.3268971645157706,0.0,18480.840885835678,VIX,monthly-breadth-regime,2008-12-16,2008-11-28
breadth_50,2008-12-18,2009-01-02,1227.31,1212.74,-1.2859126001607804,-4.412903015538035,18241.206283395055,VIX,monthly-breadth-regime,2009-01-17,2008-12-31
breadth_50,2009-01-21,2009-02-02,1156.65,1168.13,0.8915794555927465,0.0,18401.832215275543,VIX,monthly-breadth-regime,2009-02-17,2009-01-30
breadth_50,2009-02-19,2009-03-02,1194.31,1098.99,-8.073150252414369,-6.474031030469471,16914.30538284168,VIX,monthly-breadth-regime,2009-03-17,2009-02-27
breadth_50,2009-03-19,2009-04-01,1220.48,1215.9,-0.4748371422573772,-2.7284347142107985,16831.99472690053,VIX,monthly-breadth-regime,2009-04-16,2009-03-31
breadth_50,2009-04-20,2010-07-01,1330.18,1741.93,30.823568278709295,-0.08419913094469306,22017.90787853268,VIX,monthly-breadth-regime,2010-07-16,2010-06-30
breadth_50,2010-07-23,2010-09-01,1851.81,1791.91,-3.3313900720243055,-4.556622979679335,21282.438795300503,MA200-recross,monthly-breadth-regime,2010-09-16,2010-08-31
breadth_50,2011-06-22,2011-09-01,2243.21,2245.01,-0.019788074053319536,-9.138243855902925,21276.227608432077,MA200-recross,monthly-breadth-regime,2011-09-16,2011-08-31
breadth_50,2011-09-22,2011-10-03,2196.63,2128.02,-3.2202490415654457,-2.615369907540199,20589.112295280676,VIX,monthly-breadth-regime,2011-10-18,2011-09-30
breadth_50,2011-11-23,2012-01-03,2199.46,2323.16,5.518536413460586,-2.2087239595173327,21723.274769139894,VIX,monthly-breadth-regime,2012-01-18,2011-12-30
breadth_50,2012-11-02,2014-08-08,2701.91,3864.09,42.87033398889901,-6.571277355648402,31033.68651265651,MA200-recross,bearish-divergence,2014-08-23,2014-08-07
breadth_50,2015-08-25,2015-09-01,4187.28,4177.94,-0.32278357487349796,0.0,30931.518097751672,VIX,monthly-breadth-regime,2015-09-16,2015-08-31
breadth_50,2015-10-16,2016-02-01,4419.94,4254.41,-3.8412802856615786,-6.585609759408498,29741.39020380975,MA200-recross,monthly-breadth-regime,2016-02-16,2016-01-29
breadth_50,2016-03-22,2018-03-23,4403.47,6683.19,51.61929455463618,-4.596602225063412,45091.169824812474,MA200-recross,bearish-divergence,2018-04-07,2018-03-22
breadth_50,2018-10-15,2018-11-01,7129.31,6980.79,-2.1810988910473075,-5.826791091985069,44105.70863079214,MA200-recross,monthly-breadth-regime,2018-11-16,2018-10-31
breadth_50,2018-12-24,2019-01-02,5994.08,6198.68,3.3100061692721114,0.0,45563.577207410846,VIX,monthly-breadth-regime,2019-01-17,2018-12-31
breadth_50,2019-02-19,2019-06-03,7033.37,7110.34,0.9933106518397918,-0.25137309710708083,46014.15514006479,MA200-recross,monthly-breadth-regime,2019-06-18,2019-05-31
breadth_50,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,46908.74312865933,VIX+MA200,bearish-divergence,2020-03-19,2020-03-03
breadth_50,2020-03-23,2020-04-01,6952.71,7582.78,8.95321406322503,0.0,51106.493783195925,VIX,monthly-breadth-regime,2020-04-16,2020-03-31
breadth_50,2020-04-20,2021-12-01,8742.54,16347.96,86.80635387307409,-3.8837683327728647,95467.30956521885,VIX+MA200,bearish-divergence,2021-12-16,2021-11-30
breadth_50,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,96102.43840073301,VIX,monthly-breadth-regime,2022-07-16,2022-06-30
breadth_50,2022-09-27,2022-10-03,11411.34,11059.17,-3.1830060551908055,-3.8568651884879497,93041.52379731221,VIX,monthly-breadth-regime,2022-10-18,2022-09-30
breadth_50,2022-10-20,2022-11-01,11081.23,11571.52,4.320136508930577,0.0,97059.00143398014,VIX,monthly-breadth-regime,2022-11-16,2022-10-31
breadth_50,2023-01-27,2023-05-02,12000.21,13225.48,10.100249324264201,-1.4160585523086553,106860.10156796007,MA200-recross,bearish-divergence,2023-05-17,2023-05-01
breadth_50,2023-10-30,2024-12-19,14283.98,21358.79,49.38022794807871,0.0,159625.3695054877,MA200,bearish-divergence,2025-01-03,2024-12-18
breadth_50,2025-04-07,2025-05-01,16771.77,19866.83,18.335590688703558,0.0,188891.44053743768,VIX,monthly-breadth-regime,2025-05-16,2025-04-30
breadth_60,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX+MA200,climax-top,2002-08-30,2002-08-14
breadth_60,2002-10-10,2002-11-01,809.46,981.24,21.100394136191124,0.0,13469.639852065087,VIX+MA200,monthly-breadth-regime,2002-11-16,2002-10-31
breadth_60,2003-01-10,2003-02-03,1059.86,987.37,-6.932696446862688,-7.2471835902855055,12533.899935600239,MA200-recross,monthly-breadth-regime,2003-02-18,2003-01-31
breadth_60,2003-03-14,2003-04-01,1034.43,1025.02,-1.00872052687247,-1.5245110833985958,12405.478001337451,MA200-recross,climax-top,2003-04-16,2003-03-31
breadth_60,2004-03-25,2004-06-14,1394.2,1470.62,5.375851021555637,0.0,13070.324258690996,MA200-recross,bearish-divergence,2004-06-29,2004-06-10
breadth_60,2005-03-31,2005-05-02,1489.44,1421.9,-4.6300078825126985,-5.5450370609088075,12463.213515322459,MA200-recross,monthly-breadth-regime,2005-05-17,2005-04-29
breadth_60,2005-07-11,2006-06-01,1536.45,1581.08,2.8018946366577273,-0.9931986071788859,12810.391607417112,MA200-recross,monthly-breadth-regime,2006-06-16,2006-05-31
breadth_60,2006-09-18,2007-07-27,1631.48,1988.85,21.78280726261039,-0.6380709539804399,15598.636692773773,MA200-recross,bearish-divergence,2007-08-11,2007-07-26
breadth_60,2008-01-23,2008-02-01,1725.46,1846.07,6.883083500846928,0.0,16670.23505049613,VIX,monthly-breadth-regime,2008-02-16,2008-01-31
breadth_60,2008-03-17,2008-04-01,1680.54,1806.15,7.366962561063017,0.0,17896.251355881774,VIX,monthly-breadth-regime,2008-04-16,2008-03-31
breadth_60,2008-05-02,2008-07-01,1996.31,1821.93,-8.826335563627621,-7.975715194533917,16314.756421257027,MA200-recross,monthly-breadth-regime,2008-07-16,2008-06-30
breadth_60,2008-08-11,2008-09-02,1921.76,1904.21,-1.0122626327332371,-2.5611939055865474,16147.618361009523,MA200-recross,monthly-breadth-regime,2008-09-17,2008-08-29
breadth_60,2008-09-24,2008-10-01,1657.6,1581.06,-4.712854118307639,-9.73998552123551,15384.651792615268,VIX,monthly-breadth-regime,2008-10-16,2008-09-30
breadth_60,2008-10-20,2008-11-03,1329.68,1333.19,0.1637594204522312,-12.025449732266416,15407.843971635246,VIX,monthly-breadth-regime,2008-11-18,2008-10-31
breadth_60,2008-11-20,2008-12-01,1076.5,1156.53,7.3268971645157706,0.0,16534.68758573436,VIX,monthly-breadth-regime,2008-12-16,2008-11-28
breadth_60,2008-12-18,2009-01-02,1227.31,1212.74,-1.2859126001607804,-4.412903015538035,16320.078813798182,VIX,monthly-breadth-regime,2009-01-17,2008-12-31
breadth_60,2009-01-21,2009-02-02,1156.65,1168.13,0.8915794555927465,0.0,16463.576367843994,VIX,monthly-breadth-regime,2009-02-17,2009-01-30
breadth_60,2009-02-19,2009-03-02,1194.31,1098.99,-8.073150252414369,-6.474031030469471,15132.527842249488,VIX,monthly-breadth-regime,2009-03-17,2009-02-27
breadth_60,2009-03-19,2009-04-01,1220.48,1215.9,-0.4748371422573772,-2.7284347142107985,15058.67772786347,VIX,monthly-breadth-regime,2009-04-16,2009-03-31
breadth_60,2009-04-20,2010-07-01,1330.18,1741.93,30.823568278709295,-0.08419913094469306,19697.991303499468,VIX,monthly-breadth-regime,2010-07-16,2010-06-30
breadth_60,2010-07-23,2010-09-01,1851.81,1791.91,-3.3313900720243055,-4.556622979679335,19039.807690727193,MA200-recross,monthly-breadth-regime,2010-09-16,2010-08-31
breadth_60,2011-06-22,2011-09-01,2243.21,2245.01,-0.019788074053319536,-9.138243855902925,19034.040277362485,MA200-recross,monthly-breadth-regime,2011-09-16,2011-08-31
breadth_60,2011-09-22,2011-10-03,2196.63,2128.02,-3.2202490415654457,-2.615369907540199,18419.128980249952,VIX,monthly-breadth-regime,2011-10-18,2011-09-30
breadth_60,2011-11-23,2012-01-03,2199.46,2323.16,5.518536413460586,-2.2087239595173327,19433.540134703184,VIX,monthly-breadth-regime,2012-01-18,2011-12-30
breadth_60,2012-11-02,2014-08-08,2701.91,3864.09,42.87033398889901,-6.571277355648402,27762.334992977285,MA200-recross,bearish-divergence,2014-08-23,2014-08-07
breadth_60,2015-08-25,2015-09-01,4187.28,4177.94,-0.32278357487349796,0.0,27670.725963454344,VIX,monthly-breadth-regime,2015-09-16,2015-08-31
breadth_60,2015-10-16,2016-02-01,4419.94,4254.41,-3.8412802856615786,-6.585609759408498,26605.85423492359,MA200-recross,monthly-breadth-regime,2016-02-16,2016-01-29
breadth_60,2016-03-22,2018-03-23,4403.47,6683.19,51.61929455463618,-4.596602225063412,40337.0923082804,MA200-recross,bearish-divergence,2018-04-07,2018-03-22
breadth_60,2018-10-15,2018-11-01,7129.31,6980.79,-2.1810988910473075,-5.826791091985069,39455.322246252676,MA200-recross,monthly-breadth-regime,2018-11-16,2018-10-31
breadth_60,2018-12-24,2019-01-02,5994.08,6198.68,3.3100061692721114,0.0,40759.262746648135,VIX,monthly-breadth-regime,2019-01-17,2018-12-31
breadth_60,2019-02-19,2019-06-03,7033.37,7110.34,0.9933106518397918,-0.25137309710708083,41162.11891201544,MA200-recross,monthly-breadth-regime,2019-06-18,2019-05-31
breadth_60,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,41962.16269061063,VIX+MA200,bearish-divergence,2020-03-19,2020-03-03
breadth_60,2020-03-23,2020-04-01,6952.71,7582.78,8.95321406322503,0.0,45717.035409719116,VIX,monthly-breadth-regime,2020-04-16,2020-03-31
breadth_60,2020-04-20,2021-12-01,8742.54,16347.96,86.80635387307409,-3.8837683327728647,85399.45888421974,VIX+MA200,bearish-divergence,2021-12-16,2021-11-30
breadth_60,2022-06-14,2022-07-01,11385.18,11472.63,0.6673860531697867,-2.2626783239263726,85967.39628843496,VIX,monthly-breadth-regime,2022-07-16,2022-06-30
breadth_60,2022-09-27,2022-10-03,11411.34,11059.17,-3.1830060551908055,-3.8568651884879497,83229.08068914476,VIX,monthly-breadth-regime,2022-10-18,2022-09-30
breadth_60,2022-10-20,2022-11-01,11081.23,11571.52,4.320136508930577,0.0,86822.6473886787,VIX,monthly-breadth-regime,2022-11-16,2022-10-31
breadth_60,2023-01-27,2023-05-02,12000.21,13225.48,10.100249324264201,-1.4160585523086553,95589.85024236878,MA200-recross,bearish-divergence,2023-05-17,2023-05-01
breadth_60,2023-10-30,2024-12-19,14283.98,21358.79,49.38022794807871,0.0,142789.84238499805,MA200,bearish-divergence,2025-01-03,2024-12-18
breadth_60,2025-04-07,2025-05-01,16771.77,19866.83,18.335590688703558,0.0,168969.02007384936,VIX,monthly-breadth-regime,2025-05-16,2025-04-30
