horizon_years,n_windows,qqq_pct,stock_pct,total_return_mean,total_return_median,total_return_std,total_return_p25,total_return_p75,final_value_mean,final_value_median,final_value_std,final_value_p25,final_value_p75,cagr_mean,cagr_median,cagr_std,cagr_p25,cagr_p75,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_p25,max_drawdown_p75,sharpe_ratio_mean,sharpe_ratio_median,sharpe_ratio_std,sharpe_ratio_p25,sharpe_ratio_p75
3,3272,86,14,0.69213,0.622406,0.269929,0.513064,0.806729,16921.295824,16224.064972,2699.293273,15130.638031,18067.294889,0.188658,0.175128,0.060343,0.148081,0.218147,-0.234598,-0.242034,0.073841,-0.28325,-0.171707,0.964255,0.978003,0.245617,0.803289,1.112882
3,3272,87,13,0.687883,0.619171,0.267833,0.511401,0.802512,16878.832894,16191.705048,2678.325029,15114.011735,18025.123455,0.187689,0.174345,0.060041,0.147701,0.21723,-0.234074,-0.241147,0.074269,-0.282953,-0.171113,0.962558,0.977788,0.247197,0.800983,1.110716
3,3272,88,12,0.683637,0.616292,0.265785,0.509939,0.798301,16836.369965,16162.920642,2657.850246,15099.390821,17983.011094,0.186718,0.17359,0.05975,0.147375,0.216259,-0.233548,-0.240256,0.074707,-0.282655,-0.17046,0.960769,0.976388,0.248788,0.79899,1.108157
3,3272,89,11,0.679391,0.613317,0.263788,0.507967,0.793631,16793.907035,16133.173184,2637.880414,15079.669879,17936.309774,0.185743,0.17292,0.05947,0.146856,0.21522,-0.233026,-0.239362,0.075154,-0.282356,-0.169528,0.958887,0.975056,0.250389,0.79731,1.105031
3,3272,90,10,0.675144,0.610602,0.261843,0.504667,0.789859,16751.444106,16106.015096,2618.427086,15046.668342,17898.588445,0.184766,0.172252,0.059202,0.146021,0.214236,-0.232528,-0.238464,0.075594,-0.282065,-0.168965,0.956908,0.973319,0.251999,0.794842,1.102397
3,3272,91,9,0.670898,0.608373,0.25995,0.501721,0.78525,16708.981176,16083.725216,2599.501858,15017.207603,17852.495993,0.183785,0.171689,0.058945,0.145366,0.213349,-0.232053,-0.237564,0.076024,-0.281771,-0.168406,0.954833,0.972647,0.253615,0.791014,1.100394
3,3272,92,8,0.666652,0.605691,0.258112,0.49836,0.78133,16666.518247,16056.908424,2581.116347,14983.596932,17813.303069,0.182802,0.171087,0.058701,0.144389,0.21238,-0.231618,-0.23666,0.076433,-0.281469,-0.167849,0.952658,0.971594,0.255236,0.788205,1.098614
3,3272,93,7,0.662406,0.603462,0.256328,0.495749,0.778104,16624.055317,16034.619429,2563.282166,14957.491387,17781.037601,0.181815,0.170511,0.05847,0.143597,0.2117,-0.231261,-0.235754,0.076817,-0.281203,-0.167293,0.950383,0.971279,0.256861,0.783153,1.097057
3,3272,94,6,0.658159,0.60127,0.254601,0.492458,0.776031,16581.592388,16012.699896,2546.0109,14924.579638,17760.308202,0.180826,0.169959,0.058251,0.142962,0.211183,-0.230925,-0.234844,0.077214,-0.281079,-0.166738,0.948006,0.971343,0.258487,0.780987,1.095374
3,3272,95,5,0.653913,0.599876,0.252931,0.488934,0.774446,16539.129458,15998.756908,2529.314083,14889.338329,17744.45716,0.179833,0.169684,0.058046,0.142073,0.210865,-0.230589,-0.23393,0.077619,-0.280955,-0.166176,0.945525,0.970478,0.260113,0.777357,1.09347
3,3272,96,4,0.649667,0.598564,0.25132,0.485638,0.771881,16496.666528,15985.643053,2513.203162,14856.378075,17718.808736,0.178837,0.169374,0.057854,0.141123,0.210238,-0.230251,-0.233014,0.078032,-0.28083,-0.165626,0.942939,0.968924,0.261739,0.771637,1.090396
3,3272,97,3,0.64542,0.596099,0.249769,0.482312,0.768963,16454.203599,15960.987968,2497.689475,14823.116528,17689.627848,0.177839,0.168828,0.057676,0.140292,0.209396,-0.229912,-0.232094,0.078453,-0.280705,-0.165076,0.940248,0.966263,0.263362,0.764923,1.08758
3,3272,98,2,0.641174,0.59425,0.248278,0.478003,0.765866,16411.740669,15942.502103,2482.784219,14780.032201,17658.656472,0.176837,0.168288,0.057512,0.139268,0.208846,-0.229585,-0.231171,0.078882,-0.28058,-0.164527,0.937449,0.963251,0.264982,0.762502,1.085082
3,3272,99,1,0.636928,0.592765,0.24685,0.474993,0.762488,16369.27774,15927.647822,2468.498414,14749.927392,17624.881795,0.175831,0.167974,0.057363,0.138418,0.208056,-0.229264,-0.230245,0.079319,-0.280455,-0.16398,0.934542,0.96164,0.266597,0.756871,1.08288
3,3272,100,0,0.632681,0.590539,0.245484,0.470009,0.758683,16326.81481,15905.38558,2454.842875,14700.092609,17586.828093,0.174823,0.167397,0.057229,0.137242,0.207241,-0.228945,-0.229315,0.079761,-0.280329,-0.163433,0.931526,0.958662,0.268207,0.753385,1.08095
5,2769,0,100,2.51419,2.493217,1.157929,1.423818,3.36655,35141.902925,34932.171659,11579.292658,24238.17721,43665.502416,0.274574,0.284362,0.085195,0.193939,0.342881,-0.373977,-0.365095,0.053831,-0.430363,-0.365095,0.990623,0.996876,0.203858,0.848637,1.131229
5,2769,1,99,2.501978,2.478517,1.149264,1.41944,3.346438,35019.783432,34785.167064,11492.638115,24194.40114,43464.375298,0.273787,0.283516,0.084741,0.193542,0.341638,-0.372507,-0.36403,0.053054,-0.42623,-0.363779,0.991153,0.996224,0.203072,0.849038,1.13107
5,2769,2,98,2.489766,2.466622,1.140603,1.415418,3.326119,34897.663939,34666.218279,11406.033397,24154.177788,43261.194625,0.272998,0.282669,0.084285,0.193144,0.340364,-0.37103,-0.362961,0.052283,-0.422096,-0.362462,0.991683,0.995369,0.202286,0.849874,1.130913
5,2769,3,97,2.477554,2.455166,1.131948,1.411395,3.305387,34775.544445,34551.663231,11319.479649,24113.954436,43053.866419,0.272207,0.281569,0.083828,0.192701,0.339172,-0.369547,-0.361886,0.051516,-0.417961,-0.361138,0.992213,0.994725,0.2015,0.850521,1.13081
5,2769,4,96,2.465342,2.443711,1.123298,1.408323,3.285795,34653.424952,34437.108183,11232.978049,24083.228338,42857.954626,0.271413,0.280551,0.083369,0.192227,0.337919,-0.368058,-0.360806,0.050753,-0.413825,-0.359817,0.992742,0.993902,0.200713,0.851765,1.130001
5,2769,5,95,2.453131,2.43012,1.114653,1.405905,3.264689,34531.305459,34301.198801,11146.52981,24059.046934,42646.888384,0.270616,0.279491,0.082909,0.191973,0.336579,-0.366566,-0.35972,0.049991,-0.409689,-0.358494,0.993271,0.993222,0.199927,0.852782,1.130158
5,2769,6,94,2.440919,2.415626,1.106014,1.402481,3.244478,34409.185966,34156.261523,11060.136184,24024.810421,42444.784959,0.269816,0.27851,0.082448,0.19174,0.33531,-0.365082,-0.35863,0.049208,-0.405552,-0.357162,0.993799,0.99251,0.199142,0.852648,1.13073
5,2769,7,93,2.428707,2.403382,1.09738,1.399117,3.225761,34287.066472,34033.815909,10973.798461,23991.170881,42257.612592,0.269014,0.277605,0.081985,0.191331,0.334123,-0.363611,-0.357535,0.048391,-0.401414,-0.355836,0.994326,0.991987,0.198358,0.854431,1.130201
5,2769,8,92,2.416495,2.391481,1.088752,1.395571,3.206838,34164.946979,33914.813682,10887.517971,23955.714211,42068.382354,0.268209,0.276683,0.081522,0.191087,0.332933,-0.362134,-0.356435,0.047579,-0.397276,-0.354508,0.994852,0.991356,0.197575,0.855404,1.129756
5,2769,9,91,2.404283,2.377575,1.08013,1.392391,3.18784,34042.827486,33775.750357,10801.296085,23923.913358,41878.395658,0.267401,0.275649,0.081056,0.190733,0.331738,-0.36065,-0.35533,0.046773,-0.393137,-0.35318,0.995376,0.990741,0.196794,0.855023,1.130104
5,2769,10,90,2.392071,2.363669,1.071513,1.391071,3.166743,33920.707993,33636.687032,10715.134217,23910.710453,41667.43327,0.266591,0.274612,0.08059,0.190502,0.330382,-0.359163,-0.354219,0.045969,-0.388997,-0.351851,0.995898,0.990319,0.196016,0.855531,1.129686
5,2769,11,89,2.379859,2.34978,1.062903,1.385961,3.146916,33798.588499,33497.795055,10629.033828,23859.611206,41469.158197,0.265777,0.273578,0.080122,0.189989,0.329084,-0.357675,-0.353103,0.045167,-0.384857,-0.350483,0.996417,0.989848,0.195241,0.857135,1.129535
5,2769,12,88,2.367647,2.337608,1.0543,1.380819,3.125758,33676.469006,33376.075122,10542.996424,23808.1852,41257.57957,0.264961,0.272628,0.079653,0.189556,0.327754,-0.356184,-0.351983,0.044367,-0.380716,-0.349139,0.996934,0.989259,0.194469,0.857112,1.129382
5,2769,13,87,2.355435,2.322521,1.045702,1.375676,3.105085,33554.349513,33225.213507,10457.023559,23756.759194,41050.849885,0.264142,0.271616,0.079182,0.189163,0.32642,-0.354691,-0.350857,0.043566,-0.376574,-0.347802,0.997448,0.988569,0.1937,0.857139,1.128935
5,2769,14,86,2.343223,2.309222,1.037112,1.371738,3.085326,33432.23002,33092.224341,10371.116839,23717.378213,40853.263546,0.26332,0.270627,0.078711,0.188769,0.325141,-0.353199,-0.349724,0.042756,-0.372432,-0.346465,0.997959,0.988119,0.192936,0.857474,1.12873
5,2769,15,85,2.331011,2.296652,1.028528,1.371542,3.065646,33310.110526,32966.516062,10285.27792,23715.420559,40656.462437,0.262495,0.269566,0.078237,0.188556,0.323871,-0.351707,-0.348587,0.041951,-0.368437,-0.345127,0.998466,0.986796,0.192177,0.857783,1.128991
5,2769,16,84,2.318799,2.281756,1.019951,1.367982,3.04566,33187.991033,32817.55668,10199.508515,23679.818207,40456.602182,0.261668,0.268552,0.077763,0.1882,0.322597,-0.350213,-0.34739,0.041158,-0.364451,-0.343753,0.998969,0.986192,0.191423,0.85864,1.127977
5,2769,17,83,2.306587,2.269114,1.011381,1.364926,3.024783,33065.87154,32691.135148,10113.810393,23649.264806,40247.828989,0.260837,0.267507,0.077287,0.187883,0.321328,-0.348712,-0.346236,0.040378,-0.360464,-0.342295,0.999468,0.986126,0.190675,0.859723,1.128538
5,2769,18,82,2.294375,2.255428,1.002819,1.362795,3.004521,32943.752047,32554.282285,10028.185379,23627.945045,40045.214297,0.260003,0.266412,0.07681,0.187557,0.319925,-0.347204,-0.34508,0.03961,-0.356477,-0.340872,0.999961,0.9853,0.189933,0.859805,1.128649
5,2769,19,81,2.282163,2.242084,0.994264,1.35902,2.983238,32821.632553,32420.836451,9942.635365,23590.202406,39832.382897,0.259167,0.265316,0.076331,0.187289,0.318528,-0.345693,-0.343918,0.038861,-0.352489,-0.33947,1.00045,0.985608,0.189197,0.8591,1.12847
5,2769,20,80,2.269951,2.226505,0.985716,1.355006,2.962431,32699.51306,32265.045627,9857.162301,23550.06002,39624.309802,0.258327,0.264214,0.075852,0.186859,0.317194,-0.344176,-0.342751,0.038128,-0.351286,-0.338115,1.000933,0.986604,0.188469,0.860165,1.127846
5,2769,21,79,2.257739,2.213228,0.977177,1.35113,2.941624,32577.393567,32132.282673,9771.768208,23511.299281,39416.236707,0.257484,0.263131,0.07537,0.186462,0.315793,-0.342655,-0.341569,0.037416,-0.350293,-0.336759,1.00141,0.985892,0.187749,0.860336,1.128207
5,2769,22,78,2.245527,2.200698,0.968646,1.346978,2.923139,32455.274074,32006.978909,9686.455174,23469.775249,39231.387964,0.256639,0.262202,0.074888,0.186103,0.314281,-0.341132,-0.340382,0.03673,-0.349184,-0.335403,1.00188,0.985522,0.187038,0.861872,1.128369
5,2769,23,77,2.233315,2.189658,0.960123,1.344251,2.903958,32333.15458,31896.582826,9601.225359,23442.511619,39039.578708,0.25579,0.261347,0.074404,0.185799,0.313159,-0.339603,-0.339188,0.036065,-0.348161,-0.333998,1.002343,0.983568,0.186335,0.861682,1.127539
5,2769,24,76,2.221104,2.178314,0.951608,1.341646,2.883845,32211.035087,31783.135092,9516.081001,23416.461887,38838.45159,0.254938,0.260257,0.073919,0.185535,0.311721,-0.338065,-0.337998,0.035422,-0.347118,-0.332563,1.002798,0.983407,0.185642,0.862018,1.129041
5,2769,25,75,2.208892,2.164496,0.943102,1.33982,2.863732,32088.915594,31644.957671,9431.024413,23398.200131,38637.324472,0.254083,0.259226,0.073433,0.18538,0.310441,-0.33652,-0.33679,0.0348,-0.346069,-0.3311,1.003245,0.98234,0.18496,0.862712,1.1299
5,2769,26,74,2.19668,2.154336,0.934606,1.336,2.844741,31966.796101,31543.362654,9346.057991,23360.004295,38447.410994,0.253225,0.258332,0.072945,0.184907,0.309074,-0.334969,-0.335588,0.034203,-0.345006,-0.329735,1.003683,0.981023,0.184288,0.864443,1.131022
5,2769,27,73,2.184468,2.141934,0.926118,1.33188,2.824347,31844.676607,31419.337278,9261.184218,23318.804866,38243.472394,0.252363,0.257341,0.072456,0.184641,0.307704,-0.333408,-0.334378,0.033631,-0.343351,-0.328259,1.004112,0.979778,0.183627,0.865284,1.130367
5,2769,28,72,2.172256,2.13024,0.917641,1.328104,2.804525,31722.557114,31302.404257,9176.405665,23281.039164,38045.247975,0.251499,0.256403,0.071966,0.18416,0.306393,-0.331839,-0.333165,0.033087,-0.341677,-0.326891,1.004532,0.979375,0.182979,0.86622,1.131435
5,2769,29,71,2.160044,2.114234,0.909172,1.324394,2.784577,31600.437621,31142.341113,9091.724994,23243.944954,37845.772096,0.250631,0.255299,0.071474,0.183764,0.305026,-0.330262,-0.331946,0.032569,-0.339431,-0.325998,1.00494,0.978671,0.182343,0.865971,1.131532
5,2769,30,70,2.147832,2.102296,0.900714,1.320399,2.763218,31478.318128,31022.957402,9007.144966,23203.989787,37632.175946,0.249759,0.254152,0.070982,0.183485,0.303671,-0.328692,-0.330694,0.032077,-0.337432,-0.326034,1.005338,0.976947,0.18172,0.865865,1.131402
5,2769,31,69,2.13562,2.088904,0.892267,1.316988,2.743056,31356.198634,30889.037335,8922.668445,23169.880707,37430.561766,0.248885,0.253199,0.070488,0.18295,0.302363,-0.327134,-0.32933,0.031593,-0.335257,-0.326037,1.005724,0.97663,0.181112,0.86649,1.13133
5,2769,32,68,2.123408,2.076432,0.88383,1.314581,2.723822,31234.079141,30764.321584,8838.298397,23145.807853,37238.220371,0.248007,0.252059,0.069992,0.182705,0.300965,-0.325597,-0.327967,0.03112,-0.333665,-0.325729,1.006097,0.975799,0.180517,0.867913,1.131832
5,2769,33,67,2.111196,2.062681,0.875404,1.310077,2.703453,31111.959648,30626.806508,8754.037901,23100.76875,37034.531361,0.247126,0.250952,0.069496,0.182321,0.299559,-0.324096,-0.326829,0.030685,-0.332271,-0.324937,1.006457,0.975754,0.179938,0.86876,1.131753
5,2769,34,66,2.098984,2.048943,0.866989,1.306648,2.684371,30989.840155,30489.431295,8669.890151,23066.48214,36843.714676,0.246241,0.249825,0.068998,0.181969,0.297937,-0.322611,-0.32686,0.030293,-0.330921,-0.323287,1.006803,0.975904,0.179375,0.869157,1.131733
5,2769,35,65,2.086772,2.033161,0.858586,1.301451,2.666744,30867.720661,30331.611935,8585.858462,23014.512149,36667.441053,0.245353,0.248753,0.068499,0.181436,0.296614,-0.321148,-0.326609,0.029954,-0.329532,-0.321823,1.007135,0.974786,0.178828,0.870529,1.131813
5,2769,36,64,2.07456,2.021055,0.850195,1.296613,2.646208,30745.601168,30210.548129,8501.946276,22966.129535,36462.081305,0.244461,0.247731,0.067999,0.181019,0.295333,-0.319709,-0.326479,0.029677,-0.329131,-0.320415,1.007451,0.974418,0.178297,0.870367,1.132455
5,2769,37,63,2.062348,2.009637,0.841816,1.293763,2.627126,30623.481675,30096.368109,8418.157167,22937.632162,36271.26462,0.243566,0.246589,0.067498,0.180646,0.293943,-0.318267,-0.325442,0.029453,-0.329013,-0.319043,1.00775,0.974019,0.177785,0.871434,1.132083
5,2769,38,62,2.050136,1.997986,0.833449,1.292845,2.607984,30501.362182,29979.863828,8334.494845,22928.450406,36079.835218,0.242667,0.245604,0.066996,0.180444,0.29243,-0.316829,-0.324135,0.029296,-0.328566,-0.31767,1.008033,0.973633,0.17729,0.872645,1.132397
5,2769,39,61,2.037924,1.987108,0.825096,1.28909,2.585373,30379.242688,29871.077056,8250.963169,22890.899699,35853.729838,0.241765,0.244786,0.066492,0.180191,0.290929,-0.315395,-0.32267,0.029208,-0.328696,-0.316309,1.008297,0.973379,0.176814,0.873664,1.133162
5,2769,40,60,2.025712,1.974228,0.816757,1.285226,2.562198,30257.123195,29742.277729,8167.566146,22852.258972,35621.981208,0.240859,0.243778,0.065988,0.179847,0.289421,-0.313967,-0.320914,0.029195,-0.329,-0.314969,1.008543,0.973134,0.176358,0.874758,1.133273
5,2769,41,59,2.0135,1.962894,0.808431,1.27994,2.541929,30135.003702,29628.942588,8084.307943,22799.402513,35419.290588,0.23995,0.242671,0.065482,0.17927,0.287837,-0.312538,-0.319278,0.029255,-0.329318,-0.313521,1.008768,0.973259,0.175921,0.875575,1.133655
5,2769,42,58,2.001288,1.947288,0.800119,1.276452,2.522552,30012.884209,29472.878799,8001.192895,22764.516052,35225.518212,0.239037,0.241359,0.064975,0.178884,0.286383,-0.3111,-0.31788,0.029385,-0.329231,-0.311983,1.008973,0.97256,0.175505,0.876685,1.133382
5,2769,43,57,1.989076,1.933973,0.791823,1.274058,2.503265,29890.764715,29339.728822,7918.225509,22740.576995,35032.650553,0.23812,0.240235,0.064468,0.178572,0.284966,-0.309656,-0.316578,0.029582,-0.329277,-0.31035,1.009156,0.972235,0.17511,0.87733,1.134246
5,2769,44,56,1.976865,1.923075,0.783541,1.2703,2.482505,29768.645222,29230.753428,7835.410476,22702.996319,34825.047806,0.237199,0.239312,0.063959,0.178331,0.283601,-0.308205,-0.315286,0.02985,-0.329506,-0.308748,1.009316,0.972313,0.174736,0.878286,1.134334
5,2769,45,55,1.964653,1.912588,0.775275,1.267756,2.461592,29646.525729,29125.884751,7752.752678,22677.561321,34615.916571,0.236275,0.238422,0.063449,0.177943,0.282176,-0.306775,-0.313915,0.030188,-0.329826,-0.307796,1.009452,0.972896,0.174384,0.879543,1.133367
5,2769,46,54,1.952441,1.900259,0.767026,1.266082,2.443431,29524.406236,29002.593305,7670.257198,22660.820033,34434.308541,0.235347,0.237412,0.062939,0.177703,0.280736,-0.30536,-0.312303,0.0306,-0.330104,-0.306381,1.009563,0.972334,0.174054,0.880414,1.133248
5,2769,47,53,1.940229,1.886534,0.758793,1.262061,2.42283,29402.286742,28865.338155,7587.929331,22620.606296,34228.301976,0.234415,0.236333,0.062427,0.177363,0.279062,-0.303959,-0.310152,0.031086,-0.330414,-0.30501,1.009648,0.97224,0.173747,0.881084,1.133919
5,2769,48,52,1.928017,1.874676,0.750577,1.257663,2.403294,29280.167249,28746.759044,7505.774591,22576.628135,34032.941888,0.233479,0.235237,0.061915,0.177053,0.277501,-0.30255,-0.308911,0.031645,-0.330646,-0.303471,1.009705,0.973104,0.173463,0.881802,1.134211
5,2769,49,51,1.915805,1.862848,0.74238,1.25349,2.384153,29158.047756,28628.478832,7423.798728,22534.904944,33841.526199,0.232539,0.234172,0.061402,0.176547,0.276141,-0.301132,-0.307764,0.032271,-0.330997,-0.300903,1.009734,0.973244,0.173203,0.882665,1.134789
5,2769,50,50,1.903593,1.84772,0.734201,1.249128,2.366498,29035.928263,28477.195311,7342.007732,22491.280176,33664.977899,0.231595,0.232869,0.060888,0.176079,0.274808,-0.299709,-0.306255,0.032955,-0.331351,-0.297052,1.009733,0.973403,0.172967,0.883914,1.134018
5,2769,51,49,1.891381,1.832951,0.726041,1.24736,2.348271,28913.808769,28329.506621,7260.407851,22473.597234,33482.712066,0.230647,0.23162,0.060373,0.175781,0.273327,-0.298279,-0.304681,0.033695,-0.331709,-0.293164,1.0097,0.973306,0.172755,0.884719,1.133399
5,2769,52,48,1.879169,1.818694,0.717901,1.242527,2.327512,28791.689276,28186.937531,7179.005602,22425.267136,33275.117624,0.229695,0.230382,0.059858,0.175505,0.272023,-0.296841,-0.303242,0.034498,-0.332072,-0.289254,1.009636,0.972615,0.172568,0.885828,1.132919
5,2769,53,47,1.866957,1.808048,0.709781,1.239059,2.306026,28669.569783,28080.481539,7097.807784,22390.590762,33060.260166,0.228739,0.229418,0.059342,0.17502,0.270543,-0.295394,-0.301871,0.03536,-0.332438,-0.28529,1.009537,0.97327,0.172405,0.886336,1.134685
5,2769,54,46,1.854745,1.793236,0.701682,1.234196,2.289385,28547.45029,27932.355062,7016.821496,22341.964111,32893.845822,0.227779,0.2281,0.058826,0.1745,0.268894,-0.293939,-0.300297,0.03628,-0.332808,-0.281288,1.009403,0.974296,0.172267,0.886287,1.133911
5,2769,55,45,1.842533,1.782226,0.693605,1.228961,2.266535,28425.330796,27822.259283,6936.054146,22289.608883,32665.347544,0.226815,0.227147,0.058309,0.174056,0.267219,-0.292473,-0.298785,0.037256,-0.333182,-0.277247,1.009233,0.974594,0.172155,0.886905,1.135212
5,2769,56,44,1.830321,1.767913,0.685551,1.223976,2.244331,28303.211303,27679.125934,6855.513472,22239.759454,32443.313183,0.225846,0.225995,0.057792,0.173404,0.265543,-0.291,-0.297233,0.038278,-0.33356,-0.273165,1.009024,0.975022,0.172068,0.88635,1.135204
5,2769,57,43,1.818109,1.753209,0.677521,1.220597,2.225301,28181.09181,27532.087719,6775.207558,22205.970492,32253.013445,0.224873,0.224661,0.057274,0.173106,0.263915,-0.289523,-0.295578,0.039346,-0.333943,-0.269043,1.008775,0.975619,0.172006,0.886411,1.133168
5,2769,58,42,1.805897,1.738959,0.669514,1.217685,2.207411,28058.972317,27389.593198,6695.144852,22176.848961,32074.111579,0.223896,0.223349,0.056756,0.172649,0.262689,-0.288081,-0.294096,0.04046,-0.334329,-0.26488,1.008486,0.97543,0.171969,0.886641,1.131186
5,2769,59,41,1.793685,1.724073,0.661533,1.212572,2.187676,27936.852823,27240.725769,6615.334185,22125.718714,31876.758549,0.222914,0.221966,0.056238,0.172214,0.260949,-0.286656,-0.292682,0.041623,-0.33472,-0.260676,1.008153,0.976067,0.171958,0.887118,1.130987
5,2769,60,40,1.781473,1.712074,0.653578,1.208506,2.168863,27814.73333,27120.736747,6535.784789,22085.064659,31688.631101,0.221928,0.22089,0.055719,0.171817,0.259344,-0.28524,-0.291261,0.042835,-0.335116,-0.256428,1.007776,0.975758,0.171972,0.887179,1.131422
5,2769,61,39,1.769261,1.699812,0.645651,1.204163,2.152687,27692.613837,26998.118878,6456.506322,22041.626367,31526.872348,0.220938,0.21982,0.055201,0.171366,0.2582,-0.283855,-0.290917,0.044097,-0.335515,-0.252138,1.007352,0.977347,0.172012,0.886271,1.130609
5,2769,62,38,1.757049,1.68747,0.637751,1.200011,2.132629,27570.494344,26874.698259,6377.508887,22000.109958,31326.292938,0.219943,0.218654,0.054683,0.17091,0.256464,-0.282501,-0.290464,0.045409,-0.33592,-0.247849,1.006881,0.977698,0.172076,0.884981,1.131397
5,2769,63,37,1.744837,1.673491,0.62988,1.196441,2.11753,27448.37485,26734.910719,6298.803058,21964.405131,31175.297376,0.218944,0.217399,0.054165,0.170441,0.255231,-0.281188,-0.28991,0.046757,-0.336329,-0.243471,1.006359,0.977607,0.172166,0.883448,1.129374
5,2769,64,36,1.732626,1.658756,0.62204,1.194705,2.098243,27326.255357,26587.562095,6220.399905,21947.048301,30982.429717,0.217939,0.216104,0.053647,0.170266,0.253761,-0.279906,-0.289535,0.048103,-0.336743,-0.239047,1.005786,0.977732,0.17228,0.882909,1.127511
5,2769,65,35,1.720414,1.644234,0.614231,1.189621,2.081563,27204.135864,26442.344754,6142.311017,21896.209129,30815.629378,0.216931,0.214723,0.053129,0.169723,0.252316,-0.278667,-0.289245,0.0494,-0.337161,-0.234579,1.00516,0.976721,0.172418,0.882543,1.12591
5,2769,66,34,1.708202,1.629184,0.606455,1.186163,2.059669,27082.016371,26291.840727,6064.548534,21861.631147,30596.694399,0.215917,0.21349,0.052613,0.169253,0.250686,-0.277465,-0.288896,0.050663,-0.337584,-0.230063,1.004477,0.976529,0.172581,0.882137,1.123615
5,2769,67,33,1.69599,1.614422,0.598713,1.182664,2.040254,26959.896877,26144.221851,5987.125176,21826.638296,30402.54201,0.214899,0.21206,0.052096,0.168979,0.249062,-0.276271,-0.288518,0.051939,-0.338013,-0.22551,1.003738,0.976526,0.172768,0.880855,1.122996
5,2769,68,32,1.683778,1.601418,0.591005,1.177731,2.022554,26837.777384,26014.176441,5910.054268,21777.309284,30225.543467,0.213876,0.210841,0.051581,0.16845,0.247516,-0.275079,-0.288188,0.053236,-0.338446,-0.2209,1.002939,0.977449,0.172978,0.880791,1.123321
5,2769,69,31,1.671566,1.588413,0.583335,1.173073,2.005853,26715.657891,25884.131031,5833.349783,21730.729702,30058.529071,0.212848,0.209638,0.051066,0.167978,0.246104,-0.273887,-0.287904,0.05456,-0.338885,-0.216241,1.002079,0.976094,0.173211,0.879814,1.121954
5,2769,70,30,1.659354,1.574529,0.575703,1.169346,1.987985,26593.538398,25745.290013,5757.026365,21693.457315,29879.853293,0.211815,0.208238,0.050553,0.167549,0.24462,-0.272734,-0.287622,0.055867,-0.339328,-0.211532,1.001155,0.975877,0.173467,0.878094,1.119064
5,2769,71,29,1.647142,1.559873,0.56811,1.166155,1.968182,26471.418904,25598.730289,5681.099373,21661.55065,29681.81544,0.210777,0.206873,0.05004,0.167336,0.242966,-0.271662,-0.28734,0.05709,-0.339777,-0.20679,1.000165,0.975433,0.173744,0.877307,1.118963
5,2769,72,28,1.63493,1.549399,0.560558,1.165086,1.94917,26349.299411,25493.994801,5605.584917,21650.861392,29491.699665,0.209734,0.205828,0.049529,0.167148,0.241517,-0.270611,-0.287058,0.05831,-0.340232,-0.20198,0.999108,0.974664,0.174044,0.875729,1.117159
5,2769,73,27,1.622718,1.53575,0.55305,1.161316,1.930714,26227.179918,25357.498874,5530.499893,21613.156715,29307.143534,0.208686,0.204571,0.04902,0.166811,0.239933,-0.269573,-0.286775,0.05954,-0.340692,-0.198138,0.997981,0.973814,0.174364,0.874148,1.11667
5,2769,74,26,1.610506,1.52185,0.545586,1.159565,1.913553,26105.060425,25218.50274,5455.862033,21595.650718,29135.525401,0.207633,0.20338,0.048512,0.166473,0.238504,-0.268618,-0.286492,0.060697,-0.341157,-0.196014,0.996781,0.974265,0.174705,0.872658,1.115375
5,2769,75,25,1.598294,1.508172,0.538169,1.158275,1.894822,25982.940931,25081.724054,5381.689942,21582.745458,28948.217283,0.206575,0.201985,0.048007,0.166256,0.236866,-0.267691,-0.286208,0.061846,-0.341629,-0.194224,0.995507,0.973111,0.175066,0.871625,1.115221
5,2769,76,24,1.586082,1.495318,0.5308,1.154818,1.875231,25860.821438,24953.179049,5308.003144,21548.180414,28752.305489,0.205511,0.200827,0.047503,0.16598,0.235287,-0.266757,-0.285925,0.063027,-0.342106,-0.192628,0.994156,0.972908,0.175447,0.869961,1.113194
5,2769,77,23,1.57387,1.484563,0.523482,1.151019,1.85564,25738.701945,24845.629205,5234.822133,21510.192428,28556.395208,0.204442,0.199723,0.047003,0.165548,0.233592,-0.265815,-0.285641,0.064237,-0.342589,-0.191195,0.992726,0.972339,0.175846,0.867618,1.11231
5,2769,78,22,1.561658,1.469739,0.516217,1.146762,1.836048,25616.582452,24697.390762,5162.168421,21467.621933,28360.481902,0.203368,0.19828,0.046504,0.165158,0.231879,-0.264866,-0.285357,0.065477,-0.343078,-0.189689,0.991215,0.970148,0.176263,0.866048,1.111859
5,2769,79,21,1.549446,1.458368,0.509006,1.140649,1.822945,25494.462958,24583.676931,5090.064585,21406.490579,28229.44618,0.202288,0.197245,0.046009,0.164443,0.230562,-0.263909,-0.285072,0.066747,-0.343573,-0.18815,0.989619,0.96903,0.176699,0.86498,1.113698
5,2769,80,20,1.537234,1.446006,0.501853,1.137298,1.802992,25372.343465,24460.059572,5018.534329,21372.981654,28029.919937,0.201202,0.1959,0.045517,0.16411,0.228852,-0.262944,-0.284787,0.068047,-0.344075,-0.185978,0.987938,0.966649,0.177151,0.862346,1.112037
