horizon_years,n_windows,qqq_pct,stock_pct,total_return_mean,total_return_median,total_return_std,total_return_p25,total_return_p75,final_value_mean,final_value_median,final_value_std,final_value_p25,final_value_p75,cagr_mean,cagr_median,cagr_std,cagr_p25,cagr_p75,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_p25,max_drawdown_p75,sharpe_ratio_mean,sharpe_ratio_median,sharpe_ratio_std,sharpe_ratio_p25,sharpe_ratio_p75
1,3774,91,9,0.200587,0.220464,0.174395,0.091689,0.306787,12005.868336,12204.644729,1743.945148,10916.886079,13067.868831,0.200767,0.220631,0.174552,0.091758,0.307209,-0.156161,-0.134129,0.074784,-0.223332,-0.102009,1.098514,1.128815,0.807669,0.533498,1.701366
1,3774,92,8,0.199337,0.218989,0.173525,0.091469,0.304937,11993.370788,12189.890359,1735.247575,10914.692683,13049.371042,0.199516,0.219066,0.173681,0.091682,0.30526,-0.155953,-0.133186,0.074702,-0.222808,-0.10221,1.095408,1.128513,0.805549,0.531482,1.691869
1,3774,93,7,0.198087,0.216316,0.172677,0.091163,0.303155,11980.87324,12163.161136,1726.766402,10911.63218,13031.545857,0.198265,0.216479,0.172832,0.091309,0.303338,-0.155755,-0.133206,0.074638,-0.222283,-0.102411,1.092163,1.125589,0.803432,0.529017,1.682677
1,3774,94,6,0.196838,0.214238,0.17185,0.090802,0.300884,11968.375691,12142.384309,1718.504832,10908.0209,13008.836639,0.197014,0.214412,0.172005,0.090924,0.300855,-0.155561,-0.133556,0.07458,-0.221759,-0.102611,1.088779,1.122389,0.801321,0.525293,1.675897
1,3774,95,5,0.195588,0.212321,0.171047,0.090294,0.299574,11955.878143,12123.213139,1710.466048,10902.942854,12995.742035,0.195763,0.21238,0.1712,0.090396,0.299878,-0.15537,-0.133931,0.074526,-0.221234,-0.102812,1.085254,1.11783,0.799217,0.523638,1.668419
1,3774,96,4,0.194338,0.210363,0.170265,0.090198,0.298322,11943.380595,12103.630661,1702.653206,10901.982912,12983.22015,0.194512,0.210632,0.170418,0.090474,0.298802,-0.155184,-0.134307,0.074474,-0.220721,-0.103012,1.081589,1.11701,0.797123,0.523034,1.658588
1,3774,97,3,0.193088,0.208936,0.169507,0.089003,0.297313,11930.883046,12089.361152,1695.069428,10890.025708,12973.134607,0.193261,0.209249,0.169659,0.089242,0.297544,-0.155013,-0.134669,0.074412,-0.220194,-0.103212,1.077783,1.116077,0.795041,0.522203,1.653162
1,3774,98,2,0.191839,0.20631,0.168772,0.088497,0.296381,11918.385498,12063.097671,1687.717804,10884.970868,12963.811269,0.19201,0.206505,0.168923,0.088617,0.296551,-0.154858,-0.13505,0.074361,-0.219668,-0.103411,1.073835,1.116744,0.792974,0.518035,1.645431
1,3774,99,1,0.190589,0.204657,0.16806,0.088221,0.296325,11905.887949,12046.57038,1680.60138,10882.206267,12963.247569,0.190759,0.204881,0.16821,0.088459,0.296577,-0.154704,-0.135432,0.074314,-0.219141,-0.10361,1.069746,1.114238,0.790923,0.516049,1.636419
1,3774,100,0,0.189339,0.20305,0.167372,0.087562,0.295163,11893.390401,12030.504978,1673.723156,10875.616953,12951.634758,0.189508,0.203243,0.167521,0.087812,0.295393,-0.154551,-0.135814,0.074272,-0.218614,-0.10381,1.065515,1.109683,0.788891,0.511609,1.626447
3,3272,0,100,1.057311,0.883148,0.548499,0.677144,1.320776,20573.107766,18831.478243,5484.991343,16771.44218,23207.762756,0.263178,0.235099,0.104722,0.188252,0.324334,-0.348306,-0.326094,0.063304,-0.36881,-0.293632,0.950152,0.92321,0.235334,0.774131,1.125095
3,3272,1,99,1.053064,0.880301,0.544713,0.67574,1.313898,20530.644836,18803.012355,5447.126158,16757.401496,23138.981477,0.262394,0.234461,0.104139,0.187847,0.322716,-0.346951,-0.32477,0.062628,-0.367386,-0.293648,0.950803,0.923712,0.234487,0.775104,1.124378
3,3272,2,98,1.048818,0.876895,0.540932,0.674479,1.306391,20488.181907,18768.952581,5409.319635,16744.794494,23063.905567,0.261609,0.233827,0.103555,0.187434,0.321423,-0.345591,-0.323432,0.06196,-0.365954,-0.293663,0.951458,0.924668,0.233641,0.7771,1.123833
3,3272,3,97,1.044572,0.874153,0.537157,0.672334,1.298418,20445.718977,18741.528213,5371.573012,16723.340142,22984.182868,0.260821,0.233097,0.102972,0.186955,0.31973,-0.344225,-0.32208,0.061301,-0.364517,-0.293679,0.952117,0.925762,0.232796,0.777844,1.122714
3,3272,4,96,1.040326,0.871242,0.533389,0.67129,1.291354,20403.256048,18712.420281,5333.88756,16712.902954,22913.53773,0.260032,0.23246,0.102388,0.186746,0.318398,-0.342853,-0.320713,0.060652,-0.363073,-0.293694,0.952779,0.926541,0.231953,0.779296,1.121776
3,3272,5,95,1.036079,0.868227,0.529626,0.669483,1.284869,20360.793118,18682.26805,5296.264587,16694.830161,22848.689631,0.259242,0.23185,0.101805,0.186402,0.317277,-0.341508,-0.320028,0.05997,-0.361625,-0.293709,0.953444,0.92829,0.231112,0.780341,1.121495
3,3272,6,94,1.031833,0.864837,0.525871,0.666801,1.278257,20318.330189,18648.37281,5258.705432,16668.012682,22782.570366,0.258449,0.231017,0.101222,0.185723,0.315979,-0.340198,-0.320365,0.059242,-0.360171,-0.293725,0.954112,0.928515,0.230275,0.781881,1.121285
3,3272,7,93,1.027587,0.861208,0.522121,0.665075,1.270368,20275.867259,18612.078989,5221.211473,16650.753384,22703.678544,0.257655,0.230136,0.100639,0.185349,0.314383,-0.3389,-0.320701,0.058503,-0.358711,-0.29374,0.954783,0.92909,0.229441,0.784063,1.121235
3,3272,8,92,1.02334,0.857669,0.518378,0.663319,1.262427,20233.404329,18576.687127,5183.784124,16633.191999,22624.274883,0.25686,0.22962,0.100056,0.184926,0.31299,-0.337597,-0.321032,0.057771,-0.35732,-0.293755,0.955456,0.92928,0.228611,0.785108,1.120557
3,3272,9,91,1.019094,0.855743,0.514642,0.661736,1.25495,20190.9414,18557.434455,5146.42484,16617.359989,22549.504902,0.256062,0.228986,0.099473,0.18459,0.311563,-0.336289,-0.321271,0.057048,-0.356191,-0.293771,0.956132,0.92952,0.227786,0.785401,1.120587
3,3272,10,90,1.014848,0.852815,0.510914,0.660058,1.248792,20148.47847,18528.148935,5109.135112,16600.575032,22487.920472,0.255263,0.228399,0.09889,0.184304,0.310465,-0.334976,-0.321572,0.056332,-0.354976,-0.293786,0.956809,0.93023,0.226967,0.785824,1.119861
3,3272,11,89,1.010602,0.849806,0.507192,0.658694,1.244237,20106.015541,18498.055669,5071.916476,16586.940813,22442.368406,0.254462,0.227878,0.098308,0.183918,0.309692,-0.333664,-0.321851,0.055618,-0.353832,-0.293801,0.957488,0.930923,0.226155,0.78566,1.119729
3,3272,12,88,1.006355,0.846734,0.503477,0.657483,1.237865,20063.552611,18467.342913,5034.770508,16574.831381,22378.653227,0.25366,0.2271,0.097726,0.183588,0.308577,-0.332355,-0.322171,0.054904,-0.352724,-0.293817,0.958169,0.932283,0.225349,0.78658,1.118765
3,3272,13,87,1.002109,0.843072,0.49977,0.655655,1.231036,20021.089682,18430.723431,4997.698827,16556.5483,22310.358149,0.252856,0.226197,0.097144,0.18313,0.307088,-0.331049,-0.322491,0.054189,-0.351652,-0.293832,0.958851,0.933464,0.224552,0.787144,1.119745
3,3272,14,86,0.997863,0.840141,0.49607,0.655001,1.22433,19978.626752,18401.406268,4960.7031,16550.009976,22243.299416,0.25205,0.225629,0.096563,0.182904,0.305607,-0.329749,-0.322811,0.053471,-0.35057,-0.293847,0.959534,0.934909,0.223763,0.788583,1.119419
3,3272,15,85,0.993616,0.837334,0.492379,0.65403,1.216015,19936.163823,18373.344653,4923.785039,16540.304424,22160.152382,0.251242,0.225005,0.095982,0.182757,0.303757,-0.328451,-0.323133,0.052761,-0.349483,-0.293862,0.960218,0.936224,0.222984,0.789326,1.118982
3,3272,16,84,0.98937,0.834195,0.488695,0.652654,1.206785,19893.700893,18341.945089,4886.946404,16526.539208,22067.850198,0.250433,0.22429,0.095401,0.182387,0.302309,-0.327152,-0.323455,0.052066,-0.348376,-0.293874,0.960901,0.937556,0.222215,0.790222,1.118778
3,3272,17,83,0.985124,0.831505,0.485019,0.650642,1.200605,19851.237963,18315.046719,4850.189004,16506.424641,22006.052423,0.249621,0.223562,0.094821,0.181916,0.301123,-0.325848,-0.323777,0.051383,-0.34728,-0.293886,0.961585,0.939172,0.221457,0.791508,1.117843
3,3272,18,82,0.980878,0.829204,0.481351,0.64884,1.194547,19808.775034,18292.037064,4813.514701,16488.399571,21945.474489,0.248808,0.223071,0.094242,0.181455,0.299751,-0.32454,-0.324071,0.050714,-0.346178,-0.2939,0.962268,0.940188,0.220711,0.792398,1.117185
3,3272,19,81,0.976631,0.826567,0.477693,0.647306,1.187483,19766.312104,18265.670457,4776.925408,16473.064189,21874.826989,0.247993,0.222554,0.093662,0.181215,0.298541,-0.323232,-0.324393,0.050063,-0.345069,-0.293914,0.96295,0.940938,0.219979,0.794089,1.117345
3,3272,20,80,0.972385,0.823273,0.474042,0.645351,1.18211,19723.849175,18232.728824,4740.423094,16453.508855,21821.10321,0.247177,0.221716,0.093084,0.180561,0.297459,-0.321919,-0.324715,0.049427,-0.343954,-0.293929,0.963631,0.941584,0.21926,0.795268,1.117412
3,3272,21,79,0.968139,0.819577,0.470401,0.642804,1.175228,19681.386245,18195.765998,4704.009784,16428.041061,21752.275245,0.246358,0.220949,0.092506,0.180033,0.295964,-0.320605,-0.325026,0.048812,-0.342832,-0.293943,0.964311,0.941814,0.218557,0.798221,1.11736
3,3272,22,78,0.963892,0.816707,0.466769,0.640266,1.168391,19638.923316,18167.07456,4667.687561,16402.66083,21683.905237,0.245538,0.220369,0.091929,0.179569,0.294667,-0.319292,-0.325291,0.048221,-0.341692,-0.293955,0.964988,0.943226,0.217869,0.799018,1.117245
3,3272,23,77,0.959646,0.813395,0.463146,0.638914,1.16237,19596.460386,18133.951374,4631.458568,16389.142441,21623.698624,0.244716,0.219639,0.091352,0.179278,0.293436,-0.317976,-0.325608,0.047649,-0.340557,-0.293995,0.965663,0.944772,0.217199,0.799311,1.116662
3,3272,24,76,0.9554,0.811206,0.459533,0.636721,1.153442,19553.997457,18112.060141,4595.32501,16367.211208,21534.424892,0.243892,0.218917,0.090776,0.178617,0.291518,-0.316655,-0.325945,0.047096,-0.339403,-0.29406,0.966335,0.945854,0.216546,0.800918,1.116602
3,3272,25,75,0.951153,0.808722,0.455929,0.63562,1.147115,19511.534527,18087.224226,4559.289156,16356.195228,21471.149198,0.243066,0.218442,0.090201,0.178338,0.290203,-0.315329,-0.326306,0.046562,-0.338254,-0.294121,0.967003,0.947038,0.215913,0.802719,1.11646
3,3272,26,74,0.946907,0.804558,0.452335,0.633817,1.142297,19469.071597,18045.582669,4523.35334,16338.165026,21422.971215,0.242239,0.217549,0.089627,0.17781,0.289097,-0.31401,-0.32666,0.046047,-0.337099,-0.294186,0.967667,0.948992,0.2153,0.803977,1.114869
3,3272,27,73,0.942661,0.800623,0.448752,0.631602,1.135127,19426.608668,18006.229469,4487.519967,16316.022651,21351.273395,0.241409,0.216734,0.089054,0.17729,0.287741,-0.3127,-0.326984,0.045551,-0.335935,-0.294251,0.968327,0.950294,0.214708,0.805441,1.114512
3,3272,28,72,0.938415,0.797574,0.445179,0.630192,1.129176,19384.145738,17975.738992,4451.79151,16301.919673,21291.756267,0.240578,0.216068,0.088481,0.176989,0.286744,-0.311386,-0.327041,0.045078,-0.334766,-0.294316,0.968982,0.952278,0.214138,0.806523,1.113735
3,3272,29,71,0.934168,0.79309,0.441617,0.628499,1.121618,19341.682809,17930.896621,4416.170516,16284.986737,21216.182666,0.239744,0.215211,0.08791,0.176474,0.285474,-0.310066,-0.326892,0.044629,-0.333572,-0.294375,0.969631,0.953728,0.213592,0.806743,1.113618
3,3272,30,70,0.929922,0.789615,0.438066,0.626357,1.116824,19299.219879,17896.152387,4380.659606,16263.567335,21168.242081,0.238909,0.214241,0.08734,0.176171,0.284447,-0.30874,-0.326835,0.044207,-0.332177,-0.291816,0.970274,0.955656,0.213071,0.807892,1.114397
3,3272,31,69,0.925676,0.786668,0.434526,0.625119,1.111945,19256.75695,17866.680666,4345.261479,16251.185452,21119.445684,0.238072,0.213716,0.086771,0.175653,0.283257,-0.307407,-0.326143,0.043814,-0.330596,-0.287931,0.970911,0.957122,0.212575,0.808979,1.114205
3,3272,32,68,0.921429,0.782725,0.430998,0.623021,1.105759,19214.29402,17827.253708,4309.978913,16230.213054,21057.586206,0.237233,0.212683,0.086203,0.175395,0.282007,-0.30607,-0.325549,0.043449,-0.32922,-0.283999,0.971539,0.960905,0.212106,0.810652,1.11366
3,3272,33,67,0.917183,0.779111,0.427481,0.622302,1.099885,19171.831091,17791.11084,4274.814771,16223.018717,20998.851783,0.236392,0.212026,0.085636,0.175281,0.280889,-0.304733,-0.324009,0.043095,-0.328905,-0.280066,0.97216,0.96189,0.211666,0.811659,1.114288
3,3272,34,66,0.912937,0.77609,0.423977,0.620545,1.094667,19129.368161,17760.902255,4239.771998,16205.450663,20946.667118,0.235549,0.211329,0.085071,0.174768,0.279729,-0.303392,-0.322212,0.042766,-0.328553,-0.276131,0.972772,0.963097,0.211254,0.812034,1.113999
3,3272,35,65,0.908691,0.773,0.420485,0.618925,1.088119,19086.905231,17730.003479,4204.85363,16189.253301,20881.187054,0.234704,0.210367,0.084507,0.174328,0.278547,-0.302047,-0.320573,0.042467,-0.328631,-0.272195,0.973374,0.964659,0.210873,0.813087,1.113537
3,3272,36,64,0.904444,0.769927,0.417006,0.617091,1.080564,19044.442302,17699.265317,4170.062791,16170.905294,20805.644265,0.233857,0.209801,0.083945,0.173797,0.277112,-0.300695,-0.319121,0.042202,-0.328917,-0.268738,0.973966,0.965937,0.210524,0.814464,1.113808
3,3272,37,63,0.900198,0.76501,0.41354,0.615298,1.07478,19001.979372,17650.102748,4135.4027,16152.979444,20747.804867,0.233008,0.208886,0.083384,0.173357,0.275461,-0.299335,-0.317735,0.041974,-0.328652,-0.266751,0.974547,0.966514,0.210207,0.81565,1.113052
3,3272,38,62,0.895952,0.761947,0.410088,0.613089,1.069391,18959.516443,17619.474472,4100.876673,16130.885637,20693.907201,0.232157,0.208001,0.082825,0.1729,0.274466,-0.297969,-0.316297,0.041783,-0.328341,-0.264659,0.975116,0.967532,0.209924,0.81685,1.112296
3,3272,39,61,0.891705,0.759291,0.406649,0.611647,1.062312,18917.053513,17592.912491,4066.488123,16116.465728,20623.123944,0.231304,0.207426,0.082267,0.172518,0.273033,-0.296595,-0.314907,0.04163,-0.328284,-0.262388,0.975672,0.968573,0.209676,0.817994,1.112508
3,3272,40,60,0.887459,0.756227,0.403224,0.609856,1.053942,18874.590584,17562.265629,4032.240569,16098.558852,20539.416862,0.230449,0.206775,0.081711,0.172104,0.271403,-0.295214,-0.313435,0.041517,-0.328525,-0.260312,0.976215,0.969454,0.209464,0.819798,1.113071
3,3272,41,59,0.883213,0.75181,0.399814,0.607695,1.045911,18832.127654,17518.096769,3998.137633,16076.949937,20459.105886,0.229592,0.205641,0.081158,0.171602,0.269705,-0.293826,-0.312032,0.041445,-0.327189,-0.258209,0.976743,0.969698,0.209289,0.820213,1.113997
3,3272,42,58,0.878966,0.748619,0.396418,0.607045,1.03947,18789.664725,17486.189884,3964.183049,16070.449536,20394.703634,0.228733,0.204976,0.080606,0.171279,0.268231,-0.292431,-0.310235,0.041415,-0.324202,-0.256076,0.977256,0.970814,0.209152,0.819984,1.114908
3,3272,43,57,0.87472,0.745489,0.393038,0.60477,1.033409,18747.201795,17454.887835,3930.38066,16047.704983,20334.092077,0.227872,0.204174,0.080056,0.170945,0.267109,-0.291028,-0.308039,0.041427,-0.320582,-0.253914,0.977753,0.97222,0.209055,0.821426,1.114879
3,3272,44,56,0.870474,0.743027,0.389673,0.603119,1.0266,18704.738865,17430.27479,3896.734428,16031.19085,20265.996955,0.227009,0.203519,0.079508,0.170431,0.26559,-0.289618,-0.308018,0.041481,-0.317141,-0.251004,0.978232,0.973124,0.208998,0.821366,1.116088
3,3272,45,55,0.866228,0.7395,0.386325,0.601155,1.020049,18662.275936,17394.996581,3863.248432,16011.554753,20200.485783,0.226143,0.203033,0.078963,0.170005,0.264223,-0.2882,-0.306067,0.04158,-0.31522,-0.24813,0.978693,0.973543,0.208981,0.822741,1.116703
3,3272,46,54,0.861981,0.735788,0.382993,0.600077,1.012214,18619.813006,17357.879023,3829.926876,16000.773845,20122.139213,0.225276,0.202047,0.07842,0.169723,0.262808,-0.286775,-0.303542,0.041719,-0.312716,-0.244363,0.979134,0.974064,0.209007,0.824162,1.1171
3,3272,47,53,0.857735,0.731729,0.379677,0.598533,1.005975,18577.350077,17317.286473,3796.774089,15985.326524,20059.749381,0.224406,0.200964,0.077879,0.169354,0.261498,-0.285348,-0.301922,0.04189,-0.310796,-0.240356,0.979555,0.974715,0.209076,0.8253,1.117614
3,3272,48,52,0.853489,0.727466,0.376379,0.597042,0.998509,18534.887147,17274.657826,3763.79453,15970.418385,19985.093028,0.223534,0.199959,0.077341,0.168897,0.259758,-0.283923,-0.300694,0.04208,-0.30936,-0.236639,0.979955,0.975742,0.209188,0.826953,1.118376
3,3272,49,51,0.849242,0.724077,0.373099,0.595611,0.992971,18492.424218,17240.771505,3730.992795,15956.114929,19929.709432,0.22266,0.19918,0.076806,0.168661,0.258624,-0.282496,-0.298905,0.042301,-0.308497,-0.234571,0.980331,0.976133,0.209345,0.826845,1.120157
3,3272,50,50,0.844996,0.720562,0.369837,0.593829,0.987455,18449.961288,17205.620646,3698.373613,15938.289797,19874.54774,0.221784,0.198474,0.076273,0.168226,0.25751,-0.281063,-0.296023,0.042565,-0.307035,-0.231696,0.980684,0.977635,0.209547,0.828625,1.121004
3,3272,51,49,0.84075,0.717894,0.366594,0.591769,0.981017,18407.498359,17178.935336,3665.941858,15917.692186,19810.171734,0.220906,0.197857,0.075744,0.167741,0.25647,-0.279624,-0.293762,0.042871,-0.305624,-0.228597,0.981011,0.977843,0.209794,0.828694,1.122047
3,3272,52,48,0.836504,0.715689,0.36337,0.591077,0.975693,18365.035429,17156.885653,3633.702548,15910.772608,19756.928092,0.220026,0.197216,0.075217,0.167432,0.254998,-0.278178,-0.292448,0.043222,-0.304261,-0.226994,0.981312,0.978692,0.210087,0.829093,1.122997
3,3272,53,47,0.832257,0.712098,0.360166,0.588887,0.967843,18322.572499,17120.984805,3601.660852,15888.870954,19678.430231,0.219143,0.196527,0.074694,0.166964,0.253389,-0.276726,-0.29103,0.04362,-0.302932,-0.225817,0.981585,0.979871,0.210428,0.828327,1.122966
3,3272,54,46,0.828011,0.709712,0.356982,0.586942,0.962858,18280.10957,17097.118939,3569.82209,15869.419551,19628.584624,0.218258,0.195885,0.074174,0.166565,0.252378,-0.275275,-0.287166,0.044067,-0.30155,-0.224508,0.981829,0.980456,0.210815,0.829239,1.124082
3,3272,55,45,0.823765,0.706103,0.353819,0.584407,0.956323,18237.64664,17061.034049,3538.191741,15844.069999,19563.228475,0.217371,0.195085,0.073657,0.165769,0.251058,-0.273832,-0.284489,0.044561,-0.300189,-0.22331,0.982042,0.981381,0.211249,0.831695,1.125535
3,3272,56,44,0.819518,0.702968,0.350678,0.581276,0.950567,18195.183711,17029.675845,3506.775445,15812.759996,19505.67299,0.216481,0.194392,0.073144,0.165211,0.249874,-0.272397,-0.282861,0.045102,-0.2988,-0.221926,0.982223,0.982749,0.211731,0.831489,1.12607
3,3272,57,43,0.815272,0.699334,0.347558,0.579996,0.946213,18152.720781,16993.344827,3475.579005,15799.955638,19462.127905,0.21559,0.193411,0.072635,0.16472,0.248893,-0.270976,-0.281264,0.045699,-0.297402,-0.220409,0.982371,0.982852,0.212261,0.832224,1.128399
3,3272,58,42,0.811026,0.696816,0.344461,0.576448,0.939943,18110.257852,16968.162807,3444.608396,15764.479566,19399.425446,0.214696,0.192927,0.07213,0.164028,0.247472,-0.26959,-0.279894,0.046358,-0.296326,-0.21857,0.982483,0.984954,0.212838,0.832301,1.129683
3,3272,59,41,0.806779,0.694851,0.341387,0.57462,0.935413,18067.794922,16948.509383,3413.869764,15746.20405,19354.128355,0.213799,0.192453,0.071628,0.163565,0.246382,-0.26824,-0.278575,0.047082,-0.294956,-0.2168,0.982559,0.98527,0.213463,0.832573,1.129351
3,3272,60,40,0.802533,0.691476,0.338337,0.572788,0.930835,18025.331992,16914.763868,3383.369431,15727.877442,19308.350408,0.212901,0.191739,0.071131,0.163003,0.245465,-0.266891,-0.277273,0.047856,-0.293531,-0.215142,0.982598,0.9858,0.214135,0.833414,1.130094
3,3272,61,39,0.798287,0.688899,0.335311,0.570413,0.925285,17982.869063,16888.98641,3353.1139,15704.129684,19252.845627,0.212,0.191171,0.070638,0.162496,0.244218,-0.265536,-0.275966,0.048674,-0.292125,-0.213345,0.982596,0.98558,0.214855,0.834022,1.130493
3,3272,62,38,0.794041,0.686294,0.332311,0.568074,0.919921,17940.406133,16862.942172,3323.109858,15680.73974,19199.212799,0.211096,0.19038,0.07015,0.161861,0.243023,-0.264176,-0.274652,0.049525,-0.290685,-0.211801,0.982553,0.985536,0.215621,0.833527,1.130567
3,3272,63,37,0.789794,0.683859,0.329336,0.565613,0.914239,17897.943204,16838.585076,3293.364177,15656.132594,19142.39192,0.210191,0.189882,0.069667,0.161383,0.241874,-0.262812,-0.273332,0.050413,-0.290035,-0.210418,0.982467,0.985939,0.216434,0.83359,1.131121
3,3272,64,36,0.785548,0.682386,0.326388,0.563372,0.90891,17855.480274,16823.85991,3263.883923,15633.717128,19089.095284,0.209282,0.189407,0.069188,0.160605,0.24079,-0.261439,-0.272006,0.05134,-0.289641,-0.209047,0.982336,0.986502,0.217293,0.834665,1.13152
3,3272,65,35,0.781302,0.680223,0.323468,0.560275,0.9026,17813.017345,16802.232865,3234.676352,15602.745333,19026.001254,0.208372,0.1889,0.068715,0.159927,0.239389,-0.260059,-0.270673,0.052305,-0.289354,-0.207688,0.982158,0.986295,0.218197,0.834438,1.131786
3,3272,66,34,0.777055,0.6777,0.320575,0.558725,0.895979,17770.554415,16776.997155,3205.748917,15587.247746,18959.789488,0.207459,0.188406,0.068246,0.159521,0.237949,-0.25867,-0.269334,0.053309,-0.289069,-0.206367,0.981932,0.9867,0.219145,0.834529,1.13302
3,3272,67,33,0.772809,0.674379,0.317711,0.556901,0.889824,17728.091486,16743.790215,3177.10927,15569.014942,18898.23936,0.206543,0.187579,0.067784,0.159076,0.236527,-0.257275,-0.267989,0.054346,-0.288784,-0.20504,0.981656,0.98653,0.220137,0.834613,1.132254
3,3272,68,32,0.768563,0.672607,0.314877,0.553926,0.884702,17685.628556,16726.069164,3148.765265,15539.260958,18847.02335,0.205625,0.187256,0.067327,0.158391,0.235536,-0.255875,-0.266637,0.055415,-0.288498,-0.203405,0.981327,0.986297,0.221172,0.833625,1.13198
3,3272,69,31,0.764317,0.670466,0.312072,0.55044,0.878534,17643.165626,16704.656704,3120.724956,15504.395027,18785.342871,0.204705,0.186807,0.066876,0.157418,0.23426,-0.254471,-0.265279,0.056525,-0.288212,-0.20149,0.980945,0.986507,0.222249,0.833842,1.130567
3,3272,70,30,0.76007,0.668023,0.3093,0.548451,0.875268,17600.702697,16680.232764,3092.996603,15484.508101,18752.682032,0.203782,0.186051,0.066431,0.156991,0.233371,-0.253058,-0.263955,0.057671,-0.287925,-0.199277,0.980507,0.986327,0.223366,0.834761,1.129832
3,3272,71,29,0.755824,0.666503,0.306559,0.545415,0.870644,17558.239767,16665.028739,3065.588671,15454.150644,18706.437269,0.202857,0.185663,0.065992,0.156319,0.232411,-0.251638,-0.262583,0.058849,-0.287637,-0.19733,0.980011,0.986005,0.224523,0.833948,1.129136
3,3272,72,28,0.751578,0.664106,0.303851,0.543835,0.865871,17515.776838,16641.058103,3038.509831,15438.353939,18658.707305,0.201929,0.185066,0.06556,0.155737,0.231441,-0.250213,-0.261204,0.060055,-0.287349,-0.195486,0.979455,0.98555,0.225718,0.832736,1.128331
3,3272,73,27,0.747331,0.661519,0.301177,0.541437,0.861848,17473.313908,16615.193874,3011.76896,15414.367414,18618.482551,0.200998,0.184642,0.065135,0.155377,0.230511,-0.248795,-0.259818,0.061274,-0.28706,-0.194014,0.978837,0.984341,0.22695,0.83275,1.127418
3,3272,74,26,0.743085,0.65843,0.298538,0.539404,0.857296,17430.850979,16584.303861,2985.37514,15394.039699,18572.960054,0.200065,0.183776,0.064717,0.154784,0.229386,-0.247376,-0.258426,0.062527,-0.28677,-0.191675,0.978156,0.984217,0.228218,0.832399,1.125528
3,3272,75,25,0.738839,0.656865,0.295934,0.537588,0.851946,17388.388049,16568.645833,2959.337655,15375.884041,18519.460008,0.199129,0.183368,0.064306,0.154258,0.228348,-0.245981,-0.257026,0.063763,-0.28648,-0.188307,0.977409,0.984235,0.22952,0.83063,1.1248
3,3272,76,24,0.734593,0.654224,0.293367,0.536313,0.846479,17345.92512,16542.243124,2933.665995,15363.133204,18464.790862,0.198191,0.182801,0.063902,0.153931,0.227092,-0.244629,-0.25562,0.064958,-0.28619,-0.185034,0.976593,0.983954,0.230854,0.82824,1.124468
3,3272,77,23,0.730346,0.650692,0.290837,0.534968,0.843718,17303.46219,16506.916038,2908.369846,15349.682859,18437.179357,0.19725,0.182016,0.063507,0.153617,0.226205,-0.24329,-0.254207,0.066155,-0.285899,-0.182288,0.975708,0.983351,0.232219,0.826132,1.122638
3,3272,78,22,0.7261,0.648122,0.288346,0.53307,0.839012,17260.99926,16481.215936,2883.459092,15330.702705,18390.115683,0.196306,0.181317,0.063119,0.153171,0.225517,-0.241953,-0.252786,0.06737,-0.285607,-0.177375,0.974751,0.982661,0.233613,0.824682,1.122217
3,3272,79,21,0.721854,0.644939,0.285894,0.531392,0.835848,17218.536331,16449.387679,2858.943806,15313.919643,18358.475414,0.19536,0.180523,0.06274,0.152718,0.224763,-0.240627,-0.251359,0.068591,-0.285314,-0.176083,0.97372,0.98215,0.235035,0.820834,1.121168
3,3272,80,20,0.717607,0.641629,0.283483,0.5285,0.831993,17176.073401,16416.29234,2834.834249,15285.004194,18319.932756,0.194411,0.179877,0.06237,0.15198,0.223798,-0.23938,-0.249924,0.069732,-0.285021,-0.175354,0.972612,0.981569,0.236483,0.818708,1.121111
3,3272,81,19,0.713361,0.639423,0.281114,0.526169,0.827828,17133.610472,16394.234282,2811.140859,15261.688696,18278.275418,0.193459,0.179192,0.062008,0.151339,0.222847,-0.238168,-0.248483,0.070853,-0.284727,-0.174729,0.971427,0.981041,0.237956,0.81875,1.119432
3,3272,82,18,0.709115,0.636791,0.278787,0.523977,0.822846,17091.147542,16367.910447,2787.874247,15239.766413,18228.464873,0.192504,0.178595,0.061655,0.150845,0.221801,-0.237089,-0.247034,0.071841,-0.284433,-0.174131,0.970161,0.979791,0.23945,0.814058,1.118475
3,3272,83,17,0.704868,0.633015,0.276505,0.521117,0.819196,17048.684613,16330.152392,2765.045187,15211.169846,18191.956811,0.191547,0.177708,0.061312,0.150142,0.220865,-0.236343,-0.245577,0.072453,-0.284138,-0.173533,0.968813,0.978921,0.240965,0.811154,1.116591
3,3272,84,16,0.700622,0.628817,0.274266,0.518321,0.815147,17006.221683,16288.167335,2742.664605,15183.205684,18151.474507,0.190587,0.176679,0.060979,0.149427,0.220097,-0.235728,-0.244114,0.07293,-0.283843,-0.172936,0.96738,0.97854,0.2425,0.807867,1.115543
3,3272,85,15,0.696376,0.624717,0.272074,0.51622,0.810539,16963.758754,16247.173115,2720.743569,15162.204619,18105.391005,0.189624,0.175712,0.060656,0.148933,0.218947,-0.235145,-0.242919,0.073397,-0.283547,-0.17234,0.965862,0.977852,0.244051,0.804016,1.114082
