Date,Close,High,Low,Open,Volume
1980-03-17,0.18149973452091217,0.1844035516095328,0.18149973452091217,0.18149973452091217,10924800
1980-03-18,0.18004779517650604,0.18295159488360124,0.18004779517650604,0.1814996867216614,17068800
1980-03-19,0.18440359830856323,0.18730796448672873,0.18440359830856323,0.18440359830856323,18508800
1980-03-20,0.1836775839328766,0.1865813841927936,0.1836775839328766,0.18440353815205276,11174400
1980-03-21,0.17714346945285797,0.18004785165853154,0.17714346945285797,0.18004785165853154,12172800
1980-03-24,0.17351378500461578,0.17641760341892346,0.17351378500461578,0.17641760341892346,8966400
1980-03-25,0.17423957586288452,0.17714337493148946,0.17423957586288452,0.17423957586288452,11347200
1980-03-26,0.17278775572776794,0.1756915728871399,0.17278775572776794,0.17423966430745394,16262400
1980-03-27,0.16697964072227478,0.16988400712364166,0.16697964072227475,0.16988400712364166,26918400
1980-03-28,0.17351378500461578,0.17641760341892346,0.17351378500461578,0.17351378500461578,20102400
1980-03-31,0.17932182550430298,0.1822256249589258,0.179321825504303,0.179321825504303,9004800
1980-04-01,0.18004779517650604,0.18295159488360124,0.18004779517650604,0.18004779517650604,8179200
1980-04-02,0.18149973452091217,0.1844035516095328,0.18149973452091217,0.18149973452091217,12556800
1980-04-03,0.17786939442157745,0.18077375953137925,0.17786939442157745,0.18077375953137925,6988800
1980-04-07,0.17351378500461578,0.17641760341892346,0.17351378500461578,0.17641760341892346,13478400
1980-04-08,0.17423957586288452,0.17714337493148946,0.17423957586288452,0.17423957586288452,29184000
1980-04-09,0.17060993611812592,0.17351373711417722,0.17060993611812592,0.17351373711417722,11558400
1980-04-10,0.16988392174243927,0.1727877217133902,0.16988392174243927,0.1706098758893735,14784000
1980-04-11,0.16988392174243927,0.1727877217133902,0.16988392174243927,0.16988392174243927,9523200
1980-04-14,0.17133574187755585,0.1742395403543921,0.17133574187755585,0.17133574187755585,8025600
1980-04-15,0.16915740072727203,0.1720617656363676,0.169157400727272,0.17133582811436252,10598400
1980-04-16,0.16262385249137878,0.16552765253295768,0.16262385249137878,0.16552765253295768,10752000
1980-04-17,0.15971949696540833,0.16262387906917783,0.15971949696540833,0.16262387906917783,17702400
1980-04-18,0.16189788281917572,0.16480168258261013,0.16189788281917572,0.16189788281917572,18739200
1980-04-21,0.16044554114341736,0.16334990825766282,0.16044554114341736,0.1618980154945127,9043200
1980-04-22,0.16770553588867188,0.1706099012622808,0.16770553588867188,0.16770553588867188,20428800
1980-04-23,0.17786939442157745,0.18077375953137925,0.17786939442157745,0.17786939442157745,14822400
1980-04-24,0.17859594523906708,0.18149974589283743,0.17859594523906708,0.17859594523906708,8832000
1980-04-25,0.17569157481193542,0.17859594035717233,0.1756915748119354,0.17859594035717233,7104000
1980-04-28,0.17423957586288452,0.17714337493148946,0.17423957586288452,0.1756914837055774,6931200
1980-04-29,0.17569157481193542,0.17859594035717233,0.1756915748119354,0.1756915748119354,6297600
1980-04-30,0.17786939442157745,0.18077375953137925,0.17786939442157745,0.17786939442157745,7065600
1980-05-01,0.17859594523906708,0.18149974589283743,0.17859594523906708,0.17859594523906708,7008000
1980-05-02,0.18149973452091217,0.1844035516095328,0.18149973452091217,0.18149973452091217,5510400
1980-05-05,0.1836775839328766,0.1865813841927936,0.1836775839328766,0.1836775839328766,3513600
1980-05-06,0.18295170366764069,0.1858555051013514,0.18295170366764069,0.18367765818026696,6988800
1980-05-07,0.18295170366764069,0.1858555051013514,0.18295170366764069,0.18295170366764069,6393600
1980-05-08,0.18077383935451508,0.1836776573925672,0.18077383935451508,0.18295170288305415,7468800
1980-05-09,0.18295170366764069,0.1858555051013514,0.18295170366764069,0.18295170366764069,16684800
1980-05-12,0.18222564458847046,0.18512946097267854,0.18222564458847046,0.1829515986845225,8582400
1980-05-13,0.18585553765296936,0.18875992118317064,0.18585553765296936,0.18585553765296936,7372800
1980-05-14,0.18875975906848907,0.19166355851688244,0.18875975906848907,0.18875975906848907,4742400
1980-05-15,0.19021175801753998,0.19311557572434435,0.19021175801754,0.19021175801754,8102400
