Date,Close,High,Low,Open,Volume
2025-10-16,25.183731079101562,25.371588981984708,25.183731079101562,25.371588981984708,100300
2025-10-17,25.201719284057617,25.201719284057617,25.100796666004932,25.140765095049233,4300
2025-10-20,25.475509643554688,25.510482733216172,25.475509643554688,25.500490149614258,100
2025-10-21,25.455524444580078,25.455524444580078,25.455524444580078,25.455524444580078,100
2025-10-22,25.088804244995117,25.088804244995117,25.088804244995117,25.088804244995117,100
2025-10-23,25.409561157226562,25.409561157226562,25.409561157226562,25.409561157226562,100
2025-10-24,25.655370712280273,25.73530947608247,25.655370712280273,25.73530947608247,100
2025-10-27,25.894187927246094,25.980122621159587,25.894187927246094,25.980122621159587,1200
2025-10-28,25.64238166809082,25.64238166809082,25.64238166809082,25.64238166809082,100
2025-10-29,25.579431533813477,25.579431533813477,25.579431533813477,25.579431533813477,100
2025-10-30,25.405561447143555,25.405561447143555,25.405561447143555,25.405561447143555,100
2025-10-31,25.525470733642578,25.525470733642578,25.525470733642578,25.525470733642578,100
2025-11-03,25.474510192871094,25.474510192871094,25.474510192871094,25.474510192871094,100
2025-11-04,24.979888916015625,24.979888916015625,24.979888916015625,24.979888916015625,100
2025-11-05,25.3016414642334,25.3016414642334,25.3016414642334,25.3016414642334,100
2025-11-06,24.933923721313477,24.933923721313477,24.933923721313477,24.933923721313477,100
2025-11-07,24.84499168395996,24.84499168395996,24.791032113356092,24.791032113356092,300
2025-11-10,25.209712982177734,25.209712982177734,25.209712982177734,25.209712982177734,100
2025-11-11,25.014862060546875,25.014862060546875,25.014862060546875,25.014862060546875,0
2025-11-12,25.14776039123535,25.14776039123535,25.14776039123535,25.14776039123535,100
2025-11-13,24.702102661132812,24.702102661132812,24.702102661132812,24.702102661132812,0
2025-11-14,24.537227630615234,24.537227630615234,24.537227630615234,24.537227630615234,100
2025-11-17,24.23345947265625,24.980886797541146,24.23345947265625,24.980886797541146,100
2025-11-18,24.015626907348633,24.015626907348633,24.015626907348633,24.015626907348633,100
2025-11-19,24.246448516845703,24.246448516845703,24.246448516845703,24.246448516845703,100
2025-11-20,23.702865600585938,23.702865600585938,23.702865600585938,23.702865600585938,100
2025-11-21,23.885725021362305,23.885725021362305,23.885725021362305,23.885725021362305,100
2025-11-24,24.237457275390625,24.237457275390625,24.237457275390625,24.237457275390625,100
2025-11-25,24.572200775146484,24.572200775146484,24.572200775146484,24.572200775146484,100
2025-11-26,24.94391632080078,24.94391632080078,24.94391632080078,24.94391632080078,100
2025-11-28,25.130773544311523,25.130773544311523,25.130773544311523,25.130773544311523,100
2025-12-01,25.010866165161133,25.010866165161133,25.010866165161133,25.010866165161133,100
2025-12-02,25.245683670043945,25.460519449674674,25.245683670043945,25.460519449674674,100
2025-12-03,25.62239646911621,25.62239646911621,25.62239646911621,25.62239646911621,0
2025-12-04,25.518476486206055,25.518476486206055,25.518476486206055,25.518476486206055,100
2025-12-05,25.557445526123047,25.557445526123047,25.557445526123047,25.557445526123047,100
2025-12-08,25.459522247314453,25.459522247314453,25.459522247314453,25.459522247314453,0
2025-12-09,25.360595703125,25.360595703125,25.360595703125,25.360595703125,0
2025-12-10,25.731313705444336,25.731313705444336,25.731313705444336,25.731313705444336,100
2025-12-11,25.792266845703125,25.792266845703125,25.792266845703125,25.792266845703125,100
2025-12-12,25.127775192260742,25.24068967605586,25.127775192260742,25.24068967605586,400
2025-12-15,25.166746139526367,25.166746139526367,25.166746139526367,25.166746139526367,100
2025-12-16,25.12078094482422,25.12078094482422,25.12078094482422,25.12078094482422,100
2025-12-17,24.521240234375,25.120780013319038,24.521240234375,25.120780013319038,400
2025-12-18,24.834999084472656,25.08081130594058,24.834999084472656,25.08081130594058,100
2025-12-19,25.027000427246094,25.027000427246094,25.027000427246094,25.027000427246094,100
2025-12-22,25.2450008392334,25.2450008392334,25.2450008392334,25.2450008392334,100
2025-12-23,25.288999557495117,25.288999557495117,25.225000381469727,25.25,200
2025-12-24,25.327999114990234,25.327999114990234,25.327999114990234,25.327999114990234,100
2025-12-26,25.375999450683594,25.375999450683594,25.375999450683594,25.375999450683594,100
2025-12-29,25.288000106811523,25.288000106811523,25.288000106811523,25.288000106811523,100
2025-12-30,25.253000259399414,25.253000259399414,25.253000259399414,25.253000259399414,100
2025-12-31,25.049999237060547,25.049999237060547,25.049999237060547,25.049999237060547,100
